headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
belong,verb,B1,tegishli bo'lmoq,принадлежать,To be someone's property or part of a group.,bɪˈlɒŋ,760,basics,This book belongs to my sister.,Bu kitob singlimga tegishli.,,
benefit,noun,B1,foyda,польза,A good or helpful result.,ˈbenɪfɪt,765,basics,Exercise has many health benefits.,Mashqning salomatlikka ko'p foydasi bor.,advantage,harm
brave,adjective,B1,jasur,храбрый,Not afraid of danger.,breɪv,770,describing,The brave firefighter saved the child.,Jasur o't o'chiruvchi bolani qutqardi.,courageous,cowardly
celebrate,verb,B1,nishonlamoq,праздновать,To do something enjoyable for a special day.,ˈselɪbreɪt,775,actions,We celebrated Navruz with the whole family.,Biz Navro'zni butun oila bilan nishonladik.,,
challenge,noun,B1,sinov,вызов,Something difficult that tests your ability.,ˈtʃælɪndʒ,780,basics,Learning Chinese is a real challenge.,Xitoy tilini o'rganish haqiqiy sinov.,,
charity,noun,B1,xayriya,благотворительность,An organization that helps people in need.,ˈtʃærəti,785,basics,She gives money to charity every month.,U har oy xayriyaga pul beradi.,,
community,noun,B1,jamoa,сообщество,The people living in one area.,kəˈmjuːnəti,790,people-family,Our community built a new playground.,Jamoamiz yangi o'yin maydonchasi qurdi.,,
compare,verb,B1,taqqoslamoq,сравнивать,To look at differences and similarities.,kəmˈpeə,795,actions,Compare these two phones before buying.,Sotib olishdan oldin bu ikki telefonni taqqoslang.,,
complain,verb,B1,shikoyat qilmoq,жаловаться,To say you are not happy about something.,kəmˈpleɪn,800,actions,He complained about the cold soup.,U sovuq sho'rvadan shikoyat qildi.,,
confident,adjective,B1,ishonchli,уверенный,Sure about your own ability.,ˈkɒnfɪdənt,805,feelings,She is confident about the exam.,U imtihonga ishonchi komil.,,shy
convince,verb,B1,ishontirmoq,убеждать,To make someone believe something.,kənˈvɪns,810,actions,He convinced me to join the club.,U meni klubga qo'shilishga ishontirdi.,persuade,
culture,noun,B1,madaniyat,культура,The customs and beliefs of a group of people.,ˈkʌltʃə,815,basics,Uzbek culture is famous for hospitality.,O'zbek madaniyati mehmondo'stligi bilan mashhur.,,
curious,adjective,B1,qiziquvchan,любопытный,Wanting to know or learn about things.,ˈkjʊəriəs,820,feelings,Children are naturally curious.,Bolalar tabiatan qiziquvchan bo'ladi.,,
damage,verb,B1,zarar yetkazmoq,повреждать,To harm or break something.,ˈdæmɪdʒ,825,actions,The storm damaged many houses.,Bo'ron ko'plab uylarga zarar yetkazdi.,harm,repair
deserve,verb,B1,loyiq bo'lmoq,заслуживать,To earn something because of what you did.,dɪˈzɜːv,830,basics,You deserve a holiday after this project.,Bu loyihadan keyin siz ta'tilga loyiqsiz.,,
develop,verb,B1,rivojlantirmoq,развивать,To grow or make something grow better.,dɪˈveləp,835,actions,Reading develops your imagination.,Kitob o'qish tasavvurni rivojlantiradi.,,
disappointed,adjective,B1,hafsalasi pir bo'lgan,разочарованный,Sad because something was not as good as expected.,ˌdɪsəˈpɔɪntɪd,840,feelings,We were disappointed with the result.,Natijadan hafsalamiz pir bo'ldi.,,satisfied
discover,verb,B1,kashf qilmoq,открывать,To find something for the first time.,dɪˈskʌvə,845,actions,Scientists discovered a new planet.,Olimlar yangi sayyorani kashf qilishdi.,find,
doubt,noun,B1,shubha,сомнение,A feeling of not being sure.,daʊt,850,feelings,There is no doubt about his talent.,Uning iste'dodiga shubha yo'q.,,certainty
effort,noun,B1,harakat,усилие,The energy you use to do something.,ˈefət,855,basics,Success needs time and effort.,Muvaffaqiyat vaqt va harakat talab qiladi.,,
encourage,verb,B1,ruhlantirmoq,поощрять,To give someone hope or confidence.,ɪnˈkʌrɪdʒ,860,actions,My teacher encouraged me to write.,O'qituvchim meni yozishga ruhlantirdi.,support,discourage
environment,noun,B1,atrof-muhit,окружающая среда,The natural world around us.,ɪnˈvaɪrənmənt,865,nature,Plastic is bad for the environment.,Plastik atrof-muhit uchun zararli.,,
essential,adjective,B1,zarur,необходимый,Completely necessary.,ɪˈsenʃl,870,describing,Water is essential for life.,Suv hayot uchun zarur.,necessary,optional
expect,verb,B1,kutmoq,ожидать,To think something will happen.,ɪkˈspekt,875,actions,I expect the bus will be late.,Avtobus kechikadi deb o'ylayman.,,
fair,adjective,B1,adolatli,справедливый,Treating everyone equally.,feə,880,describing,The referee made a fair decision.,Hakam adolatli qaror qabul qildi.,just,unfair
generous,adjective,B1,saxiy,щедрый,Happy to give more than is expected.,ˈdʒenərəs,885,describing,Our generous neighbour shares his fruit.,Saxiy qo'shnimiz mevasini bo'lishadi.,,mean
government,noun,B1,hukumat,правительство,The group of people who rule a country.,ˈɡʌvənmənt,890,basics,The government opened new schools.,Hukumat yangi maktablar ochdi.,,
habit,noun,B1,odat,привычка,Something you do regularly.,ˈhæbɪt,895,basics,Reading before bed is a good habit.,Uxlashdan oldin o'qish yaxshi odat.,,
honest,adjective,B1,halol,честный,Always telling the truth.,ˈɒnɪst,900,describing,An honest answer is better than a nice lie.,Halol javob chiroyli yolg'ondan yaxshi.,truthful,dishonest
increase,verb,B1,oshirmoq,увеличивать,To become or make larger.,ɪnˈkriːs,905,actions,Prices increased last month.,O'tgan oy narxlar oshdi.,grow,decrease
influence,noun,B1,ta'sir,влияние,The power to change how someone thinks or acts.,ˈɪnfluəns,910,basics,Friends have a big influence on teenagers.,Do'stlar o'smirlarga katta ta'sir ko'rsatadi.,,
injure,verb,B1,jarohatlamoq,ранить,To hurt a person or animal.,ˈɪndʒə,915,body-health,He injured his knee playing football.,U futbol o'ynab tizzasini jarohatladi.,hurt,
invent,verb,B1,ixtiro qilmoq,изобретать,To create something completely new.,ɪnˈvent,920,actions,Who invented the telephone?,Telefonni kim ixtiro qilgan?,,
jealous,adjective,B1,rashkchi,ревнивый,Unhappy because someone has what you want.,ˈdʒeləs,925,feelings,He was jealous of his brother's new bike.,U ukasining yangi velosipedidan rashk qildi.,envious,
knowledge,noun,B1,bilim,знание,The information and understanding you have.,ˈnɒlɪdʒ,930,school,Knowledge is more valuable than gold.,Bilim oltindan qimmatroq.,,
manage,verb,B1,uddalamoq,справляться,To succeed in doing something difficult.,ˈmænɪdʒ,935,actions,She managed to fix the computer herself.,U kompyuterni o'zi tuzatishni uddaladi.,,
mention,verb,B1,tilga olmoq,упоминать,To speak about something briefly.,ˈmenʃn,940,actions,He mentioned your name at the meeting.,U yig'ilishda ismingizni tilga oldi.,,
nervous,adjective,B1,asabiy,нервный,Worried or slightly afraid.,ˈnɜːvəs,945,feelings,I always feel nervous before exams.,Imtihon oldidan doim hayajonlanaman.,anxious,calm
opinion,noun,B1,fikr,мнение,What you think about something.,əˈpɪnjən,950,basics,In my opinion the film was boring.,Mening fikrimcha film zerikarli edi.,view,
opportunity,noun,B1,imkoniyat,возможность,A chance to do something good.,ˌɒpəˈtjuːnəti,955,basics,This job is a great opportunity for you.,Bu ish siz uchun ajoyib imkoniyat.,chance,
patient,adjective,B1,sabrli,терпеливый,Able to wait calmly.,ˈpeɪʃnt,960,describing,Be patient — the results come slowly.,Sabrli bo'ling — natijalar sekin keladi.,,impatient
pollution,noun,B1,ifloslanish,загрязнение,Damage to air water or land from harmful things.,pəˈluːʃn,965,nature,Air pollution is a problem in big cities.,Havo ifloslanishi katta shaharlarda muammo.,,
population,noun,B1,aholi,население,All the people living in a place.,ˌpɒpjuˈleɪʃn,970,basics,The population of Uzbekistan is growing.,O'zbekiston aholisi o'sib bormoqda.,,
prevent,verb,B1,oldini olmoq,предотвращать,To stop something from happening.,prɪˈvent,975,actions,Washing hands prevents illness.,Qo'l yuvish kasallikning oldini oladi.,,
promise,verb,B1,va'da bermoq,обещать,To say you will certainly do something.,ˈprɒmɪs,980,actions,She promised to call me tomorrow.,U ertaga qo'ng'iroq qilishga va'da berdi.,,
protect,verb,B1,himoya qilmoq,защищать,To keep someone or something safe.,prəˈtekt,985,actions,Sunglasses protect your eyes.,Quyosh ko'zoynagi ko'zingizni himoya qiladi.,defend,
realize,verb,B1,anglamoq,осознавать,To suddenly understand something.,ˈrɪəlaɪz,990,actions,I realized I had left my keys at home.,Kalitlarimni uyda qoldirganimni angladim.,,
recommend,verb,B1,tavsiya qilmoq,рекомендовать,To say that something is good and worth trying.,ˌrekəˈmend,995,actions,Can you recommend a good book?,Yaxshi kitob tavsiya qila olasizmi?,suggest,
reduce,verb,B1,kamaytirmoq,уменьшать,To make something smaller or less.,rɪˈdjuːs,1000,actions,We should reduce our screen time.,Ekran vaqtimizni kamaytirishimiz kerak.,,increase
refuse,verb,B1,rad etmoq,отказываться,To say no to something.,rɪˈfjuːz,1005,actions,He refused to sign the paper.,U qog'ozga imzo chekishdan bosh tortdi.,,accept
respect,noun,B1,hurmat,уважение,A good opinion of someone because of their qualities.,rɪˈspekt,1010,feelings,Students show respect to their teachers.,O'quvchilar o'qituvchilarga hurmat ko'rsatadi.,,
responsible,adjective,B1,mas'ul,ответственный,Having the duty to take care of something.,rɪˈspɒnsəbl,1015,describing,Parents are responsible for their children.,Ota-onalar farzandlari uchun mas'ul.,,
society,noun,B1,jamiyat,общество,People living together with shared rules.,səˈsaɪəti,1020,basics,Education makes society stronger.,Ta'lim jamiyatni kuchliroq qiladi.,,
solution,noun,B1,yechim,решение,The answer to a problem.,səˈluːʃn,1025,basics,We found a simple solution.,Biz oddiy yechim topdik.,answer,
suggest,verb,B1,taklif qilmoq,предлагать,To offer an idea or plan.,səˈdʒest,1030,actions,I suggest we start early.,Erta boshlashni taklif qilaman.,propose,
support,verb,B1,qo'llab-quvvatlamoq,поддерживать,To help someone or agree with them.,səˈpɔːt,1035,actions,My family supports my decision.,Oilam qarorimni qo'llab-quvvatlaydi.,,
trust,verb,B1,ishonmoq,доверять,To believe someone is honest and reliable.,trʌst,1040,feelings,I trust my best friend completely.,Eng yaqin do'stimga to'liq ishonaman.,,
valuable,adjective,B1,qimmatli,ценный,Worth a lot of money or very useful.,ˈvæljuəbl,1045,describing,Time is the most valuable thing we have.,Vaqt bizdagi eng qimmatli narsa.,precious,worthless
waste,verb,B1,isrof qilmoq,тратить впустую,To use something badly or unnecessarily.,weɪst,1050,actions,Don't waste water while brushing your teeth.,Tish yuvayotganda suvni isrof qilmang.,,save
