headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
them,pronoun,A1,ularni ularga,их им,Used to refer to a group of people or things previously mentioned.,ˈðɛm,4844,basics,I saw my friends and invited them to have dinner with me.,Do'stlarimni ko'rib qoldim va ularni kechki ovqatga taklif qildim.,,
should,verb,A2,kerak kerakli,следует,Used to say what is the right or best thing to do.,ʃəd,4846,actions,You should eat more vegetables if you want to be healthy.,"Sog'lom bo'lishni istasangiz, ko'proq sabzavot iste'mol qilishingiz kerak.",ought,
product,noun,A2,mahsulot buyum,продукт,"Something that is made, grown, or created to be sold to people.",ˈpɹɒd.əkt,4848,work,This new cleaning product is very effective for removing tough stains.,Ushbu yangi tozalash vositasi qiyin dog'larni ketkazishda juda samarali.,good item,
system,noun,B1,tizim tartib,система,A set of related parts that work together to achieve a specific goal.,ˈsɪstəm,4850,ielts,The school has a new system to track student attendance every morning.,Maktabda har kuni ertalab o'quvchilar davomatini kuzatish uchun yangi tizim bor.,method organization,
post,verb,B1,joylashtirmoq e'lon qilmoq,разместить,To publish something on the internet for people to see.,pəʊst,4852,actions,I will post the photos from our trip on my social media.,Sayohatimizdan olingan suratlarni ijtimoiy tarmoqlarimga joylayman.,publish announce,
her,determiner,A1,uning,её,Belonging to or associated with a female person or animal.,ˈhɜː,4854,basics,She is reading a book and this is her favorite story.,U kitob o'qiyapti va bu uning eng sevimli hikoyasi.,,
add,verb,A2,qo'shmoq,добавлять,To put something together with something else to increase the size or amount.,æd,4856,actions,Please add a little more sugar to my hot coffee today.,"Iltimos, bugun issiq qahvamga biroz ko'proq shakar qo'shing.",increase join,subtract
number,noun,A1,son raqam,число,A symbol or word used to represent a specific amount or quantity.,ˈnʌmbər,4858,basics,Can you write down your phone number on this piece of paper?,Telefon raqamingizni shu qog'ozga yozib bera olasizmi?,figure quantity,
such,determiner,B1,shunday bunday,такой,Of the type already mentioned or to a high degree.,sʌt͡ʃ,4860,describing,I have never seen such a beautiful garden in this city.,Men bu shaharda hech qachon bunday go'zal bog'ni ko'rmaganman.,similar like,
please,adverb,A1,iltimos marhamat,пожалуйста,A polite word used to ask for something or to make a request.,pliːz,4862,basics,Could you please help me carry these heavy bags to the car?,"Iltimos, bu og'ir sumkalarni mashinagacha olib borishga yordam bera olasizmi?",kindly,
copyright,noun,B2,mualliflik huquqi,авторское право,The legal right to control the use and distribution of an artistic work.,ˈkɑpiˌɹaɪt,4864,ielts,The author holds the copyright for all of her published books.,Muallif o'zining barcha nashr etilgan kitoblari uchun mualliflik huquqiga ega.,,
after,preposition,A1,keyin so'ng,после,Following in time or at a later point than something else.,ˈɑːftə,4866,time,We usually go for a walk after we finish our dinner.,Biz odatda kechki ovqatni tugatganimizdan so'ng sayrga chiqamiz.,following behind,before
best,adjective,A1,eng yaxshi,лучший,Of the highest quality or more excellent than all others.,ˈbɛst,4868,describing,This restaurant is widely known as the best place for lunch.,Bu restoran tushlik qilish uchun eng yaxshi joy sifatida keng tanilgan.,finest top,worst
software,noun,B1,dasturiy ta'minot dastur,программное обеспечение,Computer programs and data that allow a computer to perform specific tasks.,ˈsɒf(t)ˌwɛə,4870,work,You need to install the latest software to update your computer system.,Kompyuter tizimini yangilash uchun eng so'nggi dasturiy ta'minotni o'rnatishingiz kerak.,,hardware
then,adverb,A1,o'sha paytda keyin,"тогда, затем",Used to describe something that happened after another event or at that time.,ðɛn,4872,time,We went to the shop and then we had some lunch.,Biz do'konga bordik va keyin tushlik qildik.,next subsequently,
video,noun,A1,video lavha,видео,A recording of moving images and sound that you can watch on a screen.,ˈvɪd.i.əʊ,4874,actions,I watched a short video about wild animals on my phone today.,Men bugun telefonimda yovvoyi hayvonlar haqida qisqa video tomosha qildim.,clip vid,
well,adverb,A1,yaxshi,хорошо,In a very good or satisfactory way.,ˈwɛl,4876,describing,She speaks English very well because she practices every single day.,"U ingliz tilida juda yaxshi gapiradi, chunki u har kuni mashq qiladi.",excellently properly,badly
where,adverb,A1,qayerda qayerga,"где, куда",Used to ask about or talk about a place or position.,ˈwɛə,4878,places,Can you tell me where the nearest train station is located?,Menga eng yaqin poyezd bekati qayerda joylashganini ayta olasizmi?,,
public,adjective,B1,ommaviy jamoat,общественный,Connected to or shared by all people in a society or community.,ˈpʌblɪk,4880,ielts,The local library is a public place open to everyone in town.,Mahalliy kutubxona shahardagi barcha uchun ochiq bo'lgan jamoat joyidir.,common open,private
books,noun,A1,kitoblar,книги,Objects with pages containing writing or pictures that you can read.,bʊks,4882,basics,She keeps all her school books on the wooden shelf.,U barcha maktab kitoblarini yog'och tokchada saqlaydi.,volumes,
high,adjective,A1,baland,высокий,Having a large distance from the bottom to the top.,haɪ,4884,describing,We climbed a very high mountain during our summer holiday.,Biz yozgi ta'tilimiz davomida juda baland tog'ga chiqdik.,tall elevated,low
through,preposition,A2,orqali ichidan,через,Moving from one side of an opening or space to the other.,θɹuː,4886,basics,The bright sunlight came through the large glass window.,Yorqin quyosh nuri katta shisha deraza orqali tushdi.,via,
each,determiner,A2,har bir,каждый,"Every single person or thing in a group, considered separately.",iːt͡ʃ,4888,basics,Each student must finish their homework before the next class.,Har bir o'quvchi keyingi darsgacha uyga vazifasini tugatishi kerak.,every,
links,noun,B1,havolalar bog'lamlar,ссылки,"Connections between two things, or items on a website you can click.",lɪŋks,4890,actions,There are many useful links on this educational website.,Ushbu ta'lim veb-saytida juda ko'p foydali havolalar mavjud.,connections,
she,pronoun,A1,u,она,Used to refer to a female person or animal previously mentioned.,ʃiː,4892,basics,My sister is a doctor and she works very hard.,Singlim shifokor va u juda qattiq ishlaydi.,,he
review,noun,B1,sharh taqriz,обзор,"A report that gives an opinion about a book, film, or product.",ɹɪˈvjuː,4894,ielts,I read a very positive review of the new movie online.,Men internetda yangi kino haqida juda ijobiy sharh o'qidim.,evaluation critique,
years,noun,A1,yillar,годы,"Periods of twelve months, starting from January 1st.",jɪəz,4896,time,They have lived in this small city for many years.,Ular ushbu kichik shaharda ko'p yillar davomida yashashgan.,,
privacy,noun,B2,maxfiylik shaxsiy hayot daxlsizligi,"уединение, приватность",The state of being alone and free from public attention or disturbance.,ˈpɹɪv.ə.si,4898,ielts,I value my privacy and do not like to share personal details.,Men shaxsiy hayotim daxlsizligini qadrlayman va shaxsiy ma'lumotlarimni bo'lishishni yoqtirmayman.,seclusion solitude,publicity
items,noun,A2,buyumlar narsalar,"предметы, элементы",Individual things or objects that are part of a list or group.,ˈaɪ.təmz,4900,home,There are many items on the shopping list to buy today.,Bugun sotib olinadigan xaridlar ro'yxatida juda ko'p buyumlar bor.,things objects,
company,noun,A2,kompaniya firma,"компания, фирма",An organization that sells goods or services to make money.,ˈkʌmp(ə)ni,4902,work,She works for a large company that sells computer software globally.,U butun dunyo bo'ylab kompyuter dasturlarini sotadigan yirik kompaniyada ishlaydi.,business firm,
many,determiner,A1,ko'p,много,A large number of people or things.,ˈmɛni,4904,basics,There are many students waiting for the bus in the street.,Ko'chada avtobus kutayotgan ko'p talabalar bor.,numerous,few
