headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
ribs,noun,B1,qovurgalar,рёбра,The curved bones that form the cage around the chest of a person or animal.,ɹɪbz,21162,body-health,He felt a sharp pain in his ribs after the hard fall.,Yiqilganidan keyin qovurgʻalari juda qattiq ogʻridi.,,
lunatic,noun,C1,aqldan ozgan jinni,сумасшедший,A person who behaves in a very dangerous or crazy way.,ˈluːnətɪk,21164,describing,Only a complete lunatic would drive that fast on a icy road.,Muzlamada bunday tez haydashga faqat aqldan ozgan odam jur'at qiladi.,madman maniac,sane
gal,noun,B2,qiz qizaloq,девушка,A friendly or informal way to refer to a girl or young woman.,ɡæl,21166,people-family,She is a very smart gal who knows exactly what she wants.,U o'zi nima xohlashini yaxshi biladigan juda aqlli qiz.,girl woman,
panties,noun,A2,ichki kiyim,трусы,Underwear worn by women and girls.,ˈpæntiz,21168,clothes,She bought a new pair of cotton panties at the store.,U do'kondan yangi paxtali ichki kiyim sotib oldi.,knickers,
violet,adjective,B1,binafsharang,фиолетовый,Having the color of the flowers called violets.,ˈvaɪ.ə.lət,21170,describing,The sky turned a beautiful violet color during the sunset.,Quyosh botayotganda osmon chiroyli binafsharang tusga kirdi.,purple,
beware,verb,B2,ehtiyot bo'lmoq ogoh bo'lmoq,остерегаться,To be very careful because something might be dangerous.,biˈwɛɚ,21172,actions,You should beware of the dog when entering the yard.,Hovliga kirayotganda itdan ehtiyot bo'lishingiz kerak.,avoid watch,trust
fireworks,noun,B1,feyerverk mushak,фейерверк,"Small explosive items that create bright, colorful lights and loud sounds in the sky.",ˈfaɪ̯.ə.wɜːks,21174,actions,We went to the city center to watch the colorful fireworks display.,Rang-barang mushakbozlikni tomosha qilish uchun shahar markaziga bordik.,pyrotechnics,
rode,verb,A2,haydadi mindi,ехал,The past tense of ride; to travel as a passenger or operator of something.,ɹəʊd,21176,travel,He rode his bicycle to the park early yesterday morning.,U kecha erta tongda velosipedini parkka haydab bordi.,,
melt,verb,A2,erimoq suyuqlanmoq,таять,To change from a solid state to a liquid state by heating.,mɛlt,21178,nature,The butter will melt quickly if you put it in a pan.,"Sariyog'ni tovaga solsangiz, tezda erib ketadi.",dissolve thaw,freeze
racist,adjective,B2,irqchi,расистский,Believing that one race of people is better or worse than another race.,ˈɹeɪ.sɪst,21180,ielts,It is wrong to make racist comments about people from other countries.,Boshqa davlat odamlari haqida irqchi fikrlar bildirish noto'g'ri.,prejudiced discriminatory,
ankle,noun,A2,to'piq,лодыжка,The joint connecting the foot to the leg.,ˈæŋ.kəl,21184,body-health,I twisted my ankle while running on the uneven forest path.,O'rmondagi notekis yo'lda yugurayotib to'pig'imni qayirib oldim.,,
nicer,adjective,A1,yaxshiroq yoqimliroq,лучше,"More pleasant, kind, or enjoyable than before.",ˈnaɪsə,21186,describing,This new hotel is much nicer than the one we visited before.,Bu yangi mehmonxona biz avval borganimizdan ancha yaxshiroq.,better pleasanter,worse
terrifying,adjective,B1,dahshatli qo'rqinchli,ужасающий,Causing extreme fear or terror.,ˈtɛɹɪfaɪ.ɪŋ,21188,feelings,The children had a terrifying experience during the big thunderstorm last night.,O'tgan kechagi kuchli momaqaldiroq paytida bolalar juda qo'rqinchli vaziyatni boshdan kechirishdi.,frightening scary,
gasp,verb,B2,nafas yutmoq xurpaymoq,вздыхать,"To breathe in suddenly and loudly because of surprise, pain, or shock.",ɡɑːsp,21190,actions,The audience started to gasp when the performer fell from the rope.,Artist arqondan yiqilib tushganda tomoshabinlar hayratdan nafaslarini ichiga yutishdi.,pant sigh,
villain,noun,B2,yovuz qahramon,злодей,"A bad person in a book, movie, or play who causes harm to others.",ˈvɪl.ən,21192,ielts,The villain in this movie tries to take over the whole world.,Bu kino filmidagi yovuz qahramon butun dunyoni egallashga harakat qiladi.,antagonist,hero
whew,interjection,B1,uf,фух,A sound made to show that you are tired or feeling relief.,hwjuː,21194,feelings,"Whew, I am so glad that we finished the project on time!","Uf, loyihani o‘z vaqtida tugatganimizdan juda xursandman!",,
countess,noun,B2,grafinya,графиня,A woman who has a high social rank in the nobility.,ˈkaʊntɪs,21196,people-family,The countess arrived at the palace in her expensive horse carriage.,Grafinya saroyga qimmatbaho ot aravasida yetib keldi.,,
learnt,verb,A2,o‘rgangan,изучил,"Past tense and past participle of learn, commonly used in British English.",ˈlɜːnt,21198,school,I learnt how to play the piano when I was a child.,Men bolaligimda pianinoda chalishni o‘rganganman.,studied,
chew,verb,A2,chaynamoq,жевать,To crush food with your teeth before you swallow it.,tʃuː,21200,food-drink,Make sure to chew your food thoroughly before you swallow it.,Yutishdan oldin ovqatni yaxshilab chaynab qo'ying.,masticate,
fanny,noun,B2,dumg'aza,ягодицы,An informal way to refer to the buttocks or bottom.,ˈfæni,21202,body-health,Get off your fanny and help me clean the room.,O'rningdan turib xonani tozalashga yordam ber.,bottom backside,
upbeat,adjective,B2,xursand ko'tarinki,оптимистичный,Feeling happy and positive about a situation or the future.,ʌpˈbit,21204,feelings,"Despite the problems, she remained upbeat about the project's success.","Muammolarga qaramay, u loyiha muvaffaqiyatiga optimistik qaradi.",cheerful optimistic,depressed
messy,adjective,A2,tartibsiz pala-partish,беспорядочный,Not neat or tidy; in a state of confusion.,ˈmɛsi,21206,describing,My little brother left his messy room after playing all day.,"Kichik ukam kun bo'yi o'ynagach, xonasini juda tartibsiz qoldirdi.",untidy disordered,neat
spoon,noun,A1,qoshiq,ложка,"A tool with a small bowl at the end, used for eating or serving.",spuːn,21208,food-drink,She used a large spoon to stir the soup in the pot.,U qozondagi sho'rvani aralashtirish uchun katta qoshiqdan foydalandi.,,
tucker,verb,B2,holdan toydirmoq charchatmoq,изматывать,To make someone very tired or exhausted.,ˈtʌkə,21210,actions,The long hike up the mountain really tuckered us all out.,Tog'ga ko'tarilishdagi uzoq piyoda yo'l hammamizni rosa charchatib qo'ydi.,exhaust tire,energize
swamp,noun,B2,botqoq,болото,"An area of soft, wet land, often covered with water.",ˈswɒmp,21212,nature,Many unique birds and insects live in the deep forest swamp.,O'rmon ichidagi chuqur botqoqda ko'plab noyob qushlar va hasharotlar yashaydi.,marsh wetland,
rattling,adjective,B2,taqillayotgan g'ichirlayotgan,гремящий,"Making a series of short, sharp sounds by hitting something.",ˈratlɪŋ,21214,describing,The old car made a rattling noise as it drove away.,Eski mashina ketayotganda g'ichirlagan tovush chiqarayotgan edi.,clattering clanking,
dreamt,verb,B1,tush ko'rgan orzu qilgan,видел во сне,To have seen or experienced images in the mind while sleeping.,dɹɛmt,21216,actions,I dreamt that I was flying over a beautiful green valley.,Men go'zal yashil vodiy ustida uchayotganimni tush ko'rdim.,imagined envisioned,
rig,noun,B2,jihoz asbob-uskuna,оборудование,Special tools or equipment designed for a specific type of work.,ɹɪɡ,21218,work,The workers brought a heavy rig to drill for oil on site.,Ishchilar neft qazib olish uchun maydonchaga maxsus jihoz olib kelishdi.,equipment apparatus,
fart,verb,B1,yel chiqarmoq,пердеть,To release gas from the stomach through the bottom.,fɑːt,21220,body-health,It is considered very rude to fart loudly in a quiet room.,Tinch xonada baland ovoz bilan yel chiqarish juda odobsizlik hisoblanadi.,break-wind,
assassin,noun,C1,yollanma qotil,убийца,"A person who kills an important person, often for political reasons.",əˈsæsɪn,21222,ielts,The politician was targeted by an assassin while leaving the building.,Siyosatchi binodan chiqib ketayotganida yollanma qotil hujumiga uchradi.,killer murderer,
torch,verb,B2,o't qo'ymoq yoqib yubormoq,поджигать,To intentionally destroy something by setting it on fire.,tɔːtʃ,21224,actions,Some criminals torched the old building to hide their tracks.,Jinoyatchilar izlarini yashirish uchun eski binoga o't qo'yishdi.,burn ignite,extinguish
howling,adjective,B2,uvullagan kuchli,завывающий,"Describing a very strong wind that makes a loud, sad noise.",ˈhaʊlɪŋ,21226,nature,We stayed indoors because of the howling wind outside.,Tashqaridagi kuchli shamol uvullagani uchun uyda qoldik.,blustery roaring,
stall,noun,B1,rastavoy savdo nuqtasi,прилавок,A small table or booth used for selling items in a market.,stɔːl,21228,places,She bought some fresh fruit from a small market stall.,U bozordagi kichik rastadan yangi mevalar sotib oldi.,booth stand,
riot,noun,B2,tartibsizlik g'alayon,беспорядки,A situation where a group of people behaves violently in a public place.,ˈɹaɪ.ət,21230,ielts,The match ended in a riot after the referee's controversial decision.,Hakamning bahsli qaroridan so'ng o'yin g'alayon bilan yakunlandi.,uproar disturbance,
whereabouts,noun,C1,manzil turgan joyi,местонахождение,The place where a person or thing is currently located.,ˌ(h)wɛəɹəˈbaʊts,21232,ielts,The police are still trying to discover the suspect's whereabouts.,Politsiya hali ham gumonlanuvchining qayerdaligini aniqlashga harakat qilmoqda.,location position,
teenager,noun,A2,o'smir,подросток,A young person who is between thirteen and nineteen years old.,ˈtiːnˌeɪ.dʒəː,21234,people-family,Most teenagers will undergo many changes before they reach adulthood.,Ko'pgina o'smirlar voyaga yetguncha juda ko'p o'zgarishlarni boshdan kechirishadi.,youth adolescent,adult
morgue,noun,C1,o'likxona murdaxona,морг,A place where dead bodies are kept before they are buried or cremated.,mɔːɡ,21236,places,The police sent the body to the city morgue for examination.,Politsiya jasadni tekshiruv uchun shahar o'likxonasiga yubordi.,,
sexually,adverb,B2,jinsiy jihatdan,сексуально,Relating to sex or the physical activities involving sex organs.,ˈsɛksjʊəli,21238,body-health,"He was sexually active by the age of fifteen, the doctor noted.","Shifokorning ta'kidlashicha, u o'n besh yoshidan boshlab jinsiy hayot kechirgan.",,
smack,noun,B2,mazza ta'm,привкус,A small or noticeable amount of a particular flavor or quality.,smæk,21240,food-drink,This tea has a faint smack of lemon in every single sip.,Bu choyning har bir qultumida limonning yengil mazgasi bor.,hint flavor,
congratulate,verb,B1,tabriklamoq qutlamoq,поздравлять,To tell someone that you are happy about their success or good luck.,kənˈɡɹæt͡ʃ.ʊˌleɪt,21242,actions,I want to congratulate you on passing your final university exams.,Sizni universitet imtihonlaridan muvaffaqiyatli o'tganingiz bilan tabriklayman.,felicitate compliment,
choking,noun,B1,bo'g'ilish tiqilib qolish,удушье,The state of being unable to breathe because something is stuck in your throat.,ˈtʃəʊkɪŋ,21244,body-health,The child was choking because he swallowed a small piece of plastic.,Bola kichik plastik bo'lagini yutib yuborgani uchun bo'g'ilib qoldi.,suffocation asphyxia,
orphan,noun,B1,yetim,сирота,A child whose parents are no longer alive or have abandoned them.,ˈɔːfən,21246,people-family,The local charity provides food and housing for every orphan in town.,Mahalliy xayriya tashkiloti shahardagi barcha yetim bolalarni oziq-ovqat va uy-joy bilan ta'minlaydi.,foundling,
stunt,noun,B2,tryuk,трюк,A difficult or dangerous action performed to entertain people or attract attention.,stʌnt,21248,ielts,The movie featured a daring stunt involving a fast motorcycle jump.,Filmda tezkor mototsikl sakrashini o'z ichiga olgan jasur tryuk namoyish etildi.,feat trick,
lipstick,noun,A2,lab bo'yog'i,губная помада,A small stick of colored makeup that you put on your lips.,ˈlɪpstɪk,21250,clothes,She always wears bright red lipstick before going to the party.,U kechaga borishdan oldin doim qizil lab bo'yog'ini surtadi.,,
hatch,verb,B1,tuxumdan chiqmoq,вылупляться,"When a young bird, fish, or insect comes out of its egg.",hæt͡ʃ,21252,animals,It takes about three weeks for the chicken eggs to hatch.,"Tovuq tuxumlari yorilib, jo'jalar chiqishi uchun uch hafta vaqt ketadi.",,
quid,noun,B2,funt sterling,фунт стерлингов,An informal British word for one pound of money.,kwɪd,21254,ielts,Could you lend me ten quid until I get my salary?,Oyligimni olgunimcha menga o'n funt qarz bera olasanmi?,pound,
sadly,adverb,A2,afsuski attang,к сожалению,Used to say that something is unfortunate or not good.,ˈsædli,21256,feelings,"Sadly, I could not attend the party because I was sick.",Afsuski kasal bo'lganim uchun bazmga bora olmadim.,unfortunately,
labour,noun,B2,mehnat ish,труд,Hard physical or mental work that needs a lot of effort.,ˈleɪ.bə,21258,ielts,The project requires a great deal of hard labour to finish.,Loyihani yakunlash uchun ko'p mehnat talab qilinadi.,work toil,leisure
salute,verb,B2,hurmat ko'rsatmoq salom bermoq,отдавать честь,To show respect to someone by making a formal hand movement.,səˈl(j)uːt,21260,actions,The soldiers stood straight and began to salute the national flag.,Askarlar tik turib davlat bayrog'iga hurmat bajo keltirishdi.,greet honor,
bartender,noun,B1,barmen,бармен,A person whose job is to serve drinks at a bar.,ˈbɑːˌtɛndə(ɹ),21262,people-family,The friendly bartender served me a cold glass of water.,Xushmuomala barmen menga bir stakan sovuq suv tutdi.,,
balcony,noun,A2,ayvon balkon,балкон,A small area with a wall or rail outside an upper room.,ˈbælkəni,21264,home,We sat on the balcony and watched the sunset every evening.,Biz har oqshom balkonda o'tirib quyosh botishini tomosha qilardik.,,
einstein,noun,C1,daho ziyrak,гений,A person who is extremely intelligent or a brilliant genius.,ˈaɪn.staɪn,21266,ielts,He studied hard to become a real einstein at our school.,U maktabimizdagi chinakam daho bo‘lish uchun juda ko‘p o‘qidi.,genius brain,dunce
inaudible,adjective,C1,eshitilmas eshitilmaydigan,неслышный,So quiet that it cannot be heard by human ears.,ɪnˈɔː.də.bəl,21268,describing,"Dogs can hear this whistle, but for people it is inaudible.","Bu hushtakni itlar eshitadi, lekin odamlar uchun u eshitilmaydi.",silent quiet,audible
melody,noun,B1,ohang kuy,мелодия,A sequence of musical notes that sounds pleasant when played together.,ˈmɛl.ə.di,21270,actions,Alyssa likes to sing melodies while playing the drums.,Alissa barabanda o‘ynayotganda yoqimli ohanglarni kuylashni yaxshi ko‘radi.,tune air,
barbecue,noun,B1,barbekyu mangal,барбекю,"An outdoor fireplace or grill used for cooking food, often meat, over hot charcoal.",ˈbɑːbɪˌkjuː,21272,food-drink,We cooked our food on the barbecue in the garden last night.,Kecha bog'da barbekyuda ovqat pishirdik.,grill,
moans,verb,B2,ingrayapti noliyapti,стонет,"To make a long, low sound of pain, sadness, or unhappiness.",məʊnz,21274,feelings,He often moans about the poor quality of food at work.,U ishxonadagi ovqatning sifatsizligidan tez-tez noliydi.,complains groans,
quicker,adjective,A1,tezroq,быстрее,Done or happening in a shorter amount of time than something else.,ˈkwɪkɚ,21276,describing,Taking the bus is much quicker than walking to the center.,Avtobusda markazga borish piyoda borgandan ko'ra ancha tezroq.,faster,slower
perimeter,noun,B2,perimetr chegara,периметр,The continuous line forming the boundary of a closed geometric figure or area.,pəˈɹɪm.ɪ.tə(ɹ),21278,ielts,The soldiers guarded the entire perimeter of the military base.,Askerlar harbiy bazaning butun chegarasini qo'riqlashdi.,boundary edge,
crab,noun,B1,qisqichbaqa,краб,"A sea animal with a hard shell, eight legs, and two large claws.",kɹæb,21280,animals,We saw a small crab crawling on the sand at the beach.,Sohil qumida sudralib yurgan kichik qisqichbaqani ko'rdik.,,
landlord,noun,B1,ijaraga beruvchi uy egasi,арендодатель,A person who owns a house or apartment and rents it to other people.,ˈlænd.lɔːd,21282,home,Our landlord is raising the monthly rent starting next month.,Uy egamiz kelasi oydan boshlab ijarani oshirmoqchi.,owner host,tenant
