headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
augment,verb,C1,ko'paytirmoq oshirmoq,увеличивать,To increase the value or size of something.,ɔːɡˈment,4156,ielts,Tutoring augments her income.,Repetitorlik daromadini oshiradi.,increase,reduce
bolster,verb,C1,mustahkamlamoq quvvatlamoq,укреплять,To support or strengthen.,ˈbəʊlstə,4158,ielts,Good reviews bolstered his confidence.,Yaxshi sharhlar ishonchini mustahkamladi.,strengthen,undermine
conducive,adjective,C1,qulay yordam beradigan,способствующий,Helping something happen.,kənˈdjuːsɪv,4160,ielts,Quiet rooms are conducive to study.,Tinch xonalar o'qishga qulay.,favourable,
culminate,verb,C1,yakunlanmoq cho'qqisiga chiqmoq,завершаться,To reach the highest or final point.,ˈkʌlmɪneɪt,4162,ielts,The festival culminated in fireworks.,Festival mushakbozlik bilan yakunlandi.,,begin
curtail,verb,C1,qisqartirmoq cheklamoq,урезать,To reduce or limit something.,kɜːˈteɪl,4164,ielts,The budget cuts curtailed research.,Byudjet qisqarishi tadqiqotlarni chekladi.,reduce,expand
deem,verb,C1,hisoblamoq deb bilmoq,считать,To consider or judge.,diːm,4166,ielts,The bridge was deemed unsafe.,Ko'prik xavfli deb topildi.,consider,
detrimental,adjective,C1,zararli,вредный,Causing harm.,ˌdetrɪˈmentl,4168,ielts,Late nights are detrimental to grades.,Kech yotish baholarga zarar yetkazadi.,harmful,beneficial
discern,verb,C1,ilg'amoq farqlamoq,различать,To notice or understand something not obvious.,dɪˈsɜːn,4170,ielts,Readers must discern fact from opinion.,Kitobxonlar faktni fikrdan ilg'ashi kerak.,detect,
emulate,verb,C1,o'rnak olmoq taqlid qilmoq,подражать,To copy someone you admire.,ˈemjuleɪt,4172,ielts,Young players emulate their heroes.,Yosh o'yinchilar qahramonlaridan o'rnak oladi.,imitate,
exacerbate,verb,C1,yomonlashtirmoq kuchaytirmoq,усугублять,To make a problem worse.,ɪɡˈzæsəbeɪt,4174,ielts,Traffic exacerbates air pollution.,Transport havo ifloslanishini yomonlashtiradi.,worsen,alleviate
exemplify,verb,C1,namuna bo'lmoq misol bo'lmoq,служить примером,To be a typical example of something.,ɪɡˈzemplɪfaɪ,4176,ielts,The mosque exemplifies Timurid style.,Masjid temuriylar uslubiga namuna bo'ladi.,illustrate,
expedite,verb,C1,tezlashtirmoq,ускорять,To make a process happen faster.,ˈekspədaɪt,4178,ielts,Online forms expedite the visa process.,Onlayn shakllar viza jarayonini tezlashtiradi.,accelerate,delay
forgo,verb,C1,voz kechmoq,отказываться,To decide not to have something.,fɔːˈɡəʊ,4180,ielts,He forwent dessert to save money.,U pul tejash uchun shirinlikdan voz kechdi.,,
hamper,verb,C1,to'sqinlik qilmoq,мешать,To make progress difficult.,ˈhæmpə,4182,ielts,Fog hampered the rescue effort.,Tuman qutqaruv ishlariga to'sqinlik qildi.,hinder,facilitate
holistic,adjective,C1,yaxlit kompleks,целостный,Considering the whole not just parts.,həʊˈlɪstɪk,4184,ielts,The school takes a holistic approach.,Maktab yaxlit yondashuvni qo'llaydi.,,
impede,verb,C1,to'xtatib turmoq xalal bermoq,препятствовать,To slow down or block progress.,ɪmˈpiːd,4186,ielts,Poor roads impede rural trade.,Yomon yo'llar qishloq savdosiga xalal beradi.,obstruct,assist
indispensable,adjective,C1,zarur ajralmas,незаменимый,Too important to be without.,ˌɪndɪˈspensəbl,4188,ielts,Smartphones became indispensable tools.,Smartfonlar ajralmas vositaga aylandi.,essential,unnecessary
lament,verb,C1,afsuslanmoq nadomat qilmoq,сокрушаться,To express sadness or regret.,ləˈment,4190,ielts,Critics lament the loss of old cinemas.,Tanqidchilar eski kinoteatrlar yo'qolishidan afsuslanadi.,mourn,celebrate
paramount,adjective,C1,eng muhim ustuvor,первостепенный,More important than anything else.,ˈpærəmaʊnt,4192,ielts,Passenger safety is paramount.,Yo'lovchilar xavfsizligi — eng muhim masala.,supreme,minor
perpetuate,verb,C1,davom ettirmoq saqlab qolmoq,увековечивать,To make something continue especially something bad.,pəˈpetʃueɪt,4194,ielts,Stereotypes perpetuate inequality.,Qoliplar tengsizlikni davom ettiradi.,,end
pertinent,adjective,C1,tegishli o'rinli,уместный,Directly relevant.,ˈpɜːtɪnənt,4196,ielts,Ask pertinent questions at the interview.,Suhbatda o'rinli savollar bering.,relevant,irrelevant
pivotal,adjective,C1,hal qiluvchi muhim,ключевой,Extremely important for success.,ˈpɪvətl,4198,ielts,Teachers play a pivotal role in reform.,O'qituvchilar islohotda hal qiluvchi rol o'ynaydi.,crucial,minor
preclude,verb,C1,imkonini yo'q qilmoq,исключать,To make something impossible.,prɪˈkluːd,4200,ielts,Age should not preclude learning.,Yosh o'rganishga to'siq bo'lmasligi kerak.,prevent,allow
rectify,verb,C1,tuzatmoq to'g'rilamoq,исправлять,To correct a mistake.,ˈrektɪfaɪ,4202,ielts,The bank rectified the billing error.,Bank hisob-kitob xatosini tuzatdi.,correct,
reiterate,verb,C1,qayta ta'kidlamoq,повторять,To say something again for emphasis.,riˈɪtəreɪt,4204,ielts,The coach reiterated the game plan.,Murabbiy o'yin rejasini qayta ta'kidladi.,repeat,
relentless,adjective,C1,tinimsiz shafqatsiz,неустанный,Never stopping or weakening.,rɪˈlentləs,4206,ielts,Her relentless effort paid off.,Uning tinimsiz mehnati samara berdi.,persistent,
salient,adjective,C1,eng ko'zga tashlanadigan asosiy,основной,Most important or noticeable.,ˈseɪliənt,4208,ielts,Summarize the salient points.,Asosiy nuqtalarni umumlashtiring.,key,
stifle,verb,C1,bo'g'moq to'xtatib qo'ymoq,подавлять,To stop something from developing.,ˈstaɪfl,4210,ielts,Fear stifles creativity.,Qo'rquv ijodkorlikni bo'g'adi.,suppress,encourage
streamline,verb,C1,soddalashtirmoq takomillashtirmoq,оптимизировать,To make a process simpler and more efficient.,ˈstriːmlaɪn,4212,ielts,The app streamlines visa applications.,Ilova viza arizalarini soddalashtiradi.,simplify,complicate
stringent,adjective,C1,qat'iy qattiq,строгий,Very strict (of rules).,ˈstrɪndʒənt,4214,ielts,Stringent tests protect food safety.,Qat'iy sinovlar oziq-ovqat xavfsizligini himoya qiladi.,strict,lax
succinct,adjective,C1,lo'nda qisqa,лаконичный,Expressed clearly in few words.,səkˈsɪŋkt,4216,ielts,Keep your answers succinct.,Javoblaringiz lo'nda bo'lsin.,concise,wordy
transcend,verb,C1,yuksalmoq chegaradan oshmoq,превосходить,To go beyond normal limits.,trænˈsend,4218,ielts,Music transcends language barriers.,Musiqa til to'siqlaridan yuksak turadi.,surpass,
ubiquitous,adjective,C1,hamma joyda uchraydigan,вездесущий,Seeming to be everywhere.,juːˈbɪkwɪtəs,4220,ielts,Smartphones are now ubiquitous.,Smartfonlar endi hamma joyda.,omnipresent,rare
underpin,verb,C1,asos bo'lmoq tayanch bo'lmoq,лежать в основе,To form the base of something.,ˌʌndəˈpɪn,4222,ielts,Trust underpins every partnership.,Ishonch har qanday hamkorlikning asosida yotadi.,support,
wane,verb,C1,so'nmoq kamaymoq,убывать,To become gradually weaker.,weɪn,4224,ielts,Interest in the show began to wane.,Shouga qiziqish so'na boshladi.,decline,wax
adversity,noun,C1,qiyinchilik kulfat,невзгоды,Difficult or unlucky situations.,ədˈvɜːsəti,4226,ielts,She stayed hopeful in adversity.,U qiyinchilikda ham umidini yo'qotmadi.,hardship,prosperity
aspiration,noun,C1,intilish orzu,стремление,A strong hope to achieve something.,ˌæspəˈreɪʃn,4228,ielts,Her aspiration is to open a school.,Uning intilishi — maktab ochish.,ambition,
calamity,noun,C1,falokat kulfat,бедствие,A terrible event causing damage.,kəˈlæməti,4230,ielts,The flood was a national calamity.,Toshqin milliy falokat edi.,disaster,
cornerstone,noun,C1,poydevor tamal toshi,краеугольный камень,The most important part something depends on.,ˈkɔːnəstəʊn,4232,ielts,Education is the cornerstone of progress.,Ta'lim — taraqqiyot poydevori.,foundation,
drawback,noun,C1,kamchilik,недостаток,A disadvantage.,ˈdrɔːbæk,4234,ielts,The plan's main drawback is cost.,Rejaning asosiy kamchiligi — narx.,disadvantage,benefit
epitome,noun,C1,timsol yorqin namuna,воплощение,A perfect example of something.,ɪˈpɪtəmi,4236,ielts,The hotel is the epitome of luxury.,Mehmonxona hashamat timsoli.,embodiment,
feat,noun,C1,jasorat yutuq,подвиг,An impressive achievement.,fiːt,4238,ielts,Climbing the peak was a real feat.,Cho'qqiga chiqish chinakam jasorat edi.,achievement,
forefront,noun,C1,oldingi saf peshqadamlik,передний край,The leading position in an activity.,ˈfɔːfrʌnt,4240,ielts,The lab is at the forefront of research.,Laboratoriya tadqiqotlarning oldingi safida.,,
gist,noun,C1,asosiy mazmun mag'iz,суть,The main point of something.,dʒɪst,4242,ielts,Read fast to catch the gist.,Asosiy mazmunni ilg'ash uchun tez o'qing.,essence,
impetus,noun,C1,turtki kuch,импульс,Something that encourages progress.,ˈɪmpɪtəs,4244,ielts,The prize gave fresh impetus to research.,Mukofot tadqiqotlarga yangi turtki berdi.,stimulus,
milestone,noun,C1,muhim bosqich,веха,An important stage in development.,ˈmaɪlstəʊn,4246,ielts,Graduation is a milestone in life.,Bitiruv — hayotdagi muhim bosqich.,landmark,
novelty,noun,C1,yangilik g'aroyibot,новизна,The quality of being new; something new.,ˈnɒvlti,4248,ielts,The novelty of the app wore off.,Ilovaning yangilik jozibasi so'ndi.,,
nuisance,noun,C1,noqulaylik dardisar,неудобство,Something annoying.,ˈnjuːsns,4250,ielts,Mosquitoes are a summer nuisance.,Chivinlar — yozning dardisari.,annoyance,
pinnacle,noun,C1,cho'qqi eng yuqori nuqta,вершина,The highest point of success.,ˈpɪnəkl,4252,ielts,Winning gold was the pinnacle of her career.,Oltin medal — faoliyatining cho'qqisi edi.,peak,
pitfall,noun,C1,xavfli tuzoq qoqilish joyi,ловушка,A hidden danger or difficulty.,ˈpɪtfɔːl,4254,ielts,The guide lists common exam pitfalls.,Qo'llanma imtihondagi keng tarqalgan xatolarni sanab o'tadi.,trap,
prerequisite,noun,C1,zaruriy shart,предпосылка,Something required before something else.,ˌpriːˈrekwəzɪt,4256,ielts,Basic maths is a prerequisite for the course.,Oddiy matematika kurs uchun zaruriy shart.,requirement,
resurgence,noun,C1,qayta jonlanish,возрождение,A return of activity or popularity.,rɪˈsɜːdʒəns,4258,ielts,Craft markets saw a resurgence.,Hunarmandchilik bozorlari qayta jonlandi.,revival,decline
stimulus,noun,C1,rag'bat turtki,стимул,Something that causes activity or growth.,ˈstɪmjələs,4260,ielts,Tax cuts acted as an economic stimulus.,Soliq imtiyozlari iqtisodiy rag'bat vazifasini o'tadi.,incentive,
upheaval,noun,C1,katta o'zgarish to'ntarish,потрясение,A sudden big change causing trouble.,ʌpˈhiːvl,4262,ielts,The reforms caused social upheaval.,Islohotlar ijtimoiy larzalarga sabab bo'ldi.,turmoil,stability
diverge,verb,C1,ajralmoq farqlanmoq,расходиться,To go in different directions.,daɪˈvɜːdʒ,4264,ielts,Their opinions diverged sharply.,Ularning fikrlari keskin farqlandi.,,converge
embody,verb,C1,mujassam etmoq,воплощать,To be a clear example of an idea.,ɪmˈbɒdi,4266,ielts,The building embodies modern design.,Bino zamonaviy dizaynni mujassam etadi.,represent,
ensue,verb,C1,kelib chiqmoq yuz bermoq,следовать,To happen after and because of something.,ɪnˈsjuː,4268,ielts,A long debate ensued.,Uzoq bahs kelib chiqdi.,follow,
envision,verb,C1,tasavvur qilmoq ko'z oldiga keltirmoq,представлять,To imagine something in the future.,ɪnˈvɪʒn,4270,ielts,The plan envisions a car-free centre.,Reja mashinasiz markazni ko'zda tutadi.,imagine,
eradicate,verb,C1,ildizi bilan yo'q qilmoq,искоренять,To destroy completely.,ɪˈrædɪkeɪt,4272,ielts,Vaccines helped eradicate smallpox.,Vaksinalar chechakni yo'q qilishga yordam berdi.,eliminate,
evade,verb,C1,qochmoq chetlab o'tmoq,уклоняться,To escape or avoid something.,ɪˈveɪd,4274,ielts,He was fined for evading taxes.,U soliqdan qochgani uchun jarimaga tortildi.,avoid,confront
foresee,verb,C1,oldindan ko'rmoq,предвидеть,To know something before it happens.,fɔːˈsiː,4276,ielts,Nobody foresaw the crisis.,Hech kim inqirozni oldindan ko'rmadi.,predict,
fortify,verb,C1,mustahkamlamoq kuchaytirmoq,укреплять,To make stronger.,ˈfɔːtɪfaɪ,4278,ielts,Cereals are fortified with vitamins.,Don mahsulotlari vitaminlar bilan boyitiladi.,strengthen,weaken
heighten,verb,C1,kuchaytirmoq oshirmoq,усиливать,To increase a feeling or effect.,ˈhaɪtn,4280,ielts,The music heightened the tension.,Musiqa taranglikni kuchaytirdi.,intensify,reduce
instill,verb,C1,singdirmoq,прививать,To gradually put ideas into someone's mind.,ɪnˈstɪl,4282,ielts,Parents instill honesty in children.,Ota-onalar bolalarga halollikni singdiradi.,,
jeopardize,verb,C1,xavf ostiga qo'ymoq,ставить под угрозу,To put at risk.,ˈdʒepədaɪz,4284,ielts,One mistake jeopardized the mission.,Bitta xato missiyani xavf ostiga qo'ydi.,endanger,protect
linger,verb,C1,uzoq qolmoq cho'zilmoq,задерживаться,To stay longer than expected.,ˈlɪŋɡə,4286,ielts,The smell of bread lingered in the air.,Non hidi havoda uzoq turdi.,remain,
lure,verb,C1,jalb qilmoq o'ziga tortmoq,заманивать,To attract with a promised reward.,lʊə,4288,ielts,High salaries lure graduates abroad.,Yuqori maoshlar bitiruvchilarni chet elga jalb qiladi.,attract,repel
magnify,verb,C1,kattalashtirmoq kuchaytirmoq,увеличивать,To make something look or seem bigger.,ˈmæɡnɪfaɪ,4290,ielts,Social media magnifies small conflicts.,Ijtimoiy tarmoqlar kichik nizolarni kattalashtiradi.,amplify,minimize
orchestrate,verb,C1,uyushtirmoq boshqarmoq,организовывать,To organize something complicated.,ˈɔːkɪstreɪt,4292,ielts,She orchestrated the whole festival.,U butun festivalni uyushtirdi.,coordinate,
outpace,verb,C1,ortda qoldirmoq o'zib ketmoq,опережать,To go faster than something.,ˌaʊtˈpeɪs,4294,ielts,Demand outpaced supply.,Talab taklifdan o'zib ketdi.,,
overshadow,verb,C1,soya solmoq xiralashtirmoq,затмевать,To make something seem less important.,ˌəʊvəˈʃædəʊ,4296,ielts,The scandal overshadowed the victory.,Janjal g'alabaga soya soldi.,eclipse,
propel,verb,C1,oldinga surmoq harakatga keltirmoq,продвигать,To push something forward.,prəˈpel,4298,ielts,Exports propelled the economy forward.,Eksport iqtisodiyotni oldinga surdi.,drive,
