headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
laboratory,noun,B2,laboratoriya,лаборатория,A room for scientific experiments.,ləˈbɒrətri,4504,ielts,The new laboratory opened at the university.,Universitetda yangi laboratoriya ochildi.,lab,
itinerary,noun,C1,sayohat rejasi marshrut,маршрут,A detailed plan of a journey.,aɪˈtɪnərəri,4506,ielts,Our itinerary includes three cities.,Sayohat rejamizga uchta shahar kiradi.,route,
landmark,noun,B2,mashhur obida mo'ljal,достопримечательность,A famous building or place easy to recognize.,ˈlændmɑːk,4508,ielts,The tower is the city's best-known landmark.,Minora — shaharning eng mashhur obidasi.,,
souvenir,noun,B2,esdalik sovg'a suvenir,сувенир,Something kept to remember a place.,ˌsuːvəˈnɪə,4510,ielts,Tourists buy silk souvenirs at the bazaar.,Sayyohlar bozordan ipak esdaliklar sotib olishadi.,,
excursion,noun,B2,ekskursiya sayr,экскурсия,A short trip for pleasure.,ɪkˈskɜːʃn,4512,ielts,The class went on an excursion to the mountains.,Sinf toqqa ekskursiyaga bordi.,outing,
hospitality,noun,B2,mehmondo'stlik,гостеприимство,Friendly welcoming of guests.,ˌhɒspɪˈtæləti,4514,ielts,Uzbek hospitality amazes visitors.,O'zbek mehmondo'stligi mehmonlarni hayratda qoldiradi.,,
pilgrimage,noun,C1,ziyorat,паломничество,A journey to a holy place.,ˈpɪlɡrɪmɪdʒ,4516,ielts,Pilgrims make a pilgrimage to the shrine.,Ziyoratchilar maqbaraga ziyorat qilishadi.,,
resort,noun,B2,kurort dam olish maskani,курорт,A place people visit for holidays.,rɪˈzɔːt,4518,ielts,The mountain resort is busy in winter.,Tog' kurorti qishda gavjum bo'ladi.,,
sightseeing,noun,B2,diqqatga sazovor joylarni tomosha qilish,осмотр достопримечательностей,Visiting interesting places as a tourist.,ˈsaɪtsiːɪŋ,4520,ielts,We spent the day sightseeing in Khiva.,Kunni Xivada diqqatga sazovor joylarni tomosha qilib o'tkazdik.,,
voyage,noun,C1,dengiz safari uzoq safar,путешествие,A long journey especially by sea or in space.,ˈvɔɪɪdʒ,4522,ielts,The voyage across the ocean took weeks.,Okean bo'ylab safar haftalab davom etdi.,journey,
athlete,noun,B2,sportchi,спортсмен,A person good at sports.,ˈæθliːt,4524,ielts,The athlete trains six days a week.,Sportchi haftada olti kun mashq qiladi.,sportsman,
championship,noun,B2,chempionat,чемпионат,A competition to find the best team or player.,ˈtʃæmpiənʃɪp,4526,ielts,Our team won the national championship.,Jamoamiz milliy chempionatda g'olib chiqdi.,,
endurance,noun,C1,chidamlilik,выносливость,The ability to keep going through difficulty.,ɪnˈdjʊərəns,4528,ielts,Marathon running tests endurance.,Marafon chidamlilikni sinaydi.,stamina,
marathon,noun,B2,marafon,марафон,A 42-kilometre running race.,ˈmærəθən,4530,ielts,She finished her first marathon.,U ilk marafonini yakunladi.,,
referee,noun,B2,hakam,судья,The person who enforces rules in a game.,ˌrefəˈriː,4532,ielts,The referee showed a yellow card.,Hakam sariq kartochka ko'rsatdi.,,
spectator,noun,C1,tomoshabin,зритель,A person watching an event.,spekˈteɪtə,4534,ielts,Thousands of spectators filled the stadium.,Minglab tomoshabinlar stadionni to'ldirdi.,viewer,
stamina,noun,C1,quvvat bardosh,выносливость,Physical or mental energy to continue.,ˈstæmɪnə,4536,ielts,Swimming builds stamina.,Suzish bardoshni oshiradi.,endurance,
tournament,noun,B2,turnir musobaqa,турнир,A competition with many rounds.,ˈtʊənəmənt,4538,ielts,The chess tournament lasted a week.,Shaxmat turniri bir hafta davom etdi.,,
trophy,noun,B2,kubok sovrin,трофей,A prize cup for winning.,ˈtrəʊfi,4540,ielts,The captain lifted the trophy.,Sardor kubokni ko'tardi.,,
