headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
put out,phrasal verb,B2,o'chirmoq (olovni),тушить,To stop a fire or light from burning.,pʊt aʊt,11090,phrasal,Firefighters put out the fire quickly.,O't o'chiruvchilar olovni tez o'chirishdi.,extinguish,light
run away,phrasal verb,B1,qochib ketmoq,убегать,To leave a place quickly to escape.,rʌn əˈweɪ,11092,phrasal,The cat ran away from the dog.,Mushuk itdan qochib ketdi.,flee,
rule out,phrasal verb,C1,istisno qilmoq inkor etmoq,исключать,To decide something is impossible or not suitable.,ruːl aʊt,11094,phrasal,Doctors ruled out anything serious.,Shifokorlar jiddiy xavfni istisno qilishdi.,exclude,
sell out,phrasal verb,B2,sotilib tugamoq,распродаваться,To be sold completely so none is left.,sel aʊt,11096,phrasal,The concert tickets sold out in an hour.,Konsert chiptalari bir soatda sotilib tugadi.,,
set off,phrasal verb,B2,yo'lga chiqmoq,отправляться в путь,To start a journey.,set ɒf,11098,phrasal,We set off early to avoid traffic.,Tirbandlikka tushmaslik uchun erta yo'lga chiqdik.,depart,
settle down,phrasal verb,B2,muqim yashay boshlamoq oila qurmoq,остепениться,To start living a calm settled life.,ˈsetl daʊn,11100,phrasal,They settled down in a quiet town.,Ular tinch shaharchada muqim yashay boshlashdi.,,
show off,phrasal verb,B2,maqtanmoq ko'z-ko'z qilmoq,хвастаться,To try to impress people with what you have or can do.,ʃəʊ ɒf,11102,phrasal,He loves showing off his new phone.,U yangi telefonini ko'z-ko'z qilishni yaxshi ko'radi.,boast,
shut down,phrasal verb,B2,yopilmoq to'xtatmoq,закрываться,To close a business or stop a machine completely.,ʃʌt daʊn,11104,phrasal,The factory shut down last year.,Zavod o'tgan yili yopildi.,close,open
speak up,phrasal verb,B1,balandroq gapirmoq,говорить громче,To talk more loudly so people can hear.,spiːk ʌp,11106,phrasal,"Speak up, we can't hear you at the back.","Balandroq gapiring, orqada eshitilmayapti.",,
split up,phrasal verb,B2,ajrashmoq bo'linmoq,расходиться,To end a relationship; to divide into parts.,splɪt ʌp,11108,phrasal,The band split up after ten years.,Guruh o'n yildan keyin tarqab ketdi.,separate,
stand out,phrasal verb,B2,ajralib turmoq,выделяться,To be easy to notice because of being different or better.,stænd aʊt,11110,phrasal,Her red coat stood out in the crowd.,Uning qizil paltosi olomon ichida ajralib turardi.,,blend in
stay up,phrasal verb,B1,uxlamay o'tirmoq,не ложиться спать,To not go to bed at the usual time.,steɪ ʌp,11112,phrasal,The kids stayed up late watching films.,Bolalar kino ko'rib kech uxlashdi.,,
stick to,phrasal verb,B2,sodiq qolmoq amal qilmoq,придерживаться,To continue with a plan or decision without changing it.,stɪk tuː,11114,phrasal,Stick to your study plan this month.,Bu oy o'qish rejangizga amal qiling.,,
take on,phrasal verb,C1,zimmasiga olmoq; ishga olmoq,браться за; нанимать,To accept new work or responsibility; to employ.,teɪk ɒn,11116,phrasal,Don't take on more work than you can handle.,Qo'lingizdan kelmaydigan ishni zimmangizga olmang.,,
take out,phrasal verb,B1,olib chiqmoq; olib bermoq,выносить; приглашать,To remove something; to take someone somewhere as a guest.,teɪk aʊt,11118,phrasal,He took out the rubbish before dinner.,Kechki ovqatdan oldin axlatni olib chiqdi.,,
a drop in the ocean,idiom,C1,dengizdan bir tomchi,капля в море,A very small amount compared with what is needed.,ə drɒp ɪn ði ˈəʊʃən,11120,idioms,My donation is just a drop in the ocean.,Mening xayriyam dengizdan bir tomchi xolos.,,
against the clock,idiom,B2,vaqt bilan poyga qilib,наперегонки со временем,Working fast because there is little time.,əˈɡenst ðə klɒk,11122,idioms,We worked against the clock to finish the report.,Hisobotni tugatish uchun vaqt bilan poyga qildik.,,
all ears,idiom,B2,diqqat bilan tinglashga tayyor,весь внимание,Ready and eager to listen.,ɔːl ɪəz,11124,idioms,Tell me what happened — I'm all ears.,Nima bo'lganini ayting — diqqat bilan eshitaman.,,
back to square one,idiom,B2,boshiga qaytmoq,вернуться к началу,Back to the beginning after a failure.,bæk tə skweə wʌn,11126,idioms,"The plan failed, so we're back to square one.","Reja barbod bo'ldi, yana boshiga qaytdik.",,
behind the scenes,idiom,B2,parda ortida yashirincha,за кулисами,Happening privately where people cannot see.,bɪˈhaɪnd ðə siːnz,11128,idioms,A lot of work happens behind the scenes.,Ko'p ish parda ortida qilinadi.,,
bend over backwards,idiom,C1,bor kuchini sarflamoq,из кожи вон лезть,To try extremely hard to help someone.,bend ˈəʊvə ˈbækwədz,11130,idioms,She bent over backwards to make guests comfortable.,U mehmonlar qulayligi uchun bor kuchini sarfladi.,,
birds of a feather flock together,idiom,C1,o'xshashlar bir-birini topadi,рыбак рыбака видит издалека,Similar people tend to spend time together.,bɜːdz əv ə ˈfeðə flɒk təˈɡeðə,11132,idioms,They're always together — birds of a feather flock together.,Ular doim birga — o'xshash odamlar bir-birini topadi.,,
blow off steam,idiom,B2,hovuridan tushmoq zardasini chiqarmoq,выпустить пар,To release strong feelings through activity.,bləʊ ɒf stiːm,11134,idioms,He runs in the evening to blow off steam.,U hovuridan tushish uchun kechqurun yuguradi.,,
break a leg,idiom,B2,omad tilayman,ни пуха ни пера,A way to wish someone good luck before a performance.,breɪk ə leɡ,11136,idioms,Break a leg at the audition tomorrow!,Ertangi sinovda omad yor bo'lsin!,good luck,
burn bridges,idiom,C1,ortga yo'lni yopmoq,сжигать мосты,To destroy relationships so you cannot go back.,bɜːn ˈbrɪdʒɪz,11138,idioms,Don't burn bridges when you leave a job.,Ishdan ketayotganda ortga yo'lni yopmang.,,
butterflies in your stomach,idiom,B2,yurak hovliqishi hayajon,бабочки в животе,A nervous feeling before something important.,ˈbʌtəflaɪz ɪn jɔː ˈstʌmək,11140,idioms,I had butterflies in my stomach before the interview.,Suhbat oldidan yuragim hovliqdi.,,
catch someone red-handed,idiom,C1,jinoyat ustida qo'lga tushirmoq,поймать с поличным,To catch someone while they are doing something wrong.,kætʃ ˈsʌmwʌn red ˈhændɪd,11142,idioms,The guard caught the thief red-handed.,Qorovul o'g'rini jinoyat ustida qo'lga tushirdi.,,
cool as a cucumber,idiom,C1,pinagini buzmaydigan xotirjam,спокоен как удав,Very calm even in a difficult situation.,kuːl əz ə ˈkjuːkʌmbə,11144,idioms,She stayed cool as a cucumber during the exam.,Imtihon paytida u pinagini buzmadi.,calm,
couch potato,idiom,B2,yalqov televizor oldidan turmaydigan odam,лежебока,A lazy person who watches TV all day.,kaʊtʃ pəˈteɪtəʊ,11146,idioms,Don't be a couch potato — go outside!,Yalqov bo'lmang — tashqariga chiqing!,,
cross that bridge when you come to it,idiom,C1,muammoni kelganda hal qilmoq,решать проблемы по мере поступления,To deal with a problem only when it actually happens.,krɒs ðæt brɪdʒ wen juː kʌm tuː ɪt,11148,idioms,Don't worry now — we'll cross that bridge when we come to it.,Hozir xavotir olmang — muammoni kelganda hal qilamiz.,,
cry wolf,idiom,C1,bekorga vahima ko'tarmoq,поднимать ложную тревогу,"To ask for help when you don't need it, so nobody believes you later.",kraɪ wʊlf,11150,idioms,"If you cry wolf too often, no one will come.","Bekorga vahima ko'taraversangiz, keyin hech kim kelmaydi.",,
curiosity killed the cat,idiom,C1,ortiqcha qiziquvchanlik boshga balo,любопытной Варваре нос оторвали,Being too curious can get you into trouble.,ˌkjʊəriˈɒsɪti kɪld ðə kæt,11152,idioms,Stop asking — curiosity killed the cat.,So'rayverma — ortiqcha qiziquvchanlik boshga balo.,,
cut to the chase,idiom,C1,gapni lo'nda qilmoq,перейти к делу,To talk about the important thing without delay.,kʌt tə ðə tʃeɪs,11154,idioms,Let's cut to the chase: how much will it cost?,Gapni lo'nda qilaylik: bu qancha turadi?,,
devil's advocate,idiom,C1,ataylab qarshi fikr aytuvchi,адвокат дьявола,Someone who argues the opposite side to test an idea.,ˈdevlz ˈædvəkət,11156,idioms,I'll play devil's advocate: what if the plan fails?,Ataylab qarshi chiqay: reja barbod bo'lsa-chi?,,
don't judge a book by its cover,idiom,B2,tashqi ko'rinishga qarab baholama,не суди книгу по обложке,Do not judge by appearance alone.,dəʊnt dʒʌdʒ ə bʊk baɪ ɪts ˈkʌvə,11158,idioms,"He looks strict, but don't judge a book by its cover.","U qattiqqo'l ko'rinadi, lekin tashqi ko'rinishga qarab baholamang.",,
don't put all your eggs in one basket,idiom,C1,hamma narsani bitta narsaga tikmaslik,не клади все яйца в одну корзину,Do not risk everything on a single plan.,dəʊnt pʊt ɔːl jɔːr eɡz ɪn wʌn ˈbɑːskɪt,11160,idioms,Apply to several universities — don't put all your eggs in one basket.,Bir nechta universitetga topshiring — hammasini bittasiga tikmang.,,
draw the line,idiom,C1,chegara qo'ymoq,провести черту,To set a limit on what you will accept.,drɔː ðə laɪn,11162,idioms,"I help colleagues, but I draw the line at doing their work.","Hamkasblarga yordam beraman, lekin ularning ishini qilishga chegara qo'yaman.",,
drive someone up the wall,idiom,B2,jonidan to'ydirmoq asabiga tegmoq,доводить до белого каления,To annoy someone very much.,draɪv ˈsʌmwʌn ʌp ðə wɔːl,11164,idioms,That noise is driving me up the wall.,Bu shovqin jonimdan to'ydirdi.,annoy,
early bird,idiom,B2,erta turadigan odam,ранняя пташка,Someone who wakes up or arrives early.,ˈɜːli bɜːd,11166,idioms,My grandfather is an early bird — up at five.,Bobom erta turadigan odam — beshda uyg'onadi.,,night owl
elephant in the room,idiom,C1,hamma bilib turib gapirmaydigan muammo,слон в комнате,A big obvious problem that nobody wants to discuss.,ˈelɪfənt ɪn ðə ruːm,11168,idioms,The budget cuts were the elephant in the room.,Byudjet qisqarishi — hamma bilib turib gapirmagan muammo edi.,,
few and far between,idiom,C1,juda kam onda-sonda uchraydigan,редкие,Very rare and not happening often.,fjuː ənd fɑː bɪˈtwiːn,11170,idioms,Sunny days are few and far between this winter.,Bu qishda quyoshli kunlar juda kam.,rare,
fish out of water,idiom,B2,suvdan chiqqan baliqday begona,не в своей тарелке,Someone uncomfortable in an unfamiliar situation.,fɪʃ aʊt əv ˈwɔːtə,11172,idioms,At the fancy party he felt like a fish out of water.,Dabdabali bazmda u o'zini suvdan chiqqan baliqday his qildi.,,
food for thought,idiom,C1,o'ylashga arzigulik fikr,пища для размышлений,Something worth thinking about carefully.,fuːd fə θɔːt,11174,idioms,Her lecture gave us plenty of food for thought.,Uning ma'ruzasi bizga o'ylashga ko'p ozuqa berdi.,,
from scratch,idiom,B2,noldan boshlab,с нуля,"From the very beginning, using nothing ready-made.",frɒm skrætʃ,11176,idioms,She baked the cake from scratch.,U tortni noldan tayyorladi.,,
get off on the wrong foot,idiom,C1,munosabatni noto'g'ri boshlamoq,начать не с той ноги,To start a relationship badly.,ɡet ɒf ɒn ðə rɒŋ fʊt,11178,idioms,"We got off on the wrong foot, but now we're friends.","Boshida chiqisha olmadik, endi esa do'stmiz.",,
give someone the cold shoulder,idiom,C1,sovuq munosabatda bo'lmoq,оказать холодный приём,To deliberately ignore someone.,ɡɪv ˈsʌmwʌn ðə kəʊld ˈʃəʊldə,11180,idioms,After the argument she gave me the cold shoulder.,Janjaldan keyin u menga sovuq munosabatda bo'ldi.,ignore,
go with the flow,idiom,B2,oqim bilan yurmoq moslashmoq,плыть по течению,To accept things as they happen without resisting.,ɡəʊ wɪð ðə fləʊ,11182,idioms,Relax and go with the flow on holiday.,Ta'tilda bo'shashing va oqimga moslashing.,,
hang in there,idiom,B2,bardosh bermoq chidamoq,держись,Keep trying and don't give up in a hard time.,hæŋ ɪn ðeə,11184,idioms,Hang in there — exams will be over soon.,Bardosh bering — imtihonlar tez orada tugaydi.,,
have a sweet tooth,idiom,B2,shirinlikka o'ch bo'lmoq,быть сладкоежкой,To love eating sweet things.,hæv ə swiːt tuːθ,11186,idioms,I can't refuse cake — I have a sweet tooth.,Tortdan voz kecholmayman — shirinlikka o'chman.,,
head over heels,idiom,C1,telbalarcha sevib qolgan,по уши влюблён,Completely in love.,hed ˈəʊvə hiːlz,11188,idioms,He's head over heels in love with her.,U unga telbalarcha oshiq.,,
hold your horses,idiom,B2,shoshilma sabr qil,попридержи коней,Wait and be patient before acting.,həʊld jɔː ˈhɔːsɪz,11190,idioms,Hold your horses — we haven't checked the facts yet.,Shoshilmang — hali faktlarni tekshirmadik.,,
in a nutshell,idiom,B2,qisqacha aytganda,в двух словах,"Said very briefly, in a few words.",ɪn ə ˈnʌtʃel,11192,idioms,"In a nutshell, the project was a success.","Qisqacha aytganda, loyiha muvaffaqiyatli chiqdi.",briefly,
in the heat of the moment,idiom,C1,jahl ustida hayajon bosimida,сгоряча,Said or done quickly because of strong emotion.,ɪn ðə hiːt əv ðə ˈməʊmənt,11194,idioms,He said it in the heat of the moment and later apologised.,U jahl ustida aytib yubordi va keyin uzr so'radi.,,
it takes two to tango,idiom,C1,ikkovlon aybdor — bir qo'ldan ovoz chiqmas,для танго нужны двое,Both people share responsibility for a situation.,ɪt teɪks tuː tə ˈtæŋɡəʊ,11196,idioms,Don't blame only him — it takes two to tango.,Faqat uni ayblamang — bir qo'ldan ovoz chiqmaydi.,,
jump the gun,idiom,C1,oldindan shoshib ish qilmoq,поспешить,"To act too soon, before the right time.",dʒʌmp ðə ɡʌn,11198,idioms,They jumped the gun and announced it too early.,Ular shoshib e'lonni juda erta qilishdi.,,
keep an eye on,idiom,B2,ko'z-quloq bo'lib turmoq,присматривать,To watch someone or something carefully.,kiːp ən aɪ ɒn,11200,idioms,Can you keep an eye on my bag for a minute?,Bir daqiqa sumkamga ko'z-quloq bo'lib tura olasizmi?,watch,
leave no stone unturned,idiom,C1,hamma yo'lni sinab ko'rmoq,перевернуть всё вверх дном,To try every possible way to achieve something.,liːv nəʊ stəʊn ʌnˈtɜːnd,11202,idioms,Police left no stone unturned in the search.,Politsiya qidiruvda hamma yo'lni sinab ko'rdi.,,
let sleeping dogs lie,idiom,C1,eski yarani qo'zg'amaslik,не буди лихо пока оно тихо,To avoid restarting an old problem.,let ˈsliːpɪŋ dɒɡz laɪ,11204,idioms,Don't mention the old argument — let sleeping dogs lie.,Eski janjalni eslatmang — eski yarani qo'zg'amang.,,
lose track of time,idiom,B2,vaqt o'tganini sezmay qolmoq,потерять счёт времени,To not notice how much time has passed.,luːz træk əv taɪm,11206,idioms,"Reading that book, I completely lost track of time.","O'sha kitobni o'qib, vaqt o'tganini butunlay sezmay qolibman.",,
make ends meet,idiom,C1,ro'zg'or tebratmoq amallab kun ko'rmoq,сводить концы с концами,To have just enough money to live.,meɪk endz miːt,11208,idioms,With two jobs she barely makes ends meet.,Ikki ish bilan u zo'rg'a ro'zg'or tebratadi.,,
no pain no gain,idiom,B2,mehnatsiz rohat yo'q,без труда не выловишь и рыбку из пруда,You must work hard to get results.,nəʊ peɪn nəʊ ɡeɪn,11210,idioms,"Training is hard, but no pain, no gain.","Mashg'ulot og'ir, lekin mehnatsiz rohat yo'q.",,
not my cup of tea,idiom,B2,menga yoqmaydigan narsa,не моё,Something you do not enjoy or like.,nɒt maɪ kʌp əv tiː,11212,idioms,Horror films are not my cup of tea.,Qo'rqinchli filmlar — menga yoqmaydigan narsa.,,
off the beaten track,idiom,C1,olis kam odam boradigan joy,в стороне от проторённых дорог,"Far from popular places, where few people go.",ɒf ðə ˈbiːtn træk,11214,idioms,We found a lovely village off the beaten track.,Kam odam boradigan ajoyib qishloq topdik.,remote,
on the ball,idiom,C1,hushyor ishga chaqqon,на высоте,Quick to understand and react well.,ɒn ðə bɔːl,11216,idioms,Our new manager is really on the ball.,Yangi menejerimiz juda hushyor.,alert,
on the tip of my tongue,idiom,B2,tilimning uchida turibdi,вертится на языке,When you almost remember a word but not quite.,ɒn ðə tɪp əv maɪ tʌŋ,11218,idioms,Her name is on the tip of my tongue.,Uning ismi tilimning uchida turibdi.,,
over the moon,idiom,B2,boshi osmonda xursand,на седьмом небе от счастья,Extremely happy about something.,ˈəʊvə ðə muːn,11220,idioms,She was over the moon about the new job.,Yangi ishdan uning boshi osmonga yetdi.,delighted,
practice makes perfect,idiom,B1,takrorlash mahorat onasi,повторение — мать учения,Doing something many times makes you good at it.,ˈpræktɪs meɪks ˈpɜːfɪkt,11222,idioms,Keep writing every day — practice makes perfect.,Har kuni yozishda davom eting — takrorlash mahorat onasi.,,
pull yourself together,idiom,B2,o'zini qo'lga olmoq,взять себя в руки,To control your feelings and behave calmly.,pʊl jɔːˈself təˈɡeðə,11224,idioms,Pull yourself together — the interview starts soon.,O'zingizni qo'lga oling — suhbat boshlanay deyapti.,,
put yourself in someone's shoes,idiom,B2,o'zini birovning o'rniga qo'yib ko'rmoq,поставить себя на чужое место,To imagine being in another person's situation.,pʊt jɔːˈself ɪn ˈsʌmwʌnz ʃuːz,11226,idioms,Put yourself in her shoes before you judge.,Hukm chiqarishdan oldin o'zingizni uning o'rniga qo'yib ko'ring.,,
raining cats and dogs,idiom,B2,chelaklab yomg'ir quymoqda,льёт как из ведра,Raining very heavily.,ˈreɪnɪŋ kæts ənd dɒɡz,11228,idioms,Take an umbrella — it's raining cats and dogs.,Soyabon oling — chelaklab quyapti.,,
ring a bell,idiom,B2,tanish tuyulmoq,звучит знакомо,To sound familiar but not clearly remembered.,rɪŋ ə bel,11230,idioms,"That name rings a bell, but I can't place it.","Bu ism tanish tuyulyapti, lekin eslay olmayapman.",,
rock the boat,idiom,C1,tinchlikni buzmoq muammo chiqarmoq,раскачивать лодку,To cause problems by changing a calm situation.,rɒk ðə bəʊt,11232,idioms,Don't rock the boat before the deal is signed.,Shartnoma imzolanmaguncha tinchlikni buzmang.,,
sleep on it,idiom,B2,bir kecha o'ylab ko'rmoq,переспать с этой мыслью,To wait until the next day before deciding.,sliːp ɒn ɪt,11234,idioms,Don't answer now — sleep on it.,Hozir javob bermang — bir kecha o'ylab ko'ring.,,
smell a rat,idiom,C1,shubha sezmoq g'alati sezmoq,чуять неладное,To feel that something is wrong or dishonest.,smel ə ræt,11236,idioms,The offer was too good — I smelled a rat.,Taklif haddan tashqari yaxshi edi — shubha sezdim.,,
so far so good,idiom,B1,hozircha hammasi joyida,пока всё хорошо,Everything has gone well until now.,səʊ fɑː səʊ ɡʊd,11238,idioms,How's the new job? So far so good.,Yangi ish qanday? Hozircha hammasi joyida.,,
