headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
appoint,verb,B2,tayinlamoq,назначать,To choose someone for a job officially.,əˈpɔɪnt,2844,ielts,She was appointed head teacher.,U bosh o'qituvchi etib tayinlandi.,,dismiss
arise,verb,B2,paydo bo'lmoq,возникать,To begin to exist or happen.,əˈraɪz,2846,ielts,Problems arise when rules are unclear.,Qoidalar noaniq bo'lsa muammolar paydo bo'ladi.,emerge,
articulate,adjective,C1,ravon so'zlaydigan,чётко выражающийся,Able to express ideas clearly.,ɑːˈtɪkjələt,2848,ielts,She is an articulate speaker.,U ravon so'zlaydigan notiq.,eloquent,
aspire,verb,C1,intilmoq orzu qilmoq,стремиться,To want to achieve something great.,əˈspaɪə,2850,ielts,Many students aspire to study abroad.,Ko'p talabalar chet elda o'qishga intiladi.,aim,
assemble,verb,B2,yig'moq to'planmoq,собирать,To put together; to gather.,əˈsembl,2852,ielts,The furniture is easy to assemble.,Mebelni yig'ish oson.,gather,disperse
assert,verb,C1,qat'iy ta'kidlamoq,утверждать,To state firmly.,əˈsɜːt,2854,ielts,He asserted that the data was correct.,U ma'lumotlar to'g'riligini qat'iy ta'kidladi.,declare,
asset,noun,C1,boylik qimmatli narsa,актив,Something valuable that a person or company owns.,ˈæset,2856,ielts,Fluent English is a real asset.,Ravon ingliz tili haqiqiy boylik.,,liability
assimilate,verb,C1,o'zlashtirmoq,усваивать,To fully absorb information or fit into a group.,əˈsɪməleɪt,2858,ielts,Children assimilate new languages quickly.,Bolalar yangi tillarni tez o'zlashtiradi.,absorb,
atmosphere,noun,B2,atmosfera muhit,атмосфера,The air around the Earth; the mood of a place.,ˈætməsfɪə,2860,ielts,The cafe has a relaxed atmosphere.,Kafening muhiti erkin.,,
audit,noun,C1,audit tekshiruv,аудит,An official examination of accounts.,ˈɔːdɪt,2862,ielts,The company passed its annual audit.,Kompaniya yillik auditdan o'tdi.,inspection,
authentic,adjective,B2,haqiqiy asl,подлинный,Real and genuine.,ɔːˈθentɪk,2864,ielts,The restaurant serves authentic Uzbek plov.,Restoran asl o'zbek oshini taklif qiladi.,genuine,fake
automate,verb,C1,avtomatlashtirmoq,автоматизировать,To make a process work by machines.,ˈɔːtəmeɪt,2866,ielts,The factory automated its packing line.,Zavod qadoqlash liniyasini avtomatlashtirdi.,,
autonomy,noun,C1,mustaqillik avtonomiya,автономия,The right to govern or decide for yourself.,ɔːˈtɒnəmi,2868,ielts,Teachers need autonomy in the classroom.,O'qituvchilarga sinfda mustaqillik kerak.,independence,
avert,verb,C1,oldini olmoq,предотвращать,To prevent something bad from happening.,əˈvɜːt,2870,ielts,Quick action averted a disaster.,Tezkor harakat falokatning oldini oldi.,prevent,
barrier,noun,B2,to'siq g'ov,барьер,Something that blocks progress or movement.,ˈbæriə,2872,ielts,Language is the biggest barrier for migrants.,Til migrantlar uchun eng katta to'siq.,obstacle,
benchmark,noun,C1,mezon namuna,ориентир,A standard used for comparison.,ˈbentʃmɑːk,2874,ielts,The test sets a benchmark for schools.,Test maktablar uchun mezon belgilaydi.,standard,
beneficial,adjective,B2,foydali,полезный,Having a good effect.,ˌbenɪˈfɪʃl,2876,ielts,Exercise is beneficial to mental health.,Mashq ruhiy salomatlik uchun foydali.,helpful,harmful
biodiversity,noun,C1,bioxilma-xillik,биоразнообразие,The variety of plant and animal life.,ˌbaɪəʊdaɪˈvɜːsəti,2878,ielts,Forests are rich in biodiversity.,O'rmonlar bioxilma-xillikka boy.,,
bond,noun,C1,rishta aloqa,связь,A close connection between people or things.,bɒnd,2880,ielts,The twins share a strong bond.,Egizaklar o'rtasida mustahkam rishta bor.,tie,
boundary,noun,B2,chegara,граница,A line that marks the edge of an area.,ˈbaʊndri,2882,ielts,The river forms a natural boundary.,Daryo tabiiy chegara hosil qiladi.,border,
breakthrough,noun,C1,katta yutuq,прорыв,An important discovery or development.,ˈbreɪkθruː,2884,ielts,Scientists made a breakthrough in cancer research.,Olimlar saraton tadqiqotida katta yutuqqa erishdi.,,
breed,verb,B2,ko'paytirmoq nasl bermoq,разводить,To keep animals to produce young; to reproduce.,briːd,2886,ielts,Farmers breed sheep for wool.,Dehqonlar jun uchun qo'y boqadi.,,
bulk,noun,C1,asosiy qism katta hajm,основная масса,The main or largest part of something.,bʌlk,2888,ielts,The bulk of the budget goes to salaries.,Byudjetning asosiy qismi maoshlarga ketadi.,majority,
bureaucracy,noun,C1,byurokratiya,бюрократия,Complicated official rules and processes.,bjʊəˈrɒkrəsi,2890,ielts,Bureaucracy slows down small businesses.,Byurokratiya kichik biznesni sekinlashtiradi.,,
carbon,noun,B2,uglerod,углерод,A chemical element found in all living things.,ˈkɑːbən,2892,ielts,Cars produce carbon emissions.,Avtomobillar uglerod chiqindilarini chiqaradi.,,
catalyst,noun,C1,turtki katalizator,катализатор,Something that causes change or speeds it up.,ˈkætəlɪst,2894,ielts,The report was a catalyst for reform.,Hisobot islohotlar uchun turtki bo'ldi.,trigger,
cater,verb,C1,xizmat ko'rsatmoq,обслуживать,To provide what is needed or wanted.,ˈkeɪtə,2896,ielts,The school caters for children of all abilities.,Maktab barcha qobiliyatdagi bolalarga xizmat ko'rsatadi.,serve,
census,noun,C1,aholi ro'yxati,перепись,An official count of a population.,ˈsensəs,2898,ielts,The census takes place every ten years.,Aholi ro'yxati har o'n yilda o'tkaziladi.,,
chronic,adjective,C1,surunkali,хронический,Lasting a long time and hard to cure.,ˈkrɒnɪk,2900,ielts,Chronic stress damages health.,Surunkali stress salomatlikka zarar yetkazadi.,persistent,temporary
circulate,verb,C1,aylanmoq tarqalmoq,циркулировать,To move around continuously; to spread.,ˈsɜːkjəleɪt,2902,ielts,Blood circulates through the body.,Qon tanada aylanadi.,,
cite,verb,C1,iqtibos keltirmoq,цитировать,To mention as an example or source.,saɪt,2904,ielts,Cite at least three sources in your essay.,Inshongizda kamida uchta manbani keltiring.,quote,
civic,adjective,C1,fuqarolik shahar,гражданский,Relating to a city or its citizens.,ˈsɪvɪk,2906,ielts,Voting is a civic duty.,Ovoz berish fuqarolik burchi.,,
civilization,noun,B2,sivilizatsiya tamaddun,цивилизация,A well-organized and developed society.,ˌsɪvəlaɪˈzeɪʃn,2908,ielts,Ancient civilizations arose along rivers.,Qadimgi tamaddunlar daryolar bo'yida vujudga kelgan.,,
clarity,noun,C1,aniqlik ravshanlik,ясность,The quality of being clear and easy to understand.,ˈklærəti,2910,ielts,The teacher explained the rule with great clarity.,O'qituvchi qoidani juda aniq tushuntirdi.,,confusion
coastal,adjective,B2,qirg'oqbo'yi,прибрежный,Near the sea.,ˈkəʊstl,2912,ielts,Coastal cities face rising sea levels.,Qirg'oqbo'yi shaharlari dengiz sathi ko'tarilishiga duch kelmoqda.,,inland
cognitive,adjective,C1,kognitiv aqliy,когнитивный,Relating to thinking and understanding.,ˈkɒɡnətɪv,2914,ielts,Games improve children's cognitive skills.,O'yinlar bolalarning aqliy ko'nikmalarini yaxshilaydi.,mental,
collide,verb,C1,to'qnashmoq,сталкиваться,To crash into each other.,kəˈlaɪd,2916,ielts,Two trains nearly collided in the fog.,Tumanda ikki poyezd sal to'qnashmadi.,crash,
commerce,noun,C1,savdo tijorat,торговля,The buying and selling of goods.,ˈkɒmɜːs,2918,ielts,Online commerce is growing rapidly.,Onlayn savdo tez o'smoqda.,trade,
communal,adjective,C1,umumiy jamoa,общественный,Shared by a group of people.,kəˈmjuːnl,2920,ielts,The building has a communal garden.,Binoning umumiy bog'i bor.,shared,private
commute,verb,B2,ishga qatnamoq,ездить на работу,To travel regularly between home and work.,kəˈmjuːt,2922,ielts,She commutes an hour each way.,U har tomonga bir soatdan qatnaydi.,,
comparable,adjective,C1,taqqoslasa bo'ladigan,сопоставимый,Similar enough to be compared.,ˈkɒmpərəbl,2924,ielts,The two cities are comparable in size.,Ikki shahar hajmi jihatidan taqqoslanarli.,similar,
compile,verb,C1,tuzmoq jamlamoq,составлять,To collect information into one document.,kəmˈpaɪl,2926,ielts,She compiled a list of useful phrases.,U foydali iboralar ro'yxatini tuzdi.,assemble,
complement,verb,C1,to'ldirmoq uyg'unlashmoq,дополнять,To combine well with something.,ˈkɒmplɪment,2928,ielts,The exercises complement the lectures.,Mashqlar ma'ruzalarni to'ldiradi.,,
compliance,noun,C1,rioya qilish,соблюдение,The act of obeying rules.,kəmˈplaɪəns,2930,ielts,Factories are checked for safety compliance.,Zavodlar xavfsizlikka rioya bo'yicha tekshiriladi.,,violation
conceal,verb,C1,yashirmoq,скрывать,To hide something.,kənˈsiːl,2932,ielts,He concealed his disappointment.,U hafsalasi pir bo'lganini yashirdi.,hide,reveal
concede,verb,C1,tan olmoq yon bermoq,признавать,To admit something unwillingly.,kənˈsiːd,2934,ielts,She conceded that the plan had failed.,U reja barbod bo'lganini tan oldi.,admit,deny
condemn,verb,C1,qoralamoq,осуждать,To criticize strongly.,kənˈdem,2936,ielts,World leaders condemned the attack.,Dunyo yetakchilari hujumni qoraladi.,denounce,praise
condense,verb,C1,zichlashtirmoq qisqartirmoq,конденсировать,To make shorter or more compact.,kənˈdens,2938,ielts,Condense the report into one page.,Hisobotni bir sahifaga qisqartiring.,shorten,expand
confer,verb,C1,maslahatlashmoq bermoq,совещаться,To discuss with others; to give an honour.,kənˈfɜː,2940,ielts,The judges conferred before deciding.,Hakamlar qaror oldidan maslahatlashishdi.,consult,
confront,verb,B2,yuzma-yuz kelmoq,противостоять,To face a problem or person directly.,kənˈfrʌnt,2942,ielts,We must confront the water shortage.,Suv tanqisligiga yuzma-yuz kelishimiz kerak.,face,avoid
congestion,noun,C1,tirbandlik,затор,Overcrowding especially of traffic.,kənˈdʒestʃən,2944,ielts,Road congestion costs the city millions.,Yo'l tirbandligi shaharga millionlab zarar keltiradi.,,
conquer,verb,B2,zabt etmoq yengmoq,завоёвывать,To defeat or take control by force.,ˈkɒŋkə,2946,ielts,She conquered her fear of heights.,U balandlik qo'rquvini yengdi.,defeat,surrender
consolidate,verb,C1,mustahkamlamoq birlashtirmoq,укреплять,To make stronger or combine into one.,kənˈsɒlɪdeɪt,2948,ielts,Review sessions consolidate learning.,Takrorlash darslari bilimni mustahkamlaydi.,strengthen,
contaminate,verb,C1,ifloslantirmoq,загрязнять,To make something impure or dirty.,kənˈtæmɪneɪt,2950,ielts,Chemicals contaminated the river.,Kimyoviy moddalar daryoni ifloslantirdi.,pollute,purify
contemplate,verb,C1,mulohaza yuritmoq,размышлять,To think about something seriously.,ˈkɒntəmpleɪt,2952,ielts,He contemplated changing careers.,U kasbini o'zgartirish haqida mulohaza yuritdi.,consider,
contend,verb,C1,da'vo qilmoq kurashmoq,утверждать,To argue or compete for something.,kənˈtend,2954,ielts,Critics contend that the law is unfair.,Tanqidchilar qonun adolatsiz deb da'vo qiladi.,argue,
contrary,adjective,C1,qarama-qarshi,противоположный,Opposite in meaning or direction.,ˈkɒntrəri,2956,ielts,Contrary to expectations sales rose.,Kutilganlarga zid ravishda savdo o'sdi.,opposite,
converge,verb,C1,birlashmoq yaqinlashmoq,сходиться,To come together from different directions.,kənˈvɜːdʒ,2958,ielts,Fans converged on the stadium.,Muxlislar stadionga oqib kelishdi.,meet,diverge
cope,verb,B2,uddalamoq bardosh bermoq,справляться,To deal successfully with something difficult.,kəʊp,2960,ielts,She copes well with exam pressure.,U imtihon bosimiga yaxshi bardosh beradi.,manage,
corporate,adjective,C1,korporativ,корпоративный,Relating to large companies.,ˈkɔːpərət,2962,ielts,Corporate taxes were reduced.,Korporativ soliqlar kamaytirildi.,,
counterpart,noun,C1,hamkasb o'xshash shaxs,коллега,A person or thing with the same role elsewhere.,ˈkaʊntəpɑːt,2964,ielts,The minister met his French counterpart.,Vazir fransuz hamkasbi bilan uchrashdi.,equivalent,
crisis,noun,B2,inqiroz,кризис,A time of great difficulty or danger.,ˈkraɪsɪs,2966,ielts,The country faced an energy crisis.,Mamlakat energiya inqiroziga duch keldi.,emergency,
cultivate,verb,C1,yetishtirmoq rivojlantirmoq,возделывать,To grow crops; to develop a skill or attitude.,ˈkʌltɪveɪt,2968,ielts,Farmers cultivate rice in the valley.,Dehqonlar vodiyda sholi yetishtiradi.,grow,
curb,verb,C1,jilovlamoq cheklamoq,обуздывать,To control or limit something.,kɜːb,2970,ielts,New rules aim to curb pollution.,Yangi qoidalar ifloslanishni jilovlashga qaratilgan.,restrain,
curriculum,noun,B2,o'quv dasturi,учебная программа,The subjects taught at a school.,kəˈrɪkjələm,2972,ielts,Coding was added to the curriculum.,Dasturlash o'quv dasturiga qo'shildi.,,
decay,verb,C1,chirimoq yemirilmoq,разлагаться,To be slowly destroyed naturally.,dɪˈkeɪ,2974,ielts,Sugar makes teeth decay.,Shakar tishlarni yemiradi.,rot,
deficient,adjective,C1,yetishmaydigan,недостаточный,Lacking something needed.,dɪˈfɪʃnt,2976,ielts,The diet is deficient in iron.,Bu parhezda temir yetishmaydi.,lacking,sufficient
deficit,noun,C1,taqchillik defitsit,дефицит,The amount by which spending exceeds income.,ˈdefɪsɪt,2978,ielts,The budget deficit grew last year.,Byudjet taqchilligi o'tgan yili o'sdi.,shortfall,surplus
degrade,verb,C1,yomonlashtirmoq xo'rlamoq,деградировать,To make worse; to treat without respect.,dɪˈɡreɪd,2980,ielts,Overgrazing degrades the soil.,Haddan ortiq o'tlatish tuproqni yomonlashtiradi.,,improve
democracy,noun,B2,demokratiya,демократия,Government elected by the people.,dɪˈmɒkrəsi,2982,ielts,Free elections are the basis of democracy.,Erkin saylovlar demokratiyaning asosi.,,
demographic,adjective,C1,demografik,демографический,Relating to population statistics.,ˌdeməˈɡræfɪk,2984,ielts,The country is undergoing demographic change.,Mamlakat demografik o'zgarishlarni boshdan kechirmoqda.,,
denote,verb,C1,bildirmoq anglatmoq,обозначать,To be a sign of something.,dɪˈnəʊt,2986,ielts,Red circles denote errors on the map.,Qizil doiralar xaritadagi xatolarni bildiradi.,indicate,
deplete,verb,C1,tugatmoq kamaytirmoq,истощать,To greatly reduce the amount of something.,dɪˈpliːt,2988,ielts,Overfishing depletes fish stocks.,Haddan ortiq baliq ovlash zaxiralarni tugatadi.,exhaust,replenish
deposit,noun,B2,omonat kon,депозит,Money put in a bank; a natural layer of minerals.,dɪˈpɒzɪt,2990,ielts,She made a deposit at the bank.,U bankka omonat qo'ydi.,,withdrawal
deprive,verb,C1,mahrum qilmoq,лишать,To take something necessary away from someone.,dɪˈpraɪv,2992,ielts,Noise deprives residents of sleep.,Shovqin aholini uyqudan mahrum qiladi.,,provide
descend,verb,B2,pastga tushmoq,спускаться,To go down.,dɪˈsend,2994,ielts,The plane began to descend.,Samolyot pasay boshladi.,,ascend
designate,verb,C1,belgilamoq tayinlamoq,назначать,To officially choose for a purpose.,ˈdezɪɡneɪt,2996,ielts,The area was designated a national park.,Hudud milliy bog' deb belgilandi.,,
detect,verb,B2,aniqlamoq sezmoq,обнаруживать,To discover something hidden.,dɪˈtekt,2998,ielts,Sensors detect smoke early.,Datchiklar tutunni erta aniqlaydi.,discover,
