headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
descriptive,adjective,B1,tasviriy,описательный,Describing something in detail.,dɪˈskrɪptɪv,3800,describing,The essay uses descriptive language to paint a picture.,Insho manzarani tasvirlash uchun tasviriy til ishlatadi.,detailed vivid,vague
indescribable,adjective,B2,ta'riflab bo'lmaydigan,неописуемый,Too extreme or unusual to be described in words.,ˌɪndɪˈskraɪbəbl,7500,describing,The view from the mountain top was indescribable.,Tog' cho'qqisidan ko'rinish ta'riflab bo'lmaydigan darajada edi.,unspeakable,ordinary
explanatory,adjective,B2,tushuntiruvchi,пояснительный,Serving to explain something.,ɪkˈsplænətɔːri,5900,describing,The teacher added an explanatory note to the diagram.,O'qituvchi diagrammaga tushuntiruvchi izoh qo'shdi.,clarifying,confusing
inexplicable,adjective,C1,tushuntirib bo'lmaydigan,необъяснимый,Impossible to explain or understand.,ˌɪnɪkˈsplɪkəbl,8600,describing,"For some inexplicable reason, the door was locked.",Qandaydir tushuntirib bo'lmaydigan sababga ko'ra eshik qulflangan edi.,unexplainable mysterious,explicable
unexplained,adjective,B1,tushuntirilmagan,необъясненный,Not made clear or given a reason for.,ˌʌnɪkˈspleɪnd,4100,describing,The company gave an unexplained excuse for the delay.,Kompaniya kechikish uchun tushuntirilmagan bahona keltirdi.,unclear,explained
incomparable,adjective,C1,tengsiz,несравнимый,So good or great that nothing else can be compared to it.,ɪnˈkɑːmpərəbl,8200,describing,The chef's skill is simply incomparable.,Oshpazning mahorati shunchaki tengsiz.,unmatched unrivaled,comparable
justified,adjective,B2,asoslangan,оправданный,Having a good and acceptable reason.,ˈdʒʌstɪfaɪd,4300,describing,Her anger was completely justified after the delay.,Kechikishdan keyin uning g'azabi to'liq asoslangan edi.,warranted,unjustified
unjustified,adjective,B2,asossiz,неоправданный,Not having a good or fair reason.,ʌnˈdʒʌstɪfaɪd,5700,describing,The price increase seems completely unjustified.,Narx oshishi butunlay asossiz ko'rinadi.,unwarranted,justified
justifiable,adjective,C1,oqlash mumkin bo'lgan,оправдываемый,Able to be shown to be right or reasonable.,ˈdʒʌstɪfaɪəbl,7800,describing,His absence was justifiable given the emergency.,Uning yo'qligi favqulodda vaziyatni hisobga olganda oqlash mumkin edi.,defensible,unjustifiable
unjustifiable,adjective,C1,oqlab bo'lmaydigan,неоправдываемый,Impossible to defend or excuse.,ʌnˈdʒʌstɪfaɪəbl,8900,describing,Such cruelty to animals is unjustifiable.,Hayvonlarga bunday shafqatsizlik oqlab bo'lmaydi.,indefensible,justifiable
justification,noun,B2,oqlash,оправдание,A good reason for doing something.,ˌdʒʌstɪfɪˈkeɪʃən,5100,describing,He gave no justification for his sudden decision.,U to'satdan qabul qilgan qarori uchun hech qanday oqlash keltirmadi.,reason grounds,
predictable,adjective,B1,bashorat qilinadigan,предсказуемый,Behaving or happening in a way that is expected.,prɪˈdɪktəbl,2800,describing,The plot of the movie was quite predictable.,Filmning syujeti ancha bashorat qilinadigan edi.,expected foreseeable,unpredictable
unpredictable,adjective,B1,bashorat qilib bo'lmaydigan,непредсказуемый,Not able to be known in advance; changeable.,ˌʌnprɪˈdɪktəbl,3000,describing,Mountain weather can be very unpredictable.,Tog' ob-havosi juda bashorat qilib bo'lmaydigan bo'lishi mumkin.,uncertain erratic,predictable
predictor,noun,B2,bashoratchi,предсказатель,Something that shows what is likely to happen.,prɪˈdɪktər,6300,describing,Past behavior is often a predictor of future actions.,O'tmishdagi xatti-harakat ko'pincha kelajakdagi harakatlarning bashoratchisidir.,indicator,
preventable,adjective,B2,oldini olish mumkin bo'lgan,предотвратимый,Able to be stopped from happening.,prɪˈventəbl,5600,describing,Most car accidents are preventable with careful driving.,Ehtiyotkorlik bilan haydash orqali ko'pchilik avtohalokatlarning oldini olish mumkin.,avoidable,unavoidable
preventive,adjective,B2,profilaktik,профилактический,Done to stop something bad from happening.,prɪˈventɪv,5400,body-health,Regular checkups are an important preventive measure.,Muntazam tekshiruvlar muhim profilaktik chora hisoblanadi.,precautionary,
overreact,verb,B1,haddan tashqari reaksiya bildirmoq,бурно реагировать,To react to something with more emotion than is necessary.,ˌoʊvərriˈækt,3600,actions,Try not to overreact when you hear the news.,Xabarni eshitganingizda haddan tashqari reaksiya bildirmaslikka harakat qiling.,,
overqualified,adjective,B2,ortiqcha malakali,слишком квалифицированный,Having more skills or experience than a job requires.,ˌoʊvərˈkwɑːlɪfaɪd,6600,work,She was rejected for being overqualified for the role.,U lavozim uchun ortiqcha malakali bo'lgani sababli rad etildi.,,underqualified
unqualified,adjective,B1,malakasiz,неквалифицированный,Not having the necessary skills or qualifications.,ʌnˈkwɑːlɪfaɪd,3900,work,He felt unqualified for such a senior position.,U bunday yuqori lavozim uchun o'zini malakasiz his qildi.,inexperienced,qualified
disqualify,verb,B2,malakasidan mahrum qilmoq,дисквалифицировать,To officially prevent someone from taking part because they broke a rule.,dɪsˈkwɑːlɪfaɪ,5800,actions,The runner was disqualified for a false start.,Yugurchi noto'g'ri start olgani uchun musobaqadan chetlashtirildi.,ban exclude,qualify
achiever,noun,B2,muvaffaqiyat qozonuvchi,достигающий успеха,A person who is successful because of hard work and ability.,əˈtʃiːvər,6000,describing,She has always been a high achiever at school.,U maktabda doim yuqori natijalarga erishuvchi bo'lgan.,,
achievable,adjective,B2,erishish mumkin bo'lgan,достижимый,Able to be achieved or accomplished.,əˈtʃiːvəbl,5500,describing,Set achievable goals so you don't lose motivation.,Motivatsiyangizni yo'qotmaslik uchun erishish mumkin bo'lgan maqsadlar qo'ying.,attainable,unachievable
unachievable,adjective,C1,erishib bo'lmaydigan,недостижимый,Impossible to achieve or accomplish.,ˌʌnəˈtʃiːvəbl,8400,describing,The deadline made the project feel unachievable.,Muddat loyihani erishib bo'lmaydigandek his qildi.,impossible,achievable
unsuccessful,adjective,A2,muvaffaqiyatsiz,неудачный,Not achieving the desired result.,ˌʌnsəkˈsesfl,2700,describing,His first attempt at the exam was unsuccessful.,Uning imtihonga birinchi urinishi muvaffaqiyatsiz bo'ldi.,failed unsuccessful,successful
unproductive,adjective,B1,samarasiz,непродуктивный,Not producing much or achieving good results.,ˌʌnprəˈdʌktɪv,4500,work,The meeting was long and unproductive.,Yig'ilish uzun va samarasiz edi.,ineffective,productive
unprotected,adjective,B1,himoyasiz,незащищенный,Not protected or kept safe from harm.,ˌʌnprəˈtektɪd,4000,body-health,Never leave a young child unprotected near water.,Yosh bolani suv yaqinida hech qachon himoyasiz qoldirmang.,vulnerable exposed,protected
protector,noun,B1,himoyachi,защитник,A person or thing that protects someone or something.,prəˈtektər,3600,describing,A screen protector keeps your phone safe from scratches.,Ekran himoyachisi telefoningizni chizilishdan saqlaydi.,guardian defender,
overprotect,verb,B2,haddan tashqari himoya qilmoq,чрезмерно опекать,"To protect someone too much, limiting their freedom.",ˌoʊvərprəˈtekt,7000,actions,Parents shouldn't overprotect their children from every risk.,Ota-onalar farzandlarini har bir xavfdan haddan tashqari himoya qilmasligi kerak.,coddle,neglect
reactive,adjective,B2,reaktiv,реактивный,Responding to events rather than acting first.,riˈæktɪv,5200,describing,The team was too reactive instead of planning ahead.,Jamoa oldindan reja qilish o'rniga juda reaktiv edi.,responsive,proactive
recreate,verb,B1,qayta yaratmoq,воссоздавать,To make something exist again or produce a copy of it.,ˌriːkriˈeɪt,3700,actions,The museum tried to recreate a nineteenth-century street.,Muzey o'n to'qqizinchi asr ko'chasini qayta yaratishga harakat qildi.,reproduce recreate,
redevelop,verb,B2,qayta rivojlantirmoq,перестраивать,"To develop or build something again, usually differently.",ˌriːdɪˈveləp,6400,work,The city plans to redevelop the old harbor area.,Shahar eski port hududini qayta rivojlantirishni rejalashtirmoqda.,rebuild renovate,
underdeveloped,adjective,B2,rivojlanmagan,слаборазвитый,"Not fully developed, especially economically.",ˌʌndərdɪˈveləpt,5900,describing,Investment is needed in underdeveloped regions.,Rivojlanmagan hududlarga investitsiya kerak.,undeveloped,developed
overdeveloped,adjective,C1,ortiqcha rivojlangan,переразвитый,"Developed too much, often losing natural qualities.",ˌoʊvərdɪˈveləpt,8700,describing,Critics say the coastline has become overdeveloped.,Tanqidchilar sohil chizig'i ortiqcha rivojlanganini aytishmoqda.,,underdeveloped
suggestive,adjective,C1,ishora qiluvchi,намекающий,"Suggesting something, often something not stated directly.",səˈdʒestɪv,7900,describing,Her tone was suggestive of hidden disappointment.,Uning ohangi yashirin ko'ngilsizlikka ishora qilardi.,implying,
reflective,adjective,B2,mulohazali,задумчивый,Thinking deeply and carefully about something.,rɪˈflektɪv,5300,describing,She fell into a reflective silence after the news.,Xabardan keyin u mulohazali sukutga cho'mdi.,thoughtful,
unclassified,adjective,B2,tasniflanmagan,несекретный,Not officially placed in a secret or restricted category.,ˌʌnˈklæsɪfaɪd,6200,describing,The report was unclassified and available to the public.,Hisobot tasniflanmagan va omma uchun ochiq edi.,public open,classified
unsolvable,adjective,B2,yechilmaydigan,неразрешимый,Impossible to find an answer or solution to.,ʌnˈsɑːlvəbl,6800,describing,The puzzle seemed unsolvable at first.,Boshida jumboq yechilmaydigandek tuyuldi.,unsolvable insoluble,solvable
solvable,adjective,B2,yechish mumkin bo'lgan,разрешимый,Able to be solved or answered.,ˈsɑːlvəbl,5800,describing,"With more data, the problem becomes solvable.",Ko'proq ma'lumot bilan muammoni yechish mumkin bo'ladi.,,unsolvable
carelessness,noun,B1,beparvolik,небрежность,The quality of not paying enough attention to what you do.,ˈkerləsnəs,4300,describing,The accident happened because of carelessness.,Baxtsiz hodisa beparvolik tufayli sodir bo'ldi.,negligence,care
usefulness,noun,B1,foydaliligi,полезность,The quality of being useful or helpful.,ˈjuːsfəlnəs,4000,describing,The tool's usefulness depends on how well it's maintained.,Asbobning foydaliligi u qanchalik yaxshi parvarish qilinishiga bog'liq.,utility,uselessness
uselessly,adverb,B1,foydasiz ravishda,бесполезно,In a way that has no use or effect.,ˈjuːsləsli,4600,describing,"He waved his arms uselessly, unable to help.",U yordam bera olmasdan qo'llarini foydasiz ravishda silkitardi.,pointlessly,usefully
investigative,adjective,B2,tergov qiluvchi,следственный,Concerned with examining and finding out facts.,ɪnˈvestɪɡeɪtɪv,6100,work,She works as an investigative journalist.,U tergovchi jurnalist bo'lib ishlaydi.,,
demotivate,verb,B2,rag'batini yo'qotmoq,демотивировать,To make someone lose enthusiasm for doing something.,ˌdiːˈmoʊtɪveɪt,6700,work,Constant criticism can demotivate employees quickly.,Doimiy tanqid xodimlarning rag'batini tez yo'qotishi mumkin.,discourage,motivate
demotivated,adjective,B2,rag'bati yo'qolgan,демотивированный,Having lost enthusiasm or willingness to work.,ˌdiːˈmoʊtɪveɪtɪd,6900,work,The team felt demotivated after losing the contract.,Shartnomani yo'qotgach jamoa rag'bati yo'qolganini his qildi.,discouraged,motivated
unmotivated,adjective,B1,rag'batsiz,немотивированный,Lacking the desire or drive to do something.,ˌʌnˈmoʊtɪveɪtɪd,4400,work,An unmotivated student rarely finishes assignments on time.,Rag'batsiz talaba topshiriqlarni kamdan-kam o'z vaqtida bajaradi.,uninterested,motivated
unsatisfied,adjective,B1,qanoat hosil qilmagan,неудовлетворенный,Not pleased or content with something.,ʌnˈsætɪsfaɪd,4200,feelings,He remained unsatisfied with the final result.,U yakuniy natijadan qanoat hosil qilmadi.,dissatisfied,satisfied
