headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
collapse,verb,B2,qulamoq,рушиться,To fall down suddenly.,kəˈlæps,1250,actions,The old bridge collapsed in the flood.,Eski ko'prik toshqinda quladi.,,
compensate,verb,B2,qoplamoq,компенсировать,To give something to balance a loss.,ˈkɒmpenseɪt,1255,actions,The airline compensated passengers for the delay.,Aviakompaniya yo'lovchilarga kechikish uchun tovon to'ladi.,,
comprehensive,adjective,B2,keng qamrovli,всеобъемлющий,Including everything that is necessary.,ˌkɒmprɪˈhensɪv,1260,describing,The report gives a comprehensive picture.,Hisobot keng qamrovli manzarani beradi.,complete,partial
conscious,adjective,B2,ongli,осознанный,Aware of something; awake.,ˈkɒnʃəs,1265,describing,She made a conscious choice to study abroad.,U chet elda o'qishni ongli ravishda tanladi.,aware,unconscious
consequence,noun,B2,oqibat,последствие,A result of an action.,ˈkɒnsɪkwəns,1270,basics,Every decision has consequences.,Har bir qarorning oqibati bor.,result,
controversy,noun,B2,munozara,споры,Strong public disagreement.,ˈkɒntrəvɜːsi,1275,basics,The new law caused controversy.,Yangi qonun munozaraga sabab bo'ldi.,dispute,
crucial,adjective,B2,hal qiluvchi,решающий,Extremely important.,ˈkruːʃl,1280,describing,Sleep is crucial for memory.,Uyqu xotira uchun hal qiluvchi ahamiyatga ega.,vital,minor
decline,verb,B2,pasaymoq,снижаться,To become smaller weaker or less.,dɪˈklaɪn,1285,actions,Interest in the show declined quickly.,Shouga qiziqish tez pasaydi.,decrease,rise
demonstrate,verb,B2,namoyish etmoq,демонстрировать,To show something clearly with proof.,ˈdemənstreɪt,1290,actions,The results demonstrate the method works.,Natijalar usul ishlashini ko'rsatadi.,show,
distinct,adjective,B2,aniq farqli,отчётливый,Clearly different or noticeable.,dɪˈstɪŋkt,1295,describing,The twins have distinct personalities.,Egizaklarning xarakteri aniq farq qiladi.,different,similar
diverse,adjective,B2,xilma-xil,разнообразный,Including many different types.,daɪˈvɜːs,1300,describing,The city has a diverse population.,Shahar aholisi xilma-xil.,varied,uniform
dominate,verb,B2,hukmronlik qilmoq,доминировать,To control or be the most important part.,ˈdɒmɪneɪt,1305,actions,One team dominated the whole match.,Bitta jamoa butun o'yinda hukmronlik qildi.,,
emphasize,verb,B2,ta'kidlamoq,подчёркивать,To give special importance to something.,ˈemfəsaɪz,1310,actions,The coach emphasized the value of practice.,Murabbiy mashqning ahamiyatini ta'kidladi.,stress,
enhance,verb,B2,yaxshilamoq,улучшать,To improve the quality or value of something.,ɪnˈhɑːns,1315,actions,Good lighting enhances the room.,Yaxshi yoritish xonani yanada chiroyli qiladi.,improve,
evaluate,verb,B2,baholab chiqmoq,оценивать,To judge how good useful or successful something is.,ɪˈvæljueɪt,1320,actions,We evaluated three different plans.,Biz uch xil rejani baholab chiqdik.,assess,
evident,adjective,B2,ayon,очевидный,Easy to see or understand.,ˈevɪdənt,1325,describing,Her talent was evident from childhood.,Uning iste'dodi bolalikdan ayon edi.,obvious,unclear
exaggerate,verb,B2,bo'rttirmoq,преувеличивать,To make something seem bigger than it is.,ɪɡˈzædʒəreɪt,1330,actions,He exaggerates the size of every fish he catches.,U tutgan har bir balig'ining hajmini bo'rttiradi.,,
fluctuate,verb,B2,o'zgarib turmoq,колебаться,To change frequently between levels.,ˈflʌktʃueɪt,1335,actions,Prices fluctuate with the seasons.,Narxlar fasllarga qarab o'zgarib turadi.,vary,
fundamental,adjective,B2,asosiy,фундаментальный,Forming the base; most important.,ˌfʌndəˈmentl,1340,describing,Trust is fundamental to friendship.,Ishonch do'stlikning asosidir.,basic,
genuine,adjective,B2,samimiy,подлинный,Real and honest; not fake.,ˈdʒenjuɪn,1345,describing,Her surprise was genuine.,Uning hayrati samimiy edi.,authentic,fake
imply,verb,B2,nazarda tutmoq,подразумевать,To suggest something without saying it directly.,ɪmˈplaɪ,1350,actions,His silence implied disagreement.,Uning sukuti norozilikni bildirardi.,suggest,
inevitable,adjective,B2,muqarrar,неизбежный,Certain to happen.,ɪnˈevɪtəbl,1355,describing,Change is inevitable in life.,Hayotda o'zgarish muqarrar.,unavoidable,
insight,noun,B2,teran tushuncha,понимание,A deep understanding of something.,ˈɪnsaɪt,1360,basics,The book gives insight into village life.,Kitob qishloq hayoti haqida teran tushuncha beradi.,,
integrate,verb,B2,birlashtirmoq,интегрировать,To combine parts into a whole.,ˈɪntɪɡreɪt,1365,actions,The app integrates games with lessons.,Ilova o'yinlarni darslar bilan birlashtiradi.,combine,separate
justify,verb,B2,oqlamoq,оправдывать,To show that something is right or reasonable.,ˈdʒʌstɪfaɪ,1370,actions,Nothing can justify cruelty.,Hech narsa shafqatsizlikni oqlay olmaydi.,,
negotiate,verb,B2,muzokara olib bormoq,вести переговоры,To discuss to reach an agreement.,nɪˈɡəʊʃieɪt,1375,work,They negotiated a better salary.,Ular yaxshiroq maosh haqida kelishib olishdi.,,
notion,noun,B2,tasavvur,понятие,An idea or belief about something.,ˈnəʊʃn,1380,basics,He has a strange notion of success.,Uning muvaffaqiyat haqidagi tasavvuri g'alati.,idea,
obstacle,noun,B2,to'siq,препятствие,Something that blocks your way.,ˈɒbstəkl,1385,basics,Fear is the biggest obstacle to learning.,Qo'rquv o'rganishdagi eng katta to'siq.,barrier,
perceive,verb,B2,idrok etmoq,воспринимать,To notice or understand something.,pəˈsiːv,1390,actions,People perceive colours differently.,Odamlar ranglarni turlicha idrok etadi.,,
reluctant,adjective,B2,istamaydigan,неохотный,Not wanting to do something.,rɪˈlʌktənt,1395,feelings,He was reluctant to ask for help.,U yordam so'rashni istamasdi.,unwilling,eager
resolve,verb,B2,hal qilmoq,разрешать,To find a solution to a problem.,rɪˈzɒlv,1400,actions,They resolved the conflict peacefully.,Ular nizoni tinch yo'l bilan hal qilishdi.,settle,
subtle,adjective,B2,nozik,едва заметный,Not obvious; delicate.,ˈsʌtl,1405,describing,There is a subtle difference between the two words.,Bu ikki so'z o'rtasida nozik farq bor.,,obvious
sustain,verb,B2,saqlab qolmoq,поддерживать,To keep something going over time.,səˈsteɪn,1410,actions,It is hard to sustain motivation alone.,Motivatsiyani yolg'iz saqlab qolish qiyin.,maintain,
undermine,verb,B2,putur yetkazmoq,подрывать,To weaken something gradually.,ˌʌndəˈmaɪn,1415,actions,Doubt undermines confidence.,Shubha ishonchga putur yetkazadi.,weaken,strengthen
abolish,verb,B2,bekor qilmoq,отменять,To officially end a law or system.,əˈbɒlɪʃ,1420,actions,The country abolished the old tax.,Mamlakat eski soliqni bekor qildi.,,establish
abundant,adjective,B2,mo'l-ko'l,обильный,Existing in large quantities.,əˈbʌndənt,1425,describing,The region has abundant water resources.,Hududda suv resurslari mo'l-ko'l.,plentiful,scarce
coincide,verb,B2,mos kelmoq,совпадать,To happen at the same time.,ˌkəʊɪnˈsaɪd,1430,basics,My holiday coincides with the festival.,Ta'tilim festival bilan mos keladi.,,
compel,verb,B2,majbur qilmoq,принуждать,To force someone to do something.,kəmˈpel,1435,actions,The storm compelled us to stay inside.,Bo'ron bizni ichkarida qolishga majbur qildi.,force,
concise,adjective,B2,lo'nda,лаконичный,Short and clear.,kənˈsaɪs,1440,describing,Write a concise summary.,Lo'nda xulosa yozing.,brief,lengthy
deceive,verb,B2,aldamoq,обманывать,To make someone believe something false.,dɪˈsiːv,1445,actions,He deceived investors for years.,U yillar davomida investorlarni aldadi.,mislead,
deliberate,adjective,B2,qasddan qilingan,преднамеренный,Done on purpose.,dɪˈlɪbərət,1450,describing,It was a deliberate attempt to confuse us.,Bu bizni chalg'itish uchun qasddan qilingan urinish edi.,intentional,accidental
diminish,verb,B2,kamaymoq,уменьшаться,To become smaller or less important.,dɪˈmɪnɪʃ,1455,actions,His influence diminished over time.,Uning ta'siri vaqt o'tishi bilan kamaydi.,decrease,grow
eliminate,verb,B2,yo'q qilmoq,устранять,To remove something completely.,ɪˈlɪmɪneɪt,1460,actions,The vaccine eliminated the disease.,Vaksina kasallikni yo'q qildi.,remove,
endure,verb,B2,chidamoq,выносить,To suffer something difficult patiently.,ɪnˈdjʊə,1465,actions,They endured the long winter.,Ular uzoq qishga chidashdi.,tolerate,
feasible,adjective,B2,amalga oshsa bo'ladigan,осуществимый,Possible to do.,ˈfiːzəbl,1470,describing,The plan is feasible within a year.,Rejani bir yil ichida amalga oshirsa bo'ladi.,possible,impossible
hostile,adjective,B2,dushmanona,враждебный,Unfriendly and aggressive.,ˈhɒstaɪl,1475,describing,The crowd became hostile.,Olomon dushmanona kayfiyatga o'tdi.,aggressive,friendly
incentive,noun,B2,rag'bat,стимул,Something that encourages you to act.,ɪnˈsentɪv,1480,work,Bonuses are an incentive to work harder.,Bonuslar yaxshiroq ishlashga rag'bat.,motivation,
inferior,adjective,B2,sifatsizroq,худший,Lower in quality or importance.,ɪnˈfɪəriə,1485,describing,The copy is inferior to the original.,Nusxa asl nusxadan sifatsizroq.,,superior
inhabit,verb,B2,yashamoq,населять,To live in a place.,ɪnˈhæbɪt,1490,nature,Rare birds inhabit these mountains.,Bu tog'larda kamyob qushlar yashaydi.,occupy,
mandatory,adjective,B2,majburiy,обязательный,Required by law or rules.,ˈmændətri,1495,describing,Seatbelts are mandatory for all passengers.,Xavfsizlik kamari barcha yo'lovchilar uchun majburiy.,compulsory,optional
neglect,verb,B2,e'tiborsiz qoldirmoq,пренебрегать,To fail to care for something.,nɪˈɡlekt,1500,actions,Don't neglect your health.,Salomatligingizni e'tiborsiz qoldirmang.,ignore,
plausible,adjective,B2,ishonarli,правдоподобный,Seeming likely to be true.,ˈplɔːzəbl,1505,describing,She gave a plausible explanation.,U ishonarli izoh berdi.,credible,unlikely
prosper,verb,B2,gullab-yashnamoq,процветать,To be successful and grow.,ˈprɒspə,1510,work,Small businesses prospered here.,Bu yerda kichik biznes gullab-yashnadi.,thrive,decline
scarce,adjective,B2,tanqis,дефицитный,Not enough; hard to find.,skeəs,1515,describing,Water is scarce in the desert.,Cho'lda suv tanqis.,rare,abundant
thrive,verb,B2,rivojlanib bormoq,процветать,To grow strong and successful.,θraɪv,1520,nature,Plants thrive in this climate.,Bu iqlimda o'simliklar yaxshi rivojlanadi.,prosper,struggle
transparent,adjective,B2,shaffof,прозрачный,Easy to see through; honest and open.,trænsˈpærənt,1525,describing,The election process must be transparent.,Saylov jarayoni shaffof bo'lishi kerak.,clear,
vague,adjective,B2,noaniq,расплывчатый,Not clear or exact.,veɪɡ,1530,describing,His answer was vague.,Uning javobi noaniq edi.,unclear,precise
wholly,adverb,B2,butunlay,полностью,Completely.,ˈhəʊlli,1535,basics,I wholly agree with you.,Men siz bilan butunlay roziman.,completely,partly
