headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
symbol,noun,B2,ramz belgi,символ,Something that represents an idea.,ˈsɪmbl,2730,ielts,The dove is a symbol of peace.,Kaptar tinchlik ramzi.,sign,
synthesis,noun,C1,sintez umumlashma,синтез,The combining of parts into a whole.,ˈsɪnθəsɪs,2732,ielts,The essay is a synthesis of several studies.,Insho bir nechta tadqiqotning umumlashmasi.,combination,
tackle,verb,B2,hal qilishga kirishmoq,решать (проблему),To deal with a difficult problem.,ˈtækl,2734,ielts,The city is tackling air pollution.,Shahar havo ifloslanishini hal qilishga kirishgan.,address,
tangible,adjective,C1,seziladigan moddiy,ощутимый,Real and able to be seen or touched.,ˈtændʒəbl,2736,ielts,The training brought tangible results.,Mashg'ulotlar seziladigan natija berdi.,concrete,abstract
temporary,adjective,B2,vaqtinchalik,временный,Lasting only for a limited time.,ˈtemprəri,2738,ielts,This is a temporary solution.,Bu vaqtinchalik yechim.,,permanent
terminate,verb,C1,tugatmoq,прекращать,To end something formally.,ˈtɜːmɪneɪt,2740,ielts,The company terminated the contract.,Kompaniya shartnomani tugatdi.,end,begin
thesis,noun,C1,dissertatsiya asosiy fikr,диссертация,A long research paper; a main argument.,ˈθiːsɪs,2742,ielts,She is writing her master's thesis.,U magistrlik dissertatsiyasini yozmoqda.,,
threshold,noun,C1,bo'sag'a chegara,порог,The level at which something starts to happen.,ˈθreʃhəʊld,2744,ielts,Prices crossed the critical threshold.,Narxlar tanqidiy chegaradan o'tdi.,limit,
tolerate,verb,C1,toqat qilmoq,терпеть,To accept something unpleasant without complaint.,ˈtɒləreɪt,2746,ielts,The plant tolerates extreme heat.,O'simlik kuchli issiqqa toqat qiladi.,endure,
trait,noun,C1,xislat,черта,A particular quality of a person or thing.,treɪt,2748,ielts,Patience is a valuable trait in teachers.,Sabr o'qituvchilarda qimmatli xislat.,characteristic,
transfer,verb,B2,o'tkazmoq ko'chirmoq,переводить,To move from one place to another.,trænsˈfɜː,2750,ielts,She transferred to a school in Tashkent.,U Toshkentdagi maktabga o'tdi.,move,
transition,noun,C1,o'tish davri,переход,The process of changing from one state to another.,trænˈzɪʃn,2752,ielts,The transition to university life is hard.,Universitet hayotiga o'tish qiyin.,change,
transmit,verb,C1,uzatmoq yuqtirmoq,передавать,To send or pass something on.,trænsˈmɪt,2754,ielts,The virus is transmitted through water.,Virus suv orqali yuqadi.,,
trigger,verb,C1,turtki bermoq,вызывать,To cause something to start.,ˈtrɪɡə,2756,ielts,The news triggered panic buying.,Xabar vahima ichida xarid qilishga turtki berdi.,provoke,
ultimate,adjective,C1,yakuniy oliy,конечный,Final or most important.,ˈʌltɪmət,2758,ielts,Our ultimate goal is full literacy.,Yakuniy maqsadimiz to'liq savodxonlik.,final,
underlying,adjective,C1,zamiridagi asosiy,лежащий в основе,Real but not immediately obvious.,ˌʌndəˈlaɪɪŋ,2760,ielts,Stress was the underlying cause of his illness.,Kasalligining zamirida stress yotardi.,,
unify,verb,C1,birlashtirmoq,объединять,To join together into one.,ˈjuːnɪfaɪ,2762,ielts,Sport can unify a divided society.,Sport bo'lingan jamiyatni birlashtira oladi.,unite,divide
unique,adjective,B2,yagona betakror,уникальный,Being the only one of its kind.,juˈniːk,2764,ielts,Every learner has unique needs.,Har bir o'quvchining betakror ehtiyojlari bor.,,common
uphold,verb,C1,himoya qilmoq qo'llab turmoq,поддерживать,To support and defend a rule or decision.,ʌpˈhəʊld,2766,ielts,Courts uphold the law.,Sudlar qonunni himoya qiladi.,maintain,violate
urban,adjective,B2,shahar,городской,Relating to towns and cities.,ˈɜːbən,2768,ielts,Urban populations are growing fast.,Shahar aholisi tez o'smoqda.,,rural
utilize,verb,C1,foydalanmoq,использовать,To use something effectively.,ˈjuːtəlaɪz,2770,ielts,The farm utilizes solar power.,Ferma quyosh energiyasidan foydalanadi.,use,
valid,adjective,B2,haqiqiy asosli,действительный,Legally acceptable; based on good reasons.,ˈvælɪd,2772,ielts,Your ticket is valid for one month.,Chiptangiz bir oy davomida haqiqiy.,,invalid
vast,adjective,B2,bepoyon ulkan,обширный,Extremely large.,vɑːst,2774,ielts,The steppe is a vast open space.,Dasht bepoyon ochiq makon.,huge,tiny
venture,noun,C1,tadbirkorlik ishi,предприятие,A new business or risky project.,ˈventʃə,2776,ielts,Their new venture failed within a year.,Ularning yangi tadbirkorlik ishi bir yil ichida barbod bo'ldi.,enterprise,
verify,verb,C1,tekshirib tasdiqlamoq,проверять,To check that something is true.,ˈverɪfaɪ,2778,ielts,Verify the facts before publishing.,Chop etishdan oldin faktlarni tekshiring.,confirm,
viable,adjective,C1,hayotga tatbiq etsa bo'ladigan,жизнеспособный,Able to work successfully.,ˈvaɪəbl,2780,ielts,Solar power is a viable option here.,Quyosh energiyasi bu yerda amaliy variant.,feasible,impractical
virtual,adjective,B2,virtual deyarli,виртуальный,Existing on computers; almost complete.,ˈvɜːtʃuəl,2782,ielts,The class met in a virtual classroom.,Dars virtual sinfda o'tdi.,,
visible,adjective,B2,ko'rinadigan,видимый,Able to be seen.,ˈvɪzəbl,2784,ielts,The mountains are visible from the city.,Tog'lar shahardan ko'rinadi.,,invisible
visual,adjective,B2,ko'rish bilan bog'liq vizual,визуальный,Relating to seeing.,ˈvɪʒuəl,2786,ielts,Charts give visual support to the data.,Diagrammalar ma'lumotlarga vizual yordam beradi.,,
vital,adjective,B2,hayotiy muhim,жизненно важный,Extremely important and necessary.,ˈvaɪtl,2788,ielts,Sleep is vital for memory.,Uyqu xotira uchun hayotiy muhim.,essential,unimportant
voluntary,adjective,B2,ixtiyoriy,добровольный,Done willingly without payment or force.,ˈvɒləntri,2790,ielts,She does voluntary work at weekends.,U dam olish kunlari ixtiyoriy ish qiladi.,,compulsory
withdraw,verb,C1,olib qo'ymoq chiqib ketmoq,отзывать,To take back or remove; to leave.,wɪðˈdrɔː,2792,ielts,He withdrew money from his account.,U hisobidan pul yechib oldi.,remove,deposit
yield,verb,C1,hosil bermoq natija bermoq,приносить,To produce a result or crop.,jiːld,2794,ielts,The survey yielded useful information.,So'rov foydali ma'lumot berdi.,produce,
seek,verb,B2,izlamoq intilmoq,искать,To try to find or get something.,siːk,2796,ielts,Thousands seek work in the capital.,Minglab odamlar poytaxtda ish izlaydi.,search,
stake,noun,C1,manfaat ulush,доля интерес,Something important that could be won or lost.,steɪk,2798,ielts,Public health is at stake.,Xalq salomatligi xavf ostida.,,
