headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
classify,verb,B2,tasniflamoq,классифицировать,To arrange things into groups.,ˈklæsɪfaɪ,2226,ielts,The books are classified by subject.,Kitoblar mavzu bo'yicha tasniflangan.,categorize,
collaborate,verb,B2,hamkorlik qilmoq,сотрудничать,To work together on a project.,kəˈlæbəreɪt,2228,ielts,The two universities collaborate on research.,Ikki universitet tadqiqotda hamkorlik qiladi.,cooperate,
component,noun,B2,tarkibiy qism,компонент,One of the parts that make up a whole.,kəmˈpəʊnənt,2230,ielts,Trust is a key component of friendship.,Ishonch do'stlikning asosiy tarkibiy qismi.,element,
concentrate,verb,B2,diqqatni jamlamoq,концентрироваться,To give all your attention to something.,ˈkɒnsntreɪt,2232,ielts,I can't concentrate with this noise.,Bu shovqinda diqqatimni jamlay olmayman.,focus,
confirm,verb,B2,tasdiqlamoq,подтверждать,To state that something is true or definite.,kənˈfɜːm,2234,ielts,Please confirm your booking by email.,Bandingizni email orqali tasdiqlang.,verify,deny
consensus,noun,C1,umumiy kelishuv,консенсус,General agreement among a group.,kənˈsensəs,2236,ielts,Scientists reached a consensus on the cause.,Olimlar sabab bo'yicha umumiy kelishuvga erishdi.,agreement,
conserve,verb,B2,tejamoq asramoq,сохранять,To protect something from being wasted.,kənˈsɜːv,2238,ielts,Turn off lights to conserve energy.,Energiyani tejash uchun chiroqlarni o'chiring.,preserve,waste
contract,noun,B2,shartnoma,контракт,A legal written agreement.,ˈkɒntrækt,2240,ielts,She signed a two-year contract.,U ikki yillik shartnoma imzoladi.,agreement,
convert,verb,B2,aylantirmoq,преобразовывать,To change something into a different form.,kənˈvɜːt,2242,ielts,The mill was converted into a museum.,Tegirmon muzeyga aylantirildi.,transform,
cooperate,verb,B2,birgalikda ishlamoq,сотрудничать,To work together towards a shared goal.,kəʊˈɒpəreɪt,2244,ielts,The two countries cooperate on trade.,Ikki davlat savdoda birgalikda ishlaydi.,collaborate,compete
core,noun,C1,o'zak asos,ядро,The central or most important part.,kɔː,2246,ielts,Reading is at the core of education.,O'qish ta'limning o'zagida turadi.,centre,
correspond,verb,C1,mos kelmoq,соответствовать,To match or be similar to something.,ˌkɒrəˈspɒnd,2248,ielts,The results correspond with our predictions.,Natijalar bashoratlarimizga mos keladi.,match,
credible,adjective,C1,ishonchli,правдоподобный,Able to be believed or trusted.,ˈkredəbl,2250,ielts,The witness gave a credible account.,Guvoh ishonchli ma'lumot berdi.,believable,unbelievable
cycle,noun,B2,tsikl davra,цикл,A series of events repeated in the same order.,ˈsaɪkl,2252,ielts,Water moves in a natural cycle.,Suv tabiiy tsiklda harakatlanadi.,,
debate,noun,B2,munozara bahs,дебаты,A formal discussion with opposing views.,dɪˈbeɪt,2254,ielts,The debate lasted two hours.,Munozara ikki soat davom etdi.,discussion,
dedicate,verb,B2,bag'ishlamoq,посвящать,To give your time and energy to something.,ˈdedɪkeɪt,2256,ielts,She dedicated her life to teaching.,U hayotini o'qituvchilikka bag'ishladi.,devote,
devote,verb,B2,sarflamoq bag'ishlamoq,посвящать,To give most of your time or effort to something.,dɪˈvəʊt,2258,ielts,He devotes his weekends to volunteering.,U dam olish kunlarini ko'ngillilikka sarflaydi.,dedicate,
differentiate,verb,C1,farqlamoq,различать,To see or show the difference between things.,ˌdɪfəˈrenʃieɪt,2260,ielts,It is hard to differentiate the twins.,Egizaklarni farqlash qiyin.,distinguish,
dimension,noun,C1,o'lcham jihat,измерение,A measurement; an aspect of something.,daɪˈmenʃn,2262,ielts,The problem has a social dimension.,Muammoning ijtimoiy jihati bor.,aspect,
discipline,noun,B2,intizom,дисциплина,Controlled behaviour; a field of study.,ˈdɪsəplɪn,2264,ielts,Learning a language requires discipline.,Til o'rganish intizom talab qiladi.,,
distinguish,verb,B2,ajratmoq,отличать,To recognize the difference between things.,dɪˈstɪŋɡwɪʃ,2266,ielts,Can you distinguish fact from opinion?,Faktni fikrdan ajrata olasizmi?,differentiate,
domestic,adjective,B2,ichki mahalliy,внутренний,Relating to home or one's own country.,dəˈmestɪk,2268,ielts,Domestic flights are cheaper.,Ichki reyslar arzonroq.,internal,foreign
dominant,adjective,C1,ustun hukmron,доминирующий,More powerful or noticeable than others.,ˈdɒmɪnənt,2270,ielts,English is the dominant language of science.,Ingliz tili fanning ustun tili.,leading,
dramatic,adjective,B2,keskin,резкий,Sudden and very noticeable.,drəˈmætɪk,2272,ielts,There was a dramatic fall in prices.,Narxlarda keskin pasayish bo'ldi.,striking,gradual
duration,noun,C1,davomiylik,продолжительность,The length of time something lasts.,djuˈreɪʃn,2274,ielts,The duration of the exam is three hours.,Imtihonning davomiyligi uch soat.,length,
dynamic,adjective,C1,jadal o'zgaruvchan,динамичный,Full of energy and constantly changing.,daɪˈnæmɪk,2276,ielts,Tashkent has a dynamic economy.,Toshkent jadal iqtisodiyotga ega.,,static
economic,adjective,B2,iqtisodiy,экономический,Relating to the economy.,ˌiːkəˈnɒmɪk,2278,ielts,The country enjoyed rapid economic growth.,Mamlakat jadal iqtisodiy o'sishga erishdi.,,
efficient,adjective,B2,samarali,эффективный,Working well without wasting time or energy.,ɪˈfɪʃnt,2280,ielts,The new heating system is very efficient.,Yangi isitish tizimi juda samarali.,effective,inefficient
element,noun,B2,unsur element,элемент,One part of something.,ˈelɪmənt,2282,ielts,Surprise is an important element of the story.,Kutilmaganlik hikoyaning muhim unsuri.,component,
enable,verb,B2,imkon bermoq,позволять,To make it possible for someone to do something.,ɪˈneɪbl,2284,ielts,The grant enabled her to study abroad.,Grant unga chet elda o'qish imkonini berdi.,allow,prevent
encounter,verb,C1,duch kelmoq,сталкиваться,To meet or experience something unexpectedly.,ɪnˈkaʊntə,2286,ielts,We encountered several problems.,Biz bir nechta muammoga duch keldik.,face,
enforce,verb,C1,ijro ettirmoq,обеспечивать соблюдение,To make people obey a law or rule.,ɪnˈfɔːs,2288,ielts,Police enforce the speed limit.,Politsiya tezlik chegarasini nazorat qiladi.,,
enormous,adjective,B2,bahaybat ulkan,огромный,Extremely large.,ɪˈnɔːməs,2290,ielts,The project requires an enormous budget.,Loyiha ulkan byudjet talab qiladi.,huge,tiny
ensure,verb,B2,ta'minlamoq,обеспечивать,To make certain something happens.,ɪnˈʃʊə,2292,ielts,Check twice to ensure accuracy.,Aniqlikni ta'minlash uchun ikki marta tekshiring.,guarantee,
equivalent,adjective,C1,teng ekvivalent,эквивалентный,Equal in value amount or meaning.,ɪˈkwɪvələnt,2294,ielts,A mile is equivalent to 1.6 kilometres.,Bir mil 1.6 kilometrga teng.,equal,
ethical,adjective,C1,axloqiy,этичный,Morally right and good.,ˈeθɪkl,2296,ielts,Is it ethical to test on animals?,Hayvonlarda sinov o'tkazish axloqiymi?,moral,unethical
evolve,verb,C1,rivojlanib bormoq,эволюционировать,To develop gradually over time.,ɪˈvɒlv,2298,ielts,The city evolved from a small village.,Shahar kichik qishloqdan rivojlanib chiqqan.,develop,
exceed,verb,C1,oshib ketmoq,превышать,To be greater than a number or limit.,ɪkˈsiːd,2300,ielts,Demand exceeded supply last year.,O'tgan yili talab taklifdan oshib ketdi.,surpass,
exclude,verb,B2,chiqarib tashlamoq,исключать,To deliberately not include something.,ɪkˈskluːd,2302,ielts,The price excludes delivery.,Narxga yetkazib berish kirmaydi.,omit,include
exhibit,verb,C1,namoyish qilmoq,экспонировать,To show something publicly.,ɪɡˈzɪbɪt,2304,ielts,The museum exhibits ancient ceramics.,Muzey qadimiy sopol buyumlarni namoyish qiladi.,display,
expand,verb,B2,kengaymoq,расширяться,To become or make larger.,ɪkˈspænd,2306,ielts,The company expanded into new markets.,Kompaniya yangi bozorlarga kengaydi.,grow,shrink
expertise,noun,C1,malaka bilimdonlik,экспертиза,Special skill or knowledge.,ˌekspɜːˈtiːz,2308,ielts,We need her technical expertise.,Bizga uning texnik malakasi kerak.,skill,
expose,verb,C1,ochib bermoq,подвергать,To uncover something or put it at risk.,ɪkˈspəʊz,2310,ielts,The report exposed serious problems.,Hisobot jiddiy muammolarni ochib berdi.,reveal,protect
extend,verb,B2,uzaytirmoq kengaytirmoq,продлевать,To make longer or larger.,ɪkˈstend,2312,ielts,They extended the deadline by a week.,Ular muddatni bir haftaga uzaytirishdi.,prolong,shorten
facilitate,verb,C1,osonlashtirmoq,облегчать,To make a process easier.,fəˈsɪlɪteɪt,2314,ielts,Technology facilitates distance learning.,Texnologiya masofaviy o'qishni osonlashtiradi.,ease,hinder
flexible,adjective,B2,moslashuvchan,гибкий,Able to change or bend easily.,ˈfleksəbl,2316,ielts,The school offers flexible hours.,Maktab moslashuvchan soatlarni taklif qiladi.,adaptable,rigid
foster,verb,C1,rivojlantirmoq qo'llab-quvvatlamoq,способствовать,To encourage the development of something.,ˈfɒstə,2318,ielts,Reading fosters imagination.,Kitob o'qish tasavvurni rivojlantiradi.,promote,suppress
global,adjective,B2,global jahon,глобальный,Relating to the whole world.,ˈɡləʊbl,2320,ielts,Climate change is a global challenge.,Iqlim o'zgarishi global muammo.,worldwide,local
gradual,adjective,B2,asta-sekin,постепенный,Happening slowly over time.,ˈɡrædʒuəl,2322,ielts,There was a gradual improvement in scores.,Natijalarda asta-sekin yaxshilanish kuzatildi.,,sudden
guarantee,verb,B2,kafolatlamoq,гарантировать,To promise something with certainty.,ˌɡærənˈtiː,2324,ielts,Hard work does not guarantee success.,Mehnat muvaffaqiyatni kafolatlamaydi.,ensure,
identical,adjective,B2,bir xil,идентичный,Exactly the same.,aɪˈdentɪkl,2326,ielts,The two answers are identical.,Ikkala javob bir xil.,same,different
illustrate,verb,B2,misol bilan ko'rsatmoq,иллюстрировать,To explain using examples or pictures.,ˈɪləstreɪt,2328,ielts,The graph illustrates the trend clearly.,Grafik tendensiyani aniq ko'rsatadi.,demonstrate,
impose,verb,C1,joriy etmoq yuklamoq,навязывать,To force a rule or tax on people.,ɪmˈpəʊz,2330,ielts,The city imposed a tax on parking.,Shahar to'xtash joyiga soliq joriy etdi.,,
income,noun,B2,daromad,доход,Money received from work or investment.,ˈɪnkʌm,2332,ielts,Average income rose last year.,O'rtacha daromad o'tgan yili oshdi.,earnings,
incorporate,verb,C1,qo'shib olmoq,включать,To include something as part of a whole.,ɪnˈkɔːpəreɪt,2334,ielts,The design incorporates traditional patterns.,Dizayn an'anaviy naqshlarni o'z ichiga oladi.,integrate,
infer,verb,C1,xulosa chiqarmoq,делать вывод,To reach a conclusion from evidence.,ɪnˈfɜː,2336,ielts,What can we infer from these results?,Bu natijalardan qanday xulosa chiqarish mumkin?,deduce,
infrastructure,noun,C1,infratuzilma,инфраструктура,Basic systems such as roads and power.,ˈɪnfrəstrʌktʃə,2338,ielts,The region needs better infrastructure.,Hududga yaxshiroq infratuzilma kerak.,,
inherent,adjective,C1,tabiatan xos,присущий,Existing as a natural part of something.,ɪnˈhɪərənt,2340,ielts,Risk is inherent in any business.,Xatar har qanday biznesga tabiatan xos.,intrinsic,
initial,adjective,B2,dastlabki,первоначальный,Happening at the beginning.,ɪˈnɪʃl,2342,ielts,The initial results look promising.,Dastlabki natijalar umidli ko'rinadi.,first,final
initiative,noun,C1,tashabbus,инициатива,A new plan; the ability to act independently.,ɪˈnɪʃətɪv,2344,ielts,The government launched a green initiative.,Hukumat yashil tashabbusni boshladi.,,
innovation,noun,B2,innovatsiya yangilik,инновация,A new idea or method.,ˌɪnəˈveɪʃn,2346,ielts,Innovation drives economic growth.,Innovatsiya iqtisodiy o'sishni harakatlantiradi.,,
interact,verb,B2,muloqot qilmoq,взаимодействовать,To communicate or work together.,ˌɪntərˈækt,2348,ielts,Children learn by interacting with others.,Bolalar boshqalar bilan muloqotda o'rganadi.,,
invest,verb,B2,sarmoya kiritmoq,инвестировать,To put money or effort into something for future gain.,ɪnˈvest,2350,ielts,The city invested in public transport.,Shahar jamoat transportiga sarmoya kiritdi.,,
isolate,verb,C1,ajratib qo'ymoq,изолировать,To separate something from others.,ˈaɪsəleɪt,2352,ielts,The village was isolated by the flood.,Qishloq toshqin tufayli ajralib qoldi.,separate,connect
legislation,noun,C1,qonunchilik,законодательство,Laws made by a government.,ˌledʒɪsˈleɪʃn,2354,ielts,New legislation protects consumers.,Yangi qonunchilik iste'molchilarni himoya qiladi.,law,
mechanism,noun,C1,mexanizm,механизм,A system or process that makes something work.,ˈmekənɪzəm,2356,ielts,The body has mechanisms for fighting illness.,Tanada kasallikka qarshi kurashish mexanizmlari bor.,,
migrate,verb,B2,ko'chib o'tmoq,мигрировать,To move from one place to another to live.,maɪˈɡreɪt,2358,ielts,Birds migrate south in autumn.,Qushlar kuzda janubga ko'chib o'tadi.,,
minimize,verb,B2,eng kam darajaga tushirmoq,минимизировать,To reduce something to the smallest amount.,ˈmɪnɪmaɪz,2360,ielts,Planning minimizes the risk of failure.,Rejalashtirish muvaffaqiyatsizlik xavfini kamaytiradi.,reduce,maximize
monitor,verb,B2,kuzatib bormoq,отслеживать,To watch something carefully over time.,ˈmɒnɪtə,2362,ielts,Doctors monitored the patient's heart.,Shifokorlar bemorning yuragini kuzatib borishdi.,track,
mutual,adjective,C1,o'zaro,взаимный,Shared or felt by both sides.,ˈmjuːtʃuəl,2364,ielts,Their friendship is based on mutual respect.,Ularning do'stligi o'zaro hurmatga asoslangan.,,
neutral,adjective,B2,betaraf,нейтральный,Not supporting either side.,ˈnjuːtrəl,2366,ielts,The referee must remain neutral.,Hakam betaraf qolishi kerak.,impartial,biased
norm,noun,C1,me'yor,норма,A usual or expected standard of behaviour.,nɔːm,2368,ielts,Remote work has become the norm.,Masofaviy ish me'yorga aylandi.,standard,
obvious,adjective,B2,ayon ravshan,очевидный,Easy to see or understand.,ˈɒbviəs,2370,ielts,The answer was obvious to everyone.,Javob hammaga ayon edi.,clear,unclear
occupy,verb,B2,egallamoq,занимать,To fill a space or take control of a place.,ˈɒkjupaɪ,2372,ielts,The library occupies the whole floor.,Kutubxona butun qavatni egallaydi.,,
outcome,noun,B2,natija,результат,The result of an event or process.,ˈaʊtkʌm,2374,ielts,We were satisfied with the outcome.,Natijadan mamnun bo'ldik.,result,
overall,adjective,B2,umumiy,общий,Considering everything as a whole.,ˌəʊvərˈɔːl,2376,ielts,The overall quality has improved.,Umumiy sifat yaxshilandi.,general,
overcome,verb,B2,yengib o'tmoq,преодолевать,To successfully deal with a difficulty.,ˌəʊvəˈkʌm,2378,ielts,She overcame her fear of speaking.,U gapirish qo'rquvini yengib o'tdi.,conquer,
perspective,noun,C1,nuqtai nazar,перспектива,A particular way of thinking about something.,pəˈspektɪv,2380,ielts,Try to see it from my perspective.,Buni mening nuqtai nazarimdan ko'rishga harakat qiling.,viewpoint,
phase,noun,B2,bosqich,фаза,One stage in a process of development.,feɪz,2382,ielts,The project is in its final phase.,Loyiha yakuniy bosqichida.,stage,
predict,verb,B2,bashorat qilmoq,предсказывать,To say what will happen in the future.,prɪˈdɪkt,2384,ielts,Nobody can predict the weather perfectly.,Hech kim ob-havoni mukammal bashorat qila olmaydi.,forecast,
prior,adjective,C1,oldingi avvalgi,предшествующий,Existing or happening before.,ˈpraɪə,2386,ielts,No prior experience is required.,Oldingi tajriba talab qilinmaydi.,previous,subsequent
proceed,verb,B2,davom etmoq,продолжать,To continue an action or process.,prəˈsiːd,2388,ielts,Please proceed to the next question.,Keyingi savolga o'ting.,continue,stop
prohibit,verb,C1,taqiqlamoq,запрещать,To officially forbid something.,prəˈhɪbɪt,2390,ielts,Smoking is prohibited in the building.,Binoda chekish taqiqlangan.,ban,permit
promote,verb,B2,targ'ib qilmoq ko'tarmoq,продвигать,To support the growth of something; to raise in rank.,prəˈməʊt,2392,ielts,The campaign promotes healthy eating.,Kampaniya sog'lom ovqatlanishni targ'ib qiladi.,encourage,
reliable,adjective,B2,ishonchli puxta,надёжный,Able to be trusted or depended on.,rɪˈlaɪəbl,2394,ielts,We need reliable data for the report.,Hisobot uchun ishonchli ma'lumotlar kerak.,dependable,unreliable
transform,verb,B2,tubdan o'zgartirmoq,преобразовывать,To change something completely.,trænsˈfɔːm,2396,ielts,The internet transformed education.,Internet ta'limni tubdan o'zgartirdi.,convert,
vulnerable,adjective,C1,zaif himoyasiz,уязвимый,Easy to hurt or attack; needing protection.,ˈvʌlnərəbl,2398,ielts,Children are the most vulnerable group.,Bolalar eng himoyasiz guruh.,,protected
