headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
scotia,noun,C2,qavariq shakldagi botiq burchak,скоция,A deep concave architectural molding usually found at the base of a column.,ˈskoʊʃə,17062,home,The architect added a scotia to the base of the marble pillar.,Meʼmor marmar ustun poydevoriga botiq qolip shaklini qoʻshdi.,molding groove,
oriental,adjective,B2,sharqona,восточный,"Relating to the cultures, countries, or traditions of the eastern part of the world.",ˌɔːriˈentl,17068,ielts,The hotel features beautiful oriental decor with intricate patterns and vibrant silk fabrics.,Mehmonxona nafis sharqona uslubda bezatilgan bo'lib unda murakkab naqshlar va ipak matolar bor.,eastern exotic,western
hungarian,adjective,A2,venger vengercha,венгерский,"Relating to or coming from the country of Hungary, its people, or its language.",hʌŋˈɡɛəriən,17074,describing,My friend is moving to Budapest to learn the Hungarian language soon.,Do'stim venger tilini o'rganish uchun tez orada Budapeshtga ko'chib o'tadi.,,
spencer,noun,C1,kalta kurtka yelek,спенсер,"A short, tight-fitting jacket or undergarment traditionally worn by women for extra warmth.",ˈspɛnsə,17076,clothes,The historical museum displayed a well-preserved wool spencer from the early nineteenth century.,Tarix muzeyida o'n to'qqizinchi asrga oid yaxshi saqlangan jun spenser ko'rgazmaga qo'yildi.,jacket vest,
uruguay,noun,A2,urugvay,уругвай,A small country in South America located between Brazil and Argentina.,ˈjʊərəɡwaɪ,17078,places,They traveled across Uruguay to visit beautiful beaches along the Atlantic coast.,Ular Atlantika qirg'og'idagi go'zal plyajlarni ko'rish uchun Urugvay bo'ylab sayohat qilishdi.,,
gotten,adjective,B1,qo'lga kiritilgan erishilgan,полученный,Something that has been successfully obtained or acquired by someone.,ˈɡɒt.n̩,17080,actions,The hard-gotten profits were finally invested back into the growing small business.,Qiyinchilik bilan topilgan foyda yana rivojlanayotgan kichik biznesga sarmoya qilindi.,obtained acquired,lost
comm,noun,B2,aloqa muloqot,связь,"A short form for communication, often used in technical or professional settings.",kɒm,17082,work,We established a secure comm link to ensure smooth data transfer between teams.,Jamoalar o‘rtasida ma’lumot almashinuvini ta’minlash uchun biz xavfsiz aloqa tizimini o‘rnatdik.,communication,
trustees,noun,C1,vasiylar,попечители,People legally responsible for managing property or money belonging to an organization or charity.,trʌsˈtiːz,17084,ielts,The board of trustees met to discuss the new budget for school.,Vasiylar kengashi maktab uchun yangi byudjetni muhokama qilish uchun yig'ildi.,guardians stewards,
bernard,noun,B1,senbernar zoti,сенбернар,A very large dog breed originally used for rescue in the mountains.,ˈbɜːnəd,17088,animals,The huge Saint Bernard waited patiently for his owner outside the store.,Katta senbernar zotidagi it do'kon tashqarisida egasini sabr bilan kutib turdi.,dog,
biol,noun,B1,biologiya,биология,"A shortened form of the word biology, used in academic or professional study contexts.",ˈbaɪɔl,17092,school,I need to register for my biol class before the semester starts.,Semestr boshlanishidan oldin biologiya darsimga yozilishim kerak.,biology,
arctic,adjective,B2,arktika shimoliy,арктический,Relating to the regions around the North Pole where it is extremely cold.,ˈɑːktɪk,17094,nature,The polar bear is a well-known animal living in the arctic region.,Qutb ayig'i Arktika mintaqasida yashaydigan juda taniqli jonivor hisoblanadi.,polar frozen,tropical
medicaid,noun,C1,tibbiy sug'urta,медицинская страховка,A government program in the United States that provides medical help for low-income people.,ˈmedɪkeɪd,17096,body-health,Many low-income families rely on medicaid to pay for their doctor visits.,Ko'plab kam ta'minlangan oilalar shifokor ko'rigi uchun tibbiy sug'urtaga tayanadi.,healthcare insurance,
gods,noun,A2,xudolar,боги,"Plural form of god, referring to more than one supreme being in a religion.",ɡɑdz,17098,describing,Many ancient cultures believed that their gods lived on the highest mountain.,Ko'plab qadimiy madaniyatlar xudolari baland tog'da yashaydi deb ishonishgan.,deities,
poly,adjective,B2,poliamor,полиаморный,Having or involving romantic relationships with more than one person at the same time.,ˈpɒli,17102,ielts,Some people choose to be poly because they value open and honest communication.,Ba'zi insonlar ochiq va samimiy muloqotni qadrlagani uchun poliamorlikni tanlaydilar.,polyam,
powerpoint,noun,B1,taqdimot slayd,презентация,A computer program used to create visual presentations with slides for an audience.,ˈpaʊəpɔɪnt,17104,work,I need to prepare a new PowerPoint for the morning meeting tomorrow.,Ertangi ertalabki yig'ilish uchun yangi taqdimot tayyorlashim kerak.,presentation slides,
obituaries,noun,C1,ta'ziyanoma,некрологи,"Notices in a newspaper announcing that someone has died, often including details of their life.",əˈbɪtʃueriz,17106,ielts,He often reads the obituaries to see if any of his friends died.,U tez-tez tanishlaridan kimdir vafot etgan-etmaganini bilish uchun ta'ziyanomalarni o'qiydi.,death notice,
holmes,noun,C1,og'ayni do'st,дружище,An informal way to address a friend or male acquaintance.,həʊmz,17108,people-family,"Hey, holmes, are you coming to the park with us today?","Ey, og'ayni, bugun biz bilan parkka borasanmi?",mate dude,
defects,noun,B2,nuqsonlar kamchiliklar,дефекты,Faults or problems that make something imperfect or incomplete.,diˈfekts,17114,ielts,The engineer checked the machine carefully to find any hidden production defects.,Muhandis ishlab chiqarishdagi yashirin nuqsonlarni topish uchun uskunani sinchkovlik bilan tekshirdi.,faults flaws,perfections
emirates,noun,B2,amirliklar,эмираты,Territories or countries that are ruled by an emir or a prince.,ˈemərɪts,17116,places,The United Arab Emirates is a country made up of seven smaller states.,Birlashgan Arab Amirliklari yettita kichik hududdan tashkil topgan mamlakatdir.,,
wifi,noun,A1,vay-fay simsiz internet,вай-фай,A technology that allows computers and phones to connect to the internet without cables.,ˈwaɪfaɪ,17120,basics,Is there free wifi available at this hotel for all the guests?,Bu mehmonxonada barcha mehmonlar uchun bepul vay-fay bormi?,internet connection,
cashiers,noun,A2,kassirlar,кассиры,People whose job is to receive and pay out money in a shop or bank.,kæˈʃɪərz,17122,work,The cashiers at the supermarket are very fast during the busy hours.,Supermarketdagi kassirlar gavjum paytlarda juda tez ishlashadi.,tellers clerks,
grande,adjective,B1,katta,большой,"A medium-sized serving of coffee, typically sixteen ounces in volume.",ˈɡɹɑndeɪ,17124,food-drink,I would like to order a grande latte with extra milk today.,Bugun qo'shimcha sut qo'shilgan katta hajmdagi latte buyurtma qilmoqchiman.,medium,small
howto,noun,B1,qo'llanma yo'riqnoma,руководство,An instructional guide or article that explains how to perform a specific task.,ˈhaʊtuː,17130,work,I found a helpful howto online about fixing my broken bicycle.,Men internetdan buzilgan velosipedimni tuzatish bo'yicha foydali qo'llanma topdim.,guide manual,
carries,verb,A2,tashiydi ko'taradi,несет,To hold something while moving it from one place to another.,ˈkæɹ.ɪz,17132,actions,She always carries a heavy bag full of books to school.,U maktabga doim kitoblarga to'la og'ir sumkani ko'tarib boradi.,transports bears,drops
gratuit,adjective,C1,asossiz sababsiz,необоснованный,"Done without any good reason or purpose, often describing something harmful.",ɡrəˈtjuːɪt,17138,ielts,The movie was criticized for including a lot of gratuitous violence.,Film keraksiz va asossiz zo'ravonlik sahnalari ko'pligi uchun tanqid qilindi.,unjustified needless,justified
thanksgiving,noun,B2,shukrona minnatdorchilik,благодарение,"The act of expressing gratitude, especially for divine favor or help.",ˌθæŋksˈɡɪv.ɪŋ,17140,ielts,We celebrated the harvest with a traditional day of thanksgiving.,Biz hosil bayramini an'anaviy shukrona kuni bilan nishonladik.,gratitude appreciation,ingratitude
rand,noun,C1,rend,рэнд,The official currency used in South Africa.,ˈɹænd,17142,ielts,The value of the South African rand has fluctuated significantly this year.,Janubiy Afrika rendining qiymati bu yil sezilarli darajada o‘zgardi.,,
urgent,adjective,B1,shoshilinch kechiktirib bo‘lmaydigan,срочный,Needing to be dealt with immediately.,ˈɜː.d͡ʒənt,17144,work,The company sent an urgent message about the meeting time change.,Kompaniya yig‘ilish vaqti o‘zgargani haqida shoshilinch xabar yubordi.,pressing critical,unimportant
cylinder,noun,B2,silindr silindrsimon,цилиндр,An object with a circular top and bottom and straight sides.,ˈsɪlɪndə(ɹ),17146,describing,The engine has a large cylinder that helps the car move fast.,Dvigatel mashinaning tez harakatlanishiga yordam beradigan katta silindrga ega.,tube drum,
witch,noun,B2,jodugar afsungar,ведьма,A person in stories who uses magic powers to do evil things to others.,wɪt͡ʃ,17148,people-family,The evil witch cast a powerful spell on the young village girl.,Yovuz jodugar qishloq qiziga kuchli afsun o'qidi.,sorceress enchantress,
buck,noun,C1,erkak kiyik,самец оленя,"The adult male of animals like deer, rabbits, or antelopes.",ˈbʌk,17150,animals,We saw a large buck standing quietly in the middle of forest.,Biz o'rmon o'rtasida jim turgan katta erkak kiyikni ko'rdik.,stag,
enemies,noun,A2,dushmanlar raqiblar,враги,People who dislike each other and want to hurt or defeat one another.,ˈɛn.ə.miz,17154,people-family,The two countries were bitter enemies for many long years of war.,Ikki mamlakat uzoq yillar davom etgan urushda ashaddiy dushman edi.,opponents foes,friends
aqua,adjective,B1,och yashil-ko'k turkuaz,цвет морской волны,"A light greenish-blue color, often similar to the sea.",ˈækwə,17156,describing,She wore a beautiful aqua dress to the summer party yesterday.,U yozgi bazmga chiroyli och yashil-ko'k libos kiyib bordi.,aquamarine,
hydrocodone,noun,C1,gidrokodon,гидрокодон,A strong medicine used to reduce severe pain or stop a cough.,ˌhaɪ.dɹoʊˈkoʊˌdoʊn,17158,body-health,The doctor prescribed hydrocodone for his severe back pain after surgery.,Shifokor operatsiyadan keyingi kuchli bel og'rig'i uchun gidrokodon yozib berdi.,hydro,
satin,noun,B2,atlas,атлас,A smooth and shiny fabric often used for formal clothing.,ˈsæt.ɪn,17160,clothes,The bride wore a beautiful dress made of white satin silk.,Kelin oq atlas ipakdan tikilgan juda chiroyli ko‘ylak kiygandi.,silk,
promo,noun,B2,reklama aksiyasi chegirma,промо,Activities or price reductions used to encourage people to buy something.,ˈpɹəʊməʊ,17162,work,The company released a short promo video for their new product.,Kompaniya o‘zining yangi mahsuloti uchun qisqacha reklama videosini chiqardi.,advertisement,
garbage,noun,A2,axlat chiqindi,мусор,"Waste material, such as food scraps or items you throw away.",ˈɡɑː.bɪd͡ʒ,17164,home,Please take the garbage out to the bin before you leave.,"Iltimos, chiqib ketishdan oldin axlatni idishiga tashlab yuboring.",rubbish trash,
peninsula,noun,B2,yarimorol,полуостров,A piece of land that is almost completely surrounded by water.,pəˈnɪn.sjə.lə,17166,nature,The famous resort is located on a beautiful peninsula by the sea.,Mashhur dam olish maskani dengiz bo'yidagi chiroyli yarimorolda joylashgan.,cape,
accurately,adverb,B1,aniq to'g'ri,точно,Doing something in a way that is correct and without any mistakes.,ˈak.jə.ɹɪt.li,17168,describing,You must measure the ingredients accurately to bake this cake well.,Bu kekni yaxshi pishirish uchun masalliqlarni aniq o'lchashingiz kerak.,precisely exactly,inaccurately
schema,noun,C1,sxema reja,схема,A structured plan or a model used to organize information or ideas.,ˈskiːmə,17170,ielts,The database schema defines how the tables are organized.,Ma'lumotlar bazasi sxemasi jadvallar qanday tashkil etilganini belgilab beradi.,structure framework,
sofa,noun,A1,divan,диван,"A long, comfortable seat for two or more people to sit on.",ˈsəʊ̯fə,17172,home,He bought a big sofa two days before his relatives arrived.,U qarindoshlari kelishidan ikki kun oldin katta divan sotib oldi.,couch settee,
parliamentary,adjective,B2,parlament,парламентский,Relating to the group of people who make the laws for a country.,ˌpɑːləˈmɛnt(ə)ɹi,17174,ielts,The UK is a well-known example of a parliamentary democracy.,Buyuk Britaniya parlament demokratiyasining mashhur namunasidir.,legislative,
prefix,noun,B2,old qo'shimcha,приставка,A group of letters added to the beginning of a word to change its meaning.,ˈpɹiːfɪks,17176,ielts,The prefix un- in the word unhappy changes the meaning to not happy.,Unhappy so'zining boshidagi un- qo'shimchasi uning ma'nosini inkor shaklga o'zgartiradi.,affix,suffix
savannah,noun,B2,savanna cho'l,саванна,A large flat area of hot grassy land with few trees.,səˈvænə,17178,nature,Many wild animals live in the hot and dry African savannah.,Afrika savannasidagi issiq va quruq iqlimda ko'plab yovvoyi hayvonlar yashaydi.,grassland,
barrel,noun,B2,bochka,бочка,A large round container used for storing liquids or other items.,ˈbæɹ(ə)l,17180,home,The farmer stored the fresh water in a large wooden barrel.,Fermer toza suvni katta yog'och bochkada saqladi.,cask,
nerve,noun,B2,asab nerv,нерв,One of the thin fibers that carry signals between the brain and the body.,nɝv,17182,body-health,A damaged nerve in his hand caused him a lot of pain.,Qo'lidagi shikastlangan nerv unga juda ko'p og'riq berdi.,,
boulder,noun,C1,katta tosh yirik qoyatosh,валун,"A very large, smooth rock that has been moved by nature or water.",ˈbəʊl.də(ɹ),17184,nature,The path was blocked by a massive boulder that fell during the storm.,Bo'ron paytida qulab tushgan ulkan tosh yo'lni to'sib qo'ydi.,rock stone,
renew,verb,B2,yangilamoq uzaytirmoq,возобновлять,To make something valid for a longer period of time or start it again.,ɹɪˈnjuː,17186,actions,I need to renew my passport before I book the summer holiday.,Yozgi ta'tilga chiqishdan oldin pasportimni uzaytirib olishim kerak.,extend restore,cancel
metadata,noun,C1,meta ma'lumot,метаданные,Information that gives details or descriptions about other data or files.,ˈmɛt.əˌdeɪ.tə,17188,ielts,You can check the photo metadata to see when it was taken.,Surat qachon olinganini bilish uchun uning metama'lumotlarini tekshirishingiz mumkin.,,
floppy,adjective,B2,yumshoq egiluvchan,гибкий,"Soft and loose, not stiff or firm.",ˈflɒ.pi,17190,describing,"The puppy had big, floppy ears that hung down over its eyes.",Kuchukchaning ko'zlariga tushib turadigan katta va yumshoq quloqlari bor edi.,limp flexible,stiff
texture,noun,B2,tuzilish tekstura,текстура,The way a surface or substance feels when you touch it.,ˈtɛkst͡ʃə(ɹ),17192,describing,I really like the rough texture of this natural handmade paper.,Menga bu tabiiy qo'lda ishlangan qog'ozning g'adir-budur tuzilishi juda yoqadi.,feel surface,
jar,noun,A2,banka idish,банка,A glass or clay container used for keeping food or other small items.,dʒɑː,17194,home,She refilled the glass jar with fresh peanuts later that evening.,U kechqurun shisha bankani yangi yeryong'oq bilan to'ldirib qo'ydi.,pot,
thoroughly,adverb,B1,pishiq puxta,тщательно,"In a very complete, careful and detailed way.",ˈθʌɹ.ə.li,17196,describing,The teacher thoroughly checked every page of the student's final essay.,O'qituvchi o'quvchining yakuniy inshosidagi har bir sahifani puxta tekshirib chiqdi.,completely fully,partially
thunder,noun,B1,momaqaldiroq gumburlash,гром,The loud sound in the sky that follows a flash of lightning.,ˈθʌndə,17198,nature,The sound of loud thunder frightened the dog during the storm.,Bo'ron paytida momaqaldiroqning gumburlashi itni cho'chitib yubordi.,roar rumble,
tent,noun,A2,palatka chodir,палатка,"A shelter made of cloth supported by poles, used for sleeping outside.",tɛnt,17200,travel,We set up our small tent near the river for the weekend.,Biz dam olish kunlari uchun daryo bo'yida kichik palatkamizni tikdik.,pavilion,
caution,noun,B2,ehtiyotkorlik ogohlantirish,осторожность,The quality of being careful to avoid danger or mistakes.,ˈkɔːʃ(ə)n,17202,ielts,You should use great caution when driving on these icy roads today.,Bugun muzli yo'llarda mashina haydashda juda ehtiyot bo'lishingiz kerak.,care wariness,carelessness
identifies,verb,B2,aniqlaydi belgilaydi,определяет,To recognize and name someone or something correctly.,aɪˈdentɪfaɪz,17204,ielts,The research identifies several key factors that influence student performance.,Tadqiqot o'quvchilar o'zlashtirishiga ta'sir qiluvchi bir nechta asosiy omillarni aniqlaydi.,recognizes detects,
questionnaire,noun,B1,so'rovnoma anketa,анкета,A printed list of questions used to gather information from many people.,ˌk(w)ɛstʃəˈnɛə,17206,school,Please complete the questionnaire about our services before you leave.,"Iltimos, chiqib ketishdan oldin xizmatlarimiz haqidagi so'rovnomani to'ldiring.",survey poll,
qualification,noun,B2,malaka diplom,квалификация,"A skill, training, or degree that makes you suitable for a job.",ˌkwɒlɪfɪˈkeɪʃən,17208,work,What professional qualification do you need to work in this field?,Bu sohada ishlash uchun qanday kasbiy malaka talab qilinadi?,competence certificate,
modelling,noun,B2,modellashtirish namuna,моделирование,The act of creating a simplified representation of a complex system.,ˈmɒdlɪŋ,17210,ielts,Economic modelling helps us predict how changes will affect the market.,Iqtisodiy modellashtirish o'zgarishlarning bozorga qanday ta'sir qilishini taxmin qilishga yordam beradi.,simulation designing,
namely,adverb,C1,ya'ni aniqrog'i,а именно,Used to introduce more detailed information about something you have mentioned.,ˈneɪmli,17212,ielts,"Two students were absent, namely David and Sarah.","Ikki talaba darsga kelmadi, ya'ni Devid va Sara.",specifically viz,
miniature,adjective,B2,kichraytirilgan mini,миниатюрный,A much smaller version of something that is usually larger.,ˈmɪnɪt͡ʃə,17214,describing,She keeps a collection of miniature cars on her office desk.,U ofis stolida kichraytirilgan avtomobillar kolleksiyasini saqlaydi.,tiny small,giant
dept,noun,B1,bo'lim boshqarma,отдел,An abbreviation for a section of an organization or university.,dɪˈpɑːtmənt,17216,work,You should call the sales dept if you have any questions.,"Savollaringiz bo'lsa, savdo bo'limiga qo'ng'iroq qilishingiz kerak.",division section,
hack,verb,B2,chopib tashlamoq kesmoq,рубить,To cut or hit something roughly or with heavy blows.,hæk,17218,actions,They had to hack through the thick jungle to move forward.,Oldinga o'tish uchun ular qalin chakalakzorlarni chopib tashlashlari kerak edi.,,
dare,verb,B1,botinmoq jur'at etmoq,сметь,To have enough courage to do something difficult or dangerous.,dɛə,17220,feelings,I wouldn't dare to ask my boss for a raise today.,Bugun xo'jayinimdan maoshni oshirishni so'rashga jur'at eta olmasdim.,,
interstate,adjective,B2,shtatlararo davlatlararo,межштатный,Existing or happening between two or more different states or countries.,ˈɪntɚˌsteɪt,17222,travel,The company focuses on interstate trade between the neighboring regions.,Kompaniya qo'shni hududlar o'rtasidagi savdo-sotiqqa ixtisoslashgan.,,
pirates,noun,B1,qaroqchilar,пираты,People who attack and rob ships at sea.,ˈpaɪɹəts,17224,people-family,Many adventure stories are written about fierce pirates on the ocean.,Okeandagi shafqatsiz qaroqchilar haqida ko'plab sarguzasht hikoyalar yozilgan.,,
aerial,adjective,B2,havo havodagi,воздушный,"Existing, happening, or moving through the air.",ˈɛəɹiəl,17226,nature,The pilot performed an amazing aerial display for the large crowd.,Uchuvchi tomoshabinlar uchun ajoyib havo namoyishini ko'rsatib berdi.,,
hawk,noun,B2,lochin,ястреб,A bird of prey with sharp eyesight used for hunting smaller animals.,ˈhɔːk,17228,animals,"The hawk circled high above, waiting for its next small meal.","Lochin o'ljasini kutib, balandda charx urib uchib yurardi.",,
rebel,noun,B2,isyonchi qo'zg'olonchi,бунтовщик,A person who refuses to obey rules or fights against authority.,ˈɹɛb.əl,17230,ielts,The young rebel refused to follow the outdated rules of school.,Yosh isyonchi maktabning eskirgan qoidalariga bo'ysunishdan bosh tortdi.,renegade,
systematic,adjective,C1,tizimli tartibli,систематический,"Done in a careful, organized, and planned way.",ˌsɪs.tɪˈmæt.ɪk,17232,ielts,We need a systematic approach to solve this complex global problem.,Ushbu murakkab global muammoni hal qilish uchun bizga tizimli yondashuv kerak.,methodical,chaotic
makeup,noun,A2,pardoz kosmetika,макияж,Substances like powder or lipstick that people put on their faces to look more attractive.,ˈmeɪkʌp,17234,clothes,She spends twenty minutes every morning putting on her makeup before work.,U har kuni ertalab ishga ketishdan oldin yuziga pardoz qiladi.,cosmetics,
textile,noun,B2,mato to'qimachilik,текстиль,Any type of cloth or woven material produced by knitting or weaving fibers together.,ˈtɛk.staɪl,17236,work,The region is well known for its high quality textile production industry.,Bu hudud o'zining sifatli mato ishlab chiqarish sanoati bilan juda mashhur.,fabric material,
lamb,noun,A2,qo'zi qo'zichoq,ягненок,A young sheep or the meat that comes from a young sheep.,læm,17238,animals,We had a delicious roasted lamb for dinner at the family party.,Oila davrasidagi ziyofatda kechki ovqat uchun mazali qo'zi go'shtidan taom yedik.,sheepling,
troubleshooting,noun,C1,muammolarni aniqlash nosozliklarni bartaraf etish,диагностика,The process of finding and fixing problems in a system or piece of equipment.,ˈtrʌblˌʃuːtɪŋ,17240,ielts,He is highly skilled at troubleshooting complex technical issues on computer networks.,U kompyuter tarmoqlaridagi murakkab texnik nosozliklarni bartaraf etishda juda mohir.,debugging repair,
centuries,noun,A2,asrlar,века,Periods of one hundred years each.,ˈsɛn.t͡ʃə.ɹiz,17242,time,These old buildings have stood here for many centuries.,Bu qadimiy binolar necha asrlardan beri shu yerda turibdi.,ages,
vocabulary,noun,B1,lug'at boyligi so'zlar to'plami,лексика,All the words that a person knows or uses in a particular language.,və(ʊ)ˈkæb.jʊ.lə.ɹɪ,17244,school,You need a good vocabulary to express your thoughts clearly.,Fikrlaringizni aniq ifodalash uchun sizga boy lug'at kerak.,lexicon terminology,
licking,noun,B2,mag'lubiyat yengilish,поражение,A complete and serious defeat in a game or competition.,ˈlɪkɪŋ,17246,ielts,Our team took a real licking in the final match yesterday.,Bizning jamoa kechagi final o'yinida qattiq mag'lubiyatga uchradi.,defeat drubbing,
earthquake,noun,B1,zilzila yer qimirlashi,землетрясение,A sudden shaking of the ground caused by movements of the earth's crust.,ˈɜːθkweɪk,17248,nature,The earthquake caused severe damage to many houses in the city.,Zilzila shahardagi ko'plab uylarga jiddiy zarar yetkazdi.,tremor quake,
fundraising,noun,B2,mablag' yig'ish xayriya tashabbusi,сбор средств,The activity of collecting money for a charity or an organization.,ˈfʌndˌɹeɪzɪŋ,17250,work,Our school is holding a fundraising event for the local hospital.,Maktabimiz mahalliy kasalxona uchun mablag' yig'ish tadbirini o'tkazmoqda.,donation collection,
