headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
thompson,noun,C1,familiya,Томпсон,A common surname of English or Scottish origin found in many western countries.,ˈtɒmpsən,18030,people-family,Mr. Thompson is the new manager of the sales department this month.,Janob Tompson shu oydan boshlab savdo bo'limining yangi menejeri hisoblanadi.,,
dublin,noun,B1,poytaxt shahar,Дублин,The capital and largest city of the country of Ireland.,ˈdʌblɪn,18032,places,We visited the historic city of Dublin during our trip to Ireland.,Irlandiyaga qilgan safarimiz davomida tarixiy Dublin shahriga tashrif buyurdik.,,
pdas,noun,B2,cho'ntak kompyuterlari,карманные компьютеры,Small mobile devices used to manage personal information like calendars and contact lists.,piː diː eɪ z,18038,work,Many people used PDAs to keep track of their daily business meetings.,Ko'pchilik kundalik ish uchrashuvlarini kuzatish uchun cho'ntak kompyuterlaridan foydalangan.,handhelds organisers,
edinburgh,noun,A2,Edinburg,Эдинбург,The capital city of Scotland located in the northern part of the country.,ˈedɪnbərə,18044,places,Edinburgh is a very historic city with a famous castle on top.,Edinburg tepasida mashhur qal'a joylashgan juda tarixiy shahar hisoblanadi.,,
campbell,noun,B1,Kembell,Кэмпбелл,A common Scottish surname often used to refer to a specific historical clan.,ˈkæmbəl,18046,people-family,Professor Campbell will give a lecture about history at the local university.,Professor Kembell mahalliy universitetda tarix fanidan ma'ruza o'qiydi.,,
hungary,noun,A2,Vengriya,Венгрия,A country located in Central Europe known for its beautiful capital city Budapest.,ˈhʌŋɡəri,18048,places,We are going to travel to Hungary to see the Danube river.,Dunay daryosini ko'rish uchun Vengriyaga sayohat qilmoqchimiz.,,
michelle,noun,A1,mishel,мишель,A common female given name of French origin.,mɪˈʃel,18054,people-family,I met Michelle at the library while we were both studying history.,Men Mishel bilan kutubxonada tarix fanini o‘qiyotganimizda tanishdim.,,
britney,noun,A2,britni,бритни,A female given name that became very popular in the late twentieth century.,ˈbrɪtni,18060,people-family,Britney released a new song that quickly climbed to the top charts.,Britni tezda xit-paradlarda yuqori o‘rinni egallagan yangi qo‘shiq chiqardi.,,
botswana,noun,A2,botsvana,Ботсвана,A landlocked country located in Southern Africa.,bɒtˈswɑːnə,18070,places,My cousin moved to Botswana to work as a wildlife researcher.,Jiyanim yovvoyi tabiatni o'rganish uchun Botsvanaga ko'chib ketdi.,,
omaha,noun,B2,omaxa,Омаха,The largest city in the state of Nebraska in the United States.,ˈoʊməhɑː,18076,places,We are planning a road trip to visit family in Omaha next.,Keyingi safar Omaxadagi qarindoshlarimiznikiga borish uchun yo'lga chiqamiz.,,
bizrate,noun,B2,bizreyt,Бизрейт,A website that allows customers to compare product prices and read shop reviews.,ˈbɪzreɪt,18078,work,I used Bizrate to find the best price for my new laptop.,Yangi noutbukimni eng arzon narxda topish uchun Bizrate'dan foydalandim.,,
vienna,noun,A2,vena,Вена,The capital city of Austria known for its classical music and history.,viˈɛnə,18080,places,We spent a wonderful week exploring the historic center of Vienna together.,Biz Venaning tarixiy markazini aylanish uchun bir hafta vaqt o'tkazdik.,,
stanford,noun,B1,stenford,Стэнфорд,"A world-famous private university located in California, USA.",ˈstænfərd,18082,school,She received a full scholarship to study computer science at Stanford University.,U Stenford universitetida informatika o'qish uchun to'liq grant yutib oldi.,,
gamespot,noun,B2,o'yinlar portali,игровой портал,A popular website that provides news and reviews about video games.,ˈɡeɪmˌspɒt,18084,places,I checked Gamespot to see the review of the new action game.,Yangi o'yin haqidagi taqrizni bilish uchun Gamespot saytini tekshirib ko'rdim.,website portal,
wordpress,noun,B2,veb-sayt platformasi,платформа для создания сайтов,A widely used software platform for creating and managing websites or blogs.,ˈwɜːrdˌprɛs,18086,work,Many small businesses use WordPress to build their company websites easily.,Ko'plab kichik bizneslar o'z saytlarini oson yaratish uchun WordPressdan foydalanadi.,platform software,
bahamas,noun,A2,Bagama orollari,Багамские острова,A group of islands in the Atlantic Ocean that is a popular vacation destination.,bəˈhɑːməz,18088,travel,We are planning to spend our winter holidays in the beautiful Bahamas.,Qishki ta'tilimizni go'zal Bagama orollarida o'tkazishni rejalashtiryapmiz.,islands nation,
powell,noun,C1,famil,фамилия,A common English surname used to identify specific individuals.,ˈpaʊəl,18090,people-family,The professor Powell will give a lecture about history this afternoon.,Professor Pauell bugun tushdan keyin tarix fanidan ma'ruza o'qiydi.,,
hampton,noun,C1,nomi,название,A place name commonly used for towns or districts in English-speaking countries.,ˈhæmptən,18092,places,He lives in a quiet town called Hampton near the big city.,U katta shahar yaqinidagi Xempton deb nomlangan sokin shaharchada yashaydi.,,
stuart,noun,B1,ism,имя,A common male given name originating from Scotland.,ˈstjuːərt,18094,people-family,My friend Stuart is coming to visit us for the weekend.,Do'stim Styuart dam olish kunlari biznikiga mehmonga kelyapti.,,
salvador,noun,B1,ism,имя,A common male name meaning savior used in many Spanish-speaking countries.,ˈsælvədɔːr,18096,people-family,Salvador is a popular name in Latin American countries and regions.,Salvador Lotin Amerikasi mamlakatlarida keng tarqalgan ism hisoblanadi.,,
watson,noun,C1,Vatson,Уотсон,A common English surname or a well-known name for an artificially intelligent computer system.,wotsən,18102,people-family,IBM created Watson to answer complex questions using natural language processing.,IBM kompaniyasi murakkab savollarga javob berish uchun Vatson sun'iy intellektini yaratdi.,,
bryan,noun,B1,Brayan,Брайан,"A masculine given name of Celtic origin, common in English-speaking countries.",braiən,18106,people-family,I am going to meet my friend Bryan at the station today.,Men bugun do'stim Brayan bilan vokzalda uchrashmoqchiman.,,
geneva,noun,C2,archacha ichimligi,джин,A strong alcoholic drink made from grain and flavored with juniper berries.,d͡ʒəˈniːvə,18116,food-drink,He enjoyed a cold glass of geneva while sitting at the bar.,U barda o'tirib bir stakan sovuq jindan bahramand bo'ldi.,gin,
brussels,noun,B1,Bryussel,Брюссель,The capital city of Belgium and the center of the European Union.,ˈbrʌsəlz,18120,places,Many important political meetings are held in the city of Brussels.,Ko'plab muhim siyosiy yig'ilishlar Bryussel shahrida o'tkaziladi.,,
gibson,noun,C1,kokteyl,коктейль,A type of cocktail made from gin and dry vermouth with a small onion.,ˈɡɪbsən,18124,food-drink,The bartender prepared a cold Gibson for the lady at the bar.,Barman barda o'tirgan xonim uchun sovuq Gibson kokteylini tayyorladi.,cocktail,
nicole,noun,A1,ism,имя,A common female given name used in many countries around the world.,nɪˈkoʊl,18126,people-family,My best friend Nicole is visiting us from France this summer.,Eng yaqin dugonam Nikol shu yoz Fransiyadan biznikiga mehmonga kelyapti.,,
albuquerque,noun,B2,shahar,город,A large city located in the state of New Mexico in the United States.,ˈælbəkɜːrki,18128,places,They decided to drive across the country and stop in Albuquerque today.,Ular mashinada mamlakat bo'ylab sayohat qilib bugun Albukerkeda to'xtashga qaror qilishdi.,,
windsor,noun,B2,shaharcha,город,A historic town in England known for its famous royal castle.,ˈwɪnzər,18130,places,We visited the royal castle during our trip to Windsor last weekend.,O'tgan dam olish kunlari Vindzorga qilgan sayohatimizda qirollik qasriga tashrif buyurdik.,,
zambia,noun,B1,zambiya,замбия,A landlocked country located in the southern part of the African continent.,ˈzæmbiə,18132,places,Zambia is known for its beautiful wildlife and the famous Victoria Falls.,Zambiya o'zining go'zal yovvoyi tabiati va mashhur Viktoriya sharsharasi bilan tanilgan.,,
gmbh,noun,C1,masuliyati cheklangan jamiyat,общество с ограниченной ответственностью,A legal term for a limited liability company based in German-speaking countries.,ɡiː-ɛm-bi-eɪtʃ,18134,work,The German engineering firm operates as a GmbH to protect its assets.,Germaniyaning muhandislik firmasi o'z mablag'larini himoya qilish uchun GmbH shaklida ishlaydi.,company,
webshots,noun,B2,internet sayti,сайт,A website formerly used for sharing photos and downloading desktop wallpaper images.,ˈwɛbʃɒts,18138,work,She used to download high quality nature photos from the Webshots website.,U ilgari Webshots saytidan tabiatning sifatli suratlarini yuklab olardi.,website,
msgstr,noun,C2,xabar tarjimasi,перевод сообщения,A field in a software file containing the translated text for a specific message.,mɛsɪdʒ stɪŋ,18140,work,The software engineer updated the msgstr field to fix the display error.,Dasturchi xatolikni tuzatish uchun msgstr qatorini yangiladi.,translation,
adipex,noun,C2,ozdiruvchi dori,препарат для похудения,A prescription medicine used for a short time to help people lose weight.,ˈædɪpɛks,18142,body-health,The doctor prescribed Adipex to help the patient start their weight loss.,Shifokor bemorning vazn tashlashini boshlashi uchun Adipex dorisini yozib berdi.,phentermine,
lloyd,noun,B2,shaxsiy ism,мужское имя,A common male given name of Welsh origin meaning gray or brown.,lɔɪd,18144,people-family,Lloyd has been working at the accounting firm for ten years now.,Lloyd o‘n yildan beri bu buxgalteriya firmasida ishlab kelmoqda.,,
brighton,noun,B2,shahar nomi,название города,A popular seaside city on the southern coast of England.,ˈbraɪtən,18146,travel,We spent a lovely weekend visiting the pier in Brighton last summer.,O‘tgan yozda Brighton plyajida ajoyib dam olib qaytdik.,,
ellis,noun,B2,familiya,фамилия,A common surname of English or Welsh origin.,ˈɛlɪs,18148,people-family,Mr. Ellis will be leading the research team during the project phase.,Loyihaning ushbu bosqichida tadqiqot guruhiga janob Ellis rahbarlik qiladi.,,
leonard,noun,B2,shaxsiy ism,мужское имя,A classic male given name meaning brave as a lion.,ˈlɛnərd,18150,people-family,Leonard is known for his great contribution to the science of physics.,Leonard fizika faniga qo‘shgan ulkan hissasi bilan tanilgan.,,
raymond,noun,B2,shaxsiy ism,мужское имя,A traditional male name of Germanic origin meaning wise protector.,ˈreɪmənd,18152,people-family,Raymond decided to pursue his career in the field of journalism.,Raymond jurnalistika sohasida o‘z faoliyatini davom ettirishga qaror qildi.,,
sullivan,noun,B2,familiya,фамилия,A common Irish surname meaning dark-eyed one.,ˈsʌlɪvən,18154,people-family,Professor Sullivan gave an interesting lecture on modern history this morning.,Professor Sullivan bugun ertalab zamonaviy tarix haqida qiziqarli ma’ruza o‘qidi.,,
lancaster,noun,C1,shaharcha manzilgoh,Ланкастер,A name used for several towns and cities in English-speaking countries.,ˈlæŋkəstə,18156,places,They are planning to move to Lancaster early next year.,Ular kelasi yilning boshida Lankasterga ko'chib o'tishni rejalashtirishmoqda.,,
julia,noun,A1,ismlar,Юлия,A common female given name used in many parts of the world.,ˈdʒuːliə,18158,people-family,My cousin Julia is visiting us from London this summer.,Amakimning qizi Yuliya yozda biznikiga mehmon bo'lib keladi.,,
amanda,noun,A1,ismlar,Аманда,A common female given name of Latin origin.,əˈmændə,18160,people-family,Amanda works as a teacher at the local primary school.,Amanda mahalliy boshlang'ich maktabda o'qituvchi bo'lib ishlaydi.,,
kelkoo,noun,B2,narxlar taqqoslash sayti,Келку,An online service that helps shoppers compare prices for different products.,kɛlˈkuː,18162,work,We used Kelkoo to find the cheapest laptop online.,Biz internetdan eng arzon noutbukni topish uchun Kelkoo'dan foydalandik.,,
mazda,noun,A2,mashina brendi,Мазда,A Japanese company that manufactures automobiles.,ˈmæzdə,18164,travel,He drives a blue Mazda to work every single morning.,U har kuni ertalab ishga ko'k rangli Mazda mashinasida boradi.,,
symantec,noun,C1,dasturiy ta'minot kompaniyasi,Симантек,A large American company that makes computer security software.,sɪˈmæntɛk,18166,work,The corporation uses Symantec software to protect its private data.,Korporatsiya o'z maxfiy ma'lumotlarini himoya qilish uchun Symantec dasturidan foydalanadi.,,
wichita,noun,C1,shahar,Уичито,The largest city in the state of Kansas in the United States.,ˈwɪtʃɪtɔː,18168,places,Wichita is known for its major aircraft manufacturing industry.,Uichita o'zining yirik samolyotsozlik sanoati bilan mashhur.,,
nasdaq,noun,C2,fond birjasi,Насдак,An American stock exchange for technology companies and other large businesses.,ˈnæz dæk,18170,ielts,The stock prices on the Nasdaq dropped significantly this morning.,Bugun ertalab Nasdaq fond birjasidagi aksiyalar narxi sezilarli darajada pasayib ketdi.,,
ellen,noun,C2,quvvat madad,сила поддержка,A state of feeling supported or receiving inner strength during a difficult time.,ˈɛl.ən,18172,feelings,She found great ellen in the kindness of her friends after the loss.,Yo'qotishdan so'ng do'stlarining mehridan katta madad topdi.,support comfort,despair
midlands,noun,C1,o‘rta hudud,центральные районы,"The central part of a country, especially the middle region of England.",ˈmɪdləndz,18174,places,They moved to the English midlands to find work in a factory.,Ular zavodda ishlash uchun Angliyaning o‘rta hududlariga ko‘chib o‘tishdi.,,
petersburg,noun,B2,Peterburg,Петерсбург,A large city in Russia known for its history and beautiful architecture.,ˈpiːtəzbɜːɡ,18178,places,I am planning to visit the famous museums in Saint Petersburg next year.,Kelasi yili Sankt-Peterburgdagi mashhur muzeylarga borishni rejalashtiryapman.,,
ethiopia,noun,B2,Efiopiya,Эфиопия,A country in East Africa known for its long history and unique culture.,ˌiːθiˈəʊpiə,18182,places,Ethiopia is famous for its historical sites and traditional coffee ceremonies.,Efiopiya o‘zining tarixiy obidalari va an’anaviy qahva marosimlari bilan mashhur.,,
darwin,noun,C1,darvin,дарвин,A specific measurement unit used to describe the rate of evolutionary change in biology.,ˈdɑːrwɪn,18188,ielts,The fossil record helps scientists calculate the rate of change in darwins.,Qazilma qoldiqlari olimlarga evolyutsiya tezligini darvin birligida hisoblashga yordam beradi.,unit,
bradley,noun,A1,Bredli,Брэдли,A common English given name for a person.,ˈbrædli,18190,people-family,Bradley is a friendly person who works at the local library office.,Bredli mahalliy kutubxonada ishlaydigan xushmuomala inson.,,
judy,noun,A1,Judi,Джуди,A female given name common in English-speaking countries.,ˈdʒuːdi,18194,people-family,Judy invited all of her friends to her birthday party last night.,Judi kecha barcha do‘stlarini tug‘ilgan kuniga taklif qildi.,,
volkswagen,noun,A2,folksvagen,фольксваген,A popular German brand of motor cars known for reliability and quality.,ˈvɒlksvɑːɡən,18196,basics,My father bought a new Volkswagen to drive to his work daily.,Dadam har kuni ishga borish uchun yangi Folksvagen sotib oldi.,car,
benz,noun,C2,amfetamin stimulyator,амфетамин,A strong illegal drug that makes people feel more active and excited.,benz,18206,body-health,The police warned teenagers about the dangers of using illicit benz.,Politsiya o'smirlarni taqiqlangan moddalardan foydalanish xavfi haqida ogohlantirdi.,benzie,
bulgarian,adjective,A2,bolgariyalik bolgar,болгарский,Relating to the country of Bulgaria or its people and language.,bʌlˈɡɛəriən,18208,places,My best friend is Bulgarian and she speaks three different foreign languages.,Eng yaqin do‘stim bolgariyalik va u uchta xorijiy tilda gapira oladi.,,
hotmail,noun,B1,elektron pochta xizmati,почтовая служба,A brand name for an early web-based email service used to send digital messages.,ˈhɒtmeɪl,18212,work,I used my old hotmail account to register for the new website.,Yangi saytga ro'yxatdan o'tish uchun eski elektron pochta manzilimdan foydalandim.,email,
joshua,noun,A1,Yoshua,Джошуа,A common male given name of Hebrew origin used in many countries.,ˈdʒɒʃuə,18214,people-family,Joshua is coming to our house for dinner this Saturday evening.,Yoshua shanba oqshomida kechki ovqatga biznikiga kelyapti.,,
armenia,noun,A2,Armaniston,Армения,A country located in the Caucasus region between Europe and Western Asia.,ɑːˈmiːniə,18216,places,Many tourists enjoy visiting the beautiful mountainous landscapes of Armenia every year.,Ko'plab sayyohlar har yili Armanistonning go'zal tog'li manzaralaridan bahramand bo'lishadi.,,
christine,noun,A1,Kristin,Кристина,A common female given name used in many English-speaking countries.,krɪˈstiːn,18224,people-family,Christine invited all of her colleagues to her birthday party yesterday.,Kristin kecha barcha hamkasblarini tug'ilgan kuniga taklif qildi.,,
clarke,noun,B1,Klark,Кларк,A common surname of English origin found in various English-speaking regions.,klɑːk,18226,people-family,The professor Clarke is known for his research on modern social issues.,Professor Klark zamonaviy ijtimoiy muammolar bo'yicha olib borgan tadqiqotlari bilan tanilgan.,,
surrey,noun,C2,otli aravacha,лёгкий конный экипаж,A light horse-drawn carriage with two or four seats used in the past.,ˈsʌɹi,18230,travel,The old carriage looked like a classic surrey from the nineteenth century.,Eski arava o'n to'qqizinchi asrdagi klassik otli aravachaga o'xshardi.,carriage wagon,
macedonia,noun,C2,mevali salat sabzavotli aralashma,маседуан (смесь овощей или фруктов),A dish made of a mixture of cut fruits or cooked vegetables served together.,ˌmasɪˈdəʊnɪə,18234,food-drink,We prepared a fresh fruit macedonia for the party guests this evening.,Biz kechqurun ziyofat mehmonlari uchun yangi uzilgan mevali salat tayyorladik.,salad mix,
gothic,adjective,C1,gotika gotik,готический,Relating to a style of architecture or art from the Middle Ages characterized by dark mystery.,ˈɡɒθ.ɪk,18236,describing,The cathedral is a famous example of medieval Gothic architecture and design.,Bu sobor o‘rta asrlar gotika me’morchiligining mashhur namunalaridan biri hisoblanadi.,dark eerie,
cohen,noun,C2,kohin yahudiy ruhoniysi,коэн,A Jewish person who is a direct descendant of the high priest Aaron.,ˈkoʊən,18238,people-family,The cohen led the traditional religious ceremony at the ancient synagogue today.,Kohin bugun qadimiy sinagogada ananaviy diniy marosimni boshqarib bordi.,priest,
chan,noun,C2,onlayn forum suhbat xonasi,"интернет-форум, канал в чате",A specific online discussion area or a website used for posting images and sharing messages.,t͡ʃæn,18244,ielts,Many people discuss their hobbies on an anonymous internet imageboard chan.,Ko'p odamlar o'z qiziqishlarini anonim internet forumlarida muhokama qilishadi.,forum board,
beth,noun,C2,ibroniy alifbosining ikkinchi harfi,бет (вторая буква еврейского алфавита),The name of the second letter used in the Hebrew and other ancient Semitic alphabets.,bɛθ,18248,school,"In Hebrew studies, the first letter is aleph and the second is beth.","Ibroniyshunoslikda birinchi harf alef, ikkinchisi esa bet deb ataladi.",,
ministries,noun,B2,vazirliklar,министерства,Government departments that are responsible for a particular area of public life.,ˈmɪnɪstriz,18250,ielts,The government ministries are working together to improve the national education system.,Davlat vazirliklari taʼlim tizimini yaxshilash uchun hamkorlikda ishlamoqda.,departments agencies,
vacancies,noun,B2,bo'sh ish o'rinlari,вакансии,Available job positions in a company or empty rooms available for rent.,ˈveɪkənsiz,18252,work,The company currently has several vacancies for experienced software engineers.,Kompaniyada hozirda tajribali dasturchilar uchun bir nechta bo‘sh ish o‘rni mavjud.,openings roles,
quizzes,noun,A2,testlar savol-javoblar,викторины,Short tests or games where you answer questions to show your knowledge.,ˈkwɪzɪz,18254,school,Our teacher gives us weekly quizzes to check our progress in class.,O‘qituvchimiz darsdagi natijalarimizni tekshirish uchun har hafta testlar o‘tkazadi.,tests exams,
handbags,noun,C1,arzimas mojaro mayda janjal,мелкая потасовка,A silly or small argument that is not serious or important.,ˈhænd.bæɡz,18256,idioms,"It was not a real fight, just handbags in the local pub.","Bu jiddiy mushtlashuv emasdi, shunchaki mayda janjal bo'ldi.",scuffle disagreement,
incurred,verb,C1,orttirilgan duch kelingan,понесенный,To experience something unpleasant or to become responsible for a cost.,ɪnˈkɝd,18258,ielts,The company incurred huge losses after the new project failed completely.,"Yangi loyiha muvaffaqiyatsiz chiqqach, kompaniya katta zarar ko'rdi.",sustained suffered,
albania,noun,A2,Albaniya,Албания,A country located in Southeast Europe on the Balkan Peninsula.,ælˈbeɪniə,18270,places,My cousin is planning to travel to Albania for his summer holidays.,Jiyanim yozgi ta’tilda Albaniyaga sayohat qilishni rejalashtirmoqda.,,
ambien,noun,C1,uyqu dori,снотворное,A brand name for a medicine used to help people who have difficulty sleeping.,ˈeɪmbiən,18278,body-health,The doctor prescribed Ambien to help me get a good night of rest.,Shifokor yaxshi uxlashim uchun menga uyqu dori yozib berdi.,sedative,
lexington,noun,B2,shahar nomi,Лексингтон,"The name of several cities in the United States, most notably in Kentucky and Massachusetts.",ˈlɛksɪŋtən,18280,places,Lexington is famous for its horse farms and beautiful green landscapes.,Leksington o'zining ot fermalari va go'zal yashil manzaralari bilan mashhur.,,
vernon,noun,B2,shaxs ismi,Вернон,A common masculine given name of French origin meaning place of alder trees.,ˈvɜːnən,18282,people-family,Vernon has been working as a professor at the university for ten years.,Vernon o'n yildan beri universitetda professor bo'lib ishlaydi.,,
worldcat,noun,C2,kutubxona katalogi,каталог библиотек,A global database that shows the collections of thousands of libraries around the world.,ˈwɜːldkæt,18284,school,I searched WorldCat to see if this rare book exists in any library.,Bu nodir kitob biron kutubxonada bormi deb WorldCat'da qidirib ko'rdim.,database catalog,
leslie,noun,B1,shaxs ismi,Лесли,"A given name used for both men and women, of Scottish origin.",ˈlɛzli,18290,people-family,My friend Leslie invited me to her house for dinner this evening.,Do'stim Lesli meni bugun kechqurun uyiga kechki ovqatga taklif qildi.,,
postings,noun,B1,e'lonlar xabarlar,публикации,Messages or information that are published on a website or social media platform.,ˈpəʊstɪŋz,18292,work,She shared several interesting postings on her professional network page yesterday.,U kecha o'zining ish faoliyati sahifasida bir nechta qiziqarli xabarlar ulashdi.,messages uploads,
palmer,noun,C2,ziyoratchi hoji,паломник,A person who travels to a sacred place for religious purposes.,ˈpɑːmə,18296,places,The old palmer traveled for many months to reach the holy city.,Qariya ziyoratchi muqaddas shaharga yetib borish uchun bir necha oy yo'l yurdi.,pilgrim,
passwords,noun,A1,maxfiy so'zlar parollar,пароли,Secret words or combinations used to prove your identity to access a computer system.,ˈpɑːswɜːdz,18298,basics,You should use strong and unique passwords for all your online accounts.,Internetdagi barcha akkauntlaringiz uchun murakkab va har xil parollardan foydalanishingiz kerak.,codes,
halo,noun,C1,halka nur,ореол,A circle of light seen around the sun or moon in the sky.,ˈheɪləʊ,18300,nature,A faint halo appeared around the moon during the clear winter night.,Ochiq qish kechasi oy atrofida xira nurli halqa paydo bo'ldi.,ring aura,
warcraft,noun,C1,urush san'ati harbiy mahorat,военное искусство,The skill or experience needed to successfully plan and lead a military campaign.,ˈwɔːkɹɑːft,18304,ielts,The general was highly respected for his extensive knowledge of warcraft.,General o'zining urush san'ati borasidagi keng bilimi uchun hurmat qozongan edi.,strategy warfare,
salaries,noun,B1,maoshlar ish haqlari,зарплаты,Fixed amounts of money paid to an employee for their regular work.,ˈsæləɹiz,18306,work,The company decided to increase salaries for all of its hard-working staff.,Kompaniya barcha tirishqoq xodimlarining maoshlarini oshirishga qaror qildi.,wages payments,
smilies,noun,A2,tabassumlar smayliklar,смайлики,Small symbols or pictures used to show an emotion in digital messages.,ˈsmaɪliz,18308,basics,I always add smilies to my text messages to show I am joking.,Hazil qilayotganimni bildirish uchun doim xabarlarimga smayliklar qo‘shaman.,emojis icons,
yale,noun,C2,yeyl,йейл,A mythical animal with large horns that can be moved in different directions.,jeɪl,18310,animals,The yale is a rare creature often found in old coats of arms.,Yeyl - bu qadimiy gerblarda ko'p uchraydigan afsonaviy mavjudot.,mythical-beast,
oecd,noun,C1,iqtisodiy hamkorlik tashkiloti,ОЭСР,An international organization helping governments work together to improve economic growth and social well-being.,ˌəʊ iː siː ˈdiː,18314,ielts,The OECD report provides useful data on global economic trends and policies.,OECD hisoboti global iqtisodiy tendensiyalar va siyosatlar haqida foydali ma'lumotlarni taqdim etadi.,organization agency,
nextel,noun,B2,aloqa operatori,Некстел,A telecommunications company known for its push-to-talk radio and mobile phone services.,ˈnɛkstɛl,18320,work,The delivery team used Nextel radios to communicate during the busy shift.,Yetkazib berish jamoasi ish vaqtida aloqa qilish uchun Nextel radiolaridan foydalandi.,carrier provider,
rwanda,noun,B1,ruanda,Руанда,A small landlocked country located in the Great Rift Valley of East Africa.,ruˈændə,18322,places,We visited Rwanda last summer to see the mountain gorillas in nature.,Biz o'tgan yili tog' gorillalarini tabiatda ko'rish uchun Ruandaga bordik.,nation country,
vsnet,noun,C1,tarmoq tizimi,сетевая система,A computer system or network platform designed for specific data processing or virtual connectivity.,ˈviː ɛs nɛt,18324,work,The technical team upgraded the vsnet infrastructure to improve overall connection speed.,Texnik jamoa umumiy ulanish tezligini oshirish uchun vsnet infratuzilmasini yangiladi.,network system,
msie,noun,B2,internet brauzer,браузер,An old web browser program used for viewing websites on personal computers.,ˌɛm ɛs aɪ ˈiː,18328,work,Many older websites were originally designed to function best on MSIE.,Ko'plab eski veb-saytlar dastlab MSIE brauzerida eng yaxshi ishlashi uchun yaratilgan edi.,browser software,
appropriations,noun,C1,ajratilgan mablag'lar mablag' ajratish,ассигнования,Money that a government or organization has set aside for a specific purpose.,əˌpɹoʊpɹiˈeɪʃənz,18330,ielts,The committee reviewed the annual appropriations for the new infrastructure development project.,Qo'mita yangi infratuzilma loyihasi uchun yillik ajratilgan mablag'larni ko'rib chiqdi.,funding allocation,
tomatoes,noun,A1,pomidorlar,помидоры,Soft red fruits that are eaten raw in salads or cooked in various meals.,təˈmɑːtəʊz,18332,food-drink,I need to buy some fresh tomatoes to make a salad tonight.,Bugun kechga salat tayyorlash uchun yangi pomidorlar sotib olishim kerak.,,
beginners,noun,A1,yangi o'rganuvchilar boshlovchilar,начинающие,People who are just starting to learn or do something new.,bɪˈɡɪnəz,18334,basics,This textbook is designed specifically for beginners who want to learn English.,Bu darslik aynan ingliz tilini endi boshlayotganlar uchun mo'ljallangan.,novices,experts
shark,noun,B1,akula,акула,"A large, dangerous fish that lives in the ocean and has sharp teeth.",ʃɑːk,18338,animals,The shark swam quickly through the water looking for some food.,Akula ozuqa qidirib suvda tezlik bilan suzib yurardi.,,
contributor,noun,C1,hissa qo'shuvchi ishtirokchi,вкладчик,A person or thing that helps to cause or develop something.,kənˈtɹɪb.jə.tɚ,18340,ielts,Lack of sleep is a major contributor to stress in modern life.,Uyquning yetishmasligi zamonaviy hayotda stressning asosiy sabablaridan biridir.,donor supporter,
