headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
meal,noun,A2,ovqat taom,приём пищи,Food eaten at one time.,miːl,3654,food-drink,Breakfast is my favourite meal.,Nonushta — sevimli taomim.,,
menu,noun,A2,menyu,меню,A list of food in a restaurant.,ˈmenjuː,3656,food-drink,The waiter brought the menu.,Ofitsiant menyuni olib keldi.,,
ocean,noun,A2,okean,океан,A very large sea.,ˈəʊʃn,3658,nature,The Pacific is the biggest ocean.,Tinch okeani eng katta okean.,sea,
onion,noun,A2,piyoz,лук,A round vegetable with many layers.,ˈʌnjən,3660,food-drink,Cut the onion for the soup.,Sho'rva uchun piyozni to'g'rang.,,
order,noun,A2,buyurtma tartib,заказ,A request for food or goods; the way things are arranged.,ˈɔːdə,3662,food-drink,The waiter took our order.,Ofitsiant buyurtmamizni oldi.,,
oven,noun,A2,pech duxovka,духовка,A box that cooks food with heat.,ˈʌvn,3664,home,Bake the bread in the oven.,Nonni duxovkada pishiring.,,
pair,noun,A2,juft,пара,Two things used together.,peə,3666,clothes,I bought a pair of shoes.,Bir juft tufli sotib oldim.,,
palace,noun,A2,saroy,дворец,A large house where a king lives.,ˈpæləs,3668,places,The old palace is now a museum.,Eski saroy endi muzey.,,
party,noun,A2,bazm ziyofat,вечеринка,A social event with food and music.,ˈpɑːti,3670,time,We had a party for her birthday.,Uning tug'ilgan kuniga bazm qildik.,,
path,noun,A2,so'qmoq yo'lak,тропинка,A narrow way for walking.,pɑːθ,3672,nature,A path leads to the river.,So'qmoq daryoga olib boradi.,,
photo,noun,A2,surat foto,фото,A picture made with a camera.,ˈfəʊtəʊ,3674,basics,She showed me her holiday photos.,U menga ta'til suratlarini ko'rsatdi.,picture,
picnic,noun,A2,sayil piknik,пикник,A meal eaten outside.,ˈpɪknɪk,3676,travel,We had a picnic by the river.,Daryo bo'yida piknik qildik.,,
plan,noun,A2,reja,план,Something you intend to do.,plæn,3678,basics,What are your plans for the weekend?,Dam olish kunlariga rejalaringiz qanday?,,
planet,noun,A2,sayyora,планета,A large round object that moves around a star.,ˈplænɪt,3680,nature,Mars is the red planet.,Mars — qizil sayyora.,,
postcard,noun,A2,otkritka,открытка,A card with a picture sent by post.,ˈpəʊstkɑːd,3682,travel,Send me a postcard from Paris.,Parijdan otkritka yuboring.,,
pot,noun,A2,qozon idish,кастрюля,A deep container for cooking.,pɒt,3684,home,The soup is in the pot.,Sho'rva qozonda.,,
price,noun,A2,narx,цена,The amount of money something costs.,praɪs,3686,work,The price of bread went up.,Non narxi ko'tarildi.,cost,
prize,noun,A2,sovrin mukofot,приз,Something you win in a competition.,praɪz,3688,school,She won first prize in the contest.,U tanlovda birinchi sovrinni yutdi.,award,
pupil,noun,A2,o'quvchi,ученик,A child at school.,ˈpjuːpl,3690,school,There are thirty pupils in the class.,Sinfda o'ttizta o'quvchi bor.,student,
purse,noun,A2,hamyon sumkacha,кошелёк,A small bag for money.,pɜːs,3692,clothes,Her purse is in her bag.,Hamyoni sumkasida.,wallet,
quiz,noun,A2,viktorina,викторина,A game with questions to answer.,kwɪz,3694,school,We had an English quiz today.,Bugun ingliz tilidan viktorina bo'ldi.,test,
accommodation,noun,B1,turar joy,жильё,A place to live or stay.,əˌkɒməˈdeɪʃn,3700,travel,The price includes accommodation.,Narxga turar joy kiradi.,housing,
attraction,noun,B1,diqqatga sazovor joy,достопримечательность,An interesting place for visitors; the power to attract.,əˈtrækʃn,3702,travel,Registan is the main attraction.,Registon — asosiy diqqatga sazovor joy.,,
ceremony,noun,B1,marosim,церемония,A formal event for a special occasion.,ˈserəməni,3704,time,The wedding ceremony was beautiful.,To'y marosimi go'zal bo'ldi.,,
comparison,noun,B1,taqqoslash,сравнение,The act of comparing things.,kəmˈpærɪsn,3706,basics,Make a comparison between the two cities.,Ikki shaharni taqqoslang.,,
connection,noun,B1,aloqa bog'lanish,связь,A link between things or people.,kəˈnekʃn,3708,basics,The internet connection is slow.,Internet aloqasi sekin.,link,
destination,noun,B1,manzil boradigan joy,пункт назначения,The place you are travelling to.,ˌdestɪˈneɪʃn,3710,travel,Our final destination is Khiva.,Yakuniy manzilimiz — Xiva.,,
discount,noun,B1,chegirma,скидка,A reduction in price.,ˈdɪskaʊnt,3712,work,Students get a ten percent discount.,Talabalar o'n foiz chegirma oladi.,,
discussion,noun,B1,muhokama,обсуждение,A talk about something with different opinions.,dɪˈskʌʃn,3714,school,We had a class discussion about sport.,Sinfda sport haqida muhokama qildik.,debate,
employment,noun,B1,bandlik ish,занятость,The state of having a paid job.,ɪmˈplɔɪmənt,3716,work,The factory provides employment for many.,Zavod ko'pchilikni ish bilan ta'minlaydi.,,unemployment
entrance,noun,B1,kirish joyi,вход,The door or gate to enter.,ˈentrəns,3718,places,Wait for me at the main entrance.,Meni asosiy kirish joyida kuting.,,exit
equipment,noun,B1,jihoz uskuna,оборудование,The things needed for an activity.,ɪˈkwɪpmənt,3720,work,The gym has modern equipment.,Sport zali zamonaviy jihozlarga ega.,,
exhibition,noun,B1,ko'rgazma,выставка,A public show of art or objects.,ˌeksɪˈbɪʃn,3722,places,We visited a photo exhibition.,Foto ko'rgazmaga bordik.,,
explanation,noun,B1,tushuntirish izoh,объяснение,Words that make something clear.,ˌekspləˈneɪʃn,3724,school,The teacher's explanation was clear.,O'qituvchining tushuntirishi aniq edi.,,
furniture,noun,B1,mebel,мебель,Tables chairs beds and similar things.,ˈfɜːnɪtʃə,3726,home,The room has simple furniture.,Xonada oddiy mebel bor.,,
identity,noun,B1,shaxsiyat o'zlik,личность,Who a person is.,aɪˈdentəti,3728,basics,Language is part of our identity.,Til — o'zligimizning bir qismi.,,
instruction,noun,B1,ko'rsatma yo'riqnoma,инструкция,Information about how to do something.,ɪnˈstrʌkʃn,3730,school,Read the instructions before the test.,Testdan oldin ko'rsatmalarni o'qing.,direction,
insurance,noun,B1,sug'urta,страхование,Protection against loss paid for in advance.,ɪnˈʃʊərəns,3732,work,Travel insurance is important.,Sayohat sug'urtasi muhim.,,
invitation,noun,B1,taklifnoma,приглашение,A request to come to an event.,ˌɪnvɪˈteɪʃn,3734,time,I got an invitation to the wedding.,To'yga taklifnoma oldim.,,
passenger,noun,B1,yo'lovchi,пассажир,A person travelling in a vehicle.,ˈpæsɪndʒə,3736,travel,The bus carries fifty passengers.,Avtobus ellik yo'lovchi tashiydi.,,
permission,noun,B1,ruxsat,разрешение,The right to do something given by someone.,pəˈmɪʃn,3738,basics,Ask for permission before leaving.,Ketishdan oldin ruxsat so'rang.,,
personality,noun,B1,xarakter shaxsiyat,характер,The qualities that make you who you are.,ˌpɜːsəˈnæləti,3740,feelings,She has a warm personality.,Uning xarakteri iliq.,character,
relationship,noun,B1,munosabat,отношения,The way people are connected.,rɪˈleɪʃnʃɪp,3742,people-family,They have a good relationship.,Ularning munosabati yaxshi.,,
tradition,noun,B1,an'ana urf-odat,традиция,A custom passed down over time.,trəˈdɪʃn,3744,basics,Drinking tea with guests is a tradition.,Mehmon bilan choy ichish — an'ana.,custom,
anxiety,noun,B2,xavotir bezovtalik,тревога,A feeling of worry or fear.,æŋˈzaɪəti,3750,feelings,Exam anxiety is common among students.,Imtihon xavotiri talabalar orasida keng tarqalgan.,worry,calm
assumption,noun,B2,taxmin faraz,предположение,Something believed without proof.,əˈsʌmpʃn,3752,basics,Your assumption turned out to be wrong.,Taxminingiz noto'g'ri chiqdi.,,
awareness,noun,B2,xabardorlik anglash,осведомлённость,Knowledge or understanding of something.,əˈweənəs,3754,basics,The campaign raised health awareness.,Kampaniya salomatlik haqidagi xabardorlikni oshirdi.,,
commitment,noun,B2,sadoqat majburiyat,приверженность,A promise to do something; dedication.,kəˈmɪtmənt,3756,work,Learning a language needs commitment.,Til o'rganish sadoqat talab qiladi.,dedication,
consumption,noun,B2,iste'mol,потребление,The use of food energy or goods.,kənˈsʌmpʃn,3758,basics,Energy consumption rises in winter.,Qishda energiya iste'moli oshadi.,,
criticism,noun,B2,tanqid,критика,Comments showing what is wrong with something.,ˈkrɪtɪsɪzəm,3760,basics,He accepts criticism calmly.,U tanqidni xotirjam qabul qiladi.,,praise
curiosity,noun,B2,qiziquvchanlik,любопытство,The desire to know or learn.,ˌkjʊəriˈɒsəti,3762,feelings,Curiosity drives scientific discovery.,Qiziquvchanlik ilmiy kashfiyotlarga yetaklaydi.,,
determination,noun,B2,qat'iyat,решимость,The quality of not giving up.,dɪˌtɜːmɪˈneɪʃn,3764,feelings,Her determination brought her success.,Qat'iyati unga muvaffaqiyat keltirdi.,persistence,
expectation,noun,B2,kutilma umid,ожидание,A belief about what will happen.,ˌekspekˈteɪʃn,3766,basics,The results exceeded all expectations.,Natijalar barcha kutilmalardan oshdi.,,
frustration,noun,B2,asabiylashish umidsizlik,разочарование,The feeling of being annoyed when you cannot succeed.,frʌˈstreɪʃn,3768,feelings,He hid his frustration and tried again.,U asabiylashganini yashirib yana urindi.,,
motivation,noun,B2,motivatsiya rag'bat,мотивация,The desire or reason to do something.,ˌməʊtɪˈveɪʃn,3770,feelings,Clear goals increase motivation.,Aniq maqsadlar motivatsiyani oshiradi.,,
aftermath,noun,C1,oqibat asorat,последствия,The period after a bad event.,ˈɑːftəmæθ,3780,ielts,The city rebuilt in the aftermath of the quake.,Shahar zilzila asoratidan keyin qayta qurildi.,,
allegation,noun,C1,ayblov da'vo,обвинение,A claim that someone did something wrong.,ˌæləˈɡeɪʃn,3782,ielts,The minister denied the allegations.,Vazir ayblovlarni rad etdi.,claim,
anomaly,noun,C1,g'ayrioddiy holat,аномалия,Something different from what is normal.,əˈnɒməli,3784,ielts,The warm winter was a climate anomaly.,Iliq qish iqlim anomaliyasi edi.,,
backlash,noun,C1,keskin norozilik,негативная реакция,A strong negative reaction.,ˈbæklæʃ,3786,ielts,The new tax caused a public backlash.,Yangi soliq keskin norozilik uyg'otdi.,,
caveat,noun,C1,ogohlantirish shart,оговорка,A warning to consider before acting.,ˈkæviæt,3788,ielts,The study comes with one caveat.,Tadqiqotning bitta ogohlantirishi bor.,warning,
cohort,noun,C1,guruh avlod,когорта,A group of people with something in common.,ˈkəʊhɔːt,3790,ielts,This year's cohort of students is larger.,Bu yilgi talabalar guruhi kattaroq.,,
connotation,noun,C1,qo'shimcha ma'no,коннотация,An idea a word suggests beyond its meaning.,ˌkɒnəˈteɪʃn,3792,ielts,The word has a negative connotation.,Bu so'zning salbiy ohangi bor.,,
contingency,noun,C1,kutilmagan holat,непредвиденный случай,A possible future event planned for.,kənˈtɪndʒənsi,3794,ielts,Keep savings for contingencies.,Kutilmagan holatlar uchun jamg'arma saqlang.,,
correlation,noun,C1,o'zaro bog'liqlik,корреляция,A connection between two things.,ˌkɒrəˈleɪʃn,3796,ielts,There is a correlation between sleep and grades.,Uyqu va baholar o'rtasida bog'liqlik bor.,link,
credentials,noun,C1,malaka hujjatlari,квалификация,Proof of ability or trustworthiness.,krəˈdenʃlz,3798,ielts,Her credentials impressed the committee.,Uning malaka hujjatlari qo'mitani hayratda qoldirdi.,,
discrepancy,noun,C1,nomuvofiqlik farq,расхождение,A difference between things that should match.,dɪˈskrepənsi,3800,ielts,There is a discrepancy in the figures.,Raqamlarda nomuvofiqlik bor.,,
disparity,noun,C1,tafovut tengsizlik,неравенство,A great difference.,dɪˈspærəti,3802,ielts,The income disparity keeps growing.,Daromad tafovuti o'sishda davom etmoqda.,gap,equality
downturn,noun,C1,pasayish,спад,A decline in economic activity.,ˈdaʊntɜːn,3804,ielts,Tourism suffered a sharp downturn.,Turizmda keskin pasayish kuzatildi.,decline,upturn
empathy,noun,C1,hamdardlik,эмпатия,The ability to understand others' feelings.,ˈempəθi,3806,ielts,Doctors need empathy as well as skill.,Shifokorlarga mahorat bilan birga hamdardlik ham kerak.,,
equilibrium,noun,C1,muvozanat,равновесие,A state of balance.,ˌiːkwɪˈlɪbriəm,3808,ielts,The market found a new equilibrium.,Bozor yangi muvozanat topdi.,balance,
foresight,noun,C1,uzoqni ko'ra bilish,дальновидность,The ability to predict future needs.,ˈfɔːsaɪt,3810,ielts,Planning ahead shows foresight.,Oldindan rejalashtirish uzoqni ko'ra bilishdan darak.,,hindsight
hindsight,noun,C1,keyin anglash,ретроспектива,Understanding a situation only after it has happened.,ˈhaɪndsaɪt,3812,ielts,In hindsight the decision was wrong.,Keyin qaraganda qaror noto'g'ri edi.,,foresight
hurdle,noun,C1,to'siq g'ov,препятствие,A problem to overcome.,ˈhɜːdl,3814,ielts,Funding is the main hurdle.,Moliyalashtirish — asosiy to'siq.,obstacle,
influx,noun,C1,oqib kelish,приток,The arrival of many people or things.,ˈɪnflʌks,3816,ielts,The city saw an influx of tourists.,Shaharga sayyohlar oqib keldi.,,
loophole,noun,C1,qonundagi bo'shliq,лазейка,A gap in rules that lets people avoid them.,ˈluːphəʊl,3818,ielts,The law closed a tax loophole.,Qonun soliq bo'shlig'ini yopdi.,,
mandate,noun,C1,vakolat topshiriq,мандат,Official authority to act.,ˈmændeɪt,3820,ielts,The government has a mandate for reform.,Hukumat islohotlar uchun vakolatga ega.,,
onset,noun,C1,boshlanish,начало,The beginning of something usually bad.,ˈɒnset,3822,ielts,The onset of winter came early.,Qish erta boshlandi.,start,
ordeal,noun,C1,og'ir sinov,испытание,A very difficult experience.,ɔːˈdiːl,3824,ielts,The journey became a real ordeal.,Safar chinakam og'ir sinovga aylandi.,,
outset,noun,C1,boshlanish dastlab,начало,The start of something.,ˈaʊtset,3826,ielts,Set the rules at the outset.,Qoidalarni boshidanoq belgilang.,beginning,end
oversight,noun,C1,nazorat e'tibordan chetda qolish,надзор,Supervision; a mistake of not noticing.,ˈəʊvəsaɪt,3828,ielts,The error was a simple oversight.,Xato oddiy e'tiborsizlik edi.,,
plight,noun,C1,og'ir ahvol,бедственное положение,A difficult and sad situation.,plaɪt,3830,ielts,The report describes the plight of refugees.,Hisobot qochqinlarning og'ir ahvolini tasvirlaydi.,,
predicament,noun,C1,mushkul vaziyat,затруднительное положение,A difficult situation with no clear way out.,prɪˈdɪkəmənt,3832,ielts,Losing both keys left him in a predicament.,Ikkala kalitni yo'qotish uni mushkul ahvolga solib qo'ydi.,,
ramification,noun,C1,oqibat tarmoqlanish,последствие,A complex result of an action.,ˌræmɪfɪˈkeɪʃn,3834,ielts,The law had unexpected ramifications.,Qonun kutilmagan oqibatlarga olib keldi.,consequence,
repercussion,noun,C1,aks-sado oqibat,последствие,A bad effect that happens later.,ˌriːpəˈkʌʃn,3836,ielts,The scandal had lasting repercussions.,Janjal uzoq davom etgan oqibatlar qoldirdi.,,
setback,noun,C1,muvaffaqiyatsizlik orqaga ketish,неудача,A problem that delays progress.,ˈsetbæk,3838,ielts,The project suffered a major setback.,Loyiha katta muvaffaqiyatsizlikka uchradi.,,breakthrough
stigma,noun,C1,tamg'a uyat,стигма,Shame attached to something by society.,ˈstɪɡmə,3840,ielts,The stigma around mental illness is fading.,Ruhiy kasallik atrofidagi tamg'a yo'qolib bormoqda.,,
trajectory,noun,C1,traektoriya yo'nalish,траектория,The path something follows over time.,trəˈdʒektəri,3842,ielts,The company's growth trajectory is impressive.,Kompaniyaning o'sish yo'nalishi ta'sirli.,path,
