headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
proactive,adjective,B2,tashabbuskor,инициативный,Acting in advance to prevent problems rather than reacting to them.,ˌprəʊˈæktɪv,32014,business,A proactive support team catches issues before customers notice.,Tashabbuskor qo'llab-quvvatlash jamoasi mijozlar sezmasdan oldin muammolarni tutadi.,forward-thinking,reactive
profitable,adjective,B1,"foydali, daromadli",прибыльный,Producing more income than costs.,ˈprɒfɪtəbl,32015,business,The branch became profitable within its second year.,Filial ikkinchi yilida daromadli bo'ldi.,lucrative | successful,unprofitable
prospectus,noun,C1,taklifnoma hujjati,проспект,"A document describing an investment, company or course to potential buyers.",prəˈspektəs,32016,business,The prospectus outlined the risks before the share sale.,Taklifnoma hujjati aksiyalar sotuvidan oldin xatarlarni bayon qildi.,brochure | plan,
rebrand,verb,B2,brendini yangilamoq,ребрендинг проводить,"To change a company's name or image, usually to reposition it.",ˌriːˈbrænd,32017,business,The airline rebranded after the merger to unify both fleets.,Aviakompaniya qo'shilishdan keyin ikkala flotni birlashtirish uchun brendini yangiladi.,reposition | relaunch,
relocate,verb,B1,"ko'chirmoq, joyini o'zgartirmoq",переезжать,"To move to a different place, especially for work.",ˌriːləʊˈkeɪt,32018,business,The head office is relocating to a smaller building downtown.,Bosh ofis shahar markazidagi kichikroq binoga ko'chirilmoqda.,move | relocate,
restructure,verb,B2,qayta tashkil etmoq,реструктурировать,"To reorganise a company's structure, often to cut costs.",ˌriːˈstrʌktʃə,32019,business,The bank restructured its debt to avoid bankruptcy.,Bank bankrotlikdan qochish uchun qarzini qayta tashkil etdi.,reorganize | overhaul,
scalable,adjective,B2,kengaytirilishi mumkin,масштабируемый,Able to grow easily to a much larger size.,ˈskeɪləbl,32020,business,Investors liked the idea because it was scalable across countries.,"Investorlar g'oyani yoqtirishdi, chunki u turli mamlakatlarda kengaytirilishi mumkin edi.",expandable,
shareholder,noun,B1,aksiyador,акционер,A person who owns shares in a company.,ˈʃeəhəʊldə,32021,business,Shareholders approved the merger at Thursday's meeting.,Aksiyadorlar payshanba kunidagi majlisda qo'shilishni ma'qulladi.,stockholder | investor,
solvent,adjective,C1,to'lovga qodir,платёжеспособный,Having enough money to pay all debts.,ˈsɒlvənt,32022,business,The fund remained solvent even during the downturn.,Fond pasayish davrida ham to'lovga qodir bo'lib qoldi.,financially stable,insolvent
stakeholder,noun,B2,manfaatdor tomon,заинтересованная сторона,A person or group with an interest in a business's decisions.,ˈsteɪkhəʊldə,32023,business,Every stakeholder was consulted before the policy changed.,Siyosat o'zgarishidan oldin har bir manfaatdor tomon bilan maslahatlashildi.,interested party,
takeover,noun,B2,kompaniyani sotib olish,поглощение,The act of gaining control of a company by buying most of its shares.,ˈteɪkəʊvə,32024,business,The takeover was completed without a single job lost.,Kompaniyani sotib olish bitta ham ish o'rni yo'qotilmasdan yakunlandi.,acquisition | buyout,
deploy,verb,B2,"joriy qilmoq, joylashtirmoq",внедрять,"To put a plan, resource or system into effective use.",dɪˈplɔɪ,32025,business,The new software will be deployed across all branches by June.,Yangi dasturiy ta'minot iyungacha barcha filiallarda joriy qilinadi.,implement | roll out,withdraw
endeavor,noun,B2,"urinish, harakat",начинание,A serious attempt to achieve something.,ɪnˈdevə,32026,business,The joint endeavor took three companies and two years.,Bu qo'shma harakat uch kompaniya va ikki yilni talab qildi.,attempt | undertaking,
feasibility,noun,B2,amalga oshirilish imkoniyati,осуществимость,Whether a plan can realistically be carried out.,ˌfiːzəˈbɪləti,32027,business,A feasibility study preceded the decision to expand abroad.,Chet elga kengayish qaroridan oldin amalga oshirilish imkoniyati tadqiqoti o'tkazildi.,viability,
kickoff,noun,B1,"boshlanish, start",старт,The formal start of a project or event.,ˈkɪkɒf,32028,business,The kickoff meeting set the deadlines for every team.,Boshlanish yig'ilishi har bir jamoa uchun muddatlarni belgiladi.,launch | start,
layoff,noun,B2,ishdan bo'shatish,увольнение,"The dismissal of employees, usually for economic reasons.",ˈleɪɒf,32029,business,The layoffs affected nearly a tenth of the workforce.,Ishdan bo'shatishlar ishchi kuchining deyarli o'ndan biriga ta'sir qildi.,redundancy | dismissal,hiring
logistical,adjective,B2,logistikaga oid,логистический,Relating to the detailed organisation of a complex operation.,ləˈdʒɪstɪkl,32030,business,Shipping to three continents raised serious logistical problems.,Uch qit'aga yetkazib berish jiddiy logistikaga oid muammolarni keltirib chiqardi.,organizational,
onboarding,noun,B2,ishga moslashtirish,адаптация сотрудника,The process of integrating a new employee into a company.,ˈɒnbɔːdɪŋ,32031,business,A clear onboarding plan reduced first-week questions sharply.,Aniq ishga moslashtirish rejasi birinchi hafta savollarini keskin kamaytirdi.,induction,
outsourcing,noun,B2,tashqi manbadan foydalanish,аутсорсинг,Paying an outside company to do work instead of doing it in-house.,ˈaʊtsɔːsɪŋ,32032,business,Outsourcing payroll freed the team to focus on hiring.,Ish haqi hisobini tashqi manbadan foydalanish jamoani yollashga e'tibor qaratishga bo'shatdi.,subcontracting,insourcing
perk,noun,B1,qo'shimcha imtiyoz,привилегия,A benefit given to employees in addition to their salary.,pɜːk,32033,business,Free lunch is one of the smaller perks of the job.,Bepul tushlik ishning kichikroq qo'shimcha imtiyozlaridan biri.,benefit | bonus,
quorum,noun,C1,kvorum,кворум,The minimum number of people needed for a meeting's decisions to count.,ˈkwɔːrəm,32034,business,"Without a quorum, the board could not vote on the merger.","Kvorum bo'lmasa, kengash qo'shilish bo'yicha ovoz bera olmasdi.",minimum attendance,
ratify,verb,C1,tasdiqlamoq (rasman),ратифицировать,To formally approve an agreement so it becomes valid.,ˈrætɪfaɪ,32035,business,The board ratified the new supplier contract on Monday.,Kengash dushanba kuni yangi yetkazib beruvchi shartnomasini rasman tasdiqladi.,approve | endorse,reject
severance,noun,C1,ishdan bo'shatish to'lovi,выходное пособие,Payment given to an employee when their job ends.,ˈsevərəns,32036,business,Severance packages included two months' salary.,Ishdan bo'shatish to'lovlari ikki oylik maoshni o'z ichiga oldi.,payoff,
stipulate,verb,C1,shart qilib qo'ymoq,оговаривать,To state something clearly as a required condition of an agreement.,ˈstɪpjuleɪt,32037,business,The contract stipulates a thirty-day notice period.,Shartnoma o'ttiz kunlik ogohlantirish muddatini shart qilib qo'ygan.,specify | require,
surcharge,noun,B2,qo'shimcha to'lov,доплата,An extra fee added to the usual cost.,ˈsɜːtʃɑːdʒ,32038,business,A fuel surcharge was added to every delivery invoice.,Har bir yetkazib berish hisob-fakturasiga yoqilg'i uchun qo'shimcha to'lov qo'shildi.,extra fee | levy,discount
synergy,noun,C1,o'zaro ta'sir samarasi,синергия,Extra benefit gained when two things work together rather than apart.,ˈsɪnədʒi,32039,business,The merger was pitched to investors as pure synergy.,Qo'shilish investorlarga sof o'zaro ta'sir samarasi sifatida taqdim etildi.,combined effect,
underwrite,verb,C1,kafolatlab moliyalashtirmoq,гарантировать финансирование,"To accept financial responsibility for a venture, or to insure it.",ˌʌndəˈraɪt,32040,business,A single bank underwrote the entire bond issue.,Bitta bank butun obligatsiya chiqarilishini kafolatlab moliyalashtirdi.,finance | guarantee,
