headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
swimming,noun,A1,suvda suzish,плавание,The sport or activity of moving your body through water using your arms and legs.,ˈswɪmɪŋ,12064,actions,I go to the local pool for swimming every Saturday morning.,Men har shanba kuni ertalab suzish uchun mahalliy basseynga boraman.,swimming sport,
bodies,noun,A2,tanalar jasadlar,тела,"The physical structures of people or animals, including the head, arms, and legs.",ˈbɒd.iz,12068,body-health,Our bodies need regular exercise to stay strong and healthy every day.,Har kuni sog'lom va baquvvat bo'lish uchun tanamiz muntazam mashqqa muhtoj.,forms figures,
pittsburgh,noun,B2,pittsburg,Питтсбург,A large industrial city located in the state of Pennsylvania in the United States.,ˈpɪtsbɜːɡ,12070,places,They are planning to move to Pittsburgh for a new job opportunity.,Ular yangi ish taklifi tufayli Pittsburgga ko'chib o'tishni rejalashtirmoqda.,,
moore,noun,C1,botqoqli yer,"болото, пустошь","An open area of high, rough, and wet land covered with wild bushes.",mɔː,12072,nature,They spent the afternoon hiking across the misty moore in Northern England.,Ular tushdan keyin Shimoliy Angliyadagi tumanli botqoqli hududda sayr qilishdi.,heath,
denmark,noun,A2,daniya,Дания,"A small country in Northern Europe, known for its high quality of life.",ˈdenmɑːk,12074,places,Denmark is famous for its beautiful cities and very friendly cycling culture.,Daniya o'zining chiroyli shaharlari va velosiped haydash madaniyati bilan mashhur.,,
patrick,noun,A1,patrik,Патрик,"A common male given name of Latin origin, popular in many English-speaking countries.",ˈpætrɪk,12078,people-family,My cousin Patrick is coming to visit us from Ireland next month.,Jiyanim Patrik keyingi oy Irlandiyadan biznikiga mehmonga kelyapti.,,
puerto,noun,B2,port bandargoh,"порт, гавань",A harbor or port where ships can dock and load or unload goods.,ˈpweətoʊ,12080,places,The cruise ship docked at the sunny Puerto early this morning.,Sayohat kemasi bugun erta tongda quyoshli bandargohga yetib keldi.,harbor port,
delaware,noun,B2,delaver,Делавэр,A small state located on the eastern coast of the United States of America.,ˈdeləweə,12082,places,Many companies choose to register their business in the state of Delaware.,Ko'pgina kompaniyalar o'z bizneslarini Delaver shtatida ro'yxatdan o'tkazishni afzal ko'rishadi.,,
barbara,noun,A1,barbara,Барбара,A common female given name used in many parts of the Western world.,ˈbɑːbərə,12084,people-family,Barbara is my mother's best friend since they were in high school.,Barbara onamning o'rta maktab davridan beri eng yaqin dugonasi hisoblanadi.,,
pursuant,adjective,C1,muvofiq binoan,согласно,"Happening in agreement with a particular law, rule, or previous decision.",pəˈsjuː.ənt,12086,ielts,The company acted pursuant to the new regulations set by the government.,Kompaniya hukumat tomonidan belgilangan yangi qoidalarga muvofiq ish tutdi.,accordingly conforming,contrary
fabric,noun,A2,mato gazlama,ткань,Cloth or other material produced by weaving or knitting fibers together.,ˈfæb.ɹɪk,12088,clothes,She chose a soft fabric to make a summer dress for herself.,U o'ziga yozgi ko'ylak tikish uchun yumshoq mato tanladi.,textile cloth,
caught,verb,A1,ushlab oldi tutdi,поймал,To seize or hold something that is moving through the air.,kɔːt,12090,actions,The goalkeeper caught the ball easily before it hit the net.,Darvozabon to'pni to'rga tegmasdan oldin osonlikcha ushlab oldi.,grabbed seized,dropped
tube,noun,A2,tyubik naycha,тюбик,A soft container that you squeeze to get out cream or toothpaste.,tuːb,12092,home,I squeezed a little bit of toothpaste out of the tube.,Men tish pastasi tyubigidan ozgina chiqardim.,container,
hobbies,noun,A1,qiziqishlar mashg'ulotlar,хобби,Activities that you enjoy doing during your free time for fun.,ˈhɒbiz,12094,basics,My favorite hobbies are reading books and playing the guitar.,Mening sevimli mashg'ulotlarim kitob o'qish va gitara chalish.,pastimes,
injuries,noun,B1,jarohatlar tan jarohatlari,травмы,Physical harm or damage caused to a person's body.,ˈɪndʒəriz,12096,body-health,He suffered several injuries after falling from his bicycle yesterday.,"Kecha velosipeddan yiqilib, u bir nechta jarohat oldi.",wounds,
madison,noun,C2,madison velopoygasi,мэдисон,A track cycling relay race where team members swap places to cover the most laps.,ˈmædɪsən,12098,actions,The team won the gold medal in the madison event last night.,Jamoa kecha madison poygasida oltin medalni qo‘lga kiritdi.,relay,
prison,noun,A2,qamoqxona hibsxona,тюрьма,A place where people are kept locked up as a punishment for crimes.,ˈpɹɪzn̩,12102,places,The man was sent to prison for stealing from the bank.,Ushbu erkak bankni o'g'irlagani uchun qamoqqa tashlandi.,big house,
skill,noun,A2,ko'nikma mahorat,умение,The ability to do a particular activity or job well through practice.,skɪl,12104,work,Learning a new language is a very useful skill for your career.,Yangi til o'rganish karyerangiz uchun juda foydali ko'nikmadir.,ability,
everyday,adjective,A2,kundalik oddiy,повседневный,Normal and used for ordinary life rather than for special occasions.,ˈɛvɹiˌdeɪ,12106,describing,These comfortable shoes are perfect for my everyday activities at work.,Bu qulay poyabzallar ishxonadagi kundalik ishlarim uchun juda mos keladi.,workaday,
apparently,adverb,B2,ko'rinishidan shekilli,по-видимому,Used to say that something seems to be true based on what you know.,əˈpæɹəntli,12108,ielts,"Apparently, the train will be delayed by at least thirty minutes today.",Ko'rinishidan poyezd bugun kamida o'ttiz daqiqaga kechikadigan ko'rinadi.,seemingly ostensibly,
surrounding,noun,B2,atrof-muhit,окружающая среда,The area or environment that is all around a person or thing.,səˈɹaʊndɪŋ,12110,places,The surrounding area is full of beautiful green trees and small hills.,Atrof-muhit chiroyli yashil daraxtlar va kichik tepaliklarga boy.,environment habitat,
popularity,noun,B1,ommaboplik mashhurlik,популярность,The state of being liked or supported by a large number of people.,ˌpɒp.jəˈlæɹ.ɪ.ti,12112,describing,The popularity of this new smartphone has grown very quickly this year.,Bu yangi smartfonning ommabopligi joriy yilda juda tez o'sib bordi.,fame,
inquiry,noun,B2,surishtiruv tekshiruv,запрос,A process of asking questions to get more information about a specific situation.,ɪnˈkwaɪəɹi,12114,ielts,The company launched an official inquiry into the cause of the accident.,Kompaniya baxtsiz hodisa sabablarini aniqlash uchun rasmiy surishtiruv boshladi.,investigation research,
ethernet,noun,C1,lokal tarmoq,Ethernet,A common technology used to connect computers together in a local network.,ˈiːθəˌnɛt,12116,work,We need to connect the desktop computer using an Ethernet cable today.,Biz bugun ish stol kompyuterini Ethernet kabeli yordamida ulashimiz kerak.,,
throw,verb,A2,otmoq uloqtirmoq,бросать,To use your hand to move an object through the air quickly.,θɹəʊ,12118,actions,Can you throw the ball to me across the wide green field?,To'pni keng yashil maydon orqali menga otib bera olasizmi?,cast hurl,catch
sierra,noun,C2,tog' tizmasi,горный хребет,"A long chain or range of mountains with a jagged, rough appearance.",siˈɛɹə,12120,nature,We hiked along the snow-covered sierra during our vacation last winter.,O'tgan qishki ta'tilimizda qor bilan qoplangan tog' tizmasi bo'ylab sayr qildik.,range mountain,
desert,noun,A2,cho'l sahro,пустыня,A large area of land with very little water and very few plants.,ˈdɛz.ət,12122,nature,The Sahara is the largest hot desert in the entire world.,Sahroi Kabir dunyodagi eng katta issiq cho'l hisoblanadi.,wasteland wilderness,
coordinator,noun,B2,muvofiqlashtiruvchi koordinatori,координатор,A person who organizes different people or things to work well together.,kəʊˈɔː.dɪ.neɪ.tər,12124,work,The event coordinator ensured that everything went according to the plan.,Tadbir koordinatori barcha ishlar rejaga muvofiq bajarilishini nazorat qildi.,organizer manager,
obviously,adverb,B1,shubhasiz ravshan,очевидно,"In a way that is easy to see, hear, or understand.",ˈɒ(b).vi.əs.li,12126,describing,She was obviously happy with the results of her hard work.,U mehnatining natijalaridan juda xursandligi yaqqol ko'rinib turardi.,clearly plainly,
mercury,noun,C1,simob,ртуть,"A heavy, silver-colored liquid metal used in thermometers and some electrical switches.",ˈmɜːkjʊɹi,12128,nature,Mercury is a toxic element that should be handled with care.,"Simob juda zaharli element bo'lib, u bilan juda ehtiyotkor bo'lish kerak.",,
handbook,noun,B2,qo'llanma,справочник,A book that contains instructions or information about a specific subject.,ˈhændˌbʊk,12130,work,The employee handbook contains all the rules of the company office.,Xodimlar qo'llanmasida kompaniya idorasining barcha qoidalari yozilgan.,manual guide,
worse,adjective,A2,yomonroq,хуже,More bad or of lower quality than something else.,wɜːs,12132,describing,Your exam results are worse than they were last year.,Imtihon natijalaringiz o'tgan yilgiga qaraganda yomonroq.,,better
victims,noun,B1,jabrlanuvchilar qurbonlar,жертвы,"People who have been hurt, killed, or suffered due to an accident or crime.",ˈvɪktɪmz,12134,ielts,The police are helping the victims of the storm find food.,Politsiya bo'ron qurbonlariga oziq-ovqat topishda yordam bermoqda.,sufferers,
burning,adjective,B1,yonayotgan yongan,горящий,"Giving off heat or fire, or feeling very hot.",ˈbɝnɪŋ,12136,nature,We sat near the burning fire to keep ourselves warm.,Isinib olish uchun yonayotgan olov yaqinida o'tirdik.,hot flaming,
coupons,noun,B1,kuponlar chegirma qog'ozlari,купоны,Paper tickets that allow you to buy goods at a lower price.,ˈkuːpɒnz,12138,work,I used my discount coupons to buy groceries at the store.,Do'kondan oziq-ovqat sotib olish uchun chegirma kuponlarimdan foydalandim.,vouchers,
somewhat,adverb,B2,sal qisman,отчасти,To a small or medium degree; a little bit.,ˈsʌmwɒt,12140,describing,The situation was somewhat complicated for the new team members.,Vaziyat yangi jamoa a'zolari uchun sal murakkabroq edi.,slightly rather,
receiver,noun,B2,qabul qiluvchi oluvchi,получатель,A person or thing that gets something that has been sent to them.,ɹəˈsiːvə,12142,ielts,She was the official receiver of the award for her team.,U jamoasi nomidan mukofotni qabul qilib oluvchi rasmiy shaxs edi.,recipient,
progressive,adjective,C1,taraqqiyparvar ilgari,прогрессивный,Supporting or encouraging modern ideas and change for the better.,pɹəˈɡɹɛsɪv,12144,ielts,The school follows a progressive approach to teaching its young students.,Maktab o'quvchilarni o'qitishda ilg'or yondashuvlardan foydalanadi.,modern advanced,conservative
glance,verb,B1,ko'z tashlamoq nazar solmoq,взглянуть,To look at something very quickly for a short amount of time.,ɡlɑːns,12146,actions,I took a quick glance at the clock before leaving home.,Uydan chiqishdan oldin soatga bir ko'z tashlab oldim.,peek glimpse,
scottish,adjective,A2,shotlandiyalik shotland,шотландский,"Relating to Scotland, its people, or its official language.",ˈskɒtɪʃ,12148,places,He enjoys listening to traditional Scottish folk music every morning.,U har tong an'anaviy shotland xalq musiqasini eshitishni yoqtiradi.,,
arcade,noun,B2,savdo markazi arkada,пассаж,A covered passage or area with shops along the sides.,ɑɹˈkeɪd,12150,places,We walked through the shopping arcade to escape the heavy rain.,Kichik yomg'irdan saqlanish uchun savdo markazi ichidan o'tdik.,gallery passage,
richmond,noun,B2,Richmond,Ричмонд,The capital city of the state of Virginia in the United States.,ˈrɪtʃmənd,12152,places,Richmond is an important historical city in the American South.,Richmond Amerika janubidagi muhim tarixiy shaharlardan biridir.,,
sacramento,noun,B2,Sakramento,Сакраменто,The capital city of the US state of California.,ˌsakrəˈmɛntəʊ,12154,places,The government buildings are located in the city of Sacramento.,Hukumat binolari Sakramento shahrida joylashgan.,,
impossible,adjective,A2,imkonsiz bajarib bo'lmaydigan,невозможный,Something that cannot be done or does not happen.,ɪmˈpɒs.ɪ.bəl,12156,describing,It is impossible to finish this project in just one hour.,Bu loyihani atigi bir soat ichida tugatishning imkoni yo'q.,unattainable unachievable,possible
fiber,noun,B2,tola,волокно,"A long thin piece of material used to make thread, cloth or paper.",ˈfaɪ.bɚ,12158,nature,The microscope showed a single blue fiber stuck to his shoe.,Mikroskop uning poyabzaliga yopishib qolgan bitta ko'k tolalarni ko'rsatdi.,thread filament,
depression,noun,B2,tushkunlik ruhiy tushkunlik,депрессия,A medical condition where a person feels very sad and lacks energy for a long time.,dɪˈpɹɛʃən,12160,body-health,"I used to suffer from depression, but now I feel much better.","Ilgari men tushkunlikdan aziyat chekardim, lekin hozir o'zimni ancha yaxshi his qilyapman.",despondency misery,
graph,noun,B1,grafik diagramma,график,A drawing that shows the relationship between different sets of numbers or information.,ɡɹɑːf,12162,ielts,The graph shows how the population has changed over the last decade.,Grafik aholi soni oxirgi o'n yillikda qanday o'zgarganini ko'rsatib turibdi.,chart diagram,
platinum,noun,C1,platina,платина,A valuable silver-white metal that is very strong and does not change easily.,ˈplæt.ɪn.əm,12164,nature,The ring was made of expensive platinum set with small diamonds.,Ushbu uzuk kichik olmoslar qadalgan qimmatbaho platinadan yasalgan edi.,,
judgment,noun,B2,fikr qaror,суждение,The ability to make good decisions or form an opinion based on facts.,ˈd͡ʒʌd͡ʒ.mənt,12166,ielts,You should use your own judgment when deciding what is right or wrong.,Nima to'g'ri yoki noto'g'ri ekanligini hal qilishda o'z fikringizga tayanishingiz kerak.,discernment opinion,
tissue,noun,B1,qog'oz ro'molcha,салфетка,"A soft, thin piece of paper used for cleaning your nose or face.",ˈtɪs.juː,12168,home,I need a tissue because I think I am getting a cold.,"Menga qog'oz ro'molcha kerak, shekilli shamollab qoldim.",handkerchief,
memorabilia,noun,C1,esdalik buyumlar,памятные вещи,"Objects collected because they are connected to a person, event, or time in history.",ˌmɛm(ə)ɹəˈbɪlɪə,12170,ielts,He keeps a collection of old concert memorabilia in his study room.,U o'z ishxonasida konsertlardan yig'ilgan esdalik buyumlarini saqlaydi.,souvenirs mementos,
cartridge,noun,B2,kartrij,картридж,A small container that can be easily replaced inside a machine or device.,ˈkɑː.tɹɪd͡ʒ,12172,work,The printer stopped working because the ink cartridge was completely empty.,Printerning siyoh kartriji tugab qolgani uchun u ishlamay qoldi.,,
folk,noun,B1,odamlar,люди,"People in general, especially those who belong to a specific group.",fəʊk,12174,people-family,There were so many folk at the park during the sunny afternoon.,Quyoshli tushdan keyin bog'da juda ko'p odamlar bor edi.,people,
subsection,noun,B2,kichik bo'lim qism,подраздел,A small part of a larger section within a document or book.,ˈsʌbˌsɛk.ʃən,12176,ielts,Please read the final subsection of the report before the meeting starts.,"Majlis boshlanguniga qadar iltimos, hisobotning oxirgi kichik bo'limini o'qib chiqing.",part division,
electricity,noun,B1,elektr elektr energiyasi,электричество,"A form of energy that powers machines, lights, and electronic devices.",ˌiːlɛkˈtɹɪsɪti,12178,home,The power went out and we lost all our electricity last night.,"Kecha chiroq o'chib qolib, elektr energiyasidan uzilib qoldik.",power energy,
permitted,adjective,B1,ruxsat etilgan,разрешенный,Allowed or authorized to be done by rules or laws.,pɚˈmɪtɪd,12180,ielts,Smoking is not permitted inside the public building during office hours.,Ish vaqti davomida jamoat binosi ichida chekishga ruxsat yo'q.,allowed authorized,forbidden
arrival,noun,A2,kelish yetib kelish,прибытие,The act of reaching a place or getting to a destination.,əˈɹaɪ.vl̩,12182,travel,The arrival of our train was delayed by over two hours.,Poyezdimizning yetib kelishi ikki soatdan ko'proqqa kechikdi.,incoming,
okay,adjective,A1,yaxshi ma'qul,хорошо,"Acceptable or satisfactory, but not particularly good or bad.",ˌəʊˈkeɪ,12184,basics,"The movie was just okay, but I enjoyed the popcorn.","Kino o'rtacha bo'ldi, lekin makkajo'xori popkorni menga yoqdi.",fine acceptable,
emphasis,noun,B2,urg'u alohida e'tibor,ударение,Special importance or attention given to a particular thing.,ˈɛmfəsɪs,12186,ielts,The school places a lot of emphasis on learning foreign languages.,Maktab chet tillarini o'rganishga alohida urg'u beradi.,focus weight,
closer,adjective,A2,yaqinroq,ближе,At a shorter distance or having a more intimate relationship.,ˈkləʊ.sə,12188,describing,Please sit closer to the screen so you can see better.,"Iltimos, yaxshiroq ko'rish uchun ekranga yaqinroq o'tiring.",nearer,farther
shadow,noun,A2,soya,тень,A dark shape made when an object blocks light from a source.,ˈʃædəʊ̯,12190,nature,We sat in the shadow of a large tree to escape heat.,Issiqdan qochish uchun katta daraxtning soyasida o'tirdik.,shade,
infection,noun,B2,infeksiya yuqumli kasallik,инфекция,A disease or condition caused by the entry of germs into the body.,ɪnˈfɛkʃən,12192,body-health,You should clean the wound properly to prevent a serious infection.,Jarohatga infeksiya tushmasligi uchun uni yaxshilab tozalash kerak.,disease sickness,
expense,noun,B2,xarajat chiqim,расход,The amount of money that you need to spend on something.,ɪkˈspɛns,12194,work,Buying a new car was a big expense for our family budget.,Yangi mashina sotib olish oilaviy byudjetimiz uchun katta xarajat bo'ldi.,cost price,
grove,noun,C1,to'qayzor bog',роща,A small group of trees growing together in an area.,ɡɹəʊv,12196,nature,They enjoyed walking through the quiet olive grove during their holiday.,Ular ta'til paytida zaytun bog'i bo'ylab sayr qilishdan zavqlanishdi.,woodland thicket,
eligibility,noun,C1,talabga javob berish huquqi,пригодность,The state of having the necessary requirements to do or obtain something.,ˌɛl.ɪ.d͡ʒəˈbɪl.ɪ.ti,12198,ielts,The committee will check your eligibility for the student scholarship program.,Qo'mita talabalar stipendiya dasturiga mos kelishingizni tekshirib chiqadi.,suitability qualification,
clinic,noun,A2,klinika poliklinika,клиника,A place where people go to get medical treatment or advice.,ˈklɪn.ɪk,12200,body-health,He made an appointment at the local clinic for a checkup.,U tekshiruvdan o'tish uchun mahalliy klinikaga yozildi.,surgery medical center,
healing,noun,B2,tuzalish shifolanish,исцеление,The process where the body becomes healthy again after being hurt or sick.,ˈhiːlɪŋ,12202,body-health,Rest and good food are important for the healing of your wound.,Yaralaringiz tuzalishi uchun dam olish va yaxshi ovqatlanish muhim.,recovery,
princess,noun,A2,malika,принцесса,A daughter or granddaughter of a king or queen.,pɹɪnˈsɛs,12204,people-family,The young princess waved to the crowds from the palace balcony.,Yosh malika saroy balkonidan olomonga qo'l siltadi.,,
mall,noun,A1,savdo markazi,торговый центр,A large building with many different shops and restaurants inside.,mɔːl,12206,places,We spent all Saturday afternoon walking around the big city mall.,Biz butun shanba tushdan keyinni shahardagi katta savdo markazida o'tkazdik.,,
packet,noun,A2,qadoq pachka,пакет,A small paper or plastic container used to hold things.,ˈpæk.ɪt,12208,basics,"Don't throw the empty crisp packet on the floor, please.","Iltimos, bo'sh chips qadog'ini yerga tashlamang.",package,
spray,verb,B1,sepmoq purkamoq,брызгать,To push liquid out of a container in very small drops.,spɹeɪ,12210,actions,He had to spray some water on the dry plants in the garden.,U bog'dagi quruq o'simliklarga suv sepishi kerak edi.,sprinkle,
involvement,noun,B2,ishtirok qatnashish,участие,The act of taking part in an activity or event.,ɪnˈvɑlv.mənt,12212,ielts,Her involvement in the school project helped everyone finish the work faster.,Uning maktab loyihasidagi ishtiroki hammaga ishni tezroq tugatishga yordam berdi.,participation,
dad,noun,A1,dada ota,папа,The father of a child.,dæd,12214,people-family,My dad taught me how to ride a bicycle when I was young.,Yoshligimda dadam menga velosiped haydashni o'rgatgan edi.,father,
placement,noun,B2,joylashtirish o'rniga qo'yish,размещение,The act of putting something or someone in a particular place.,ˈpleɪ̯smənt,12216,ielts,The careful placement of the cameras helps keep the building very safe.,Kameralarning ehtiyotkorlik bilan joylashtirilishi binoni juda xavfsiz saqlashga yordam beradi.,positioning,
observations,noun,B2,kuzatishlar,наблюдения,The act of watching something carefully to learn or record details about it.,ˌɑbzɚˈveɪʃənz,12218,ielts,Scientists recorded their observations throughout the long study of the rare birds.,Olimlar nodir qushlarni uzoq muddatli o'rganish davomida o'z kuzatishlarini qayd etdilar.,findings reports,
funded,verb,B2,moliyalashtirilgan mablag' bilan ta'minlangan,финансируемый,To have provided the money required for a project or an organization.,ˈfʌndɪd,12220,work,The local government funded the construction of the new school library building.,Mahalliy hokimiyat yangi maktab kutubxonasi binosi qurilishini moliyalashtirdi.,financed supported,
pat,verb,B1,sekin urmoq silamoq,похлопывать,To touch someone or something gently several times with your flat hand.,pæt,12222,actions,He bent down to pat the dog on its soft brown head.,U itning yumshoq jigarrang boshini silash uchun egildi.,tap touch,
fell,verb,C1,kesib yiqitmoq qulatmoq,валить,To cut down a tree so that it falls to the ground.,fɛl,12224,nature,They had to fell several dead trees to keep the forest path safe.,O'rmon yo'lini xavfsiz qilish uchun ular bir nechta qurigan daraxtni kesib yiqitishdi.,cut chop,
motorcycle,noun,A2,mototsikl,мотоцикл,A road vehicle with two wheels that is powered by an engine.,ˈməʊtəˌsaɪkəl,12226,travel,My brother rides his motorcycle to work every single morning in summer.,Akam yozda har kuni ishga mototsiklda qatnaydi.,motorbike bike,
disclosure,noun,C1,oshkor etish,раскрытие,The act of making secret or private information known to other people.,dɪsˈkləʊʒə(ɹ),12228,ielts,The company was forced to make a full disclosure of its finances.,Kompaniya o'z moliyaviy hisobotini to'liq oshkor etishga majbur bo'ldi.,revelation exposure,concealment
establishment,noun,B2,muassasa tashkilot,учреждение,A place of business or a building where a professional organization is located.,ɪˈstæblɪʃmənt,12230,work,Pedro's is a fine establishment serving a variety of delicious food.,Pedro's – mazali taomlar taqdim etadigan ajoyib muassasa.,organization institution,
tourist,noun,A2,sayyoh,турист,A person who visits a place for pleasure and enjoyment while on holiday.,ˈtʊəɹɪst,12232,travel,Many tourists visit the old city to see the historical monuments.,Ko'plab sayyohlar tarixiy obidalarni ko'rish uchun eski shaharga kelishadi.,visitor traveler,
murder,noun,B2,qotillik,убийство,The crime of intentionally and illegally killing another person.,ˈmɜːdə(ɹ),12234,ielts,The police are investigating the murder that happened last night.,Politsiya o'tgan tun sodir bo'lgan qotillikni tekshirmoqda.,killing homicide,
