headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
directional,adjective,C1,yo'nalishga oid,направленный,Relating to the direction in which something moves or points.,dəˈrekʃənl,7000,describing,The airport uses directional signs to help passengers find their gates.,Aeroport yo'lovchilarga darvozalarini topishda yordam berish uchun yo'nalish belgilaridan foydalanadi.,navigational,nondirectional
undirected,adjective,C1,yo'naltirilmagan,ненаправленный,Not aimed toward a particular purpose or target; lacking guidance.,ˌʌndəˈrektɪd,8200,describing,"The meeting felt undirected, with no clear agenda or goal.","Yig'ilish aniq kun tartibi yoki maqsadsiz, yo'naltirilmagandek tuyuldi.",aimless unguided,directed
insecure,adjective,B2,o'ziga ishonchsiz,неуверенный в себе,Not confident about oneself; lacking a feeling of safety.,ˌɪnsɪˈkjʊr,5200,feelings,Teenagers often feel insecure about their appearance.,O'smirlar ko'pincha o'z tashqi ko'rinishiga ishonchsiz his qilishadi.,unconfident anxious,secure
insecurely,adverb,C1,ishonchsiz tarzda,неуверенно,In a way that shows a lack of confidence or safety.,ˌɪnsɪˈkjʊrli,8100,describing,The ladder was insecurely fastened to the wall and began to slip.,Narvon devorga ishonchsiz o'rnatilgan edi va sirg'ana boshladi.,unsteadily,securely
insecurity,noun,B2,o'ziga ishonchsizlik,неуверенность в себе,A feeling of anxiety or lack of confidence about oneself.,ˌɪnsɪˈkjʊrəti,5700,feelings,His constant need for approval came from deep insecurity.,Uning doimiy tasdiqlanishga bo'lgan ehtiyoji chuqur ishonchsizlikdan kelib chiqqan.,self-doubt anxiety,confidence
overconfident,adjective,B2,ortiqcha o'ziga ishongan,самоуверенный,"Having too much confidence in one's own abilities, often unwisely.",ˌoʊvərˈkɒnfɪdənt,5800,describing,The team lost because they became overconfident after an early lead.,Jamoa erta gol tufayli ortiqcha o'ziga ishongani sababli mag'lub bo'ldi.,cocky,insecure
overconfidence,noun,C1,ortiqcha o'ziga ishonch,самоуверенность,"Excessive belief in one's own abilities, often leading to poor judgment.",ˌoʊvərˈkɒnfɪdəns,7500,describing,Overconfidence led the investors to ignore obvious warning signs.,Ortiqcha o'ziga ishonch investorlarni ochiq ogohlantiruvchi belgilarni e'tiborsiz qoldirishga olib keldi.,cockiness,self-doubt
tolerant,adjective,B1,bag'rikeng,терпимый,Willing to accept behavior or opinions different from one's own.,ˈtɒlərənt,3600,describing,A good teacher is tolerant of different learning styles.,Yaxshi o'qituvchi turli xil o'rganish uslublariga bag'rikeng bo'ladi.,accepting open-minded,intolerant
tolerantly,adverb,C1,bag'rikenglik bilan,терпимо,In a way that accepts behavior or beliefs different from one's own.,ˈtɒlərəntli,7800,describing,She listened tolerantly to opinions she strongly disagreed with.,U keskin qarshi bo'lgan fikrlarni bag'rikenglik bilan tingladi.,patiently,intolerantly
intolerant,adjective,B2,bag'rikeng bo'lmagan,нетерпимый,"Not willing to accept views, behavior, or people that are different.",ɪnˈtɒlərənt,5300,describing,He is intolerant of any criticism of his work.,U o'z ishiga bo'lgan har qanday tanqidga bag'rikeng emas.,narrow-minded,tolerant
intolerantly,adverb,C1,bag'rikeng bo'lmagan holda,нетерпимо,In a way that refuses to accept different views or behavior.,ɪnˈtɒlərəntli,8300,describing,The manager reacted intolerantly to any suggestion of change.,Menejer har qanday o'zgarish taklifiga bag'rikeng bo'lmagan holda javob berdi.,narrow-mindedly,tolerantly
intolerance,noun,B2,bag'rikenglik yo'qligi,нетерпимость,"Unwillingness to accept views, beliefs, or people that are different from one's own.",ɪnˈtɒlərəns,5900,describing,The festival was created to fight racial intolerance in the city.,Festival shahardagi irqiy bag'rikenglik yo'qligiga qarshi kurashish uchun tashkil etilgan.,bigotry prejudice,tolerance
acceptably,adverb,C1,qoniqarli tarzda,приемлемо,In a way that is good enough to be approved of or allowed.,əkˈseptəbli,7900,describing,"The project was completed acceptably, though not perfectly.","Loyiha mukammal bo'lmasa-da, qoniqarli tarzda yakunlandi.",adequately satisfactorily,unacceptably
unacceptable,adjective,B1,maqbul bo'lmagan,неприемлемый,Not satisfactory or allowed; not able to be accepted.,ˌʌnəkˈseptəbl,3700,describing,Such rude behavior is unacceptable in this workplace.,Bunday qo'pol xatti-harakat bu ish joyida maqbul emas.,unsatisfactory intolerable,acceptable
unacceptably,adverb,B2,maqbul bo'lmagan darajada,неприемлемо,To a degree that is not satisfactory or allowed.,ˌʌnəkˈseptəbli,6100,describing,Response times at the clinic were unacceptably slow.,Klinikadagi javob berish vaqti maqbul bo'lmagan darajada sekin edi.,intolerably,acceptably
appreciative,adjective,B2,minnatdorchilik bildiruvchi,благодарный,Feeling or showing gratitude or pleasure in response to something.,əˈpriːʃətɪv,5400,feelings,The audience was appreciative and applauded for several minutes.,"Tomoshabinlar minnatdorchilik bildirib, bir necha daqiqa qarsak chalishdi.",grateful thankful,ungrateful
appreciatively,adverb,C1,minnatdorchilik bilan,благодарно,In a way that shows gratitude or pleasure.,əˈpriːʃətɪvli,7900,describing,She nodded appreciatively after tasting the meal her friend cooked.,"U do'sti pishirgan taomni tatib ko'rgach, minnatdorchilik bilan bosh irg'adi.",gratefully,ungratefully
unappreciated,adjective,B2,qadrlanmagan,неоценённый,Not recognized or valued for one's efforts or qualities.,ˌʌnəˈpriːʃieɪtɪd,6300,feelings,She felt unappreciated after years of hard work went unnoticed.,"Yillar davomida qilgan mehnati sezilmagach, u o'zini qadrlanmagandek his qildi.",unrecognized undervalued,appreciated
valuably,adverb,C1,foydali tarzda,ценно,In a way that adds significant worth or usefulness.,ˈvæljuəbli,8400,describing,The volunteers contributed valuably to the community project.,Ko'ngillilar jamoat loyihasiga foydali tarzda hissa qo'shishdi.,usefully,uselessly
invaluable,adjective,B2,bebaho,бесценный,Extremely useful; too valuable to be measured.,ɪnˈvæljuəbl,5000,describing,Her advice was invaluable when I was starting my own business.,O'z biznesimni boshlaganimda uning maslahati bebaho edi.,priceless indispensable,worthless
devalue,verb,B2,qadrsizlantirish,обесценивать,"To reduce the value or worth of something, or to reduce a currency's exchange rate.",ˌdiːˈvæljuː,6400,work,The central bank decided to devalue the national currency.,Markaziy bank milliy valyutani qadrsizlantirishga qaror qildi.,depreciate belittle,appreciate
overvalue,verb,C1,ortiqcha baholash,переоценивать,To consider something to be worth more than it actually is.,ˌoʊvərˈvæljuː,8000,work,Investors tend to overvalue companies during periods of market excitement.,Investorlar bozor hayajoni davrida kompaniyalarni ortiqcha baholashga moyil bo'lishadi.,overrate,undervalue
undervalue,verb,B2,kam baholash,недооценивать,To consider something to be worth less than it actually is.,ˌʌndərˈvæljuː,6200,work,Many companies undervalue the importance of good customer service.,Ko'plab kompaniyalar yaxshi mijozlarga xizmat ko'rsatishning ahamiyatini kam baholaydi.,underrate,overvalue
considerate,adjective,B2,e'tiborli,внимательный к другим,Thinking carefully about the feelings and needs of other people.,kənˈsɪdərət,5000,describing,It was very considerate of you to save me a seat.,Menga o'rin saqlab qo'yishingiz juda e'tiborli xatti-harakat edi.,thoughtful caring,inconsiderate
considerately,adverb,C1,e'tiborli tarzda,внимательно к другим,In a way that shows thought for other people's feelings and needs.,kənˈsɪdərətli,7900,describing,He considerately lowered his voice so as not to wake the baby.,U chaqaloqni uyg'otmaslik uchun e'tiborli tarzda ovozini pasaytirdi.,thoughtfully,inconsiderately
inconsiderate,adjective,B2,e'tiborsiz,невнимательный к другим,Not thinking about the feelings or needs of other people.,ˌɪnkənˈsɪdərət,5700,describing,Parking in two spaces was pretty inconsiderate of other drivers.,Ikkita joyga to'xtash boshqa haydovchilarga nisbatan juda e'tiborsizlik edi.,thoughtless selfish,considerate
inconsiderately,adverb,C1,e'tiborsiz tarzda,невнимательно к другим,In a way that shows no thought for other people's feelings or needs.,ˌɪnkənˈsɪdərətli,8300,describing,He inconsiderately played loud music late at night.,U kechqurun kech vaqtda e'tiborsiz tarzda baland ovozda musiqa qo'ydi.,thoughtlessly,considerately
considerably,adverb,B2,sezilarli darajada,значительно,To a large or noticeable degree; a lot.,kənˈsɪdərəbli,4400,describing,Prices have risen considerably over the past year.,Narxlar o'tgan yil davomida sezilarli darajada oshdi.,significantly substantially,slightly
respectful,adjective,B1,hurmatli,уважительный,Showing politeness and consideration toward someone.,rɪˈspektfl,3400,describing,Students should be respectful toward their teachers.,Talabalar o'qituvchilariga hurmat ko'rsatishi kerak.,polite courteous,disrespectful
respectfully,adverb,B2,hurmat bilan,уважительно,In a way that shows politeness and consideration toward someone.,rɪˈspektfəli,5600,describing,She respectfully disagreed with her manager's decision.,U menejerining qaroriga hurmat bilan qarshi chiqdi.,politely courteously,disrespectfully
disrespectful,adjective,B2,hurmatsiz,неуважительный,Showing a lack of respect or consideration for someone.,ˌdɪsrɪˈspektfl,5500,describing,It's disrespectful to interrupt someone while they are speaking.,Kimningdir gapini bo'lish hurmatsizlik hisoblanadi.,rude impolite,respectful
disrespectfully,adverb,C1,hurmatsiz tarzda,неуважительно,In a way that shows a lack of respect or consideration for someone.,ˌdɪsrɪˈspektfəli,7900,describing,He spoke disrespectfully to the elderly customer.,U keksa mijozga hurmatsiz tarzda gapirdi.,rudely,respectfully
courageous,adjective,B2,jasur,смелый,"Showing bravery, especially when facing danger or difficulty.",kəˈreɪdʒəs,4700,describing,The firefighters made a courageous rescue from the burning building.,O't o'chiruvchilar yonayotgan binodan jasurona qutqaruv ishlarini amalga oshirishdi.,brave bold,cowardly
courageously,adverb,C1,jasurona,смело,In a way that shows bravery when facing danger or difficulty.,kəˈreɪdʒəsli,7600,describing,She courageously spoke out against the unfair policy.,U adolatsiz siyosatga qarshi jasurona ovoz ko'tardi.,bravely boldly,cowardly
discouraging,adjective,B2,ruhni tushiruvchi,обескураживающий,Making someone feel less confident or hopeful about something.,dɪˈskɜːrɪdʒɪŋ,5400,feelings,The low test scores were discouraging for the whole class.,Past test natijalari butun sinf uchun ruhni tushiruvchi edi.,disheartening demoralizing,encouraging
encouraging,adjective,B1,rag'batlantiruvchi,обнадёживающий,"Giving someone support, confidence, or hope about something.",ɪnˈkɜːrɪdʒɪŋ,3300,feelings,The doctor's report was encouraging; the treatment was working.,Shifokorning hisoboti ilhomlantiruvchi edi; davolash samara berayotgan edi.,hopeful supportive,discouraging
variously,adverb,C1,turlicha,по-разному,"In a number of different ways, at different times, or by different people.",ˈveəriəsli,8200,describing,The plan has been described variously as brilliant and reckless.,"Reja turlicha - ba'zan ajoyib, ba'zan esa beparvo deb ta'riflangan.",differently diversely,uniformly
invariably,adverb,C1,doimo,неизменно,"Always, in every case; without exception.",ɪnˈveəriəbli,6900,describing,He invariably arrives at the office before everyone else.,U hamisha ofisga hammadan oldin keladi.,always consistently,occasionally
invariable,adjective,C1,o'zgarmas,неизменный,Never changing; always the same in every case.,ɪnˈveəriəbl,7300,describing,"Her morning routine is almost invariable, day after day.",Uning ertalabki tartibi kundan kunga deyarli o'zgarmasdir.,constant unchanging,variable
indifferently,adverb,C1,beparvo tarzda,безразлично,"In a way that shows no interest, concern, or preference.",ɪnˈdɪfrəntli,7800,describing,He shrugged indifferently when asked about the result.,Natija haqida so'ralganda u beparvo tarzda yelka qisdi.,apathetically,enthusiastically
indifference,noun,B2,beparvolik,безразличие,"A lack of interest, concern, or sympathy toward something.",ɪnˈdɪfrəns,5600,feelings,His indifference to the suffering of others shocked his friends.,Uning boshqalarning azob-uqubatlariga nisbatan beparvoligi do'stlarini hayratga soldi.,apathy unconcern,enthusiasm
