headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
inefficiency,noun,C1,samarasizlik,неэффективность,"The failure to use time, resources, or effort in the best possible way.",ˌɪnɪˈfɪʃənsi,7100,describing,The audit revealed serious inefficiency in the company's processes.,Audit kompaniya jarayonlarida jiddiy samarasizlikni aniqladi.,waste ineffectiveness,efficiency
ineffective,adjective,B2,natijasiz,неэффективный,Not producing the intended result or effect.,ˌɪnɪˈfektɪv,5500,describing,The new policy proved ineffective at reducing traffic.,Yangi siyosat tirbandlikni kamaytirishda samarasiz bo'lib chiqdi.,unsuccessful futile,effective
ineffectiveness,noun,C1,samarasizlik,неэффективность,The state of not producing the desired or intended result.,ˌɪnɪˈfektɪvnəs,8300,describing,Critics pointed to the ineffectiveness of the current approach.,Tanqidchilar hozirgi yondashuvning samarasizligini ta'kidlashdi.,futility uselessness,effectiveness
inflexible,adjective,B2,moslashuvchan bo'lmagan,негибкий,Unwilling or unable to change or adapt.,ɪnˈfleksəbl,5800,describing,The rules here are inflexible; there are no exceptions.,Bu yerdagi qoidalar moslashuvchan emas; istisnolar yo'q.,rigid unbending,flexible
inflexibility,noun,C1,moslashuvchanlik yo'qligi,негибкость,The quality of being unwilling or unable to change.,ɪnˌfleksəˈbɪləti,8000,describing,His inflexibility made it hard to negotiate a compromise.,Uning moslashuvchanlik yo'qligi murosaga kelishni qiyinlashtirdi.,rigidity stubbornness,flexibility
irresponsibility,noun,C1,mas'uliyatsizlik,безответственность,Behavior that does not show proper care or concern for consequences.,ˌɪrɪˌspɒnsəˈbɪləti,8400,describing,The manager was fired for his irresponsibility with company funds.,Menejer kompaniya mablag'lariga nisbatan mas'uliyatsizligi uchun ishdan bo'shatildi.,carelessness negligence,responsibility
incapable,adjective,B2,qodir emas,неспособный,Not able to do something; lacking the necessary ability.,ɪnˈkeɪpəbl,5200,describing,He seemed incapable of admitting his mistakes.,U xatolarini tan olishga qodir emasdek tuyulardi.,unable incompetent,capable
comfortably,adverb,A2,qulay tarzda,удобно,In a way that provides physical ease or a relaxed feeling.,ˈkʌmftəbli,2900,describing,The whole family fit comfortably into the new car.,Butun oila yangi mashinaga qulay tarzda sig'di.,easily cozily,uncomfortably
uncomfortably,adverb,B2,noqulay tarzda,неудобно,In a way that causes physical or mental unease.,ʌnˈkʌmftəbli,5600,describing,The room was uncomfortably hot during the meeting.,Yig'ilish davomida xona noqulay darajada issiq edi.,awkwardly unpleasantly,comfortably
predictability,noun,C1,bashorat qilinuvchanlik,предсказуемость,The quality of being expected or foreseeable in advance.,prɪˌdɪktəˈbɪləti,7700,describing,The predictability of his schedule made planning easy.,Uning jadvalining bashorat qilinuvchanligi rejalashtirishni osonlashtirdi.,regularity consistency,unpredictability
unpredictability,noun,C1,bashorat qilib bo'lmaslik,непредсказуемость,The quality of being impossible to know or predict in advance.,ˌʌnprɪˌdɪktəˈbɪləti,8500,describing,The unpredictability of the weather made the trip risky.,Ob-havoning bashorat qilib bo'lmasligi sayohatni xavfli qildi.,uncertainty volatility,predictability
affordability,noun,B2,arzonlik,доступность по цене,The quality of being cheap enough for people to be able to buy.,əˌfɔːrdəˈbɪləti,6100,work,The affordability of the new phones attracted many customers.,Yangi telefonlarning arzonligi ko'plab xaridorlarni jalb qildi.,cheapness,expensiveness
unaffordable,adjective,B2,qo'l yetmaydigan,недоступный по цене,Too expensive for most people to be able to buy or pay for.,ˌʌnəˈfɔːrdəbl,5900,work,Housing in the city center has become unaffordable for many families.,Shahar markazidagi uy-joy ko'plab oilalar uchun qo'l yetmas bo'lib qoldi.,expensive costly,affordable
sensibly,adverb,B2,oqilona tarzda,разумно,In a way that shows good judgment and practical thinking.,ˈsensəbli,5000,describing,She invested her savings sensibly instead of spending it all at once.,U jamg'armasini bir vaqtning o'zida sarflash o'rniga oqilona sarmoya qildi.,wisely reasonably,foolishly
adaptability,noun,C1,moslashuvchanlik,адаптивность,The ability to adjust easily to new conditions or situations.,əˌdæptəˈbɪləti,7200,describing,The company values adaptability in employees facing rapid change.,Kompaniya tez o'zgarishlarga duch keladigan xodimlarda moslashuvchanlikni qadrlaydi.,flexibility versatility,rigidity
competitively,adverb,B2,raqobatbardosh tarzda,конкурентоспособно,"In a way that involves trying hard to win against others, or at a low market price.",kəmˈpetətɪvli,6300,work,The new store priced its products competitively to attract customers.,Yangi do'kon mijozlarni jalb qilish uchun mahsulotlarini raqobatbardosh narxda belgiladi.,aggressively,uncompetitively
competitiveness,noun,C1,raqobatbardoshlik,конкурентоспособность,The ability to compete successfully with others.,kəmˈpetətɪvnəs,7000,work,Lower taxes could improve the country's economic competitiveness.,Soliqlarni kamaytirish mamlakatning iqtisodiy raqobatbardoshligini oshirishi mumkin.,rivalry,complacency
competitor,noun,B1,raqib,конкурент,"A person or company that competes with another, especially in business.",kəmˈpetɪtər,3800,work,Our main competitor just launched a cheaper version of the product.,Bizning asosiy raqibimiz mahsulotning arzonroq versiyasini chiqardi.,rival opponent,ally
participatory,adjective,C1,jamoaviy ishtirok etuvchi,совместный с участием,Involving the participation of many people in decisions or activities.,pɑːrˈtɪsəpətɔːri,8600,work,The city adopted a participatory approach to urban planning.,Shahar shaharsozlikda jamoaviy ishtirok yondashuvini qabul qildi.,collaborative inclusive,exclusive
distributive,adjective,C1,taqsimlovchi,распределительный,Relating to the distribution or sharing out of something.,dɪˈstrɪbjətɪv,8700,work,Distributive justice concerns the fair allocation of resources in society.,Taqsimlovchi adolat jamiyatda resurslarni adolatli taqsimlash bilan bog'liq.,allocative,concentrative
protectively,adverb,B2,himoya qiluvchi tarzda,защитно,In a way that shows a desire to keep someone or something safe from harm.,prəˈtektɪvli,6500,describing,The mother wrapped her arms protectively around her child.,Ona bolasini himoya qiluvchi tarzda quchoqladi.,defensively,carelessly
reflectively,adverb,C1,mulohaza yuritgan holda,задумчиво,"In a thoughtful way, considering something carefully.",rɪˈflektɪvli,7400,describing,He spoke reflectively about the choices he had made in life.,U hayotda qilgan tanlovlari haqida mulohaza yuritgan holda gapirdi.,thoughtfully pensively,thoughtlessly
selectively,adverb,C1,tanlab,выборочно,In a way that involves careful choosing rather than accepting everything.,səˈlektɪvli,6900,describing,The teacher selectively chose examples that matched the students' level.,O'qituvchi talabalar darajasiga mos misollarni tanlab tanladi.,discriminately,indiscriminately
insensitive,adjective,B2,beparvo,бесчувственный,Not aware of or caring about other people's feelings.,ɪnˈsensətɪv,5400,describing,His insensitive comment hurt her feelings deeply.,Uning beparvo izohi uni juda xafa qildi.,unfeeling tactless,sensitive
insensitivity,noun,C1,sezgirlik yo'qligi,бесчувственность,A lack of awareness or concern for other people's feelings.,ɪnˌsensəˈtɪvəti,8200,describing,His insensitivity to her grief surprised everyone.,Uning uning qayg'usiga nisbatan sezgirlik yo'qligi hammani hayron qoldirdi.,tactlessness,sensitivity
attractively,adverb,B2,jozibali tarzda,привлекательно,In a way that is pleasing to look at or appealing.,əˈtræktɪvli,5700,describing,The shop window was attractively decorated for the holidays.,Do'kon vitrinasi bayramlar uchun jozibali tarzda bezatilgan edi.,appealingly charmingly,unattractively
attractiveness,noun,C1,jozibadorlik,привлекательность,The quality of being pleasing or appealing to look at or consider.,əˈtræktɪvnəs,7600,describing,The city's attractiveness to tourists has grown in recent years.,So'nggi yillarda shaharning sayyohlar uchun jozibadorligi ortdi.,appeal charm,unattractiveness
unattractive,adjective,B2,jozibasiz,непривлекательный,Not pleasing to look at or consider; unappealing.,ˌʌnəˈtræktɪv,5100,describing,The offer seemed unattractive compared to the competitor's deal.,Taklif raqibning shartnomasiga nisbatan jozibasiz tuyuldi.,unappealing plain,attractive
inactive,adjective,B1,faol bo'lmagan,неактивный,Not doing anything; not moving or working.,ɪnˈæktɪv,3900,body-health,He has been physically inactive since the injury.,U jarohatdan beri jismonan faol emas.,idle dormant,active
inactivity,noun,B2,faolsizlik,бездействие,The state of not being active or not doing anything.,ˌɪnækˈtɪvəti,6200,body-health,Long periods of inactivity can be harmful to your health.,Uzoq muddatli faolsizlik salomatligingizga zarar yetkazishi mumkin.,idleness stillness,activity
positivity,noun,B2,ijobiylik,позитивность,The quality of being hopeful and confident about the future.,ˌpɒzəˈtɪvəti,5600,feelings,Her positivity helped the whole team stay motivated during hard times.,Uning ijobiyligi qiyin paytlarda butun jamoani motivatsiyalangan holda ushlab turishga yordam berdi.,optimism cheerfulness,negativity
negativity,noun,B2,salbiylik,негативность,A tendency to be pessimistic or focus on the bad side of things.,ˌnegəˈtɪvəti,5800,feelings,Try not to let his negativity affect your own mood.,Uning salbiyligi o'z kayfiyatingizga ta'sir qilishiga yo'l qo'ymang.,pessimism,positivity
aggressively,adverb,B2,tajovuzkorona,агрессивно,"In a forceful, hostile, or determined way.",əˈɡresɪvli,5300,describing,The dog barked aggressively at every stranger who passed.,It har bir o'tayotgan notanish odamga tajovuzkorona hurdi.,forcefully violently,gently
aggressiveness,noun,C1,tajovuzkorlik,агрессивность,"The quality of being forceful, hostile, or ready to attack.",əˈɡresɪvnəs,7300,describing,The coach criticized the team's lack of aggressiveness on defense.,Murabbiy jamoaning himoyadagi tajovuzkorlik yetishmasligini tanqid qildi.,hostility forcefulness,passivity
impressively,adverb,B2,taassurot qoldiradigan tarzda,впечатляюще,"In a way that causes admiration because of skill, size, or quality.",ɪmˈpresɪvli,5900,describing,She performed impressively at her first piano recital.,U birinchi pianino kontsertida taassurot qoldiradigan tarzda chiqish qildi.,remarkably admirably,unimpressively
expressively,adverb,C1,ta'sirchan tarzda,выразительно,In a way that clearly shows feelings or ideas.,ɪkˈspresɪvli,7500,describing,"The actor spoke expressively, conveying deep emotion in every line.","Aktyor ta'sirchan tarzda gapirdi, har bir satrda chuqur hissiyotni ifoda etdi.",vividly emotionally,blankly
expressiveness,noun,C1,ta'sirchanlik,выразительность,"The quality of clearly showing feelings, thoughts, or ideas.",ɪkˈspresɪvnəs,8100,describing,The dancer's expressiveness captivated the entire audience.,Raqqosaning ta'sirchanligi butun tomoshabinlarni maftun etdi.,vividness eloquence,blankness
supportively,adverb,C1,qo'llab-quvvatlagan holda,поддерживающе,In a way that provides encouragement or emotional help to someone.,səˈpɔːrtɪvli,7700,feelings,Her friends responded supportively when she shared the bad news.,Do'stlari u yomon xabarni aytganda qo'llab-quvvatlagan holda javob berishdi.,encouragingly,unsupportively
constructively,adverb,C1,konstruktiv tarzda,конструктивно,In a way that is helpful and intended to produce improvement.,kənˈstrʌktɪvli,7200,work,The manager gave constructively worded feedback after the presentation.,Menejer taqdimotdan so'ng konstruktiv tarzda ifodalangan fikr-mulohaza berdi.,productively helpfully,destructively
destructive,adjective,B2,buzg'unchi,разрушительный,Causing great and often irreparable damage or harm.,dɪˈstrʌktɪv,5200,describing,The storm had a destructive effect on the coastal town.,Bo'ron sohilbo'yi shaharchasiga buzg'unchi ta'sir ko'rsatdi.,damaging harmful,constructive
destructively,adverb,C1,buzg'unchilik bilan,разрушительно,In a way that causes great damage or harm.,dɪˈstrʌktɪvli,8000,describing,The fire spread destructively through the dry forest.,Yong'in quruq o'rmon bo'ylab buzg'unchilik bilan tarqaldi.,harmfully,constructively
instructively,adverb,C1,o'rgatuvchi tarzda,поучительно,In a way that teaches or gives useful information.,ɪnˈstrʌktɪvli,8300,school,"The professor explained the theory instructively, using simple examples.",Professor nazariyani oddiy misollar yordamida o'rgatuvchi tarzda tushuntirdi.,educationally informatively,confusingly
exclusivity,noun,C1,eksklyuzivlik,эксклюзивность,The state of being limited to a particular group or single provider.,ˌekskluːˈsɪvəti,8400,work,The brand's exclusivity is part of why customers pay so much for it.,Brendning eksklyuzivligi mijozlar nima uchun shuncha ko'p to'lashining sabablaridan biri.,uniqueness,availability
inclusively,adverb,C1,hammani qamrab olgan holda,инклюзивно,"In a way that includes everyone, especially people who might otherwise be left out.",ɪnˈkluːsɪvli,8100,describing,The school designed its programs inclusively for students of all abilities.,Maktab dasturlarini barcha qobiliyatdagi talabalar uchun hammani qamrab olgan holda ishlab chiqdi.,comprehensively,exclusively
inclusivity,noun,C1,inklyuzivlik,инклюзивность,The practice of including people who might otherwise be excluded or marginalized.,ɪnˈkluːsɪvəti,7800,describing,The company launched a new initiative to promote inclusivity in the workplace.,Kompaniya ish joyida inklyuzivlikni rivojlantirish uchun yangi tashabbus boshladi.,diversity openness,exclusivity
conclusively,adverb,C1,qat'iy ravishda,окончательно,In a way that removes all doubt; definitely.,kənˈkluːsɪvli,7900,describing,The test results proved conclusively that the drug was safe.,Test natijalari dorivor vositaning xavfsiz ekanligini qat'iy ravishda isbotladi.,definitely decisively,inconclusively
decisively,adverb,B2,qat'iyat bilan,решительно,In a way that shows the ability to make decisions quickly and firmly.,dɪˈsaɪsɪvli,5500,describing,The captain acted decisively to avoid the collision.,Kapitan to'qnashuvdan qochish uchun qat'iyat bilan harakat qildi.,firmly resolutely,indecisively
indecisively,adverb,C1,ikkilanib,нерешительно,In a way that shows an inability to make decisions quickly or confidently.,ˌɪndɪˈsaɪsɪvli,8200,describing,"He answered indecisively, unsure of what he really wanted.","U nima xohlashini bilmay, ikkilanib javob berdi.",hesitantly uncertainly,decisively
indecision,noun,B2,ikkilanish,нерешительность,The inability to make a decision quickly; hesitation.,ˌɪndɪˈsɪʒn,6000,feelings,Her indecision about the job offer frustrated her family.,Uning ish taklifi haqidagi ikkilanishi oilasini asabiylashtirdi.,hesitation uncertainty,decisiveness
impulsively,adverb,B2,o'ylamasdan,импульсивно,"In a sudden way, without thinking carefully about the consequences.",ɪmˈpʌlsɪvli,6100,describing,He impulsively bought the car without checking its price elsewhere.,U narxini boshqa joyda tekshirmasdan mashinani o'ylamasdan sotib oldi.,rashly spontaneously,carefully
impulsiveness,noun,C1,impulsivlik,импульсивность,The tendency to act suddenly without careful thought.,ɪmˈpʌlsɪvnəs,7700,feelings,His impulsiveness often got him into trouble as a teenager.,O'smirlik davrida uning impulsivligi ko'pincha uni muammoga duchor qilardi.,rashness,caution
defensively,adverb,B2,mudofaa tarzida,защитно,In a way that is intended to protect against attack or criticism.,dɪˈfensɪvli,6300,describing,She reacted defensively when asked about the missing money.,Yo'qolgan pul haqida so'ralganda u himoyalanish maqsadida javob berdi.,protectively,offensively
offensively,adverb,B2,xafa qiladigan tarzda,оскорбительно,In a way that is rude or upsetting to other people.,əˈfensɪvli,6400,describing,He spoke so offensively that several guests left the party.,"U shunchalik xafa qiladigan tarzda gapirdiki, bir nechta mehmon bazmni tark etdi.",rudely,politely
extensively,adverb,B2,keng ko'lamda,обширно,To a great extent; covering a large area or wide range of subjects.,ɪkˈstensɪvli,5000,describing,The professor has traveled extensively throughout Asia for her research.,Professor tadqiqoti uchun Osiyo bo'ylab keng ko'lamda sayohat qildi.,widely thoroughly,minimally
