headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
mississippi,noun,A2,missisipi,Миссисипи,A very long and famous river in the United States.,ˌmɪsɪˈsɪpi,14054,places,The Mississippi River flows through the middle of the United States.,Missisipi daryosi Amerika Qo'shma Shtatlarining o'rtasidan oqib o'tadi.,,
connecticut,noun,B1,konnektikut,Коннектикут,A state located in the northeastern part of the United States.,kəˈnetɪkət,14056,places,He lives in a small town in the state of Connecticut.,U Konnektikut shtatidagi kichik bir shaharchada yashaydi.,,
jordan,noun,A2,iordaniya,Иордания,A country in the Middle East with many historical sites.,ˈd͡ʒɔɹdən,14060,places,Many tourists travel to Jordan to see the ancient city Petra.,Ko'plab sayyohlar qadimiy Petra shahrini ko'rish uchun Iordaniyaga borishadi.,,
lewis,noun,C2,tosh ko'tarish moslamasi,монтажная петля для камня,A metal tool used to lift very heavy stones into place during construction work.,ˈluːɪs,14064,work,The mason used a lewis to hoist the heavy granite into place.,Usta og'ir granitni ko'tarish uchun maxsus moslamadan foydalandi.,lewisson,
adam,noun,C2,bayramdan ikki kun oldingi vaqt,день перед сочельником,The day that occurs exactly two days before a major holiday like Christmas.,ˈæd.əm,14066,time,We began our final holiday preparations on the adam of Christmas day.,Biz bayram oldidan oxirgi tayyorgarlik ishlarini Rojdestvodan ikki kun oldin boshladik.,,
forth,adverb,C1,oldinga tashqariga,вперед наружу,"Moving forward in space or time, away from a starting point.",fɔːθ,14068,actions,The scouts went forth into the forest to find a new path.,Qidiruvchilar yangi yo‘l topish uchun o‘rmon ichkarisiga qarab ketishdi.,forward onward,back
occurred,verb,B2,yuz berdi sodir bo'ldi,произошло,Happened or took place at a specific time or in a specific situation.,əˈkɝd,14070,ielts,The accident occurred late last night while most people were already asleep.,"Baxtsiz hodisa kecha tunda, ko'pchilik uxlab yotgan vaqtda yuz berdi.",happened transpired,
dutch,noun,B1,gollandiyalik golland,голландский,Relating to the people or language of the Netherlands.,dʌt͡ʃ,14074,places,The Dutch people are famous for their excellent system of water management.,Golland xalqi o'zining ajoyib suv resurslarini boshqarish tizimi bilan mashhur.,netherlands,
poland,noun,A1,polsha,польша,A country located in Central Europe with Warsaw as its capital city.,ˈpəʊlənd,14076,places,I am planning a trip to visit several beautiful cities in Poland.,Men Polshadagi bir nechta chiroyli shaharlarni ko'rish uchun sayohat rejalashtiryapman.,,
detroit,noun,B2,detroyt,детройт,"A major city in the United States, historically known for its large automobile manufacturing industry.",dɪˈtrɔɪt,14078,places,Detroit is widely considered the heart of the American car manufacturing industry.,Detroyt Amerika avtomobilsozlik sanoatining yuragi deb hisoblanadi.,,
alexander,noun,C1,aleksandr,александр,A common male name of Greek origin meaning defender of the people.,ˌælɪɡˈzændɚ,14080,people-family,Alexander is a very popular name used in many different countries today.,Aleksandr bugungi kunda ko'plab mamlakatlarda juda mashhur ism.,,
birmingham,noun,B1,birmingem,бирмингем,"A large city in England, known for its industrial heritage and central location.",ˈbɜːmɪŋəm,14084,places,We visited Birmingham to see the famous shopping centers and museums there.,Biz u yerdagi mashhur savdo markazlari va muzeylarni ko'rish uchun Birmingemga bordik.,,
hamilton,noun,C1,o'n dollarlik,десятидолларовая купюра,Informal term used to describe a ten-dollar bill in the United States currency.,ˈhæmɪltən,14092,places,He pulled a Hamilton from his wallet to pay for the coffee.,U qahva haqini to'lash uchun hamyonidan o'n dollarlik chiqardi.,,
harris,noun,C2,nasha giyohvandlik,наркотик,A slang term for a drug made from dried hemp plant leaves.,ˈhæɹɪs,14096,body-health,I would rather stay home with some harris than go out.,Tashqariga chiqqandan ko‘ra uyda o‘tirib nasha chekkanim ma’qulroq.,cannabis weed,
tiffany,noun,C2,yupqa mato shoyi,тонкая ткань,A type of very light and thin fabric often made from silk.,ˈtɪfəni,14098,clothes,She wore a dress made of light tiffany for the wedding.,To‘y uchun u yupqa shoyi matodan tikilgan ko‘ylak kiyib oldi.,gauze muslin,
limousines,noun,B2,limuzinlar,лимузины,Large luxury cars that are often driven by a professional driver for important people.,ˈlɪməziːnz,14100,travel,The famous actors arrived at the big award ceremony in black limousines.,Mashhur aktyorlar katta taqdirlash marosimiga qora limuzinlarda yetib kelishdi.,limos,
testimonials,noun,B2,tavsiyanomalar mijozlar fikrlari,рекомендации отзывы,Written statements from people who have used a product or service successfully.,ˌtestɪˈməʊniəlz,14104,ielts,The website shows many positive testimonials from our very satisfied customers.,Veb-saytda mamnun mijozlarimizdan olingan ko'plab ijobiy tavsiyanomalar joylashtirilgan.,reviews feedback,
memories,noun,B1,xotiralar esdaliklar,воспоминания,Things that you remember from the past.,ˈmɛm.(ə.)ɹiz,14106,feelings,Looking at these old photos always brings back many happy memories.,Ushbu eski suratlarga qarash doimo ko'plab quvonchli xotiralarni yodga soladi.,recollections,
mayor,noun,B1,shahar hokimi,мэр,The person who is elected or chosen to lead the government of a city.,ˈmɛə,14108,places,The mayor gave a speech about the new park in the city.,Shahar hokimi yangi bog‘ haqida nutq so‘zladi.,official leader,
jokes,noun,A2,hazillar kulgili voqealar,шутки,Something that you say or do to make people laugh.,d͡ʒəʊks,14110,feelings,My brother always tells funny jokes to make us laugh during dinner.,Akam kechki ovqat paytida bizni kuldirish uchun doim qiziqarli hazillar aytadi.,gags fun,seriousness
chile,noun,A2,achchiq qalampir,чили,"A small, hot-tasting pod or fruit used to add spice to food.",ˈt͡ʃɪli,14114,food-drink,I added some fresh chile to the soup to make it spicy.,Sho'rvani achchiq qilish uchun unga ozgina yangi qalampir qo'shdim.,chili pepper,
trans,adjective,B2,transgender,трансгендерный,Relating to a person whose gender identity differs from their sex assigned at birth.,tɹænz,14116,ielts,The organization supports trans individuals in the local community with legal help.,Tashkilot mahalliy hamjamiyatdagi transgender insonlarga huquqiy yordam ko'rsatadi.,transgender,
acres,noun,B2,yer maydoni,акры,"A unit of land area equal to about 4,000 square meters.",ˈeɪ.kəz,14118,nature,They bought fifty acres of land to start a small family farm.,Ular kichik fermer xo'jaligini boshlash uchun ellik gektar yer sotib olishdi.,fields land,
config,noun,C1,sozlama konfiguratsiya,конфигурация,The specific way that a computer program or system is set up.,ˌkənˈfɪɡ,14120,work,You need to update the system config to enable the new feature.,Yangi funksiyani yoqish uchun tizim sozlamalarini yangilashingiz kerak.,setup settings,
terry,noun,C1,terri sochiq matosi,махровая ткань,A soft cotton fabric with raised loops used for towels and bathrobes.,ˈtɛɹi,14124,clothes,She wrapped herself in a warm and soft white terry bathrobe.,U o'zini issiq va yumshoq oq terri xalatga o'rab oldi.,towelling,
foto,noun,A1,rasm surat,фотография,An informal spelling of a picture made with a camera.,ˈfəʊtəʊ,14126,basics,Can you take a nice foto of me in the park?,Parkda mening chiroyli rasmimni tushirib bera olasizmi?,photo photograph,
indicators,noun,B2,ko'rsatkichlar belgilar,показатели,Signs or pieces of information that show the state or level of something.,ˈɪndɪkeɪtərz,14128,ielts,Economic indicators show that the country is growing very quickly this year.,Iqtisodiy ko'rsatkichlar bu yil mamlakat juda tez o'sayotganini ko'rsatmoqda.,signs markers,
laid,verb,A2,qo'yildi joylashtirdi,положил,Placed something in a flat or horizontal position.,leɪd,14130,actions,She laid the book on the table and went to the kitchen.,U kitobni stol ustiga qo'ydi-da oshxonaga chiqib ketdi.,placed set,lifted
blvd,noun,B1,bulvar keng ko'cha,бульвар,"A wide, main road in a town or city, usually with trees.",ˈbuːlvɑːr,14132,travel,They live in a beautiful apartment on Sunset Blvd.,Ular Sunset bulvaridagi go'zal bir xonadonda yashashadi.,avenue street,
warren,noun,C1,quyonlar inlari murakkab yo'laklar,кроличья нора,An area with many holes or underground tunnels where rabbits live together in large groups.,ˈwɒɹən,14136,nature,The rabbits disappeared quickly into the warren when the fox appeared nearby.,Tulki yaqinlashgan zahoti quyonlar tezda inlariga kirib ketishdi.,burrow tunnel,
philip,noun,B2,musicha chumchuq,домовый воробей,A small brown bird that lives in towns and cities throughout the world.,ˈfɪlɪp,14140,animals,A little philip was eating some breadcrumbs on the park bench.,Bog'dagi o'rindiqda bir kichkina chumchuq non ushog'ini yeb o'tirgan edi.,sparrow,
collins,noun,C1,kokteyl ichimligi,коктейль коллинз,"A refreshing cold drink made with spirit, lemon, sugar, and sparkling water.",ˈkɑlɪnz,14142,food-drink,The bartender prepared a classic gin collins for the summer party.,Barman yozgi bazm uchun klassik jin-kollins kokteylini tayyorlab berdi.,cocktail,
broadway,noun,B2,keng ko'cha sayilgoh,широкая улица эспланада,"A wide, open street or path, often used for walking or public enjoyment.",ˈbɹɔːdweɪ,14144,places,We enjoyed a long walk along the city's main paved broadway.,Biz shahar markazidagi keng sayilgoh bo'ylab uzoq sayr qildik.,esplanade boulevard,
parker,noun,B2,mashinani toxtatuvchi haydovchi,парковщик,A person who parks their vehicle in a parking space.,ˈpɑɹkɚ,14146,places,The parker struggled to fit his large truck into the tight space.,Haydovchi katta yuk mashinasini tor joyga qo'yishga qiynaldi.,,
ralph,verb,C1,qusmoq qayt qilmoq,блевать,To bring up food or drink from the stomach through the mouth.,ɹælf,14150,body-health,He started to ralph after eating the very spicy street food today.,"U juda achchiq ko‘cha taomini yegach, qusa boshladi.",vomit throwup,
morris,noun,C2,morris raqsi,моррис,A traditional English folk dance performed by people wearing special costumes.,ˈmɒɹɪs,14152,people-family,The villagers gathered in the square to perform the traditional morris dance.,Qishloq aholisi maydonda an’anaviy morris raqsini ijro etish uchun yig‘ilishdi.,folk-dance,
bestsellers,noun,B1,eng ko'p sotilgan kitoblar,бестселлеры,Books or other products that are very popular and sell in large numbers.,ˈbestˌseləz,14154,ielts,She loves reading the latest bestsellers during her long summer holidays.,U yozgi ta'tillarida eng ko'p sotilgan kitoblarni o'qishni juda yaxshi ko'radi.,hits favorites,
holland,noun,C2,zigir mato,голландское полотно,A smooth and strong type of linen cloth that was originally imported from Holland.,ˈhɒlənd,14156,clothes,The old shirt was made from a thick piece of sturdy holland fabric.,Ushbu eski ko'ylak qalin va pishiq zigir matodan tikilgan edi.,linen cloth,
veterans,noun,B2,faxriylar,ветераны,"People who have served in the military, usually during a long period of time.",ˈvɛ.tə.ɹənz,14158,people-family,Many veterans marched through the city to honor those who served before.,Ko'plab faxriylar o'z safdoshlarini xotirlash uchun shaharda yurish qildilar.,ex-soldiers,
sigma,noun,C2,sigma yunoncha harf,сигма,The eighteenth letter of the Greek alphabet or a symbol used in mathematics and statistics.,ˈsɪɡmə,14160,ielts,The researchers reported their findings at the five sigma level of certainty.,Tadqiqotchilar o'z natijalarini besh sigma aniqlik darajasida e'lon qilishdi.,,
recordings,noun,A2,yozuvlar audioyozuvlar,записи,Audio or video files that have been captured and saved for listening or watching later.,rɪˈkɔːrdɪŋz,14162,work,I listened to the recordings of the meeting to clarify the details.,Tafsilotlarni aniqlashtirish uchun yig'ilish yozuvlarini eshitib chiqdim.,tapes tracks,
thou,noun,C2,mingtalik ming,тысяча,An informal slang term used to refer to one thousand of something.,ðaʊ,14166,ielts,The fancy new watch ended up costing me about five thou today.,Bu qimmatbaho soat menga bugun besh mingga tushdi.,grand,
medicare,noun,C1,davlat tibbiy sug'urtasi,государственное медицинское страхование,A public system that provides health insurance and medical care for the people.,ˈmɛdɪkɛər,14170,body-health,The government provides medical insurance for all citizens through the medicare system.,Hukumat medicare tizimi orqali barcha fuqarolar uchun tibbiy sug'urta taqdim etadi.,healthcare insurance,
feelings,noun,A2,tuygular hislar,чувства,The emotional states or reactions that a person experiences inside themselves.,ˈfiː.lɪŋz,14172,feelings,It is important to talk about your feelings with your best friend.,Eng yaqin do'sting bilan his-tuyg'ularing haqida gaplashish juda muhim.,emotions sentiments,
commonwealth,noun,C1,hamdo'stlik davlat,содружество,An independent state or a group of nations working together for the public good.,ˈkɑmənˌwɛlθ,14174,ielts,The Commonwealth includes many nations that share common goals and values.,Hamdo'stlik umumiy maqsad va qadriyatlarga ega bo'lgan ko'plab davlatlarni o'z ichiga oladi.,union federation,
reputation,noun,B2,obro' nufuz,репутация,The common opinion that people have about what someone or something is like.,ˌɹɛpjʊˈteɪʃən,14176,ielts,The new manager has a reputation for being a stickler for details.,Yangi menejer mayda-chuyda ishlarga juda jiddiy qarashi bilan tanilgan.,name fame,
resistant,adjective,B2,chidamli qarshilik ko'rsatuvchi,устойчивый,Not harmed or affected by something like a disease or strong force.,ɹəˈzɪstənt,14178,describing,The bacteria became resistant to the common types of antibiotics used.,Bakteriyalar keng qo'llaniladigan antibiotiklarga nisbatan chidamli bo'lib qoldi.,tolerant immune,susceptible
hang,verb,A2,osmoq osilib turmoq,висеть,To be held at the top so that the bottom part moves freely.,ˈhæŋ,14180,actions,The heavy curtains hang from the ceiling to cover the windows.,Derazalarni yopish uchun og'ir pardalar shiftdan osilib turibdi.,suspend dangle,
curve,noun,B2,egri chiziq qayrilma,изгиб,A smooth and gradual bend in a line or surface.,kɜːv,14184,describing,You should slow down when approaching a sharp curve on the road.,Yo‘ldagi keskin burilishga yaqinlashganda tezlikni kamaytirish kerak.,bend turn,straight
creator,noun,B2,yaratuvchi ijodkor,создатель,A person who makes or invents something new.,kɹiːˈeɪ̯təː,14186,people-family,She is a popular digital creator on social media platforms.,U ijtimoiy tarmoqlardagi mashhur raqamli ijodkor hisoblanadi.,maker author,
amber,noun,B2,kahrabo sariq-jigarrang,янтарь,A hard yellowish-brown substance used for making jewelry.,ˈæm.bəː,14188,nature,The antique necklace was made of beautiful polished amber.,Bu qadimiy marjon chiroyli sayqallangan kahrabodan yasalgan edi.,,
qualifications,noun,B2,malaka diplom,квалификация,Official documents or skills that show you are qualified for a job.,ˌkwɑlɪfɪˈkeɪʃənz,14190,work,You need relevant academic qualifications to apply for this position.,Ushbu lavozimga ishga kirish uchun tegishli malaka hujjatlari kerak.,credentials,
slideshow,noun,B1,taqdimot slaydlar,слайд-шоу,A series of images shown on a screen one after another.,ˈslaɪdˌʃoʊ,14192,school,The teacher presented a slideshow to explain the history lesson.,O‘qituvchi tarix darsini tushuntirish uchun taqdimot namoyish etdi.,slide deck,
tracker,noun,B2,kuzatuvchi dastur,трекер,A device or software that follows the position or progress of something.,ˈtɹækə(ɹ),14194,actions,The fitness tracker records how many steps I take every day.,Fitnes treker har kuni qancha qadam bosganimni hisoblab boradi.,monitor,
variation,noun,B2,o‘zgarish xilma-xillik,разновидность,A change or a slight difference from the usual form of something.,ˌvɛəɹɪˈeɪʃn̩,14196,ielts,There is a slight variation in the color of these two products.,Bu ikki mahsulotning rangi o‘rtasida biroz farq bor.,difference diversity,uniformity
passage,noun,B2,parcha matn qismi,отрывок,A short section of a written work or a piece of music.,ˈpæsɪd͡ʒ,14198,ielts,Please read the following passage and answer the questions below it.,"Iltimos, quyidagi matn qismini o'qing va savollarga javob bering.",excerpt section,
transferred,verb,B1,ko'chirilgan uzatilgan,переведённый,Moved someone or something from one place to another.,tɹɑːnsˈfɜːd,14200,actions,He transferred all his files to a new computer last week.,U o'tgan hafta barcha fayllarini yangi kompyuterga ko'chirib o'tkazdi.,moved shifted,
trunk,noun,B2,magistral tan,туловище,"The main part of the human body, not including the head and limbs.",tɹʌŋk,14202,body-health,The exercises helped him strengthen the muscles in his trunk.,Mashqlar unga tanasining markaziy qismidagi mushaklarni baquvvat qilishga yordam berdi.,torso,
hiking,noun,A2,piyoda sayohat,пеший туризм,The activity of going for long walks in the countryside.,ˈhaɪkɪŋ,14204,travel,We are going hiking in the mountains this coming weekend.,Biz kelayotgan dam olish kunlari tog'larga piyoda sayohatga chiqamiz.,trekking,
headset,noun,B1,quloqchin garnitura,гарнитура,"A pair of headphones with a microphone, used for speaking and listening.",ˈhɛdsɛt,14206,work,The customer service agent wears a headset to answer calls clearly.,Mijozlarga xizmat ko'rsatish agenti qo'ng'iroqlarga aniq javob berish uchun garnituradan foydalanadi.,headphones,
photograph,noun,A1,surat rasm,фотография,A picture taken with a camera.,ˈfəʊ.təˌɡɹɑːf,14208,basics,She keeps a nice photograph of her family on the desk.,U ish stolida oilasining chiroyli suratini saqlaydi.,picture photo,
distributor,noun,B2,tarqatuvchi yetkazib beruvchi,дистрибьютор,A person or company that supplies goods to shops and other businesses.,dɪˈstrɪbjʊtə,14210,work,He works as a distributor for a large computer parts company.,U yirik kompyuter qismlari kompaniyasining distribyutori bo'lib ishlaydi.,supplier wholesaler,
hood,noun,A2,kapyushon,капюшон,A part of a jacket or coat that can be pulled up to cover your head.,hʊd,14212,clothes,It started raining so she pulled her hood up over her head.,Yomg'ir yog'a boshladi va u kapyushonini boshiga tortib oldi.,,
wrestling,noun,B1,kurash,борьба,A sport in which two people fight by holding and pushing each other on the ground.,ˈɹɛs.l̩.ɪŋ,14214,actions,My brother has been practicing freestyle wrestling for three years.,Ukam uch yildan beri erkin kurash bilan shug'ullanadi.,grappling,
suicide,noun,B2,o'z joniga qasd qilish,самоубийство,The act of intentionally killing oneself.,ˈs(j)uːɪˌsaɪd,14216,ielts,The charity provides support to those at risk of suicide.,Ushbu xayriya tashkiloti o'z joniga qasd qilish xavfi ostida bo'lganlarga yordam beradi.,,
photoshop,verb,B2,fotoshop qilish,фотошопить,To edit a digital image using special software to change how it looks.,ˈfəʊ.təʊ.ʃɒp,14218,actions,She photoshopped the picture to remove the background mess.,U rasmdagi ortiqcha narsalarni olib tashlash uchun uni fotoshop qildi.,edit retouch,
gathering,noun,B2,yig'ilish majlis,собрание,A social meeting or event where a group of people come together.,ˈɡæð.ə.ɹɪŋ,14222,actions,I met her at a local gathering of engineers and scientists.,Men u bilan muhandislar va olimlarning mahalliy yig'ilishida tanishdim.,assemblage,
projection,noun,C1,bo'rtib chiqqan qism bo'rtiq,выступ,A part of a surface that sticks out or protrudes from the main object.,pɹəˈd͡ʒɛkʃən,14224,describing,The cliff had many projections where birds could build their nests.,Qoyada qushlar uya qurishi mumkin bo'lgan ko'plab bo'rtiqlar bor edi.,protuberance,
chase,verb,B1,quvmoq ta'qib qilmoq,преследовать,To run after someone or something quickly in order to catch them.,t͡ʃeɪs,14226,actions,The police had to chase the thief through the busy city streets.,Politsiya o'g'rini gavjum shahar ko'chalari bo'ylab quvishga majbur bo'ldi.,pursue follow,
mathematical,adjective,B2,matematik,математический,Relating to math or showing extreme precision and accuracy.,ˌmæθ(.ə)ˈmæt.ɪ.kəl,14228,school,She solved the difficult mathematical problem in less than five minutes.,U murakkab matematik masalani besh daqiqadan kam vaqt ichida yechdi.,,
logical,adjective,B2,mantiqiy,логичный,"Reasonable and using clear, sound thinking to reach a conclusion.",ˈlɒd͡ʒɪkəl,14230,ielts,It is a logical decision to save money for your future needs.,Kelajakdagi ehtiyojlaringiz uchun pul tejash - mantiqiy qaror.,reasonable sensible,illogical
sauce,noun,A2,sous qayla,соус,A thick liquid served with food to add flavor or moisture.,sɔːs,14232,food-drink,This pasta is delicious because of the rich tomato sauce.,Bu makaron mazali pomidor sousi tufayli juda shirin.,,
fame,noun,B2,shon-shuhrat,слава,The state of being known or recognized by many people.,feɪm,14234,ielts,Many young people today dream of achieving global fame and success.,Bugungi kunda ko'plab yoshlar butun dunyoga mashhur bo'lishni orzu qiladi.,renown,obscurity
specialized,adjective,B2,ixtisoslashgan maxsus,специализированный,Having a high level of skill or knowledge in one particular area or subject.,ˈspeʃ.əl.aɪzd,14236,work,The hospital provides specialized care for patients with rare heart conditions.,Kasalxona yurak xastaliklari bilan og‘rigan bemorlar uchun ixtisoslashgan xizmat ko‘rsatadi.,expert professional,general
diagnostic,adjective,C1,tashxis qo‘yuvchi diagnostik,диагностический,Relating to the process of identifying a disease or problem by its signs.,daɪ.əɡˈnɒs.tɪk,14238,body-health,The doctor ordered several diagnostic tests to understand the cause of illness.,Shifokor kasallik sababini aniqlash uchun bir nechta diagnostika tekshiruvlarini tayinladi.,analytical investigative,
payable,adjective,B2,to‘lanishi kerak bo‘lgan,подлежащий оплате,Required to be paid at a particular time or in a specific situation.,ˈpeɪəbl̩,14240,work,Is the income tax payable at the end of the financial year?,Daromad solig‘ini moliya yili oxirida to‘lash kerakmi?,due owed,receivable
courtesy,noun,B2,odob axloq,вежливость,Polite behavior and respect shown towards other people.,ˈkɜːtəsi,14242,describing,He showed great courtesy by opening the door for all the guests.,"U barcha mehmonlarga eshikni ochib, yuksak odob ko‘rsatdi.",politeness kindness,rudeness
automobile,noun,B1,avtomobil mashina,автомобиль,"A road vehicle with an engine, designed to carry a small number of people.",ˈɔː.tə.məˌbiːl,14244,travel,The automobile industry has changed significantly over the last twenty years.,Avtomobil sanoati so‘nggi yigirma yil ichida sezilarli darajada o‘zgardi.,car vehicle,
confidential,adjective,B2,maxfiy sirli,конфиденциальный,Meant to be kept secret and not shared with other people publicly.,ˌkɒn.fɪˈdɛn.ʃəl,14246,ielts,You must keep all the information in this document strictly confidential.,Ushbu hujjatdagi barcha ma’lumotlarni qat’iy maxfiy saqlashingiz kerak.,private secret,public
statutory,adjective,C1,qonuniy belgilangan,законный,"Fixed, done, or required by law.",ˈstætjʊt(ə)ɹɪ,14248,ielts,The company failed to meet its statutory requirements for safety reporting.,Kompaniya xavfsizlik hisobotlari bo'yicha qonuniy talablarni bajara olmadi.,legal lawful,illegal
northeast,noun,B1,shimoli-sharq,северо-восток,The direction between north and east on a compass.,ˌnɔːθˈiːst,14250,travel,Our house is located in the northeast of the city.,Uyimiz shaharning shimoli-sharqiy qismida joylashgan.,,southwest
retired,adjective,B1,nafaqaxo'r nafaqaga chiqqan,отставной,"Having stopped working permanently, usually because of reaching a certain age.",ɹɪˈtaɪəd,14252,people-family,My grandfather is a retired teacher who enjoys gardening every day.,"Bobom nafaqadagi o'qituvchi bo'lib, har kuni bog'dorchilik bilan shug'ullanishni yoqtiradi.",pensioner,employed
paintings,noun,A2,rasmlar suratlar,картины,Pictures or images created by using paint on a surface like paper or canvas.,ˈpeɪntɪŋz,14254,describing,The museum has many beautiful oil paintings from the nineteenth century.,Muzeyda o‘n to‘qqizinchi asrga oid ko‘plab chiroyli suratlar bor.,pictures images,
bracelet,noun,B1,bilaguzuk,браслет,A piece of jewelry that you wear around your wrist.,ˈbɹeɪslət,14256,clothes,She wore a silver bracelet that sparkled under the bright lights.,U yorqin chiroqlar ostida yaltirab turgan kumush bilaguzuk taqib yurardi.,wristband,
injection,noun,B2,ukol ineksiya,инъекция,The act of putting medicine into the body using a needle.,ɪnˈd͡ʒɛk.ʃən,14258,body-health,The doctor gave the patient an injection to stop the pain.,Shifokor og‘riqni qoldirish uchun bemorga ukol qildi.,shot,
protective,adjective,B2,himoyalovchi himoya qiluvchi,защитный,Used to keep someone or something safe from harm or damage.,pɹəˈtɛk.tɪv,14260,describing,You should wear protective glasses when working with these chemicals.,Bu kimyoviy moddalar bilan ishlaganda himoya ko‘zoynagini taqib yurishingiz kerak.,defensive safe,vulnerable
acoustic,adjective,B2,akustik elektr bo‘lmagan,акустический,Relating to musical instruments that produce sound naturally without using electricity.,əˈkuː.stɪk,14262,ielts,He prefers playing the acoustic guitar rather than the electric one.,U elektr gitara o‘rniga akustik gitarada chalishni ma’qul ko‘radi.,analog,electric
