headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
houston,noun,B1,Hyuston,Хьюстон,A large and famous city located in the state of Texas.,ˈhjuːstən,9058,places,The space agency has its main mission control center in Houston city.,Kosmik agentlik o'zining asosiy missiyani boshqarish markaziga Hyuston shahrida ega.,,
ontario,noun,B1,Ontario,Онтарио,A large and well-known province found in the country of Canada.,ɒnˈtɛəriəʊ,9062,places,Toronto is the capital city of the province of Ontario in Canada.,Toronto Kanadadagi Ontario provinsiyasining poytaxti hisoblanadi.,,
jesus,noun,A2,Iso,Иисус,The central religious figure who founded the Christian faith many years ago.,ˈdʒiːzəs,9066,people-family,Many people around the world learn about the teachings of Jesus Christ.,Dunyo bo'ylab ko'plab odamlar Iso Masihning ta'limotlari haqida o'rganishadi.,,
headlines,noun,B1,sarlavhalar yangiliklar,заголовки,The important titles of news stories in a newspaper or on television.,ˈhedlaɪnz,9072,ielts,The daily headlines tell us about major events happening around the world.,Kundalik sarlavhalar bizga dunyo bo'ylab sodir bo'layotgan muhim voqealar haqida aytadi.,titles news,
pubmed,noun,C1,tibbiyot ma'lumotlar bazasi,медицинская база данных,A free search engine providing access to academic articles and research in medical sciences.,pʌbmed,9076,work,She searched PubMed to find recent studies about new heart disease treatments.,U yurak kasalliklarini davolash bo'yicha yangi tadqiqotlarni topish uchun PubMed'dan foydalandi.,,
logged,verb,A2,qayd etilgan yozib olingan,записанный зарегистрированный,To record or write down information about events or work in a formal logbook.,lɒɡd,9078,actions,The pilot logged all the flight details in the official company report.,Uchuvchi barcha parvoz ma'lumotlarini rasmiy kompaniya hisobotiga yozib qo'ydi.,recorded registered,
dell,noun,C1,jarlik vodiycha,долина,"A small and deep valley, often filled with trees and bushes.",dɛl,9098,nature,They walked through the quiet green dell to find the hidden stream.,Ular yashirin irmoqni topish uchun sokin yashil jarlikdan o‘tib ketishdi.,valley hollow,
utilities,noun,B1,kommunal xizmatlar,коммунальные услуги,"Services like water, electricity, and gas provided for use by the public.",juːˈtɪlɪtiz,9100,home,We pay our monthly utilities like electricity and water every single month.,Biz har oy elektr va suv kabi kommunal to‘lovlarni amalga oshiramiz.,services amenities,
referred,verb,B2,yuborilgan nazarda tutilgan,упомянутый направленный,Mentioned or directed someone to another person or place for help.,ɹɪˈfɝd,9102,ielts,The doctor referred the patient to a specialist for further medical tests.,Shifokor bemorni qo‘shimcha tibbiy tekshiruvlar uchun mutaxassisga yo‘naltirdi.,mentioned directed,
henry,noun,C2,genri,генри,The standard unit for measuring electrical inductance in a circuit.,ˈhɛnri,9104,ielts,The inductance of the coil was measured at exactly one henry today.,G‘altakning induktivligi bugun aynan bir genri deb o‘lchandi.,,
christ,noun,B2,masih,христос,The title given to Jesus by his followers in the Christian religion.,kraɪst,9106,ielts,Many people believe that Christ brought a message of love and peace.,Ko‘pchilik odamlar Masih mehr-oqibat va tinchlik xabarini olib kelgan deb ishonadi.,,
austria,noun,A2,avstriya,Австрия,A country located in the middle of Europe.,ˈɒstrɪə,9110,places,We are planning to visit the beautiful mountains of Austria this summer.,Biz yozda Avstriyaning go'zal tog'lariga tashrif buyurishni rejalashtiryapmiz.,,
alabama,noun,B1,alabama,Алабама,A state located in the southern part of the United States of America.,ˌæləˈbæmə,9114,places,My cousin moved to Alabama last year to study at the university.,Jiyanim o'tgan yili universitetda o'qish uchun Alabamaga ko'chib o'tdi.,,
utah,noun,B1,yuta,Юта,A state in the western part of the United States known for red rocks.,ˈjuːtɑː,9118,places,We went on a long road trip through the deserts of Utah.,Biz Yuta cho'llari bo'ylab uzoq avtomobil sayohatiga chiqdik.,,
kentucky,noun,B1,kentukki,Кентукки,A state in the eastern part of the United States of America.,kənˈtʌki,9120,places,Horse racing is very popular in the state of Kentucky every year.,Har yili Kentukki shtatida ot poygalari juda ommabop hisoblanadi.,,
irish,adjective,A2,irlandiyalik irland,ирландский,Relating to the country of Ireland or its people and language.,ˈaɪrɪʃ,9132,people-family,My best friend is Irish and she speaks with a nice accent.,Eng yaqin do‘stim irlandiyalik va u yoqimli aksent bilan gapiradi.,Gaelic,
citizens,noun,B1,fuqarolar,граждане,People who are legally recognized as belonging to a particular country or state.,ˈsɪt.ɪ.zənz,9140,ielts,All citizens must follow the laws to keep their community safe and peaceful.,Barcha fuqarolar o'z hamjamiyatini xavfsiz va tinch saqlash uchun qonunlarga rioya qilishlari kerak.,nationals residents,foreigners
raised,adjective,B1,boʻrtma qavariq,выпуклый,Higher than the surface around it or having a bumpy texture.,ɹeɪzd,9150,describing,The map has raised areas to show where the mountains are.,Xaritada togʻlar qayerdaligini koʻrsatish uchun boʻrtma joylar mavjud.,embossed bumpy,flat
cheats,verb,A2,aldash nayrang ishlatish,жульничает,To behave dishonestly or break rules to get an advantage in a game.,t͡ʃiːts,9154,actions,He always cheats when we play cards with our friends together.,Doʻstlarimiz bilan karta oʻynaganimizda u doim aldashga urinadi.,deceives tricks,obeys
costa,noun,C1,qovurg'a,ребро,"An anatomical term for a rib, the bone that protects the chest area.",ˈkɒ.stə,9160,body-health,The injury caused significant pain near the costa area of his chest.,Jarohat uning ko'kragidagi qovurg'a yaqinida kuchli og'riq keltirib chiqardi.,rib,
montana,noun,B2,Montana,Монтана,A large mountainous state located in the western region of the United States.,mɒnˈtænə,9178,places,Montana is known for its beautiful mountains and large national parks.,Montana o'zining go'zal tog'lari va katta milliy bog'lari bilan mashhur.,,
switzerland,noun,A2,Shveytsariya,Швейцария,A landlocked country in Central Europe famous for its mountains and neutral politics.,ˈswɪtsələnd,9180,places,I hope to visit the beautiful snowy mountains in Switzerland next winter.,Kelasi qishda Shveytsariyaning go'zal qorli tog'lariga borishni umid qilaman.,,
czech,noun,B1,chex chexlar,чех,A person from the Czech Republic or the language spoken there.,tʃɛk,9184,places,My new friend from Prague is a very kind Czech person.,Pragadan kelgan yangi do'stim juda mehribon chex kishisi.,,
cambridge,noun,B2,Kembrij,Кембридж,"A famous university city in England or a city in Massachusetts, USA.",ˈkeɪmbrɪdʒ,9186,places,He earned his degree while studying at the University of Cambridge.,U Kembrij universitetida o'qiyotganda o'z darajasini oldi.,,
idaho,noun,B2,Aydaho,Айдахо,A state in the northwestern United States known for producing many potatoes.,ˈaɪdəhoʊ,9188,places,Idaho produces more potatoes than any other state in the country.,Aydaho mamlakatdagi boshqa shtatlarga qaraganda ko'proq kartoshka yetishtiradi.,,
sterling,noun,C1,funt sterling,фунт стерлингов,The basic unit of money used in the United Kingdom.,ˈstɜːlɪŋ,9190,ielts,The value of the pound sterling has increased significantly this year.,Joriy yilda funt sterlingning qiymati sezilarli darajada oshdi.,pound currency,
kernel,noun,C2,o'zak negiz,суть ядро,The most important or central part of something such as an idea.,ˈkɜː.nəl,9192,ielts,There is a kernel of truth in everything that he says.,U aytayotgan har bir gapda haqiqat o'zagi bor.,crux gist,
gray,adjective,A2,kulrang,серый,A color that is between black and white.,ɡɹeɪ,9194,describing,It was a cold and gray morning in the capital city.,Poytaxtda sovuq va kulrang tong edi.,grayish,
catalogue,noun,B2,katalog ro'yxat,каталог,"A complete list of items, such as books or products for sale.",ˈkæt.əˌlɒɡ,9196,work,We looked through the store catalogue to find some new furniture.,Biz yangi mebel topish uchun do'kon katalogini ko'rib chiqdik.,list,
broad,adjective,B2,keng,широкий,Very wide in distance or having a large range or scope.,bɹɔːd,9198,describing,The road was broad enough for two large trucks to pass.,Yo'l ikkita katta yuk mashinasi o'tib ketishi uchun yetarlicha keng edi.,wide,narrow
chosen,adjective,B1,tanlangan saralangan,выбранный,Someone or something that has been selected from a group.,ˈt͡ʃəʊ.zən,9200,describing,The chosen candidate accepted the new job offer with great pride.,Tanlangan nomzod yangi ish taklifini katta g‘urur bilan qabul qildi.,selected preferred,rejected
demo,noun,B2,namoyish ko‘rgazma,демонстрация,A short presentation showing how a product works or how something is done.,ˈdɛm.əʊ,9202,work,The teacher prepared a quick demo to help us understand the topic.,O‘qituvchi mavzuni tushunishimizga yordam berish uchun qisqa namoyish tayyorladi.,presentation display,
hate,verb,A2,yomon ko'rmoq nafratlanmoq,ненавидеть,To dislike someone or something very much.,[heʔ],9204,feelings,"I hate to say it, but I know we are going to lose.",Aytishga tilim bormayapti ammo biz yutqazishimizni bilaman.,loathe detest,love
terminal,noun,B2,terminal vokzal,терминал,A building at an airport or station where passengers arrive or depart.,ˈtɚmɪnəl,9206,travel,"Terminal 1 is for domestic flights, whereas Terminal 2 is for international flights.",1-terminal mahalliy reyslar uchun mo'ljallangan 2-terminal esa xalqaro reyslar uchun.,station hub,
behalf,noun,C1,nomidan manfaat,имя,Representing or acting for the benefit of another person or group.,bɪˈhæf,9208,ielts,I am writing on behalf of my company to express our interest.,Men kompaniyamiz nomidan qiziqishimizni bildirish uchun yozmoqdaman.,support interest,
liquid,noun,B1,suyuqlik,жидкость,A substance that flows easily and is not a solid or a gas.,ˈlɪk.wɪd,9210,nature,A liquid can freeze to become a solid or evaporate into a gas.,Suyuqlik muzlab qattiq jisimga aylanishi yoki bug'lanib gazga aylanishi mumkin.,fluid,solid
loop,noun,B1,halqa ilmoq,петля,A round shape or curve made by a line or thread.,luːp,9212,describing,"Arches, loops, and whorls are patterns found in fingerprints.",Arkalar ilmoqlar va aylana chiziqlar barmoq izlarida uchraydigan naqshlardir.,ring circle,
reservation,noun,B2,shubha ikkilanish,сомнение,A feeling of doubt or a concern about something.,ˌɹɛz.ɚˈveɪ.ʃən,9214,ielts,I have some reservations about cosigning a loan for him.,Men uning kreditiga kafil bo'lish borasida ba'zi shubhalarim bor.,doubt concern,
gourmet,adjective,C1,yuqori sifatli tansiq,гурманский,Describing food or drink that is of very high quality and often expensive.,ɡʊɹˈmeɪ,9216,food-drink,The restaurant offered gourmet coffee and cigars after the delicious formal meal.,Restoran mazali rasmiy ovqatdan so'ng yuqori sifatli qahva va sigaralar taklif qildi.,,
guard,verb,B1,qo'riqlamoq himoya qilmoq,охранять,To protect someone or something from danger or to watch over them carefully.,ɡɑːd,9218,actions,All of the mountain passes are guarded by brave soldiers during the night.,Tog' dovonlarining barchasi tun davomida jasur askarlar tomonidan qo'riqlanadi.,protect defend,
properly,adverb,B1,to'g'ri lozim darajada,должным образом,"In a way that is correct, suitable, or exactly as it should be done.",ˈpɹɒpəli,9220,describing,Does she think the repairs have been properly done by the local workers?,U ta'mirlash ishlari mahalliy ishchilar tomonidan to'g'ri bajarilgan deb o'ylaydimi?,correctly rightly,
empire,noun,B2,imperiya,империя,A group of countries or territories controlled by one powerful government or ruler.,ˈɛm.paɪ̯ə̯,9222,ielts,The history of the Roman empire is a popular subject at the university.,Rim imperiyasi tarixi universitetda mashhur fan hisoblanadi.,,
resume,verb,B2,davom ettirmoq qayta boshlamoq,возобновлять,To start doing something again after taking a break or pausing for a while.,ɹɪˈzjuːm,9224,actions,We will resume this important discussion tomorrow morning at nine o'clock sharp.,Biz ushbu muhim muhokamani ertaga ertalab soat to'qqizda davom ettiramiz.,continue restart,suspend
twenty,noun,A1,yigirma,двадцать,The number that is one more than nineteen; 20.,ˈtwɛnti,9226,basics,He paid twenty dollars for the new book he bought yesterday afternoon.,U kecha tushdan keyin sotib olgan yangi kitobi uchun yigirma dollar to'ladi.,,
newly,adverb,B1,yangi yangidan,вновь заново,Happening or being done very recently.,ˈnuli,9228,describing,The newly married couple moved into their first small house together.,Yangi turmush qurgan er-xotin o‘zlarining birinchi kichik uyiga ko‘chib o‘tishdi.,lately freshly,
raise,verb,A2,ko‘tarmoq oshirmoq,поднимать,To move something to a higher position or level.,ɹeɪz,9230,actions,Please raise your hand if you know the answer to the question.,Agar savolga javobni bilsangiz iltimos qo‘lingizni ko‘taring.,lift elevate,lower
avatar,noun,B2,avatar,аватар,A digital image that represents a person in a computer game or online.,əʋ(ə)t̪ɑr,9232,ielts,I chose a cool dragon as my avatar for the online game.,Men onlayn o‘yin uchun avatarlarim sifatida salqin ajdahoni tanladim.,profile-picture icon,
illegal,adjective,B1,noqonuniy nojo‘ya,незаконный,Not allowed by the law.,ɪˈliːɡəl,9234,ielts,It is illegal to drive a car without a valid driving license.,Haqiqiy haydovchilik guvohnomasisiz mashina haydash noqonuniydir.,unlawful forbidden,legal
expansion,noun,B2,kengayish kengayish,расширение,"The process of becoming larger in size, number, or amount.",ɪkˈspænʃən,9236,ielts,The rapid expansion of the company led to many new job opportunities.,Kompaniyaning jadal kengayishi ko‘plab yangi ish o‘rinlarini yaratdi.,growth development,contraction
hundreds,noun,A1,yuzlab,сотни,A large number of things or people in groups of one hundred.,ˈhʌn.dɹədz,9238,basics,Hundreds of people gathered in the park to watch the firework show.,Yuzlab odamlar mushakbozlik shousini tomosha qilish uchun bog‘ga to‘planishdi.,many scores,
rome,noun,A2,Rim,Рим,"The capital city of Italy, famous for its ancient history.",rəʊm,9240,travel,We are planning a wonderful summer trip to Rome next July.,Biz kelasi iyul oyida Rimga ajoyib yozgi sayohatni rejalashtiryapmiz.,,
arab,noun,B1,arab,араб,A person from one of the countries in the Middle East or North Africa.,ˈærəb,9242,people-family,The Arab culture has a long and very rich history of science.,Arab madaniyati uzoq va juda boy fan tarixiga ega.,,
lincoln,noun,B1,Linkoln,Линкольн,A common surname or the name of a major city in England or America.,ˈlɪŋkən,9244,places,Abraham Lincoln was one of the most famous presidents in American history.,Ibrohim Linkoln Amerika tarixidagi eng mashhur prezidentlardan biri edi.,,
premier,adjective,C1,birinchi yetakchi,первый главный,"Most important, best, or first in quality and status.",ˈpɹɛ.mi.ɛː,9246,ielts,This hotel is the premier choice for visitors staying in the city.,Bu mehmonxona shaharda to'xtagan mehmonlar uchun eng yaxshi tanlovdir.,foremost leading,
consent,verb,B2,rozi bo'lmoq ruxsat bermoq,соглашаться давать согласие,To give your permission or agreement for something to happen.,kənˈsɛnt,9248,ielts,The parents had to consent before the child could join the trip.,Bola sayohatga qo'shilishidan oldin ota-onalar rozi bo'lishlari kerak edi.,agree assent,object
drama,noun,B1,drama spektakl,драма,A serious play or movie that is not a comedy.,ˈdɹɑːmə,9250,feelings,She loves watching a good drama on television during the weekend.,U dam olish kunlari televideniyeda yaxshi drama tomosha qilishni yaxshi ko'radi.,play theater,
downtown,noun,A2,shahar markazi,центр города,The main business or shopping area of a city.,ˈdaʊ̯nˌtaʊ̯n,9252,travel,We decided to walk around downtown and look at the new shops.,"Biz shahar markazida aylanib, yangi do'konlarni ko'zdan kechirishga qaror qildik.",city center downtown,
keyboard,noun,A1,klaviatura,клавиатура,A set of buttons used to type on a computer or play music.,ˈki.bɔɹd,9254,basics,I need to buy a new keyboard for my desktop computer tomorrow.,Ertaga stol usti kompyuterim uchun yangi klaviatura sotib olishim kerak.,keypad,
contest,noun,B1,musobaqa bellashuv,соревнование,A competition or game in which people try to win.,ˈkɒn.tɛst,9256,actions,The child entered the spelling contest at his local primary school.,Bola maktabdagi imlo musobaqasida ishtirok etdi.,competition pageant,
collected,adjective,B2,xotirjam vazmin,хладнокровный,"Remaining calm and controlled, especially in a difficult situation.",kəˈlɛktɪd,9258,feelings,He stayed collected throughout the difficult interview process.,U qiyin suhbat jarayonida o'zini vazmin tutdi.,calm composed,
boot,noun,A2,etik botinka,ботинок,A strong shoe that covers the foot and part of the leg.,buːt,9260,clothes,He tied his leather boot before walking in the mountains.,U tog'da yurishdan oldin charm etiklarini bog'lab oldi.,,
suitable,adjective,B1,mos munosib,подходящий,"Right or appropriate for a particular person, purpose, or situation.",[ˈsjuː.tə.bɫ̩],9262,describing,This movie is not suitable for young children to watch.,Bu kino yosh bolalar tomosha qilishi uchun mos emas.,appropriate proper,unsuitable
absolutely,adverb,B1,mutlaqo shubhasiz,абсолютно,Used to emphasize that something is completely true or certain.,ˈæb.səˌl(j)uːt.li,9264,describing,I am absolutely sure that I locked the front door.,Men old eshikni qulflaganimga mutlaqo aminman.,completely totally,
chamber,noun,C1,palata xona,палата,"A formal room, especially one used for official meetings or government.",ˈtʃeɪmbə(ɹ),9266,places,The resolution was debated in the lower chamber of parliament.,Qaror parlamentning quyi palatasida muhokama qilindi.,hall room,
guinea,noun,C2,gvineya,гинея,A former British gold coin used as money in the past.,ˈɡɪni,9268,ielts,The painting was sold for fifty guineas at the auction.,Rasm auksionda ellik gvineyaga sotildi.,,
findings,noun,B2,natijalar xulosalar,результаты,The information or results discovered after a study or research.,ˈfaɪndɪŋz,9270,ielts,The researchers presented their findings to the scientific committee today.,Tadqiqotchilar bugun o'z xulosalarini ilmiy qo'mitaga taqdim etishdi.,results conclusions,
muscle,noun,B1,muskul mushak,мышца,The part of the body that allows you to move and be strong.,ˈmʌs.əl,9272,body-health,You need to exercise your muscle groups to stay fit and healthy.,Sog'lom va baquvvat bo'lish uchun mushaklar guruhini mashq qildirish kerak.,thew,
typical,adjective,B1,tipik xos,типичный,Having the usual features or qualities of a particular group or thing.,ˈtɪp.ɪ.kəl,9276,describing,It was a typical summer day with bright sun and clear skies.,Bu yorqin quyosh va musaffo osmon bilan tipik yoz kuni edi.,customary ordinary,atypical
tower,noun,A2,minora,башня,"A very tall, narrow building or part of a building.",ˈtaʊ.ə(ɹ),9278,places,We climbed to the top of the tower to see the city.,Shaharni ko'rish uchun minoraning yuqorisiga chiqdik.,,
sum,noun,A2,yig'indi summa,сумма,The amount of money or the total result of adding numbers together.,sʌm,9280,school,The total sum of these expenses is higher than we expected.,Ushbu xarajatlarning umumiy yig'indisi kutganimizdan yuqoriroq.,total amount,
calculator,noun,A1,kalkulyator hisoblagich,калькулятор,A small electronic device used for solving mathematical problems.,ˈkæl.kjə.leɪ.tə(ɹ),9282,school,Please use a calculator if you cannot do the math in your head.,"Agar miyangizda hisoblay olmasangiz, kalkulyatordan foydalaning.",,
significantly,adverb,B2,sezilarli darajada,значительно,In a way that is large enough to be noticed or have an effect.,sɪɡˈnɪfɪkəntli,9284,ielts,The new technology has significantly improved our daily work efficiency.,Yangi texnologiya kundalik ish samaradorligimizni sezilarli darajada oshirdi.,,
attend,verb,B1,qatnashmoq qatnashib bormoq,посещать,"To be present at an event, school, or meeting.",əˈtɛnd,9286,school,I try to attend every class to keep up with my studies.,O'qishimdan qolib ketmaslik uchun har bir darsda qatnashishga harakat qilaman.,,
shower,noun,A1,dush,душ,An area where you stand under falling water to wash your whole body.,ˈʃaʊ.ə(ɹ),9288,home,I am going to have a hot shower before I go to bed.,Uxlashdan oldin issiq dush qabul qilmoqchiman.,shower-bath,
tonight,adverb,A1,bugun kechqurun bugun tunda,сегодня вечером,During the evening or the night of the current day.,təˈnaɪt,9290,time,I have so much homework to finish before I sleep tonight.,Bugun kechqurun uxlamasdan oldin bajarishim kerak bo'lgan juda ko'p uy ishim bor.,,
dear,adjective,A2,aziz qadrli,дорогой,Loved very much; someone who is important to you.,dɪə,9292,people-family,She wrote a letter to her dear friend who lives far away.,U uzoqda yashovchi qadrli do'stiga xat yozdi.,beloved precious,
shell,noun,B1,qobiq chanoq,оболочка,A hard outer layer that protects an animal like a crab or snail.,ʃɛl,9294,nature,I found a beautiful white shell while walking on the beach.,"Sohil bo'ylab yurar ekanman, chiroyli oq qobiq topib oldim.",,
province,noun,B2,viloyat provinsiya,провинция,One of the main areas that a country is divided into for administration.,ˈpɹɒv.ɪns,9296,ielts,The government plans to build new schools in every single province.,Hukumat har bir viloyatda yangi maktablar qurishni rejalashtirmoqda.,region district,
catholic,adjective,C2,har tomonlama umumjahon,всеохватывающий,Including a wide variety of things; universal or all-encompassing.,ˈkæ.θ(ə.)lɪk,9298,ielts,"She has very catholic tastes in music, enjoying everything from jazz to opera.","Uning musiqaga bo'lgan didi juda keng qamrovli, jazzdan tortib operagacha barchasini yoqtiradi.",universal diverse,narrow
oak,noun,B1,eman eman daraxti,дуб,A large tree that produces acorns and has very hard wood.,əʊk,9300,nature,The old table was made from solid oak and looked very beautiful.,Eski stol qattiq emandan yasalgan va juda chiroyli ko'rinardi.,,
governor,noun,B2,hokim gubernator,губернатор,The person officially in charge of a region or a large organization.,ˈɡʌv(ə)nə(ɹ),9304,ielts,The governor visited the new school to see the facilities for students.,Gubernator talabalar uchun yaratilgan sharoitlarni ko'rish maqsadida yangi maktabga tashrif buyurdi.,leader chief,
beer,noun,A2,pivo,пиво,"An alcoholic drink made from grain, usually served cold in a glass.",ˈbɪə,9306,food-drink,Many people enjoy drinking a cold beer after a long day working.,Ko'p odamlar uzoq ish kunidan keyin sovuq pivo ichishni xush ko'rishadi.,ale lager,
contribution,noun,B2,hissa ulush,вклад,Something that you give or do to help something be successful.,ˌkɒntɹɪˈbjuːʃən,9308,ielts,Her contribution to the team project was very important for our success.,Uning jamoaviy loyihaga qo'shgan hissasi bizning muvaffaqiyatimiz uchun juda muhim edi.,donation input,
measurement,noun,B1,o'lchov o'lchash,измерение,"The size, amount, or degree of something that has been measured.",ˈmɛʒ.ə.mənt,9310,describing,Please take a measurement of the room before you buy the furniture.,Mebel sotib olishdan oldin xonani o'lchab oling.,dimension size,
swimming,noun,A1,suzish suzish sporti,плавание,The sport or activity of moving through water by using your arms and legs.,ˈswɪmɪŋ,9312,actions,I go to the local pool for swimming every Saturday morning.,Men har shanba kuni ertalab suzish uchun mahalliy basseyniga boraman.,,
spyware,noun,B2,josus dastur,шпионское ПО,Computer software that collects information about you without your knowledge or permission.,ˈspaɪˌwɛər,9314,work,You should install antivirus software to protect your computer from spyware.,Kompyuteringizni josus dasturlardan himoya qilish uchun antivirus dasturini o'rnatishingiz kerak.,,
constitution,noun,B2,konstitutsiya qomus,конституция,The set of political principles and laws by which a country is governed.,ˌkɒn.stɪˈtjuː.ʃ(ə)n,9316,ielts,The citizens have rights protected by the national constitution of the country.,Fuqarolar mamlakatning milliy konstitutsiyasi tomonidan himoyalangan huquqlarga ega.,law charter,
consultation,noun,B1,maslahatlashuv konsultatsiya,консультация,A meeting with a professional person to get advice or discuss a problem.,ˌkɒnsəlˈteɪʃən,9318,work,You need to book a consultation with the doctor about your health.,Siz sog'lig'ingiz bo'yicha shifokor bilan maslahatlashuvga yozilishingiz kerak.,advice meeting,
northwest,noun,A2,shimoli-g'arb,северо-запад,The direction that is between north and west on a map or compass.,nɔɹθˈwɛst,9320,travel,The city is located in the northwest part of the country.,Shahar mamlakatning shimoli-g'arbiy qismida joylashgan.,,southeast
sir,noun,A1,janob,господин,"A polite and respectful way to address a man, especially when you do not know him.",sɜː,9322,people-family,"Excuse me, sir, do you know the way to the art museum?",Kechirasiz janob san'at muzeyiga qanday borishni bilasizmi?,,
finder,noun,B1,topuvchi izlovchi,"тот, кто находит",A person or thing that discovers or finds something that was hidden or lost.,ˈfaɪndə,9324,actions,The finder of the lost wallet was rewarded for their honesty today.,Yo'qolgan hamyonni topuvchi bugun halolligi uchun mukofotlandi.,discoverer,
unable,adjective,A2,qodir emas ilojsiz,неспособный,"Not having the skill, power, or opportunity to do something specific.",ʌnˈeɪbl̩,9326,describing,Are you unable to mind your own business or do something useful?,Siz o'z ishingiz bilan shug'ullanishga qodir emasmisiz yoki foydali ish qila olasizmi?,incapable,able
wallpaper,noun,B1,oboy devor qog'ozi,обои,Strong paper with patterns used for covering and decorating the walls of a room.,ˈwɔːlˌpeɪpə,9330,home,He is letting her select the new wallpapers for the whole house.,U butun uy uchun yangi oboylarni tanlashni unga topshirdi.,paper,
merchandise,noun,B2,tovar mahsulot,товар,Goods that are produced and sold in shops for profit.,ˈmɜː.t͡ʃənˌdaɪs,9332,work,Good business depends on having high quality merchandise in your store.,Yaxshi biznes do'koningizdagi yuqori sifatli tovarlarga bog'liq.,goods product,
const,noun,C2,o'zgarmas kattalik,константа,A value in computer programming that cannot be changed after it is defined.,kɒnst,9334,ielts,We define a const variable to keep the application settings secure.,Dastur sozlamalarini xavfsiz saqlash uchun o'zgarmas o'zgaruvchini belgilaymiz.,constant,
resistance,noun,B2,qarshilik,сопротивление,The act of fighting against something or refusing to accept it.,ɹɪˈzɪstəns,9336,ielts,There is widespread resistance to the new urban development plans locally.,Yangi shaharsozlik rejalariga mahalliy aholi orasida keng qarshilik mavjud.,opposition,compliance
biggest,adjective,A1,eng katta,самый большой,"The superlative form of big, meaning the most large in size or amount.",ˈbɪɡ.ɪst,9338,describing,The whale is the biggest animal that lives in the blue ocean.,Kit okeanda yashaydigan eng katta hayvondir.,largest,smallest
