headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
salary,noun,A2,maosh,зарплата,The money you are paid each month for work.,ˈsæləri,485,work,She earns a good salary.,U yaxshi maosh oladi.,wage,
manager,noun,A2,menejer,менеджер,A person who controls a business or team.,ˈmænɪdʒə,490,work,The manager was very kind.,Menejer juda mehribon edi.,,
customer,noun,A2,mijoz,клиент,A person who buys something from a shop.,ˈkʌstəmə,495,work,The customer asked for help.,Mijoz yordam so'radi.,client,
office,noun,A2,ofis,офис,A room or building where people work.,ˈɒfɪs,500,work,My office is on the third floor.,Mening ofisim uchinchi qavatda.,,
interview,noun,A2,suhbat,собеседование,A meeting where someone asks you questions for a job.,ˈɪntəvjuː,505,work,I have a job interview tomorrow.,Ertaga ish suhbatim bor.,,
experience,noun,A2,tajriba,опыт,Knowledge you get by doing something.,ɪkˈspɪəriəns,510,work,She has a lot of experience.,Uning ko'p tajribasi bor.,,
success,noun,A2,muvaffaqiyat,успех,The good result of trying hard.,səkˈses,515,feelings,His success made everyone happy.,Uning muvaffaqiyati hammani xursand qildi.,,failure
afraid,adjective,A2,qo'rqqan,испуганный,Feeling fear of something.,əˈfreɪd,520,feelings,She is afraid of dogs.,U itlardan qo'rqadi.,scared,
proud,adjective,A2,faxrlanadigan,гордый,Feeling pleased about something you did.,praʊd,525,feelings,I am proud of my sister.,Men opamdan faxrlanaman.,,ashamed
lonely,adjective,A2,yolg'iz,одинокий,Sad because you are alone.,ˈləʊnli,530,feelings,He felt lonely in the new city.,U yangi shaharda yolg'iz his qildi.,,
surprised,adjective,A2,hayron,удивлённый,Feeling something you did not expect.,səˈpraɪzd,535,feelings,We were surprised by the news.,Biz xabardan hayron bo'ldik.,,
worried,adjective,A2,xavotirli,обеспокоенный,Thinking about problems that may happen.,ˈwʌrid,540,feelings,She is worried about the exam.,U imtihon haqida xavotirda.,anxious,calm
bored,adjective,A2,zerikkan,скучающий,Tired because nothing interesting is happening.,bɔːd,545,feelings,The children were bored at home.,Bolalar uyda zerikishdi.,,interested
comfortable,adjective,A2,qulay,удобный,Making you feel relaxed and at ease.,ˈkʌmftəbl,550,describing,This chair is very comfortable.,Bu stul juda qulay.,,uncomfortable
dangerous,adjective,A2,xavfli,опасный,Able to hurt or harm you.,ˈdeɪndʒrəs,555,describing,Fast driving is dangerous.,Tez haydash xavfli.,,safe
empty,adjective,A2,bo'sh,пустой,Having nothing inside.,ˈempti,560,describing,The bottle is empty.,Shisha bo'sh.,,full
modern,adjective,A2,zamonaviy,современный,Belonging to the present time.,ˈmɒdn,565,describing,They live in a modern house.,Ular zamonaviy uyda yashaydi.,,old
quiet,adjective,A2,tinch,тихий,Making little or no noise.,ˈkwaɪət,570,describing,The village is very quiet.,Qishloq juda tinch.,,loud
famous,adjective,A2,mashhur,известный,Known by many people.,ˈfeɪməs,575,describing,He is a famous singer.,U mashhur qo'shiqchi.,,unknown
foreign,adjective,A2,xorijiy,иностранный,From another country.,ˈfɒrən,580,describing,She speaks three foreign languages.,U uchta xorijiy tilda gapiradi.,,
useful,adjective,A2,foydali,полезный,Helping you do something.,ˈjuːsfl,585,describing,This book is very useful.,Bu kitob juda foydali.,helpful,useless
terrible,adjective,A2,dahshatli,ужасный,Very bad or unpleasant.,ˈterəbl,590,describing,The weather was terrible.,Ob-havo dahshatli edi.,awful,
improve,verb,A2,yaxshilamoq,улучшать,To make something better.,ɪmˈpruːv,595,actions,I want to improve my English.,Men ingliz tilimni yaxshilamoqchiman.,,
explain,verb,A2,tushuntirmoq,объяснять,To make something clear to someone.,ɪkˈspleɪn,600,actions,Please explain the rules.,Iltimos qoidalarni tushuntiring.,,
describe,verb,A2,tasvirlamoq,описывать,To say what someone or something is like.,dɪˈskraɪb,605,actions,Describe your best friend.,Eng yaqin do'stingizni tasvirlang.,,
decide,verb,A2,qaror qilmoq,решать,To choose after thinking.,dɪˈsaɪd,610,actions,We decided to stay home.,Biz uyda qolishga qaror qildik.,,
accept,verb,A2,qabul qilmoq,принимать,To agree to take something offered.,əkˈsept,615,actions,She accepted the gift.,U sovg'ani qabul qildi.,,refuse
borrow,verb,A2,qarz olmoq,занимать,To take something and give it back later.,ˈbɒrəʊ,620,actions,Can I borrow your pen?,Ruchkangizni qarzga olsam bo'ladimi?,,lend
lend,verb,A2,qarz bermoq,одалживать,To give something for a short time.,lend,625,actions,He lent me some money.,U menga biroz pul qarz berdi.,,borrow
repeat,verb,A2,takrorlamoq,повторять,To say or do something again.,rɪˈpiːt,630,actions,Please repeat the question.,Iltimos savolni takrorlang.,,
prepare,verb,A2,tayyorlamoq,готовить,To make something ready.,prɪˈpeə,635,actions,She prepared dinner for us.,U bizga kechki ovqat tayyorladi.,,
receive,verb,A2,qabul qilib olmoq,получать,To get something that is given to you.,rɪˈsiːv,640,actions,I received your letter.,Men xatingizni oldim.,get,send
invite,verb,A2,taklif qilmoq,приглашать,To ask someone to come somewhere.,ɪnˈvaɪt,645,actions,They invited us to the party.,Ular bizni bazmga taklif qilishdi.,,
recipe,noun,A2,retsept,рецепт,Instructions for cooking a dish.,ˈresəpi,650,food-drink,This is my grandmother's recipe.,Bu buvimning retsepti.,,
dessert,noun,A2,shirinlik,десерт,Sweet food eaten after a meal.,dɪˈzɜːt,655,food-drink,We had ice cream for dessert.,Biz shirinlikka muzqaymoq yedik.,,
vegetable,noun,A2,sabzavot,овощ,A plant grown for food such as a carrot.,ˈvedʒtəbl,660,food-drink,Eat more vegetables every day.,Har kuni ko'proq sabzavot yeng.,,
delicious,adjective,A2,mazali,вкусный,Having a very pleasant taste.,dɪˈlɪʃəs,665,food-drink,The soup was delicious.,Sho'rva mazali edi.,tasty,
bitter,adjective,A2,achchiq,горький,Having a sharp unpleasant taste.,ˈbɪtə,670,food-drink,Black coffee tastes bitter.,Qora qahva achchiq bo'ladi.,,sweet
storm,noun,A2,bo'ron,шторм,Very bad weather with strong wind and rain.,stɔːm,675,nature,A storm is coming tonight.,Bugun kechqurun bo'ron keladi.,,
climate,noun,A2,iqlim,климат,The usual weather of a place.,ˈklaɪmət,680,nature,The climate here is very dry.,Bu yerning iqlimi juda quruq.,,
moon,noun,A2,oy,луна,The bright object in the sky at night.,muːn,685,nature,The moon is very bright tonight.,Bugun oy juda yorug'.,,
earth,noun,A2,yer,земля,The planet where we live.,ɜːθ,690,nature,The earth goes around the sun.,Yer quyosh atrofida aylanadi.,,
