headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
pass away,phrasal verb,B2,vafot etmoq,скончаться,To die — a polite expression.,pɑːs əˈweɪ,4620,phrasal,Her grandfather passed away last year.,Uning bobosi o'tgan yili vafot etdi.,die,
pay back,phrasal verb,B1,qarzini qaytarmoq,вернуть долг,To return money that you owe.,peɪ bæk,4622,phrasal,I'll pay you back on Friday.,Qarzingizni juma kuni qaytaraman.,repay,
put away,phrasal verb,B1,joyiga qo'ymoq yig'ishtirmoq,убрать на место,To put something back in its usual place.,pʊt əˈweɪ,4624,phrasal,Put away your toys before dinner.,Kechki ovqatdan oldin o'yinchoqlaringizni yig'ishtiring.,,
take up,phrasal verb,B2,shug'ullana boshlamoq,заняться (хобби),To start a new hobby or activity.,teɪk ʌp,4626,phrasal,He took up swimming at forty.,U qirq yoshida suzish bilan shug'ullana boshladi.,start,
try on,phrasal verb,A2,kiyib ko'rmoq,примерить,To put on clothing to see if it fits.,traɪ ɒn,4628,phrasal,Can I try on these shoes?,Bu oyoq kiyimlarni kiyib ko'rsam bo'ladimi?,,
actions speak louder than words,idiom,B2,gap bilan emas ish bilan ko'rsatmoq,дела говорят громче слов,What you do matters more than what you say.,ˈækʃənz spiːk ˈlaʊdə ðən wɜːdz,4630,idioms,"Stop promising — actions speak louder than words.","Va'da beraverma — gap bilan emas, ish bilan ko'rsat.",,
add fuel to the fire,idiom,B2,olovga moy quymoq,подлить масла в огонь,To make a bad situation even worse.,æd ˈfjuːəl tə ðə ˈfaɪə,4632,idioms,His rude reply only added fuel to the fire.,Uning qo'pol javobi faqat olovga moy quydi.,,
bark up the wrong tree,idiom,C1,noto'g'ri yo'ldan izlamoq,идти по ложному следу,To pursue a mistaken idea or blame the wrong person.,bɑːk ʌp ðə rɒŋ triː,4634,idioms,"If you suspect me, you're barking up the wrong tree.","Agar mendan shubhalansangiz, noto'g'ri yo'ldan izlayapsiz.",,
beat around the bush,idiom,B2,gapni aylantirmoq,ходить вокруг да около,To avoid saying something directly.,biːt əˈraʊnd ðə bʊʃ,4636,idioms,Stop beating around the bush and tell me the truth.,Gapni aylantirmasdan haqiqatni ayting.,,
better late than never,idiom,B2,hech qachondan ko'ra kech yaxshi,лучше поздно чем никогда,It is better to do something late than not to do it at all.,ˈbetə leɪt ðən ˈnevə,4638,idioms,"He finally apologised — better late than never.","U nihoyat uzr so'radi — hech qachondan ko'ra kech yaxshi.",,
bite off more than you can chew,idiom,C1,ko'tara olmaydigan yukni bo'yniga olmoq,взяться за непосильное,To try to do more than you are able to manage.,baɪt ɒf mɔː ðən juː kən tʃuː,4640,idioms,Taking three jobs was biting off more than he could chew.,Uchta ishga yollanish u ko'tara olmaydigan yuk edi.,,
burn the midnight oil,idiom,C1,tunlarni bedor o'tkazmoq,работать по ночам,To work or study late into the night.,bɜːn ðə ˈmɪdnaɪt ɔɪl,4642,idioms,She burned the midnight oil before the exam.,U imtihon oldidan tunlarni bedor o'tkazdi.,,
by the skin of your teeth,idiom,C1,bir bahya qolganda arang,еле-еле,Only just; by a very small margin.,baɪ ðə skɪn əv jɔː tiːθ,4644,idioms,He passed the test by the skin of his teeth.,U testdan arang o'tdi.,,
cry over spilt milk,idiom,B2,bo'lar ish bo'ldi deb kuyinmoq,сожалеть о непоправимом,To be upset about something that cannot be changed.,kraɪ ˈəʊvə spɪlt mɪlk,4646,idioms,"It's done — don't cry over spilt milk.","Bo'lar ish bo'ldi — endi kuyinishdan foyda yo'q.",,
down to earth,idiom,B2,kamtar oddiy,приземлённый,"Practical, sensible and modest.",daʊn tuː ɜːθ,4648,idioms,"Despite her fame, she is very down to earth.",Shuhratiga qaramay u juda kamtar.,modest,
easier said than done,idiom,B2,aytish oson qilish qiyin,легче сказать чем сделать,Much harder to do than to talk about.,ˈiːziə sed ðən dʌn,4650,idioms,"Just relax? Easier said than done!","Shunchaki tinchlanish kerakmi? Aytish oson, qilish qiyin!",,
every cloud has a silver lining,idiom,B2,har yomonlikda bir yaxshilik bor,нет худа без добра,Every difficult situation has a positive side.,ˈevri klaʊd hæz ə ˈsɪlvə ˈlaɪnɪŋ,4652,idioms,"She lost the job but found a better one — every cloud has a silver lining.","U ishini yo'qotdi, lekin yaxshirog'ini topdi — har yomonlikda bir yaxshilik bor.",,
face the music,idiom,C1,oqibatiga tik boqmoq,отвечать за последствия,To accept the unpleasant consequences of your actions.,feɪs ðə ˈmjuːzɪk,4654,idioms,He broke the rules and now must face the music.,U qoidalarni buzdi va endi oqibatiga tik boqishi kerak.,,
get cold feet,idiom,B2,yuragi dov bermay qolmoq,струсить в последний момент,To suddenly become too nervous to do something planned.,ɡet kəʊld fiːt,4656,idioms,He got cold feet just before the interview.,Suhbatdan sal oldin uning yuragi dov bermay qoldi.,,
get the hang of,idiom,B2,epini topib olmoq o'rganib ketmoq,приноровиться,To learn how to do something after some practice.,ɡet ðə hæŋ ɒv,4658,idioms,You'll get the hang of driving soon.,Tez orada mashina haydashning epini topib olasiz.,,
go the extra mile,idiom,B2,kutilganidan ortig'ini qilmoq,сделать больше ожидаемого,To make more effort than is expected of you.,ɡəʊ ði ˈekstrə maɪl,4660,idioms,Good teachers go the extra mile for their students.,Yaxshi o'qituvchilar o'quvchilari uchun kutilganidan ortig'ini qiladi.,,
hit the road,idiom,B2,yo'lga tushmoq,отправиться в путь,To begin a journey.,hɪt ðə rəʊd,4662,idioms,It's getting late — time to hit the road.,Kech bo'lyapti — yo'lga tushish vaqti keldi.,,
in the same boat,idiom,B2,ahvoli bir xil bo'lmoq,в одной лодке,In the same difficult situation as other people.,ɪn ðə seɪm bəʊt,4664,idioms,"We all failed the test, so we're in the same boat.","Hammamiz testdan yiqildik, ahvolimiz bir xil.",,
jump on the bandwagon,idiom,C1,ommaga ergashmoq,следовать за модой,To join an activity because it has become popular.,dʒʌmp ɒn ðə ˈbændwæɡən,4666,idioms,Many brands jumped on the eco-friendly bandwagon.,Ko'plab brendlar ekologik modaga ergashdi.,,
keep your chin up,idiom,B2,ruhini tushirmaslik,не вешать нос,To stay cheerful in a difficult situation.,kiːp jɔː tʃɪn ʌp,4668,idioms,"Keep your chin up — you'll pass next time.","Ruhingizni tushirmang — keyingi safar o'tasiz.",,
learn the ropes,idiom,C1,ish sirlarini o'rganmoq,освоиться в деле,To learn how to do a new job or activity.,lɜːn ðə rəʊps,4670,idioms,It took a month to learn the ropes at the new job.,Yangi ishda ish sirlarini o'rganish bir oy vaqt oldi.,,
let the cat out of the bag,idiom,B2,sirni oshkor qilib qo'ymoq,проговориться,To reveal a secret by mistake.,let ðə kæt aʊt əv ðə bæɡ,4672,idioms,He let the cat out of the bag about the surprise party.,U kutilmagan bazm sirini oshkor qilib qo'ydi.,,
make a long story short,idiom,B2,qisqasini aytganda,короче говоря,To tell only the main points of a story.,meɪk ə lɒŋ ˈstɔːri ʃɔːt,4674,idioms,"To make a long story short, we missed the train.","Qisqasini aytganda, poyezdga kechikdik.",,
off the top of my head,idiom,C1,o'ylamasdan shartta aytganda,навскидку,Without careful thought or checking the facts.,ɒf ðə tɒp əv maɪ hed,4676,idioms,"Off the top of my head, I'd say fifty people came.","Shartta aytganda, ellik kishi kelgan bo'lsa kerak.",,
on cloud nine,idiom,B2,boshi osmonga yetgan,на седьмом небе,Extremely happy.,ɒn klaʊd naɪn,4678,idioms,She was on cloud nine after winning the prize.,Mukofotni yutgach uning boshi osmonga yetdi.,,
on thin ice,idiom,B2,xavfli ahvolda,на тонком льду,In a risky situation where trouble is likely.,ɒn θɪn aɪs,4680,idioms,"After missing three deadlines, he's on thin ice.","Uchta muddatni o'tkazib yuborgach, u xavfli ahvolda.",,
out of the blue,idiom,B2,kutilmaganda to'satdan,как гром среди ясного неба,Completely unexpectedly.,aʊt əv ðə bluː,4682,idioms,"Out of the blue, she called me after ten years.","Kutilmaganda, u o'n yildan keyin menga qo'ng'iroq qildi.",suddenly,
play it by ear,idiom,C1,vaziyatga qarab ish tutmoq,действовать по обстоятельствам,To decide what to do as things happen rather than planning.,pleɪ ɪt baɪ ɪə,4684,idioms,"We have no fixed plans — we'll play it by ear.","Aniq rejamiz yo'q — vaziyatga qarab ish tutamiz.",,
pull someone's leg,idiom,B2,hazillashmoq laqillatmoq,разыгрывать,To joke by telling someone something that is not true.,pʊl ˈsʌmwʌnz leɡ,4686,idioms,"Relax, I'm only pulling your leg.","Xotirjam bo'ling, shunchaki hazillashyapman.",joke,
rain or shine,idiom,B2,nima bo'lishidan qat'i nazar,при любой погоде,Whatever happens; in any weather.,reɪn ɔː ʃaɪn,4688,idioms,"The market opens every day, rain or shine.","Bozor har kuni, ob-havodan qat'i nazar ochiladi.",,
read between the lines,idiom,C1,gap tagidagi ma'noni anglamoq,читать между строк,To understand a meaning that is not stated directly.,riːd bɪˈtwiːn ðə laɪnz,4690,idioms,"Reading between the lines, I think they're unhappy.","Gap tagidagi ma'noga qarasam, ular norozi shekilli.",,
speak of the devil,idiom,B2,o'zi haqida gap ketganda kelib qolmoq,лёгок на помине,Said when a person appears just as you are talking about them.,spiːk əv ðə ˈdevl,4692,idioms,"Speak of the devil — here comes Aziz now!","O'zi haqida gapirsak — ana, Aziz kelyapti!",,
steal someone's thunder,idiom,C1,birovning shuhratini tortib olmoq,украсть чужую славу,To take the attention or praise that belongs to someone else.,stiːl ˈsʌmwʌnz ˈθʌndə,4694,idioms,She stole my thunder by announcing her news at my party.,U mening bazmimda o'z yangiligini e'lon qilib shuhratimni tortib oldi.,,
take it with a grain of salt,idiom,C1,hammasiga ishonavermaslik,воспринимать скептически,To doubt that something is completely true.,teɪk ɪt wɪð ə ɡreɪn əv sɔːlt,4696,idioms,Take his stories with a grain of salt.,Uning hikoyalariga to'liq ishonavermang.,,
the tip of the iceberg,idiom,C1,muammoning ko'ringan qismi xolos,верхушка айсберга,A small visible part of a much larger problem.,ðə tɪp əv ði ˈaɪsbɜːɡ,4698,idioms,These complaints are just the tip of the iceberg.,Bu shikoyatlar muammoning ko'ringan qismi xolos.,,
through thick and thin,idiom,B2,och-to'qlikda ham birga,и в горе и в радости,In good times and in bad times.,θruː θɪk ənd θɪn,4700,idioms,They stayed friends through thick and thin.,Ular och-to'qlikda ham do'st bo'lib qolishdi.,,
throw in the towel,idiom,C1,taslim bo'lmoq,сдаться,To admit defeat and stop trying.,θrəʊ ɪn ðə ˈtaʊəl,4702,idioms,"Don't throw in the towel yet — one exam is left.","Hali taslim bo'lmang — bitta imtihon qoldi.",quit,persist
time flies,idiom,B1,vaqt tez o'tadi,время летит,Time passes very quickly.,taɪm flaɪz,4704,idioms,"Time flies when you're having fun.","Maza qilib yurganingizda vaqt tez o'tadi.",,
turn a blind eye,idiom,C1,ko'rmaslikka olmoq,закрывать глаза на что-то,To deliberately ignore something you know is wrong.,tɜːn ə blaɪnd aɪ,4706,idioms,The guard turned a blind eye to the broken gate.,Qorovul buzilgan darvozani ko'rmaslikka oldi.,ignore,
up in the air,idiom,B2,noaniq hal bo'lmagan,в подвешенном состоянии,Uncertain; not yet decided.,ʌp ɪn ði eə,4708,idioms,Our travel plans are still up in the air.,Sayohat rejalarimiz hali ham noaniq.,uncertain,
