headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
petition,noun,C1,petitsiya ariza,петиция,A written request signed by many people.,pəˈtɪʃn,3258,ielts,Residents signed a petition against the road.,Aholi yo'lga qarshi petitsiya imzoladi.,,
plummet,verb,C1,keskin tushib ketmoq,резко падать,To fall very quickly.,ˈplʌmɪt,3260,ielts,Temperatures plummeted overnight.,Harorat bir kechada keskin tushib ketdi.,plunge,soar
poverty,noun,B2,qashshoqlik,бедность,The state of being very poor.,ˈpɒvəti,3262,ielts,Education is the way out of poverty.,Ta'lim qashshoqlikdan chiqish yo'li.,,wealth
predator,noun,B2,yirtqich,хищник,An animal that hunts others.,ˈpredətə,3264,ielts,Wolves are the forest's main predators.,Bo'rilar o'rmonning asosiy yirtqichlari.,,prey
prejudice,noun,C1,xurofot noxolis fikr,предубеждение,An unfair opinion formed without knowledge.,ˈpredʒudɪs,3266,ielts,Education helps fight prejudice.,Ta'lim xurofotga qarshi kurashishga yordam beradi.,bias,
prototype,noun,C1,prototip dastlabki nusxa,прототип,The first model of something new.,ˈprəʊtətaɪp,3268,ielts,Engineers tested the car prototype.,Muhandislar avtomobil prototipini sinovdan o'tkazishdi.,,
provision,noun,C1,ta'minlash modda,обеспечение,The act of providing; a condition in a law.,prəˈvɪʒn,3270,ielts,The provision of clean water is essential.,Toza suv bilan ta'minlash juda muhim.,supply,
recruit,verb,B2,ishga olmoq jalb qilmoq,набирать,To find new people for a job or group.,rɪˈkruːt,3272,ielts,The school recruited five new teachers.,Maktab beshta yangi o'qituvchini ishga oldi.,hire,dismiss
recur,verb,C1,takrorlanmoq,повторяться,To happen again.,rɪˈkɜː,3274,ielts,The same error kept recurring.,Xuddi shu xato takrorlanaverdi.,repeat,
refuge,noun,C1,boshpana panoh,убежище,A safe place from danger.,ˈrefjuːdʒ,3276,ielts,The cellar was their refuge from the heat.,Yerto'la ularning issiqdan panohi edi.,shelter,
renovate,verb,B2,ta'mirlamoq yangilamoq,ремонтировать,To repair and improve a building.,ˈrenəveɪt,3278,ielts,The old madrasah was carefully renovated.,Eski madrasa ehtiyotkorlik bilan ta'mirlandi.,restore,
reservoir,noun,C1,suv ombori,водохранилище,A large lake for storing water.,ˈrezəvwɑː,3280,ielts,The reservoir supplies the whole city.,Suv ombori butun shaharni ta'minlaydi.,,
resilient,adjective,C1,bardoshli tez tiklanadigan,устойчивый,Able to recover quickly from difficulty.,rɪˈzɪliənt,3282,ielts,Children are remarkably resilient.,Bolalar hayratlanarli darajada bardoshli.,tough,fragile
retail,noun,C1,chakana savdo,розничная торговля,The sale of goods to the public.,ˈriːteɪl,3284,ielts,Online retail is replacing shops.,Onlayn chakana savdo do'konlar o'rnini egallamoqda.,,wholesale
ritual,noun,C1,marosim odat,ритуал,A fixed ceremony or habit.,ˈrɪtʃuəl,3286,ielts,Morning tea is a family ritual.,Ertalabki choy — oilaviy odat.,ceremony,
sanitation,noun,C1,sanitariya,санитария,Systems that keep places clean and healthy.,ˌsænɪˈteɪʃn,3288,ielts,Poor sanitation spreads disease.,Yomon sanitariya kasallik tarqatadi.,,
scholar,noun,B2,olim ilm ahli,учёный,A person who studies a subject deeply.,ˈskɒlə,3290,ielts,Scholars still debate the manuscript's age.,Olimlar qo'lyozma yoshi haqida hamon bahslashadi.,academic,
seminar,noun,B2,seminar,семинар,A class for discussing a subject.,ˈsemɪnɑː,3292,ielts,The seminar covered essay writing.,Seminar insho yozishga bag'ishlandi.,,
specimen,noun,C1,namuna,образец,An example used for study.,ˈspesɪmən,3294,ielts,The lab examined a blood specimen.,Laboratoriya qon namunasini tekshirdi.,sample,
soar,verb,C1,keskin ko'tarilmoq parvoz qilmoq,взлетать,To rise very quickly; to fly high.,sɔː,3296,ielts,Food prices soared last month.,O'tgan oy oziq-ovqat narxlari keskin ko'tarildi.,surge,plummet
solar,adjective,B2,quyosh,солнечный,Relating to the sun.,ˈsəʊlə,3298,ielts,Solar panels power the school.,Quyosh panellari maktabni energiya bilan ta'minlaydi.,,
staple,noun,C1,asosiy mahsulot,основной продукт,A basic and important food or product.,ˈsteɪpl,3300,ielts,Bread is a staple of the Uzbek table.,Non — o'zbek dasturxonining asosiy mahsuloti.,,
strain,noun,C1,zo'riqish bosim,нагрузка,Pressure that causes difficulty; injury from overuse.,streɪn,3302,ielts,Tourism puts a strain on water supplies.,Turizm suv zaxiralariga bosim o'tkazadi.,pressure,
suburb,noun,B2,shahar cheti,пригород,An area at the edge of a city where people live.,ˈsʌbɜːb,3304,ielts,They moved to a quiet suburb.,Ular tinch shahar chetiga ko'chib o'tishdi.,,centre
summit,noun,C1,cho'qqi sammit,вершина,The top of a mountain; a leaders' meeting.,ˈsʌmɪt,3306,ielts,World leaders met at the climate summit.,Dunyo yetakchilari iqlim sammitida uchrashdi.,peak,
superficial,adjective,C1,yuzaki,поверхностный,Only on the surface; not deep or thorough.,ˌsuːpəˈfɪʃl,3308,ielts,The article gives a superficial analysis.,Maqola yuzaki tahlil beradi.,shallow,thorough
supervise,verb,B2,nazorat qilmoq,контролировать,To watch over work or people.,ˈsuːpəvaɪz,3310,ielts,A teacher supervises the playground.,O'qituvchi o'yin maydonchasini nazorat qiladi.,oversee,
surplus,noun,C1,ortiqcha profitsit,излишек,An amount more than needed.,ˈsɜːpləs,3312,ielts,The farm sold its surplus grain.,Ferma ortiqcha donini sotdi.,excess,deficit
surveillance,noun,C1,kuzatuv,наблюдение,Careful watching of a person or place.,sɜːˈveɪləns,3314,ielts,CCTV surveillance reduced street crime.,Videokuzatuv ko'cha jinoyatini kamaytirdi.,monitoring,
susceptible,adjective,C1,moyil ta'sirchan,восприимчивый,Easily affected or influenced.,səˈseptəbl,3316,ielts,Children are susceptible to colds.,Bolalar shamollashga moyil.,vulnerable,immune
symptom,noun,B2,alomat belgi,симптом,A sign of illness or a problem.,ˈsɪmptəm,3318,ielts,Fever is a common symptom of flu.,Isitma grippning keng tarqalgan alomati.,sign,
synthetic,adjective,C1,sun'iy sintetik,синтетический,Made artificially not naturally.,sɪnˈθetɪk,3320,ielts,Synthetic fabrics dry quickly.,Sintetik matolar tez quriydi.,artificial,natural
tariff,noun,C1,tarif boj,тариф,A tax on imported goods.,ˈtærɪf,3322,ielts,New tariffs raised the price of cars.,Yangi bojlar avtomobil narxini oshirdi.,duty,
tedious,adjective,C1,zerikarli mashaqqatli,утомительный,Long boring and tiring.,ˈtiːdiəs,3324,ielts,Data entry is tedious work.,Ma'lumot kiritish zerikarli ish.,boring,exciting
tenant,noun,C1,ijarachi,арендатор,A person who rents a home or land.,ˈtenənt,3326,ielts,The tenants pay rent monthly.,Ijarachilar har oy ijara haqi to'laydi.,renter,landlord
terrain,noun,C1,yer relyefi hudud,местность,The physical features of land.,təˈreɪn,3328,ielts,The mountain terrain is hard to cross.,Tog'li hududdan o'tish qiyin.,landscape,
timber,noun,C1,yog'och xomashyosi,древесина,Wood used for building.,ˈtɪmbə,3330,ielts,The house is built of local timber.,Uy mahalliy yog'ochdan qurilgan.,wood,
toxic,adjective,B2,zaharli,токсичный,Poisonous and harmful.,ˈtɒksɪk,3332,ielts,The factory released toxic waste.,Zavod zaharli chiqindi chiqardi.,poisonous,harmless
transaction,noun,C1,bitim operatsiya,транзакция,An act of buying or selling.,trænˈzækʃn,3334,ielts,Digital transactions are now common.,Raqamli to'lovlar endi odatiy hol.,deal,
treaty,noun,C1,shartnoma bitim,договор,A formal agreement between countries.,ˈtriːti,3336,ielts,The two nations signed a peace treaty.,Ikki davlat tinchlik shartnomasini imzoladi.,agreement,
tuition,noun,C1,o'qish haqi ta'lim,плата за обучение,Teaching or the fee paid for it.,tjuˈɪʃn,3338,ielts,University tuition rises every year.,Universitet o'qish haqi har yili oshadi.,,
unprecedented,adjective,C1,misli ko'rilmagan,беспрецедентный,Never having happened before.,ʌnˈpresɪdentɪd,3340,ielts,The heatwave was unprecedented.,Jazirama misli ko'rilmagan edi.,,ordinary
utility,noun,C1,kommunal xizmat foydalilik,коммунальная услуга,A public service like water or power; usefulness.,juːˈtɪləti,3342,ielts,Utility bills rose sharply this winter.,Bu qish kommunal to'lovlar keskin oshdi.,,
vaccinate,verb,B2,emlamoq,вакцинировать,To protect against disease with an injection.,ˈvæksɪneɪt,3344,ielts,Children are vaccinated at school.,Bolalar maktabda emlanadi.,immunize,
vegetation,noun,C1,o'simliklar qoplami,растительность,Plant life in an area.,ˌvedʒəˈteɪʃn,3346,ielts,Dense vegetation covers the hills.,Qalin o'simliklar tepaliklarni qoplaydi.,,
vibrant,adjective,C1,jonli gavjum,яркий,Full of life and energy.,ˈvaɪbrənt,3348,ielts,Tashkent has a vibrant bazaar culture.,Toshkentning jonli bozor madaniyati bor.,lively,dull
vigorous,adjective,C1,g'ayratli kuchli,энергичный,Strong and energetic.,ˈvɪɡərəs,3350,ielts,Vigorous exercise strengthens the heart.,Kuchli mashqlar yurakni mustahkamlaydi.,energetic,weak
violate,verb,C1,buzmoq,нарушать,To break a rule or agreement.,ˈvaɪəleɪt,3352,ielts,The company violated safety rules.,Kompaniya xavfsizlik qoidalarini buzdi.,breach,obey
wage,noun,B2,ish haqi,заработная плата,Money paid for work usually weekly.,weɪdʒ,3354,ielts,The minimum wage was increased.,Eng kam ish haqi oshirildi.,pay,
wildlife,noun,B2,yovvoyi tabiat,дикая природа,Wild animals and plants.,ˈwaɪldlaɪf,3356,ielts,The reserve protects local wildlife.,Qo'riqxona mahalliy yovvoyi tabiatni himoya qiladi.,,
withstand,verb,C1,bardosh bermoq,выдерживать,To survive force or pressure.,wɪðˈstænd,3358,ielts,The bridge withstands strong winds.,Ko'prik kuchli shamollarga bardosh beradi.,endure,
workforce,noun,C1,ishchi kuchi,рабочая сила,All the people who work in a country or company.,ˈwɜːkfɔːs,3360,ielts,Women make up half the workforce.,Ayollar ishchi kuchining yarmini tashkil qiladi.,,
conservation,noun,B2,muhofaza asrash,охрана природы,The protection of nature.,ˌkɒnsəˈveɪʃn,3362,ielts,Water conservation is vital in dry regions.,Quruq hududlarda suvni asrash hayotiy muhim.,protection,
renewable,adjective,B2,qayta tiklanadigan,возобновляемый,Able to be replaced naturally.,rɪˈnjuːəbl,3364,ielts,Solar power is a renewable source.,Quyosh energiyasi qayta tiklanadigan manba.,,
recycle,verb,B2,qayta ishlamoq,перерабатывать,To process used materials for reuse.,ˌriːˈsaɪkl,3366,ielts,We recycle paper and glass.,Biz qog'oz va shishani qayta ishlaymiz.,,
obesity,noun,C1,semizlik,ожирение,The condition of being dangerously overweight.,əʊˈbiːsəti,3368,ielts,Childhood obesity is rising worldwide.,Bolalar semizligi dunyoda ortib bormoqda.,,
nutrition,noun,B2,oziqlanish,питание,The food you eat and how it affects health.,njuˈtrɪʃn,3370,ielts,Good nutrition improves school results.,Yaxshi oziqlanish maktab natijalarini yaxshilaydi.,,
sedentary,adjective,C1,kam harakat,сидячий,Involving much sitting and little exercise.,ˈsedntri,3372,ielts,A sedentary lifestyle harms the heart.,Kam harakat turmush tarzi yurakka zarar.,inactive,active
therapy,noun,B2,terapiya davolash,терапия,Treatment for illness of body or mind.,ˈθerəpi,3374,ielts,Music therapy helps stroke patients.,Musiqa terapiyasi insult bemorlariga yordam beradi.,treatment,
scholarship,noun,B2,stipendiya,стипендия,Money given to a student to pay for study.,ˈskɒləʃɪp,3376,ielts,She won a full scholarship abroad.,U chet elga to'liq stipendiya yutib oldi.,grant,
plagiarism,noun,C1,plagiat ko'chirmachilik,плагиат,Using someone's work as your own.,ˈpleɪdʒərɪzəm,3378,ielts,Plagiarism leads to expulsion.,Ko'chirmachilik o'qishdan haydalishga olib keladi.,,
vocational,adjective,C1,kasbiy,профессиональный,Relating to skills for a particular job.,vəʊˈkeɪʃənl,3380,ielts,Vocational colleges teach practical trades.,Kasb-hunar kollejlari amaliy hunarlarni o'rgatadi.,,academic
syllabus,noun,C1,o'quv rejasi,учебный план,A list of topics in a course.,ˈsɪləbəs,3382,ielts,The syllabus includes ten units.,O'quv rejasi o'nta bo'limni o'z ichiga oladi.,curriculum,
mentor,noun,C1,ustoz murabbiy,наставник,An experienced person who guides others.,ˈmentɔː,3384,ielts,Every new teacher gets a mentor.,Har bir yangi o'qituvchiga ustoz biriktiriladi.,adviser,
artificial,adjective,B2,sun'iy,искусственный,Made by people not nature.,ˌɑːtɪˈfɪʃl,3386,ielts,Artificial intelligence is changing work.,Sun'iy intellekt mehnat olamini o'zgartirmoqda.,synthetic,natural
algorithm,noun,C1,algoritm,алгоритм,A set of steps a computer follows.,ˈælɡərɪðəm,3388,ielts,Algorithms decide what we see online.,Algoritmlar internetda nimani ko'rishimizni belgilaydi.,,
recession,noun,C1,iqtisodiy tanazzul,рецессия,A period when the economy shrinks.,rɪˈseʃn,3390,ielts,Many lost jobs during the recession.,Tanazzul davrida ko'pchilik ishini yo'qotdi.,downturn,boom
entrepreneur,noun,C1,tadbirkor,предприниматель,A person who starts businesses.,ˌɒntrəprəˈnɜː,3392,ielts,Young entrepreneurs opened tech startups.,Yosh tadbirkorlar texnologik startaplar ochishdi.,,
censorship,noun,C1,tsenzura,цензура,Official control over information.,ˈsensəʃɪp,3394,ielts,The film faced censorship abroad.,Film chet elda tsenzuraga uchradi.,,
propaganda,noun,C1,targ'ibot propaganda,пропаганда,Biased information used to influence people.,ˌprɒpəˈɡændə,3396,ielts,Wartime propaganda filled the papers.,Urush davri targ'iboti gazetalarni to'ldirdi.,,
journalism,noun,B2,jurnalistika,журналистика,The work of reporting news.,ˈdʒɜːnəlɪzəm,3398,ielts,Honest journalism protects democracy.,Halol jurnalistika demokratiyani himoya qiladi.,,
