headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
donate,verb,B2,xayriya qilmoq,жертвовать,To give money or goods to help others.,dəʊˈneɪt,3028,ielts,He donates blood twice a year.,U yiliga ikki marta qon topshiradi.,give,
dose,noun,B2,doza miqdor,доза,A measured amount of medicine.,dəʊs,3030,ielts,Take the correct dose of the medicine.,Dorining to'g'ri dozasini iching.,,
drain,verb,C1,oqizib yubormoq quritmoq,осушать,To make liquid flow away; to use up resources.,dreɪn,3032,ielts,The marshes were drained for farming.,Botqoqlar dehqonchilik uchun quritildi.,,
drastic,adjective,C1,keskin qattiq,радикальный,Extreme and sudden.,ˈdræstɪk,3034,ielts,Drastic measures were needed to save water.,Suvni tejash uchun keskin choralar kerak edi.,severe,mild
drought,noun,B2,qurg'oqchilik,засуха,A long period without rain.,draʊt,3036,ielts,The drought ruined the harvest.,Qurg'oqchilik hosilni nobud qildi.,,flood
dwell,verb,C1,istiqomat qilmoq,обитать,To live in a place.,dwel,3038,ielts,Nomads once dwelled on these steppes.,Ko'chmanchilar bir paytlar bu dashtlarda yashagan.,reside,
ecology,noun,C1,ekologiya,экология,The relationship between living things and their environment.,iˈkɒlədʒi,3040,ielts,Dams change the ecology of rivers.,To'g'onlar daryolar ekologiyasini o'zgartiradi.,,
ecosystem,noun,C1,ekotizim,экосистема,All living things in an area and their environment.,ˈiːkəʊsɪstəm,3042,ielts,Coral reefs are fragile ecosystems.,Marjon riflari nozik ekotizimlardir.,,
elevate,verb,C1,ko'tarmoq yuksaltirmoq,поднимать,To raise to a higher level.,ˈelɪveɪt,3044,ielts,Reading elevates the mind.,Kitob o'qish tafakkurni yuksaltiradi.,raise,lower
embark,verb,C1,kirishmoq boshlamoq,приступать,To start something new and important.,ɪmˈbɑːk,3046,ielts,She embarked on a teaching career.,U o'qituvchilik faoliyatini boshladi.,begin,
embed,verb,C1,singdirmoq o'rnatmoq,встраивать,To fix firmly inside something.,ɪmˈbed,3048,ielts,Good habits are embedded in childhood.,Yaxshi odatlar bolalikda singdiriladi.,,
embrace,verb,C1,qabul qilmoq quchoqlamoq,принимать,To accept willingly; to hug.,ɪmˈbreɪs,3050,ielts,Schools embraced online learning.,Maktablar onlayn ta'limni qabul qildi.,adopt,reject
emission,noun,C1,chiqindi emissiya,выброс,Gas or heat released into the air.,iˈmɪʃn,3052,ielts,Car emissions pollute city air.,Avtomobil chiqindilari shahar havosini ifloslantiradi.,,
empirical,adjective,C1,tajribaga asoslangan,эмпирический,Based on observation and experiment.,ɪmˈpɪrɪkl,3054,ielts,The theory lacks empirical support.,Nazariyaga tajribaviy dalil yetishmaydi.,,theoretical
enact,verb,C1,qonun qilib qabul qilmoq,принимать (закон),To make into law.,ɪˈnækt,3056,ielts,Parliament enacted the reform.,Parlament islohotni qonun qilib qabul qildi.,,repeal
enclose,verb,B2,o'rab olmoq ilova qilmoq,огораживать,To surround; to include with a letter.,ɪnˈkləʊz,3058,ielts,The garden is enclosed by a wall.,Bog' devor bilan o'ralgan.,surround,
encompass,verb,C1,qamrab olmoq,охватывать,To include a wide range of things.,ɪnˈkʌmpəs,3060,ielts,The course encompasses grammar and writing.,Kurs grammatika va yozuvni qamrab oladi.,include,
endanger,verb,B2,xavf ostiga qo'ymoq,подвергать опасности,To put at risk.,ɪnˈdeɪndʒə,3062,ielts,Hunting endangers rare species.,Ov kamyob turlarni xavf ostiga qo'yadi.,threaten,protect
endorse,verb,C1,ma'qullamoq qo'llab-quvvatlamoq,одобрять,To publicly support something.,ɪnˈdɔːs,3064,ielts,Doctors endorsed the new vaccine.,Shifokorlar yangi vaksinani ma'qulladi.,approve,oppose
enrich,verb,C1,boyitmoq,обогащать,To improve the quality of something.,ɪnˈrɪtʃ,3066,ielts,Reading enriches your vocabulary.,Kitob o'qish so'z boyligingizni boyitadi.,,impoverish
enroll,verb,B2,ro'yxatga yozilmoq,записываться,To officially join a course or school.,ɪnˈrəʊl,3068,ielts,Two hundred students enrolled this year.,Bu yil ikki yuz talaba o'qishga yozildi.,register,
entail,verb,C1,talab qilmoq anglatmoq,влечь за собой,To involve as a necessary part.,ɪnˈteɪl,3070,ielts,The job entails frequent travel.,Bu ish tez-tez safarlarni talab qiladi.,involve,
enterprise,noun,C1,korxona tadbirkorlik,предприятие,A business or bold project.,ˈentəpraɪz,3072,ielts,Small enterprises create most jobs.,Kichik korxonalar ish o'rinlarining ko'pini yaratadi.,business,
entity,noun,C1,sub'ekt mavjudot,сущность,Something that exists separately.,ˈentəti,3074,ielts,Each branch is a separate legal entity.,Har bir filial alohida yuridik sub'ekt.,,
epidemic,noun,C1,epidemiya,эпидемия,A disease spreading quickly among many people.,ˌepɪˈdemɪk,3076,ielts,The flu epidemic closed schools.,Gripp epidemiyasi maktablarni yopdi.,outbreak,
equity,noun,C1,adolat tenglik,справедливость,Fairness; equal treatment.,ˈekwəti,3078,ielts,The policy promotes equity in education.,Siyosat ta'limda tenglikni targ'ib qiladi.,fairness,inequality
era,noun,B2,davr zamon,эпоха,A period of history.,ˈɪərə,3080,ielts,The internet began a new era.,Internet yangi davrni boshlab berdi.,age,
escalate,verb,C1,kuchaymoq avj olmoq,обостряться,To become more serious or intense.,ˈeskəleɪt,3082,ielts,The dispute escalated into a strike.,Nizo ish tashlashgacha avj oldi.,intensify,subside
essence,noun,C1,mohiyat,суть,The most important quality of something.,ˈesns,3084,ielts,Practice is the essence of mastery.,Mashq mahoratning mohiyatidir.,core,
evacuate,verb,C1,evakuatsiya qilmoq,эвакуировать,To move people from danger.,ɪˈvækjueɪt,3086,ielts,Residents were evacuated before the flood.,Aholi toshqindan oldin evakuatsiya qilindi.,,
evaporate,verb,B2,bug'lanmoq,испаряться,To turn from liquid into vapour.,ɪˈvæpəreɪt,3088,ielts,Water evaporates quickly in the heat.,Issiqda suv tez bug'lanadi.,,condense
evoke,verb,C1,uyg'otmoq,вызывать,To bring a feeling or memory to mind.,ɪˈvəʊk,3090,ielts,The song evokes childhood memories.,Qo'shiq bolalik xotiralarini uyg'otadi.,,
excavate,verb,C1,qazib ochmoq,раскапывать,To dig to find something buried.,ˈekskəveɪt,3092,ielts,Archaeologists excavated an ancient city.,Arxeologlar qadimiy shaharni qazib ochishdi.,dig,
excel,verb,C1,a'lo darajada bo'lmoq,преуспевать,To be extremely good at something.,ɪkˈsel,3094,ielts,She excels at mathematics.,U matematikada a'lo darajada.,,
execute,verb,C1,bajarmoq amalga oshirmoq,выполнять,To carry out a plan or order.,ˈeksɪkjuːt,3096,ielts,The plan was executed perfectly.,Reja mukammal bajarildi.,implement,
exert,verb,C1,ishga solmoq ko'rsatmoq,оказывать,To use influence or effort.,ɪɡˈzɜːt,3098,ielts,Parents exert a strong influence on children.,Ota-onalar bolalarga kuchli ta'sir ko'rsatadi.,,
expedition,noun,B2,ekspeditsiya safar,экспедиция,An organized journey for a purpose.,ˌekspəˈdɪʃn,3100,ielts,They joined an expedition to the glacier.,Ular muzlikka ekspeditsiyaga qo'shilishdi.,journey,
expel,verb,C1,haydab chiqarmoq,исключать,To force someone to leave.,ɪkˈspel,3102,ielts,He was expelled from school for cheating.,U aldagani uchun maktabdan haydaldi.,,admit
expenditure,noun,C1,xarajat sarf,расходы,Money spent on something.,ɪkˈspendɪtʃə,3104,ielts,Government expenditure on health rose.,Hukumatning sog'liqni saqlashga xarajati oshdi.,spending,income
expire,verb,B2,muddati tugamoq,истекать,To come to the end of a valid period.,ɪkˈspaɪə,3106,ielts,My passport expires next month.,Pasportimning muddati kelasi oy tugaydi.,,
exploit,verb,C1,foydalanmoq ekspluatatsiya qilmoq,эксплуатировать,To use fully; to use unfairly.,ɪkˈsplɔɪt,3108,ielts,The region exploits its solar potential.,Hudud quyosh salohiyatidan foydalanadi.,utilize,
extinct,adjective,B2,yo'qolib ketgan,вымерший,No longer existing as a species.,ɪkˈstɪŋkt,3110,ielts,Many species became extinct last century.,O'tgan asrda ko'p turlar yo'qolib ketdi.,,surviving
facility,noun,B2,inshoot imkoniyat,объект,A building or service for a purpose.,fəˈsɪləti,3112,ielts,The campus has modern sports facilities.,Kampusda zamonaviy sport inshootlari bor.,,
faculty,noun,C1,fakultet qobiliyat,факультет,A university department; a natural ability.,ˈfæklti,3114,ielts,She teaches in the law faculty.,U huquq fakultetida dars beradi.,,
famine,noun,C1,ocharchilik,голод,Extreme lack of food in a region.,ˈfæmɪn,3116,ielts,The drought caused a terrible famine.,Qurg'oqchilik dahshatli ocharchilikka olib keldi.,,abundance
fatigue,noun,C1,charchoq,усталость,Extreme tiredness.,fəˈtiːɡ,3118,ielts,Drivers should rest to avoid fatigue.,Haydovchilar charchoqdan qochish uchun dam olishlari kerak.,exhaustion,energy
fertile,adjective,B2,unumdor serhosil,плодородный,Able to produce good crops.,ˈfɜːtaɪl,3120,ielts,The valley has fertile soil.,Vodiy unumdor tuproqqa ega.,productive,barren
fiscal,adjective,C1,moliyaviy fiskal,фискальный,Relating to government money and taxes.,ˈfɪskl,3122,ielts,The fiscal year ends in December.,Moliyaviy yil dekabrda tugaydi.,financial,
flourish,verb,C1,gullab-yashnamoq,процветать,To grow or develop successfully.,ˈflʌrɪʃ,3124,ielts,Trade flourished along the Silk Road.,Ipak yo'li bo'ylab savdo gullab-yashnadi.,thrive,decline
fluent,adjective,B2,ravon,беглый,Able to speak a language easily.,ˈfluːənt,3126,ielts,She is fluent in three languages.,U uch tilda ravon gapiradi.,,
forecast,verb,B2,bashorat qilmoq,прогнозировать,To predict a future event.,ˈfɔːkɑːst,3128,ielts,Economists forecast slow growth.,Iqtisodchilar sekin o'sishni bashorat qilishmoqda.,predict,
formulate,verb,C1,ishlab chiqmoq ifodalamoq,формулировать,To create a plan or express carefully.,ˈfɔːmjuleɪt,3130,ielts,The team formulated a new strategy.,Jamoa yangi strategiya ishlab chiqdi.,develop,
fossil,noun,B2,qazilma toshqotgan,ископаемое,Remains of ancient life preserved in rock.,ˈfɒsl,3132,ielts,The cliff is rich in fossils.,Qoyada qazilmalar ko'p.,,
fraction,noun,C1,ulush kasr,доля,A small part of something.,ˈfrækʃn,3134,ielts,Only a fraction of students attended.,Talabalarning kichik ulushigina qatnashdi.,portion,
fragile,adjective,B2,mo'rt nozik,хрупкий,Easily broken or damaged.,ˈfrædʒaɪl,3136,ielts,Peace in the region is fragile.,Mintaqadagi tinchlik mo'rt.,delicate,robust
fraud,noun,C1,firibgarlik,мошенничество,The crime of deceiving for money.,frɔːd,3138,ielts,Online fraud is increasing.,Onlayn firibgarlik ortib bormoqda.,deception,
friction,noun,C1,ishqalanish kelishmovchilik,трение,Rubbing between surfaces; disagreement.,ˈfrɪkʃn,3140,ielts,Friction between the two teams grew.,Ikki jamoa o'rtasidagi kelishmovchilik kuchaydi.,tension,harmony
fulfill,verb,B2,bajarmoq ro'yobga chiqarmoq,выполнять,To achieve or complete something promised.,fʊlˈfɪl,3142,ielts,She fulfilled her dream of studying abroad.,U chet elda o'qish orzusini ro'yobga chiqardi.,achieve,
glacier,noun,C1,muzlik,ледник,A large mass of slowly moving ice.,ˈɡlæsiə,3144,ielts,The glacier is retreating every year.,Muzlik har yili chekinmoqda.,,
grant,noun,B2,grant moliyaviy yordam,грант,Money given for a special purpose.,ɡrɑːnt,3146,ielts,She won a research grant.,U tadqiqot grantini yutib oldi.,funding,
gravity,noun,B2,tortishish kuchi jiddiylik,гравитация,The force pulling things to Earth; seriousness.,ˈɡrævəti,3148,ielts,Gravity keeps the planets in orbit.,Tortishish kuchi sayyoralarni orbitada ushlab turadi.,,
habitat,noun,B2,yashash muhiti,среда обитания,The natural home of a plant or animal.,ˈhæbɪtæt,3150,ielts,Wetlands are a vital bird habitat.,Botqoqliklar qushlar uchun muhim yashash muhiti.,,
halt,verb,C1,to'xtatmoq,останавливать,To stop completely.,hɔːlt,3152,ielts,Construction was halted by the storm.,Qurilish bo'ron tufayli to'xtatildi.,stop,continue
harness,verb,C1,jilovlab foydalanmoq,использовать,To control and use a natural force.,ˈhɑːnɪs,3154,ielts,We can harness wind for electricity.,Shamolni elektr uchun jilovlashimiz mumkin.,utilize,
harsh,adjective,B2,qattiq shafqatsiz,суровый,Severe and unpleasant.,hɑːʃ,3156,ielts,The desert has a harsh climate.,Cho'l iqlimi qattiq.,severe,gentle
hazard,noun,C1,xavf,опасность,A danger or risk.,ˈhæzəd,3158,ielts,Ice is a hazard for drivers.,Muz haydovchilar uchun xavf.,danger,
heritage,noun,B2,meros,наследие,Traditions and buildings passed down through history.,ˈherɪtɪdʒ,3160,ielts,Bukhara is a world heritage site.,Buxoro jahon merosi maskani.,legacy,
hygiene,noun,B2,gigiyena,гигиена,Practices that keep you clean and healthy.,ˈhaɪdʒiːn,3162,ielts,Good hygiene prevents disease.,Yaxshi gigiyena kasallikning oldini oladi.,,
immerse,verb,C1,sho'ng'imoq berilib ketmoq,погружаться,To become completely involved in something.,ɪˈmɜːs,3164,ielts,She immersed herself in her studies.,U o'qishga butunlay berilib ketdi.,,
immune,adjective,C1,immunitetli daxlsiz,невосприимчивый,Protected against a disease or influence.,ɪˈmjuːn,3166,ielts,Vaccines make us immune to viruses.,Vaksinalar bizni viruslardan himoya qiladi.,resistant,vulnerable
impair,verb,C1,zaiflashtirmoq,ухудшать,To weaken or damage something.,ɪmˈpeə,3168,ielts,Lack of sleep impairs judgement.,Uyqu yetishmasligi mulohazani zaiflashtiradi.,damage,improve
imperative,adjective,C1,zarur shart,крайне важный,Extremely important and urgent.,ɪmˈperətɪv,3170,ielts,It is imperative to act now.,Hozir harakat qilish shart.,essential,optional
implicit,adjective,C1,bilvosita yashirin,подразумеваемый,Suggested but not stated directly.,ɪmˈplɪsɪt,3172,ielts,The offer carried an implicit warning.,Taklifda yashirin ogohlantirish bor edi.,,explicit
impulse,noun,C1,turtki istak,импульс,A sudden strong desire to act.,ˈɪmpʌls,3174,ielts,She resisted the impulse to interrupt.,U gapni bo'lish istagini bosdi.,urge,
incidence,noun,C1,uchrash darajasi,частота,How often something happens.,ˈɪnsɪdəns,3176,ielts,The incidence of flu peaks in winter.,Gripp qishda eng ko'p uchraydi.,rate,
indigenous,adjective,C1,tub mahalliy,коренной,Naturally existing in a place.,ɪnˈdɪdʒənəs,3178,ielts,The park protects indigenous plants.,Bog' tub o'simliklarni himoya qiladi.,native,foreign
inequality,noun,C1,tengsizlik,неравенство,An unfair difference between groups.,ˌɪnɪˈkwɒləti,3180,ielts,Education reduces income inequality.,Ta'lim daromad tengsizligini kamaytiradi.,,equality
infect,verb,B2,yuqtirmoq,заражать,To pass a disease to someone.,ɪnˈfekt,3182,ielts,One sick child can infect the whole class.,Bitta kasal bola butun sinfga yuqtirishi mumkin.,,
inherit,verb,B2,meros olmoq,наследовать,To receive from someone after their death; to get from parents.,ɪnˈherɪt,3184,ielts,She inherited her mother's talent.,U onasining iste'dodini meros qilib oldi.,,
initiate,verb,C1,boshlab bermoq,инициировать,To start a process officially.,ɪˈnɪʃieɪt,3186,ielts,The city initiated a recycling scheme.,Shahar qayta ishlash dasturini boshlab berdi.,launch,
inject,verb,C1,ukol qilmoq kiritmoq,вводить,To put medicine into the body; to add something new.,ɪnˈdʒekt,3188,ielts,The bank injected cash into the market.,Bank bozorga pul kiritdi.,,
inquire,verb,C1,so'ramoq surishtirmoq,осведомляться,To ask for information.,ɪnˈkwaɪə,3190,ielts,He inquired about visa requirements.,U viza talablari haqida so'radi.,ask,
intact,adjective,C1,but zarar ko'rmagan,невредимый,Complete and undamaged.,ɪnˈtækt,3192,ielts,The ancient walls remain intact.,Qadimiy devorlar but saqlanib qolgan.,undamaged,broken
intake,noun,C1,iste'mol qabul,потребление,The amount taken in.,ˈɪnteɪk,3194,ielts,Reduce your sugar intake.,Shakar iste'molini kamaytiring.,consumption,
integrity,noun,C1,halollik butunlik,честность,Honesty and strong moral principles.,ɪnˈteɡrəti,3196,ielts,Judges must act with integrity.,Sudyalar halollik bilan ish tutishi kerak.,honesty,corruption
intensify,verb,C1,kuchaytirmoq,усиливать,To become or make stronger.,ɪnˈtensɪfaɪ,3198,ielts,The heat intensified in July.,Iyulda issiq kuchaydi.,strengthen,weaken
