headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
plymouth,noun,C1,plimut,плимут,A historic port city located in the southwest of England.,ˈplɪməθ,19154,places,The ship sailed from the historic port of Plymouth long ago.,Kema anchagina oldin Plimut tarixiy portidan yo'lga chiqqan edi.,,
brisbane,noun,B1,Brisben,Брисбен,The capital city of the state of Queensland in Australia.,ˈbrɪzbən,19158,places,My cousin moved to Brisbane last year to study at the university.,Amakimning o'g'li o'tgan yili universitetda o'qish uchun Brisbenga ko'chib o'tdi.,,
saskatchewan,noun,B2,Saskachevan,Саскачеван,A large province located in the western part of Canada.,səˈskætʃəwən,19164,places,Saskatchewan is known for its wide open spaces and large wheat farms.,Saskachevan o'zining keng dalalari va ulkan bug'doyzorlari bilan mashhur.,,
glenn,noun,C2,vodiy dara,долина,"A narrow valley, especially one with a stream running through it.",ɡlɛn,19178,nature,They walked peacefully through the green glenn on a sunny morning.,Ular quyoshli tongda yashil vodiy bo'ylab bemalol sayr qilishdi.,valley dale,mountain
sims,noun,B2,simlar virtual personajlar,симы,The plural form of a virtual person character in a life simulation computer game.,sɪmz,19180,actions,My children spend a lot of time creating new houses for their Sims.,Bolalarim o'zlarining Simlari uchun yangi uylar qurishga ko'p vaqt sarflashadi.,characters avatars,
ment,noun,C1,suhbat muloqot,разговор с аудиторией,A part of a show where artists stop singing to talk with the audience.,ment,19182,actions,The band had a funny ment before they played their final song.,Guruh oxirgi qo'shiqni ijro etishdan oldin qiziqarli suhbat qurdi.,talk segment,
shaw,interjection,C2,lanka la'nat,черт,A word used to express frustration or annoyance instead of a swear word.,ʃɔː,19186,ielts,"Oh shaw, I forgot my keys inside the locked car again today.","Eh, la'nat, bugun ham kalitlarimni qulflangan mashinada unutib qoldirdim.",darn,
mozambique,noun,C2,mato mato-gazlama,мозамбик,A type of lightweight thin fabric used for making women's clothing.,məʊzamˈbiːk,19188,clothes,She decided to sew her summer dress using a light blue mozambique.,U yozgi ko'ylagini yengil havorang matodan tikishga qaror qildi.,fabric textile,
nicaragua,noun,A2,nikaragua,никарагуа,A country located in Central America between Honduras and Costa Rica.,ˌnɪkəˈræɡwə,19192,places,My friend is going to travel to Nicaragua for his winter holiday.,Do'stim qishki ta'til uchun Nikaraguaga sayohat qilmoqchi.,,
wav,noun,B2,audiofayl,аудиофайл,A standard computer file format used for storing high-quality uncompressed digital audio sound.,wæv,19206,work,You need to save the recorded interview as a wav file format.,Yozib olingan suhbatni wav formatida saqlashingiz kerak.,audio,
kazakhstan,noun,A1,Qozogiston,Казахстан,A large country located in Central Asia.,ˌkæzækˈstæn,19208,places,My friend is traveling to Kazakhstan for his summer holidays this year.,Do‘stim bu yil yozgi ta’til uchun Qozog‘istonga sayohat qilyapti.,,
hawaiian,adjective,B1,gavayi,гавайский,"Relating to Hawaii, its culture, or the language spoken there.",həˈwaɪən,19210,travel,She wore a colorful Hawaiian shirt during the party on the beach.,U plyajdagi ziyofat paytida rang-barang gavayi ko‘ylagini kiyib olgandi.,,
saturn,noun,C2,kapalak turi,бабочка,A type of butterfly native to Southeast Asian forests.,ˈsætən,19220,nature,The Saturn butterfly is rarely seen in gardens near the city centre.,Saturn kapalogini shahar markazi yaqinidagi bog'larda juda kam uchratish mumkin.,lepidoptera,
algeria,noun,A2,Jazoir,Алжир,A large country located in the northern part of the continent of Africa.,ælˈdʒɪəriə,19224,places,My cousin is currently traveling through the beautiful landscapes of Algeria.,Amakim hozirda Jazoirning go'zal manzaralari bo'ylab sayohat qilmoqda.,,
cornwall,noun,B1,Kornuoll,Корнуолл,"A county forming the southwestern tip of Great Britain, famous for its coastline.",ˈkɔːnwɔːl,19226,places,We spent our summer holidays visiting the rugged cliffs of Cornwall.,Biz yozgi ta'tilimizni Kornuollning tik qoyalarini tomosha qilib o'tkazdik.,,
cardiff,noun,B1,Kardiff,Кардифф,"The capital city of Wales, located on the southern coast of the country.",ˈkɑːdɪf,19228,places,Many students move to Cardiff to attend the university located there.,Ko'plab talabalar u yerdagi universitetda o'qish uchun Kardiffga ko'chib o'tishadi.,,
batman,noun,C2,harbiy xizmatkor yordamchi,адъютант,A soldier assigned to perform personal tasks for a commissioned military officer.,ˈbæt.mən,19230,work,The captain ordered his batman to prepare his uniform for the ceremony.,Kapitan harbiy xizmatkoriga tantanali marosim uchun formasini tayyorlashni buyurdi.,orderly assistant,
anaheim,noun,B2,Anaheim shahri,Анахайм,A large city in California known for being the home of Disneyland.,ˈænəhaɪm,19232,places,Many tourists travel to Anaheim every year to visit the famous theme park.,Har yili ko'plab sayyohlar mashhur bog'ga tashrif buyurish uchun Anahaymga borishadi.,,
munich,noun,B1,Myunxen shahri,Мюнхен,The capital city of the state of Bavaria in southern Germany.,ˈmjuːnɪk,19234,places,We spent our winter holidays exploring the beautiful historic center of Munich.,Biz qishki ta'tilimizni Myunxenning go'zal tarixiy markazini aylanib o'tkazdik.,,
cadillac,noun,B2,qimmatbaho avtomobil lyuks avtomobil,кадиллак,"A very expensive, luxurious car known for its high quality and comfortable design.",ˈkadɪlak,19236,travel,He drives a shiny black Cadillac to work every single morning.,U har kuni ishga yaltiroq qora Kadillakda boradi.,limousine luxury-car,
dealt,verb,A2,muomala qildi hal qildi,имел дело,"The past form of deal, meaning to handle or take action regarding a situation.",ˈdɛlt,19238,actions,She dealt with the difficult problem by asking her manager for advice.,U qiyin masalani rahbardan maslahat so‘rash orqali hal qildi.,handled managed,ignored
jenny,noun,C1,urgʻochi eshak,ослица,"A female animal of certain species, specifically a female donkey.",ˈd͡ʒɛni,19240,animals,We watched the jenny grazing peacefully in the green field all afternoon.,Biz tushdan keyin yashil oʻtloqda bemalol oʻtlab yurgan urgʻochi eshakni kuzatdik.,she-donkey,jack
ferrari,noun,B1,ferrari,феррари,An expensive and fast luxury sports car made in Italy.,fəˈrɑːri,19242,travel,He saved all his money to buy a bright red Ferrari one day.,U kun kelib qizil Ferrari sotib olish uchun barcha pulini yig'di.,sportcar supercar,
hyundai,noun,A2,hyundai,хёндэ,A large South Korean company that makes motor vehicles and various industrial products.,ˈhʌndeɪ,19244,travel,My brother just bought a new silver Hyundai for his family.,Akam oilasi uchun yangi kumush rangli Hyundai avtomobilini sotib oldi.,car vehicle,
angela,noun,A1,angela,анжела,A common female given name used in many English-speaking countries.,ˈændʒələ,19246,people-family,I am going to have dinner with Angela later this evening.,Bugun kechqurun Angela bilan birga ovqatlanmoqchiman.,,
papua,noun,B2,papua,папуа,"A large island in the southwestern Pacific Ocean, divided between Indonesia and Papua New Guinea.",ˈpæpuə,19248,places,He spent two years conducting biological research in the forests of Papua.,U Papua o‘rmonlarida ikki yil davomida biologik tadqiqotlar olib bordi.,,
burlington,noun,B2,burlington,берлингтон,The name of several cities in the United States and Canada.,ˈbɜːrlɪŋtən,19254,places,They moved to Burlington to find better job opportunities for their children.,Ular farzandlari uchun yaxshiroq ish topish maqsadida Burlingtonga ko‘chib o‘tishdi.,,
kruger,noun,B2,kruger,крюгер,A famous national park in South Africa known for its abundant wildlife.,ˈkruːɡər,19256,nature,We saw many lions and elephants during our safari in Kruger.,Krugerda safarda bo‘lganimizda ko‘plab sherlar va fillarni ko‘rdik.,,
aruba,noun,B2,aruba,аруба,A small island country in the Caribbean known for its beautiful tropical beaches.,əˈruːbə,19258,travel,My parents are planning to spend their summer vacation in sunny Aruba.,Ota-onam yozgi ta’tilni quyoshli Arubada o‘tkazishni rejalashtirishmoqda.,,
filme,noun,A2,film kino,фильм,A story recorded as moving images that you watch on a screen for entertainment.,fɪlm,19260,school,We watched a very interesting filme about space exploration last night at home.,Kecha uyda koinotni o'rganish haqidagi juda qiziqarli filmni tomosha qildik.,movie cinema,
wendy,noun,C1,qo'rqoq,трус,A person who acts in a cowardly way or lacks courage.,ˈwendi,19262,describing,Stop being such a wendy and face your fears like a man.,"Qo'rqoqlikni yig'ishtir-da, muammolaringga mardlarcha yuzma-yuz kel.",coward wimp,hero
casa,noun,B2,uy,дом,"A person's place of living, used informally or in specific cultural contexts.",ˈkɑːsə,19264,home,I am feeling very tired so I am going back to my casa.,"Juda charchadim, endi uyga qaytishim kerak.",home house,
samba,noun,B1,samba,самба,A lively style of music and dance that originally comes from Brazil.,ˈsɑmbə,19266,actions,The dancers performed a fast and energetic samba for the large audience.,Rqqoslar tomoshabinlar uchun tez va shijoatli samba raqsini ijro etishdi.,dance,
housewives,noun,A2,uy bekalari,домохозяйки,Married women whose main work is taking care of their house and family.,ˈhaʊswaɪvz,19268,people-family,Many housewives spend their time managing household chores and raising their children.,Ko‘pgina uy bekalari vaqtini uy ishlarini boshqarish va farzand tarbiyasiga sarflaydi.,homemakers,
hamburg,noun,A2,gambur burger,гамбургер,A round sandwich consisting of a cooked meat patty in a soft bread bun.,ˈhambɜːɡ,19270,food-drink,We bought a tasty hamburg and some cold drinks for our lunch.,Tushlik uchun mazali gambur va sovuq ichimliklar sotib oldik.,burger,
rangers,noun,B2,qo'riqchilar o'rmonchilar,рейнджеры,"People who look after parks, forests, or public lands to keep nature safe and orderly.",ˈreɪn.dʒərz,19276,nature,The forest rangers work every day to protect the wildlife and trees.,O'rmon qo'riqchilari yovvoyi tabiat va daraxtlarni asrash uchun har kuni ishlaydi.,guards wardens,
holocaust,noun,C2,qirg'in genotsid,катастрофа,"Complete destruction and loss of life on a massive scale, especially by fire.",ˈhɒl.ə(ʊ)ˌkɔːst,19278,ielts,The war caused a holocaust that destroyed entire cities and their inhabitants.,Urush butun boshli shaharlarni va aholisini yakson qilgan qirg'inga sabab bo'ldi.,destruction massacre,preservation
flyer,noun,B1,reklama varaqasi e'lon,листовка,A small printed sheet of paper used to advertise something.,ˈflaɪə(ɹ),19280,work,I picked up a flyer about the new local gym opening soon.,Men yaqinda ochiladigan sport zali haqidagi reklama varaqasini oldim.,leaflet pamphlet,
peas,noun,A1,no'xat,горох,Small round green seeds that grow in a pod and are eaten as vegetables.,piːz,19282,food-drink,She added some fresh green peas to the vegetable soup today.,U bugun sabzavotli sho'rvaga bir oz yangi yashil no'xat qo'shdi.,,
disposition,noun,C1,mijoz tabiat,склонность,The natural qualities of a person's character or their usual mood.,ˌdɪs.pəˈzɪʃ.ən,19284,ielts,He has a cheerful disposition that makes everyone around him feel happy.,Uning xushchaqchaq tabiati atrofidagilarni doim xursand qiladi.,temperament nature,
nirvana,noun,C1,ruhaniy osoyishtalik huzur,нирвана,A state of perfect happiness and peace where all suffering and desire disappear.,nɪəˈvɑːnə,19286,feelings,Sitting on the quiet beach gave me a sense of pure nirvana.,Tinch qirg'oqda o'tirib men chinakamiga ruhiy huzur topdim.,bliss serenity,suffering
emacs,noun,C2,matn muharriri,редактор Emacs,A highly customizable computer program used for writing and editing code or text.,ˈiːmæks,19288,work,Many programmers prefer using Emacs to write their source code efficiently.,Ko'plab dasturchilar kod yozish uchun Emacs muharriridan foydalanishni ma'qul ko'rishadi.,editor,
burke,verb,C2,yashirmoq bosib_tuyilmoq,заминать,To secretly suppress or hush up an unpleasant fact or investigation.,bɜː(ɹ)k,19292,ielts,The management tried to burke the scandal to protect their own reputations.,Rahbariyat o‘z obro‘sini saqlab qolish uchun mojaroni yashirib qo‘ymoqchi bo‘ldi.,suppress hush,reveal
andorra,noun,B1,Andorra,Андорра,A small independent country located in the mountains between France and Spain.,ænˈdɔːrə,19294,places,They spent their winter holiday skiing in the mountains of Andorra.,Ular qishki ta’tillarini Andorra tog‘larida chang‘i uchib o‘tkazishdi.,,
garcia,noun,A2,Garsiya,Гарсия,A very common family name of Spanish origin.,ɡɑːrˈsiːə,19296,people-family,My colleague Garcia is moving to a new office next month.,Hamkasbim Garsiya kelasi oy yangi idoraga ko‘chib o‘tmoqda.,,
alexandria,noun,B2,Iskandariya,Александрия,A historic and large port city located on the coast of Egypt.,ˌælɪɡˈzændriə,19298,places,The famous library of Alexandria was once a center of ancient knowledge.,Mashhur Iskandariya kutubxonasi bir vaqtlar qadimiy bilimlar markazi bo‘lgan.,,
moses,noun,B1,Muso,Моисей,A significant religious figure known for leading his people to freedom.,ˈməʊzɪz,19300,people-family,The story of Moses is central to the history of the faith.,Muso payg‘ambar haqidagi qissa din tarixida markaziy o‘rin tutadi.,,
julian,noun,B2,Yulian,Юлиан,Relating to the calendar introduced by Julius Caesar in ancient Rome.,ˈdʒuːliən,19302,time,Some traditions still follow dates based on the old Julian calendar.,Ba'zi an'analar hali ham eski Yulian taqvimi asosidagi sanalarga amal qiladi.,,
stan,noun,C1,fanat ashaddiy muxlis,фанат,An extremely enthusiastic and obsessive fan of a famous person or creative work.,stæn,19304,feelings,She is such a big stan of that popular music group.,U o'sha mashhur musiqa guruhining ashaddiy muxlisi.,fan devotee,hater
frontpage,noun,B1,bosh sahifa birinchi bet,первая страница,The first page of a newspaper or the main page of a website.,ˈfrʌntˌpeɪdʒ,19308,work,The news of the election appeared on the frontpage this morning.,Saylov natijalari haqidagi xabar bugun ertalab bosh sahifada chiqdi.,home-page,
flashers,noun,B2,ogohlantiruvchi chiroqlar,проблесковые маячки,Lights on a vehicle that flash to warn other drivers about an emergency.,ˈflæʃərz,19310,travel,The ambulance turned on its flashers to get through the heavy traffic.,Tez yordam mashinasi tirbandlikda o'tish uchun ogohlantiruvchi chiroqlarini yoqdi.,warning-lights,
dictionaries,noun,A1,lugatlar,словари,Books that list words with their meanings and how to use them.,ˈdɪkʃənriz,19312,school,I use several different dictionaries to learn new words in English.,Ingliz tilidagi yangi so'zlarni o'rganish uchun bir nechta lugatlardan foydalanaman.,lexicons,
currencies,noun,B1,valyutalar pul birliklari,валюты,The money systems used by different countries around the world.,ˈkʌrənsiz,19314,ielts,It is important to know the exchange rates between different global currencies.,Turli jahon valyutalari o'rtasidagi ayirboshlash kurslarini bilish juda muhim.,money cash,
bacon,noun,A2,chochqa go'shti,бекон,"Cured meat from the sides or belly of a pig, often sliced.",ˈbeɪ.kən,19316,food-drink,I like to eat crispy bacon and eggs for my breakfast.,Nonushtaga qarsildoq bekon va tuxum yeyishni yaxshi ko'raman.,,
heater,noun,A2,isitgich,обогреватель,A machine that you use to make a room or area warmer.,ˈhitɚ,19318,home,Turn on the heater because the living room is very cold.,"Isitgichni yoqib qo'y, chunki mehmonxona juda sovuq.",,
colony,noun,B2,mustamlaka,колония,A country or area that is controlled by a more powerful nation.,ˈkɒl.ə.ni,19320,ielts,Many nations in Africa were once a colony of European powers.,Afrikadagi ko'plab davlatlar bir paytlar Yevropa kuchlarining mustamlakasi bo'lgan.,,
cannon,noun,B2,to'p,пушка,"A large, heavy gun that sits on wheels and fires metal balls or shells.",ˈkæn.ən,19322,ielts,The old castle walls still have a large iron cannon outside.,Eski qal'a devorlari tashqarisida hali ham katta temir to'p turibdi.,,
circus,noun,A2,sirk,цирк,"A group of performers who travel to show tricks, clowns, and trained animals.",ˈsɜːkəs,19324,travel,The children were very excited to visit the traveling circus tonight.,Bolalar bugun kechqurun ko'chma sirkka borishdan juda hayajonlanishdi.,,
spine,noun,B2,umurtqa pog'onasi,позвоночник,The row of connected bones down the middle of a person's or animal's back.,spaɪn,19326,body-health,Sitting for many hours at a desk can hurt your spine.,Stolda uzoq vaqt o‘tirish umurtqa pog‘onangizga zarar yetkazishi mumkin.,backbone column,
trout,noun,B2,forel,форель,A type of fish that lives in fresh water and is often eaten as food.,tɹaʊt,19328,animals,We caught a fresh trout in the mountain river this morning.,Bugun ertalab tog‘ daryosidan yangi forel tutdik.,,
temporarily,adverb,B1,vaqtincha,временно,For a short time and not intended to last forever.,ˌtɛmpəˈɹɛɹəli,19330,time,The main road is temporarily closed for essential repair works.,Asosiy yo‘l ta‘mirlash ishlari sababli vaqtincha yopilgan.,briefly shortly,permanently
thriller,noun,B2,triller,триллер,"A book, film, or play that is very exciting and filled with suspense.",ˈθɹɪ.lə,19332,ielts,He enjoys watching a good thriller before going to sleep.,U uxlashdan oldin qiziqarli triller ko‘rishni yaxshi ko‘radi.,suspense story,
fatty,adjective,B1,yogli yogliroq,жирный,Containing a large amount of fat.,ˈfæt.i,19334,food-drink,You should avoid eating too many fatty foods like fried chips.,Qovurilgan chips kabi juda yogli ovqatlarni yeyishdan saqlanish kerak.,greasy oily,lean
frequencies,noun,B2,chastotalar takrorlanishlar,частоты,The rate at which something happens or is repeated over a period of time.,ˈfriː.kwən.siːz,19336,ielts,The radio station broadcasts on several different frequencies for better coverage.,Radio stansiya yaxshi eshitilishi uchun turli chastotalarda ishlaydi.,rates,
scanned,verb,B1,skanerlangan ko'zdan kechirilgan,отсканированный,Looked at information or a document very quickly to find something specific.,skænd,19338,actions,I scanned the document quickly to see if my name was there.,Ismim borligini bilish uchun hujjatni tezda ko'zdan kechirib chiqdim.,examined reviewed,
hunger,noun,A2,ochlik ishtaha,голод,The feeling of needing to eat food.,ˈhʌŋɡə,19340,body-health,"After working all day, I felt a strong hunger for dinner.",Kun bo'yi ishlaganimdan keyin qornim juda och qoldi.,starvation appetite,fullness
municipality,noun,B2,shahar hokimiyati munitsipalitet,муниципалитет,"A city, town, or district that has its own local government.",mjʊˌnɪsɪˈpælɪti,19344,ielts,The local municipality decided to build a new park in the center.,Mahalliy shahar hokimiyati markazda yangi bog‘ qurishga qaror qildi.,borough city,
detective,noun,B1,izquvar tergovchi,сыщик,A police officer who gathers information to solve crimes.,dɪˈtɛktɪv,19346,work,The detective spent weeks looking for clues to find the thief.,Tergovchi o‘g‘rini topish uchun bir necha hafta dalillar izladi.,investigator agent,
cement,noun,B1,sement,цемент,A grey powder that becomes hard like rock when mixed with water.,səˈmɛnt,19348,home,They used a lot of cement to build the new wall.,Ular yangi devorni qurish uchun ko‘p sement ishlatishdi.,concrete binding,
