headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
rudimentary,adjective,C1,boshlang'ich sodda,элементарный,Basic and undeveloped.,ˌruːdɪˈmentri,4366,ielts,He has a rudimentary knowledge of French.,U fransuz tilini boshlang'ich darajada biladi.,basic,advanced
seamless,adjective,C1,uzluksiz silliq,бесшовный,Happening smoothly without breaks.,ˈsiːmləs,4368,ielts,The app offers a seamless experience.,Ilova uzluksiz tajriba taqdim etadi.,smooth,
shrewd,adjective,C1,zukko hushyor,проницательный,Clever at understanding and deciding.,ʃruːd,4370,ielts,She made a shrewd investment.,U zukkolik bilan sarmoya kiritdi.,astute,foolish
stagnant,adjective,C1,turg'un rivojlanmayotgan,застойный,Not moving or developing.,ˈstæɡnənt,4372,ielts,Wages remained stagnant for years.,Maoshlar yillar davomida turg'un qoldi.,static,dynamic
stark,adjective,C1,keskin yaqqol,разительный,Very clear and often unpleasant.,stɑːk,4374,ielts,There is a stark contrast between the districts.,Tumanlar o'rtasida keskin farq bor.,,
sturdy,adjective,C1,mustahkam baquvvat,крепкий,Strong and solid.,ˈstɜːdi,4376,ielts,Buy sturdy shoes for hiking.,Sayr uchun mustahkam poyabzal oling.,robust,fragile
treacherous,adjective,C1,xavfli xoin,коварный,Dangerous despite seeming safe; disloyal.,ˈtretʃərəs,4378,ielts,Ice made the roads treacherous.,Muz yo'llarni xavfli qildi.,hazardous,
turbulent,adjective,C1,notinch g'alayonli,бурный,Full of sudden change or trouble.,ˈtɜːbjələnt,4380,ielts,The country went through turbulent years.,Mamlakat notinch yillarni boshdan kechirdi.,chaotic,stable
unanimous,adjective,C1,bir ovozdan yakdil,единогласный,Agreed by everyone.,juˈnænɪməs,4382,ielts,The decision was unanimous.,Qaror bir ovozdan qabul qilindi.,,divided
vigilant,adjective,C1,hushyor sergak,бдительный,Watching carefully for danger.,ˈvɪdʒɪlənt,4384,ielts,Stay vigilant against online scams.,Onlayn firibgarlikka qarshi hushyor bo'ling.,alert,careless
volatile,adjective,C1,beqaror tez o'zgaruvchan,нестабильный,Changing suddenly and unpredictably.,ˈvɒlətaɪl,4386,ielts,Fuel prices remain volatile.,Yoqilg'i narxlari beqarorligicha qolmoqda.,unstable,stable
array,noun,C1,qator turkum,множество,A large impressive range of things.,əˈreɪ,4388,ielts,The bazaar offers an array of spices.,Bozor turli-tuman ziravorlarni taklif etadi.,range,
blueprint,noun,C1,loyiha reja,план,A detailed plan for achieving something.,ˈbluːprɪnt,4390,ielts,The report is a blueprint for reform.,Hisobot islohotlar uchun loyiha.,plan,
boon,noun,C1,ne'mat foyda,благо,Something very helpful.,buːn,4392,ielts,The metro is a boon for commuters.,Metro qatnovchilar uchun katta ne'mat.,blessing,curse
brink,noun,C1,yoqa arafa,грань,The edge of a situation about to happen.,brɪŋk,4394,ielts,The species is on the brink of extinction.,Tur yo'qolib ketish arafasida.,verge,
culprit,noun,C1,aybdor sababchi,виновник,The person or thing causing a problem.,ˈkʌlprɪt,4396,ielts,Sugar is the main culprit in tooth decay.,Shakar — tish yemirilishining bosh sababchisi.,,
debris,noun,C1,vayronalar qoldiqlar,обломки,Broken pieces left after destruction.,ˈdebriː,4398,ielts,Workers cleared the storm debris.,Ishchilar bo'ron qoldiqlarini tozalashdi.,wreckage,
downfall,noun,C1,qulash inqiroz,крах,A sudden loss of power or success.,ˈdaʊnfɔːl,4400,ielts,Pride caused his downfall.,Uni kibr qulatdi.,collapse,rise
facet,noun,C1,qirra jihat,грань,One part or side of something.,ˈfæsɪt,4402,ielts,The job has many facets.,Bu ishning ko'p qirralari bor.,aspect,
hallmark,noun,C1,o'ziga xos belgi,отличительный признак,A typical feature of something.,ˈhɔːlmɑːk,4404,ielts,Blue tiles are the hallmark of Samarkand.,Ko'k koshinlar — Samarqandning o'ziga xos belgisi.,,
haven,noun,C1,boshpana osoyishta maskan,убежище,A safe peaceful place.,ˈheɪvn,4406,ielts,The park is a haven from city noise.,Bog' shahar shovqinidan osoyishta maskan.,refuge,
hub,noun,C1,markaz o'choq,центр,The central point of activity.,hʌb,4408,ielts,Tashkent is the region's transport hub.,Toshkent — mintaqaning transport markazi.,centre,
jargon,noun,C1,kasbiy til jargon,жаргон,Special words used by a profession.,ˈdʒɑːɡən,4410,ielts,Avoid jargon when writing for beginners.,Yangi o'rganuvchilar uchun yozganda kasbiy tildan qoching.,,
leverage,noun,C1,ta'sir kuchi vosita,рычаг,Power to influence; an advantage.,ˈliːvərɪdʒ,4412,ielts,Exports give the country leverage.,Eksport mamlakatga ta'sir kuchini beradi.,influence,
niche,noun,C1,o'ziga xos yo'nalish o'rin,ниша,A special area of demand or activity.,niːʃ,4414,ielts,She found a niche teaching business English.,U biznes ingliz tilini o'qitishda o'z o'rnini topdi.,,
oasis,noun,C1,voha,оазис,A green place with water in a desert.,əʊˈeɪsɪs,4416,ielts,The caravan rested at an oasis.,Karvon vohada dam oldi.,,
outcry,noun,C1,keskin norozilik ovozi,протест,A strong public protest.,ˈaʊtkraɪ,4418,ielts,The tax caused a public outcry.,Soliq xalq noroziligiga sabab bo'ldi.,protest,
outlook,noun,C1,istiqbol dunyoqarash,перспектива,What is expected to happen; attitude.,ˈaʊtlʊk,4420,ielts,The economic outlook is improving.,Iqtisodiy istiqbol yaxshilanmoqda.,prospect,
pillar,noun,C1,ustun tayanch,столп,An important supporter or principle.,ˈpɪlə,4422,ielts,Family is a pillar of society.,Oila — jamiyat ustuni.,cornerstone,
precursor,noun,C1,dastlabki ko'rinish asoschi,предшественник,Something that comes before a development.,priˈkɜːsə,4424,ielts,The telegraph was a precursor of the internet.,Telegraf internetning dastlabki ko'rinishi edi.,forerunner,
stance,noun,C1,pozitsiya nuqtai nazar,позиция,A publicly stated opinion.,stæns,4426,ielts,The party changed its stance on taxes.,Partiya soliqlar bo'yicha pozitsiyasini o'zgartirdi.,position,
uproar,noun,C1,shov-shuv g'alayon,шум,Angry public reaction; loud noise.,ˈʌprɔː,4428,ielts,The decision caused an uproar.,Qaror shov-shuvga sabab bo'ldi.,outcry,calm
verge,noun,C1,yoqa chegara,грань,The point just before something happens.,vɜːdʒ,4430,ielts,She was on the verge of tears.,U yig'lab yuborishiga oz qolgan edi.,brink,
windfall,noun,C1,kutilmagan daromad,неожиданная удача,Unexpected money or luck.,ˈwɪndfɔːl,4432,ielts,The tax refund was a welcome windfall.,Soliq qaytimi kutilmagan daromad bo'ldi.,,
zeal,noun,C1,g'ayrat ishtiyoq,рвение,Great energy and enthusiasm.,ziːl,4434,ielts,She works with real zeal.,U chinakam ishtiyoq bilan ishlaydi.,enthusiasm,apathy
