headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
boots,noun,A2,etik,ботинки,Strong shoes that cover the ankle.,buːts,1754,clothes,Wear boots in the snow.,Qorda etik kiying.,,
sweater,noun,A2,sviter,свитер,A warm knitted piece of clothing for the upper body.,ˈswetə,1756,clothes,Grandma knitted me a sweater.,Buvim menga sviter to'qib berdi.,jumper,
suit,noun,A2,kostyum,костюм,A jacket and trousers made from the same cloth.,suːt,1758,clothes,He wore a suit to the interview.,U suhbatga kostyum kiyib bordi.,,
tie,noun,A2,galstuk,галстук,A long narrow cloth worn around the neck with a shirt.,taɪ,1760,clothes,His tie matches his shirt.,Galstugi ko'ylagiga mos.,,
button,noun,A2,tugma,пуговица,A small round object that fastens clothes.,ˈbʌtn,1762,clothes,A button fell off my coat.,Paltomning tugmasi uzilib tushdi.,,
uniform,noun,A2,forma,форма,Special clothes worn by a group such as students.,ˈjuːnɪfɔːm,1764,clothes,Students wear a uniform at our school.,Maktabimizda o'quvchilar forma kiyadi.,,
pillow,noun,A2,yostiq,подушка,A soft object you rest your head on in bed.,ˈpɪləʊ,1766,home,This pillow is too soft.,Bu yostiq juda yumshoq.,,
blanket,noun,A2,ko'rpa,одеяло,A warm cover for a bed.,ˈblæŋkɪt,1768,home,Take an extra blanket — the nights are cold.,Qo'shimcha ko'rpa oling — kechalar sovuq.,,
mirror,noun,A2,ko'zgu,зеркало,A glass surface that shows your reflection.,ˈmɪrə,1770,home,She looked at herself in the mirror.,U ko'zguda o'ziga qaradi.,,
curtain,noun,A2,parda,штора,Cloth that covers a window.,ˈkɜːtn,1772,home,Open the curtains — it's morning.,Pardalarni oching — tong otdi.,,
carpet,noun,A2,gilam,ковёр,A thick cloth covering for floors.,ˈkɑːpɪt,1774,home,Uzbek carpets are famous worldwide.,O'zbek gilamlari dunyoga mashhur.,rug,
shelf,noun,A2,javon tokchasi,полка,A flat board on a wall for keeping things.,ʃelf,1776,home,Put the books on the shelf.,Kitoblarni tokchaga qo'ying.,,
ceiling,noun,A2,shift,потолок,The top inside surface of a room.,ˈsiːlɪŋ,1778,home,The ceiling is painted white.,Shift oq rangga bo'yalgan.,,floor
roof,noun,A2,tom,крыша,The top outside cover of a building.,ruːf,1780,home,Snow covered the roof.,Qor tomni qopladi.,,
yard,noun,A2,hovli,двор,An open area next to a house.,jɑːd,1782,home,The children play in the yard.,Bolalar hovlida o'ynaydi.,courtyard,
stairs,noun,A2,zinapoya,лестница,Steps that go from one floor to another.,steəz,1784,home,Take the stairs to the second floor.,Ikkinchi qavatga zinapoyadan chiqing.,,
midnight,noun,A2,yarim tun,полночь,Twelve o'clock at night.,ˈmɪdnaɪt,1786,time,We arrived home at midnight.,Uyga yarim tunda yetib keldik.,,noon
dawn,noun,B1,tong,рассвет,The time when the sun rises.,dɔːn,1788,time,Farmers wake up before dawn.,Dehqonlar tongdan oldin uyg'onadi.,sunrise,dusk
decade,noun,B1,o'n yillik,десятилетие,A period of ten years.,ˈdekeɪd,1790,time,The city changed a lot in one decade.,Shahar bir o'n yillikda ancha o'zgardi.,,
moment,noun,A2,lahza,момент,A very short period of time.,ˈməʊmənt,1792,time,Wait a moment please.,Bir lahza kuting iltimos.,instant,
schedule,noun,B1,jadval,расписание,A plan of times for doing things.,ˈʃedjuːl,1794,time,My schedule is full this week.,Bu hafta jadvalim to'la.,timetable,
calendar,noun,A2,taqvim,календарь,A chart showing the days and months of the year.,ˈkælɪndə,1796,time,Mark the date on the calendar.,Sanani taqvimga belgilang.,,
honey,noun,A2,asal,мёд,The sweet food that bees make.,ˈhʌni,1798,food-drink,Tea with honey helps a sore throat.,Asalli choy tomoq og'rig'iga yordam beradi.,,
flour,noun,A2,un,мука,Powder made from wheat used for baking.,ˈflaʊə,1800,food-drink,Bread is made from flour and water.,Non un va suvdan tayyorlanadi.,,
jam,noun,A2,murabbo,варенье,Sweet food made from fruit and sugar.,dʒæm,1802,food-drink,My grandmother makes cherry jam.,Buvim olcha murabbo tayyorlaydi.,,
nut,noun,A2,yong'oq,орех,A dry fruit with a hard shell.,nʌt,1804,food-drink,Nuts are good for your brain.,Yong'oq miyaga foydali.,,
shoulder,noun,A2,yelka,плечо,The part of the body between the neck and the arm.,ˈʃəʊldə,1806,body-health,He carried the bag on his shoulder.,U sumkani yelkasida ko'tardi.,,
stomach,noun,A2,oshqozon,желудок,The part of the body where food goes.,ˈstʌmək,1808,body-health,My stomach hurts after lunch.,Tushlikdan keyin oshqozonim og'riyapti.,belly,
throat,noun,A2,tomoq,горло,The passage inside the neck.,θrəʊt,1810,body-health,I have a sore throat.,Tomog'im og'riyapti.,,
fever,noun,A2,isitma,температура,A body temperature higher than normal.,ˈfiːvə,1812,body-health,The child has a fever.,Bolaning isitmasi bor.,temperature,
cough,noun,A2,yo'tal,кашель,The act of forcing air out of your throat with a sudden sound.,kɒf,1814,body-health,This medicine is good for a cough.,Bu dori yo'talga yaxshi.,,
