headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
salary,noun,A2,maosh,зарплата,The money you are paid each month for work.,ˈsæləri,485,work,She earns a good salary.,U yaxshi maosh oladi.,wage,
manager,noun,A2,menejer,менеджер,A person who controls a business or team.,ˈmænɪdʒə,490,work,The manager was very kind.,Menejer juda mehribon edi.,,
customer,noun,A2,mijoz,клиент,A person who buys something from a shop.,ˈkʌstəmə,495,work,The customer asked for help.,Mijoz yordam so'radi.,client,
office,noun,A2,ofis,офис,A room or building where people work.,ˈɒfɪs,500,work,My office is on the third floor.,Mening ofisim uchinchi qavatda.,,
interview,noun,A2,suhbat,собеседование,A meeting where someone asks you questions for a job.,ˈɪntəvjuː,505,work,I have a job interview tomorrow.,Ertaga ish suhbatim bor.,,
experience,noun,A2,tajriba,опыт,Knowledge you get by doing something.,ɪkˈspɪəriəns,510,work,She has a lot of experience.,Uning ko'p tajribasi bor.,,
success,noun,A2,muvaffaqiyat,успех,The good result of trying hard.,səkˈses,515,feelings,His success made everyone happy.,Uning muvaffaqiyati hammani xursand qildi.,,failure
afraid,adjective,A2,qo'rqqan,испуганный,Feeling fear of something.,əˈfreɪd,520,feelings,She is afraid of dogs.,U itlardan qo'rqadi.,scared,
proud,adjective,A2,faxrlanadigan,гордый,Feeling pleased about something you did.,praʊd,525,feelings,I am proud of my sister.,Men opamdan faxrlanaman.,,ashamed
lonely,adjective,A2,yolg'iz,одинокий,Sad because you are alone.,ˈləʊnli,530,feelings,He felt lonely in the new city.,U yangi shaharda yolg'iz his qildi.,,
surprised,adjective,A2,hayron,удивлённый,Feeling something you did not expect.,səˈpraɪzd,535,feelings,We were surprised by the news.,Biz xabardan hayron bo'ldik.,,
worried,adjective,A2,xavotirli,обеспокоенный,Thinking about problems that may happen.,ˈwʌrid,540,feelings,She is worried about the exam.,U imtihon haqida xavotirda.,anxious,calm
bored,adjective,A2,zerikkan,скучающий,Tired because nothing interesting is happening.,bɔːd,545,feelings,The children were bored at home.,Bolalar uyda zerikishdi.,,interested
comfortable,adjective,A2,qulay,удобный,Making you feel relaxed and at ease.,ˈkʌmftəbl,550,describing,This chair is very comfortable.,Bu stul juda qulay.,,uncomfortable
dangerous,adjective,A2,xavfli,опасный,Able to hurt or harm you.,ˈdeɪndʒrəs,555,describing,Fast driving is dangerous.,Tez haydash xavfli.,,safe
empty,adjective,A2,bo'sh,пустой,Having nothing inside.,ˈempti,560,describing,The bottle is empty.,Shisha bo'sh.,,full
modern,adjective,A2,zamonaviy,современный,Belonging to the present time.,ˈmɒdn,565,describing,They live in a modern house.,Ular zamonaviy uyda yashaydi.,,old
quiet,adjective,A2,tinch,тихий,Making little or no noise.,ˈkwaɪət,570,describing,The village is very quiet.,Qishloq juda tinch.,,loud
famous,adjective,A2,mashhur,известный,Known by many people.,ˈfeɪməs,575,describing,He is a famous singer.,U mashhur qo'shiqchi.,,unknown
foreign,adjective,A2,xorijiy,иностранный,From another country.,ˈfɒrən,580,describing,She speaks three foreign languages.,U uchta xorijiy tilda gapiradi.,,
useful,adjective,A2,foydali,полезный,Helping you do something.,ˈjuːsfl,585,describing,This book is very useful.,Bu kitob juda foydali.,helpful,useless
terrible,adjective,A2,dahshatli,ужасный,Very bad or unpleasant.,ˈterəbl,590,describing,The weather was terrible.,Ob-havo dahshatli edi.,awful,
improve,verb,A2,yaxshilamoq,улучшать,To make something better.,ɪmˈpruːv,595,actions,I want to improve my English.,Men ingliz tilimni yaxshilamoqchiman.,,
explain,verb,A2,tushuntirmoq,объяснять,To make something clear to someone.,ɪkˈspleɪn,600,actions,Please explain the rules.,Iltimos qoidalarni tushuntiring.,,
describe,verb,A2,tasvirlamoq,описывать,To say what someone or something is like.,dɪˈskraɪb,605,actions,Describe your best friend.,Eng yaqin do'stingizni tasvirlang.,,
decide,verb,A2,qaror qilmoq,решать,To choose after thinking.,dɪˈsaɪd,610,actions,We decided to stay home.,Biz uyda qolishga qaror qildik.,,
accept,verb,A2,qabul qilmoq,принимать,To agree to take something offered.,əkˈsept,615,actions,She accepted the gift.,U sovg'ani qabul qildi.,,refuse
borrow,verb,A2,qarz olmoq,занимать,To take something and give it back later.,ˈbɒrəʊ,620,actions,Can I borrow your pen?,Ruchkangizni qarzga olsam bo'ladimi?,,lend
lend,verb,A2,qarz bermoq,одалживать,To give something for a short time.,lend,625,actions,He lent me some money.,U menga biroz pul qarz berdi.,,borrow
repeat,verb,A2,takrorlamoq,повторять,To say or do something again.,rɪˈpiːt,630,actions,Please repeat the question.,Iltimos savolni takrorlang.,,
prepare,verb,A2,tayyorlamoq,готовить,To make something ready.,prɪˈpeə,635,actions,She prepared dinner for us.,U bizga kechki ovqat tayyorladi.,,
receive,verb,A2,qabul qilib olmoq,получать,To get something that is given to you.,rɪˈsiːv,640,actions,I received your letter.,Men xatingizni oldim.,get,send
invite,verb,A2,taklif qilmoq,приглашать,To ask someone to come somewhere.,ɪnˈvaɪt,645,actions,They invited us to the party.,Ular bizni bazmga taklif qilishdi.,,
recipe,noun,A2,retsept,рецепт,Instructions for cooking a dish.,ˈresəpi,650,food-drink,This is my grandmother's recipe.,Bu buvimning retsepti.,,
dessert,noun,A2,shirinlik,десерт,Sweet food eaten after a meal.,dɪˈzɜːt,655,food-drink,We had ice cream for dessert.,Biz shirinlikka muzqaymoq yedik.,,
vegetable,noun,A2,sabzavot,овощ,A plant grown for food such as a carrot.,ˈvedʒtəbl,660,food-drink,Eat more vegetables every day.,Har kuni ko'proq sabzavot yeng.,,
delicious,adjective,A2,mazali,вкусный,Having a very pleasant taste.,dɪˈlɪʃəs,665,food-drink,The soup was delicious.,Sho'rva mazali edi.,tasty,
bitter,adjective,A2,achchiq,горький,Having a sharp unpleasant taste.,ˈbɪtə,670,food-drink,Black coffee tastes bitter.,Qora qahva achchiq bo'ladi.,,sweet
storm,noun,A2,bo'ron,шторм,Very bad weather with strong wind and rain.,stɔːm,675,nature,A storm is coming tonight.,Bugun kechqurun bo'ron keladi.,,
climate,noun,A2,iqlim,климат,The usual weather of a place.,ˈklaɪmət,680,nature,The climate here is very dry.,Bu yerning iqlimi juda quruq.,,
moon,noun,A2,oy,луна,The bright object in the sky at night.,muːn,685,nature,The moon is very bright tonight.,Bugun oy juda yorug'.,,
earth,noun,A2,yer,земля,The planet where we live.,ɜːθ,690,nature,The earth goes around the sun.,Yer quyosh atrofida aylanadi.,,
accident,noun,A2,baxtsiz hodisa,авария,Something bad that happens by chance.,ˈæksɪdənt,695,travel,There was an accident on the main road.,Katta yo'lda baxtsiz hodisa yuz berdi.,,
advice,noun,A2,maslahat,совет,An opinion about what someone should do.,ədˈvaɪs,700,basics,My teacher gave me good advice.,O'qituvchim menga yaxshi maslahat berdi.,,
agree,verb,A2,rozi bo'lmoq,соглашаться,To have the same opinion as someone.,əˈɡriː,705,actions,I agree with your plan.,Men rejangizga roziman.,,disagree
alone,adjective,A2,yolg'iz,один,Without other people.,əˈləʊn,710,describing,She lives alone in the city.,U shaharda yolg'iz yashaydi.,,together
apartment,noun,A2,kvartira,квартира,A set of rooms to live in inside a building.,əˈpɑːtmənt,715,home,Our apartment is on the fifth floor.,Kvartiramiz beshinchi qavatda.,flat,
appointment,noun,A2,uchrashuv vaqti,приём,An arranged time to meet someone.,əˈpɔɪntmənt,720,time,I have a doctor's appointment at three.,Soat uchda shifokor qabuliga yozilganman.,,
arrange,verb,A2,tashkil qilmoq,организовывать,To plan or organize something.,əˈreɪndʒ,725,actions,We arranged a meeting for Monday.,Dushanbaga uchrashuv belgiladik.,organize,
article,noun,A2,maqola,статья,A piece of writing in a newspaper or magazine.,ˈɑːtɪkl,730,school,I read an article about space.,Koinot haqida maqola o'qidim.,,
attention,noun,A2,e'tibor,внимание,Careful watching or listening.,əˈtenʃn,735,basics,Pay attention to the teacher.,O'qituvchiga e'tibor bering.,,
beach,noun,A2,plyaj,пляж,An area of sand next to the sea.,biːtʃ,740,nature,The children played on the beach.,Bolalar plyajda o'ynashdi.,,
believe,verb,A2,ishonmoq,верить,To think that something is true.,bɪˈliːv,745,actions,I believe her story.,Men uning hikoyasiga ishonaman.,,
belt,noun,A2,kamar,ремень,A band you wear around your waist.,belt,750,clothes,He bought a leather belt.,U charm kamar sotib oldi.,,
boring,adjective,A2,zerikarli,скучный,Not interesting.,ˈbɔːrɪŋ,755,describing,The lecture was long and boring.,Ma'ruza uzoq va zerikarli edi.,dull,interesting
camp,noun,A2,lager,лагерь,A place with tents where people stay outside.,kæmp,760,travel,We stayed at a camp near the lake.,Biz ko'l yaqinidagi lagerda turdik.,,
carry,verb,A2,ko'tarib bormoq,нести,To hold something and take it somewhere.,ˈkæri,765,actions,He carried the heavy bag upstairs.,U og'ir sumkani yuqoriga ko'tarib chiqdi.,,
catch,verb,A2,tutmoq,ловить,To take hold of something moving.,kætʃ,770,actions,Catch the ball with both hands.,To'pni ikki qo'l bilan tuting.,,throw
century,noun,A2,asr,век,A period of one hundred years.,ˈsentʃəri,775,time,This mosque was built in the 15th century.,Bu masjid XV asrda qurilgan.,,
competition,noun,A2,musobaqa,соревнование,An event where people try to win.,ˌkɒmpəˈtɪʃn,780,school,She won the English competition.,U ingliz tili musobaqasida g'olib bo'ldi.,contest,
cousin,noun,A2,amakivachcha,двоюродный брат,The child of your uncle or aunt.,ˈkʌzn,785,people-family,My cousin lives in Bukhara.,Amakivachcham Buxoroda yashaydi.,,
cry,verb,A2,yig'lamoq,плакать,To produce tears from your eyes.,kraɪ,790,actions,The baby cried all night.,Chaqaloq tun bo'yi yig'ladi.,,laugh
dictionary,noun,A2,lug'at,словарь,A book or app that explains words.,ˈdɪkʃənri,795,school,Look up new words in the dictionary.,Yangi so'zlarni lug'atdan qidiring.,,
diet,noun,A2,parhez,диета,The food you usually eat.,ˈdaɪət,800,body-health,A healthy diet includes fruit.,Sog'lom parhezga meva kiradi.,,
dirty,adjective,A2,iflos,грязный,Not clean.,ˈdɜːti,805,describing,Wash your dirty hands.,Iflos qo'llaringizni yuving.,,clean
engineer,noun,A2,muhandis,инженер,A person who designs machines or buildings.,ˌendʒɪˈnɪə,810,work,My uncle is an engineer.,Amakim muhandis.,,
exam,noun,A2,imtihon,экзамен,A test of knowledge.,ɪɡˈzæm,815,school,The maths exam was difficult.,Matematika imtihoni qiyin edi.,test,
excited,adjective,A2,hayajonlangan,взволнованный,Very happy about something that will happen.,ɪkˈsaɪtɪd,820,feelings,The kids are excited about the trip.,Bolalar sayohatdan hayajonda.,,calm
forget,verb,A2,unutmoq,забывать,To not remember something.,fəˈɡet,825,actions,Don't forget your umbrella.,Soyaboningizni unutmang.,,remember
gift,noun,A2,sovg'a,подарок,Something you give to someone.,ɡɪft,830,basics,She got many gifts on her birthday.,U tug'ilgan kunida ko'p sovg'a oldi.,present,
guest,noun,A2,mehmon,гость,A person you invite to your home.,ɡest,835,people-family,We have guests this evening.,Bugun kechqurun mehmonlarimiz bor.,,host
healthy,adjective,A2,sog'lom,здоровый,Well and not ill; good for your body.,ˈhelθi,840,body-health,Walking every day keeps you healthy.,Har kuni yurish sizni sog'lom saqlaydi.,,ill
holiday,noun,A2,ta'til,отпуск,Time away from work or school.,ˈhɒlədeɪ,845,travel,We spent our holiday in the mountains.,Ta'tilni tog'larda o'tkazdik.,vacation,
hungry,adjective,A2,och,голодный,Wanting to eat.,ˈhʌŋɡri,850,feelings,I'm hungry — let's have lunch.,Qornim och — tushlik qilaylik.,,full
hurry,verb,A2,shoshilmoq,спешить,To move or do something quickly.,ˈhʌri,855,actions,Hurry or we will miss the bus.,Shoshiling bo'lmasa avtobusdan kechikamiz.,rush,
island,noun,A2,orol,остров,Land with water all around it.,ˈaɪlənd,860,nature,They sailed to a small island.,Ular kichkina orolga suzib borishdi.,,
jacket,noun,A2,kurtka,куртка,A short coat.,ˈdʒækɪt,865,clothes,Take a warm jacket with you.,O'zingiz bilan issiq kurtka oling.,,
laugh,verb,A2,kulmoq,смеяться,To make sounds that show you are happy.,lɑːf,870,actions,The joke made everyone laugh.,Hazil hammani kuldirdi.,,cry
lazy,adjective,A2,dangasa,ленивый,Not wanting to work.,ˈleɪzi,875,describing,The lazy cat sleeps all day.,Dangasa mushuk kun bo'yi uxlaydi.,,hardworking
lucky,adjective,A2,omadli,везучий,Having good things happen by chance.,ˈlʌki,880,describing,You are lucky to have such friends.,Bunday do'stlaringiz borligi uchun omadlisiz.,fortunate,unlucky
medicine,noun,A2,dori,лекарство,Something you take when you are ill.,ˈmedsn,885,body-health,Take this medicine twice a day.,Bu dorini kuniga ikki marta iching.,,
message,noun,A2,xabar,сообщение,Written or spoken information you send.,ˈmesɪdʒ,890,basics,Send me a message when you arrive.,Yetib borganingizda menga xabar yuboring.,,
mountain,noun,A2,tog',гора,A very high hill.,ˈmaʊntən,895,nature,The mountains are covered with snow.,Tog'lar qor bilan qoplangan.,,
neighbour,noun,A2,qo'shni,сосед,A person who lives near you.,ˈneɪbə,900,people-family,Our neighbour waters our flowers.,Qo'shnimiz gullarimizni sug'oradi.,,
noisy,adjective,A2,shovqinli,шумный,Making a lot of sound.,ˈnɔɪzi,905,describing,The street is noisy in the morning.,Ko'cha ertalab shovqinli bo'ladi.,loud,quiet
pocket,noun,A2,cho'ntak,карман,A small bag sewn into clothes.,ˈpɒkɪt,910,clothes,The keys are in my pocket.,Kalitlar cho'ntagimda.,,
polite,adjective,A2,odobli,вежливый,Behaving in a kind and respectful way.,pəˈlaɪt,915,describing,Always be polite to older people.,Kattalarga doim odobli bo'ling.,,rude
practise,verb,A2,mashq qilmoq,практиковаться,To do something many times to get better.,ˈpræktɪs,920,actions,Practise English every day.,Har kuni ingliz tilini mashq qiling.,,
pull,verb,A2,tortmoq,тянуть,To move something towards you.,pʊl,925,actions,Pull the door to open it.,Eshikni oching uchun torting.,,push
push,verb,A2,itarmoq,толкать,To move something away from you.,pʊʃ,930,actions,Push the button to start.,Boshlash uchun tugmani bosing.,,pull
umbrella,noun,A2,soyabon,зонт,A thing you hold over your head in the rain.,ʌmˈbrelə,935,clothes,Take an umbrella — it may rain.,Soyabon oling — yomg'ir yog'ishi mumkin.,,
wallet,noun,A2,hamyon,кошелёк,A small case for money and cards.,ˈwɒlɪt,940,clothes,I left my wallet at home.,Hamyonimni uyda qoldirdim.,,
