headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
nina,noun,C2,yashirin xabar,скрытое послание,A hidden message or word purposely concealed within a crossword puzzle grid.,ˈniːnə,22026,ielts,The crossword constructor cleverly hid a nina throughout the puzzle grid.,Krossvord muallifi topishmoq panjarasiga yashirin xabarni ustalik bilan joylashtirdi.,hidden message,
lucas,noun,A1,Lukas,Лукас,A popular male given name of Greek origin meaning light.,ˈluːkəs,22028,people-family,Lucas is working hard to finish his project by Friday afternoon.,Lukas loyihasini juma kunigacha tugatish ustida qattiq ishlamoqda.,,
hannah,noun,A1,Xanna,Ханна,A common female given name of Hebrew origin.,ˈhænə,22030,people-family,Hannah invited all of her classmates to her birthday party yesterday.,Xanna kecha barcha sinfdoshlarini tug'ilgan kuniga taklif qildi.,,
sophie,noun,A1,Sophie,Софи,A female given name of Greek origin meaning wisdom.,ˈsəʊfi,22032,people-family,My best friend Sophie is coming to visit us this weekend.,Eng yaqin dugonam Sofi dam olish kunlari biznikiga keladi.,,
ann,noun,A1,Ann,Энн,A common female given name derived from the Hebrew name Hannah.,æn,22034,people-family,Ann works at the local library every morning during the week.,Enn har kuni ertalab mahalliy kutubxonada ishlaydi.,,
hid,verb,A2,yashirdi berkitdi,спрятал,Past tense of hide; to have put something or yourself where it cannot be seen.,hɪd,22036,actions,He hid the letter in a book so nobody would find it.,U xatni hech kim topib olmasligi uchun kitob ichiga yashirib qo'ydi.,concealed,revealed
gettin,verb,A1,olayotgan yetishayotgan,получающий,Informal spelling of the word meaning to receive or to become something.,ˈɡɛtɪn,22038,actions,I am gettin ready to go to the party with my friends.,Men doʻstlarim bilan bazmga borishga tayyorgarlik koʻryapman.,receiving becoming,
talkin,verb,A1,gaplashayotgan soʻzlashayotgan,разговаривающий,Informal spelling of the word meaning to say words to express thoughts.,ˈtɔːkɪn,22040,actions,They are talkin about the new movie that came out last week.,Ular oʻtgan hafta chiqqan yangi kino haqida gaplashyapti.,speaking discussing,
keith,noun,B2,Kit,Кит,A common male given name of Scottish origin.,kiːθ,22042,people-family,I met a man named Keith at the conference last week.,O'tgan hafta konferensiyada Kit ismli odam bilan tanishdim.,,
malcolm,noun,B2,Malkolm,Малкольм,A masculine given name of Scottish Gaelic origin.,ˈmælkəm,22044,people-family,My friend Malcolm is planning to visit London next month.,Do'stim Malkolm keyingi oy Londonga borishni rejalashtirmoqda.,,
ethan,noun,B2,Itan,Итан,A male given name meaning strong or firm.,ˈiːθən,22046,people-family,Ethan decided to start his own business after graduating university.,"Itan universitetni bitirgach, o'z biznesini boshlashga qaror qildi.",,
elena,noun,B2,Yelena,Елена,A feminine given name popular in many European countries.,əˈlɛnə,22048,people-family,Elena is very talented at playing the piano and violin.,Yelena pianino va skripkada chiroyli chaladi.,,
maya,noun,C2,illuziya xayol,майя,The concept that the world we see is an illusion rather than reality.,ˈmaɪə,22050,ielts,The philosopher argued that human perception is merely a form of maya.,Faylasuf inson idroki shunchaki bir illyuziyadan iborat deb ta'kidladi.,illusion appearance,reality
jin,noun,C2,jin,джинн,A supernatural spirit in mythology that can influence human lives.,dʒɪn,22052,ielts,"According to local folklore, a jin lives in the old cave.","Mahalliy afsonalarga ko'ra, eski g'orda bir jin yashaydi.",genie spirit,
carrie,verb,B2,tashimoq olib yurmoq,нести,To hold something while moving from one place to another.,ˈkæri,22054,actions,It is difficult to carry all these heavy bags by yourself.,Bu og'ir xaltalarning hammasini o'zing ko'tarib yurishing qiyin.,transport bear,
lookin,verb,B1,qidirmoq kuzatmoq,смотреть,To direct your eyes in order to see something.,ˈlʊkɪn,22056,actions,They are lookin for a new place to live this year.,Ular bu yil yashash uchun yangi joy qidirishmoqda.,searching seeking,
zoe,noun,C2,hayot jon,жизнь,The basic principle of living existence or universal life in all forms.,ˈzoʊi,22058,ielts,The ancient philosophers debated the fundamental nature of zoe in all creatures.,Qadimgi faylasuflar barcha mavjudotlardagi birlamchi hayot mohiyati haqida bahslashgan.,life existence,death
bitches,verb,B2,nolish shikoyat qilish,жаловаться,To complain about something in an annoying or unreasonable way.,ˈbɪt͡ʃɪz,22060,actions,He always bitches about his low salary instead of working harder.,U ko‘proq ishlash o‘rniga hamisha maoshi kamligidan noliydi.,complain grumble,praise
han,noun,C2,alam g`am,хань,"A deep feeling of sorrow or resentment caused by injustice, central to Korean identity.",hæn,22062,ielts,The artist expressed her deep han through her very moving traditional music.,Sanatkor o'zining ta'sirli musiqasi orqali ichki dardini ifoda etdi.,resentment sadness,joy
willie,noun,C1,erkaklar jinsiy a'zosi,мужской половой орган,A child's or informal word for a man's penis.,ˈwɪli,22064,body-health,The child accidentally used the word willie while playing in the park.,Bola o'yinchog'i bilan o'ynab o'tirib tasodifan shu so'zni ishlatib qo'ydi.,penis organ,
gloria,noun,C2,olqish madhiya,славословие,"A prayer or song that praises God, often used in religious ceremonies.",ˈɡlɔːriə,22066,ielts,The church choir sang a beautiful gloria during the special morning service.,Cherkov xori ertalabki maxsus xizmat paytida go'zal madhiya kuyladi.,hymn praise,
uhh,interjection,A1,hmm e,ээ,A sound made when you are thinking about what to say next.,[əː],22068,basics,"Uhh, I am not really sure what time the party starts.","Hmm, ziyofat soat nechada boshlanishini aniq bilmayapman.",uh um,
kang,noun,C2,kanguroo,кенгуру,An informal way to refer to an Australian animal that jumps using its strong back legs.,kæŋ,22070,animals,We saw a big kang hopping across the road in the outback today.,Bugun cho'lda katta kanguruning yo'ldan sakrab o'tganini ko'rdik.,kangaroo,
honking,verb,B1,signal berish,сигналить,To press the horn on a vehicle to make a loud sound.,ˈhɒŋkɪŋ,22072,actions,The taxi driver kept honking his horn at the slow car.,Taksi haydovchisi sekin yurayotgan mashinaga tinmay signal berdi.,beeping sounding,
rex,noun,C2,qirol podsho,король,"A word used to refer to a king, especially in the context of ancient Rome.",ˈɹɛks,22074,ielts,The historical title rex was used for the rulers of ancient Rome.,Tarixiy rex unvoni qadimgi Rim hukmdorlari uchun ishlatilgan.,monarch sovereign,subject
leon,noun,B2,sher,лев,A large powerful cat that lives in Africa and has a loud roar.,liːɒn,22076,animals,The lion is known as the king of all the jungle animals.,Sher o‘rmon hayvonlarining shohi hisoblanadi.,big cat,
walt,verb,C1,sayr qilmoq kezmoq,расхаживать,To move or walk somewhere in a confident or relaxed way.,wɔːlt,22078,actions,He managed to waltz through the difficult exam without any preparation at all.,U tayyorgarliksiz ham qiyin imtihondan osongina o‘tib ketdi.,stroll wander,
nora,noun,C2,in kovak,нора,A hole in the ground where a small animal lives for protection.,ˈnɔːrə,22080,animals,The rabbit quickly ran into its nora when the dog came near.,It yaqinlashganda quyon tezda kovagiga yugurib kirdi.,burrow den,
jules,noun,C2,javohirlar qimmatbaho toshlar,драгоценности,"Small, hard, decorative objects worn on jewelry or clothing.",dʒuːlz,22082,clothes,The ancient crown was decorated with many beautiful and sparkling jules.,Qadimiy toj ko‘plab chiroyli va yaltiroq javohirlar bilan bezatilgan edi.,gems stones,
hercules,noun,C1,bahodir polvon,герой,A person who is extremely strong and powerful in physical build.,ˈhɜːrkjʊliːz,22084,people-family,"The young man was a real hercules, lifting the heavy logs easily.","Bu yigit chinakam bahodir edi, og‘ir xodalarni qiynalmasdan ko‘tarib tashladi.",strongman giant,weakling
andrea,noun,C2,odamzod inson,человек,"A person, especially someone who is kind or shows human characteristics.",ænˈdreɪə,22086,people-family,Every andrea deserves to be treated with respect and basic human kindness.,Har bir inson hurmat va mehr-oqibatga loyiqdir.,human person,
trevor,noun,C2,sayohatchi yo‘lovchi,путешественник,Someone who travels long distances to explore new or distant places.,ˈtrevər,22088,travel,The trevor spent many years mapping out the unknown mountain paths.,Bu sayohatchi yillar davomida noma'lum tog‘ yo‘llarini xaritaga tushirdi.,traveler explorer,
freddy,noun,C2,tinchliksevar do‘st,мирный друг,A friendly companion or someone who helps others in a calm way.,ˈfredi,22090,people-family,He has been a true freddy to me through all my life.,U butun hayotim davomida menga chinakam sodiq do‘st bo‘lib keldi.,friend buddy,enemy
vanessa,noun,C2,vanessa kapalagi,бабочка-адмирал,A type of colourful butterfly that is often found in gardens and open fields.,vəˈnɛsə,22092,nature,The bright orange vanessa butterfly rested on the purple flower in sunlight.,Yorqin to'q sariq vanessa kapalagi quyosh nurida binafsha gul ustiga qo'ndi.,butterfly admiral,
dug,verb,A2,qazdi kovladi,копал,The past form of digging something out of the ground.,dʌɡ,22094,actions,They dug a deep hole in the garden to plant the tree.,Daraxt o‘tqazish uchun bog‘da chuqur kovlashdi.,excavated,
pam,noun,C2,yog' sepkich,кулинарный спрей,A brand of oil spray used to prevent food from sticking to cooking pans.,pæm,22096,home,Spray the pan with pam before you pour in the pancake batter.,Blinchiq xamirini quyishdan oldin tovaga ozgina yog' sepib oling.,oil-spray,
ned,noun,C2,bezori tarbiyasiz,хулиган,A young person who behaves in a violent or antisocial way and dresses in casual sportswear.,nɛd,22098,people-family,The behaviour of drunken neds brings misery to many honest local people.,Mast bezorilarning xulq-atvori ko'plab halol mahalliy aholiga tashvish olib keladi.,hoodlum thug,gentleman
mick,adjective,C2,oson yengil,легкий,Something that is very simple or easy to accomplish or understand.,mɪk,22100,describing,"That history exam was so mick, everyone passed without any extra study.","Tarix imtihoni juda oson edi, hamma hech qanday tayyorgarliksiz o'tdi.",easy simple,difficult
veronica,noun,C2,buqa kurashidagi harakat,вероника,A graceful circular move of the cape used by a bullfighter to avoid the bull.,vəˈɹɒnɪkə,22102,actions,The matador performed a perfect veronica to move the bull past him.,Matador buqani chalg‘itish uchun mukammal harakatni amalga oshirdi.,,
dong,noun,B2,dong,донг,The official unit of money used in the country of Vietnam.,dɒŋ,22104,travel,I exchanged my dollars for Vietnamese dong at the local bank today.,Bugun mahalliy bankda dollarimni Vetnam dongiga almashtirib oldim.,,
cory,noun,C2,koridoras akvarium balig'i,коридорас,A small freshwater catfish often kept in home aquariums for cleaning the tank.,ˈkɔːri,22106,animals,I bought three new cory fish to help keep my aquarium clean.,Akvariumim toza bo'lishi uchun uchta yangi koridoras balig'i sotib oldim.,catfish,
kara,noun,C2,kara bilaguzuk,кара,A steel bracelet worn by Sikhs as a sign of their faith and commitment.,ˈkɑːrə,22108,clothes,The young Sikh man wears a steel kara on his right wrist.,Yosh sikx yigiti o'ng bilagida po'latdan yasalgan kara taqib yuradi.,bangle,
umm,interjection,A1,hm,хм,A sound made when you are thinking or not sure what to say next.,ʌm,22110,basics,"I think the answer is, umm, probably around five o'clock today.","Javob, hm, chamasi soat beshlarda bo'lsa kerak.",,
matty,adjective,B1,chigallashgan,спутанный,Having hair or fur that is twisted together into a thick messy knot.,ˈmæti,22112,describing,The street cat had matty fur because it lived outside for years.,Ko'chada ko'p yil yashagani uchun mushukning yuni chigallashib ketgan edi.,matted tangled,smooth
doris,noun,C2,dengiz shilliq qurti,морской слизень,A soft-bodied sea animal that lives on the ocean floor and has no shell.,ˈdɔːrɪs,22114,animals,We spotted a colorful doris while we were diving in the deep sea.,Chuqur dengizda suv ostiga sho‘ng‘iganimizda rang-barang dengiz shilliq qurtini ko‘rib qoldik.,nudibranch,
regina,noun,C1,qirolicha,королева,A formal or literary term used to refer to a female monarch or queen.,rɪˈdʒaɪnə,22116,ielts,The law was passed under the authority of the Regina in the kingdom.,Qonun qirollikdagi qirolicha vakolati ostida qabul qilingan edi.,queen monarch,
followers,noun,A2,izdoshlar muxlislar,последователи,"People who support a particular person, group, or belief.",ˈfɒləʊərz,22118,people-family,The famous singer has millions of followers on her social media account.,Mashhur xonandaning ijtimoiy tarmoqdagi sahifasida millionlab muxlislari bor.,supporters fans,opponents
jang,noun,B2,achchiq qayla sous,корейская ферментированная паста,Fermented pastes used as a seasoning base in traditional Korean cooking.,dʒæŋ,22120,food-drink,Many Korean soups get their deep flavor from a base of jang.,Ko'plab koreys sho'rvalari o'ziga xos mazasini jang qaylasidan oladi.,paste seasoning,
tammy,noun,C2,shlyapa qalpoq,берет,"A round, flat Scottish woolen cap, often with a pom-pom on top.",ˈtami,22122,clothes,He wore a colorful tammy while walking through the chilly Scottish hills.,U Shotlandiya tog'larida sayr qilayotganda boshiga rang-barang qalpoq kiyib olgandi.,beret cap,
xiao,noun,C2,xitoy nayi,сяо,A traditional Chinese vertical end-blown flute made of bamboo.,ʃjaʊ,22124,ielts,The musician played a haunting melody on his traditional bamboo xiao.,Musiqachi an'anaviy bambuk nayida g'amgin ohang chaldi.,flute,
egyptian,adjective,A2,misrlik misr,египетский,"Relating to Egypt, its people, or its ancient culture.",ɪˈdʒɪpʃn,22126,places,We visited many interesting museums to see ancient Egyptian statues.,Qadimgi Misr haykallarini ko'rish uchun ko'plab qiziqarli muzeylarga bordik.,,
oughta,verb,B2,kerak lozim,следует,A casual way of saying that it is right or necessary to do something.,ˈɔːtə,22128,ielts,There really oughta be a better way to solve this difficult problem.,Bu qiyin muammoni hal qilishning haqiqatan ham yaxshiroq yo'li bo'lishi kerak.,should,
squeaking,noun,B1,gʻiyqillash shinqillash,скрип,"A high, thin sound made by something that is rubbing against another surface.",ˈskwiːkɪŋ,22130,actions,The squeaking of the old wooden door annoyed everyone in the room.,Eski yogʻoch eshikning gʻiyqillashi xonadagi hamma odamning jahlini chiqardi.,creaking chirping,
strangled,verb,B2,bo'g'ib o'ldirgan,задушенный,To kill someone by squeezing their throat so that they cannot breathe.,ˈstræŋɡəld,22132,actions,The attacker strangled the guard before running away from the building.,Hujumchi bino ichidan qochishdan oldin qorovulni bo'g'ib o'ldirdi.,choked smothered,freed
tate,noun,C2,vertikal rejim,вертикальный режим,A setting in video games where the screen is oriented vertically instead of horizontally.,tɔːteɪ,22134,work,Many classic arcade shoot-em-up games are best played in tate mode.,Ko'plab klassik arkada o'yinlarini vertikal rejimda o'ynash ancha qulayroq.,,
fag,noun,B2,sigaret tamaki,сигарета,A colloquial British term used to refer to a cigarette.,ˈfæɡ,22136,body-health,He stepped outside the pub for a quick fag before heading home.,U uyga ketishdan oldin sigaret chekib olish uchun bardan tashqariga chiqdi.,cigarette smoke,
deb,noun,C2,debyutantka,дебютантка,A young woman making her first official appearance in high-class society.,deb,22138,people-family,The young deb attended the formal ball in a beautiful white dress.,Yosh debyutantka qiz tantanali bazmga oppoq ko'ylakda tashrif buyurdi.,debutante,
magnum,noun,C1,yarim litrlik shisha katta kalibr,магнум,A large bottle for wine or spirits that holds one and a half liters.,ˈmæɡnəm,22140,food-drink,They ordered a magnum of champagne to celebrate the successful business deal.,Ular muvaffaqiyatli bitimni nishonlash uchun bir yarim litrlik shampan vinosiga buyurtma berishdi.,,
whooping,noun,B2,savash kaltaklash,порка,The act of physically punishing someone by hitting them several times.,ˈwuːpɪŋ,22142,actions,The boy was afraid of a whooping after breaking the neighbor's window.,"Bola qo'shninikining oynasini sindirib qo'ygach, kaltak yeyishdan qo'rqdi.",thrashing beating,
backpack,noun,A2,ryukzak xalta,рюкзак,A bag with two straps that you carry on your back.,ˈbæk.pæk,22144,travel,I put all my school books inside my heavy blue backpack today.,Bugun barcha darsliklarimni og'ir ko'k ryukzagimga solib oldim.,knapsack rucksack,
aisle,noun,B1,yo'lak qator oralig'i,проход,A long narrow space between rows of seats or shelves in a store.,aɪ̯l,22146,places,You can find fresh milk in the dairy aisle at the supermarket.,Siz yangi sut mahsulotlarini supermarketdagi sut mahsulotlari qatoridan topishingiz mumkin.,passage corridor,
preacher,noun,B2,voiz notiq,проповедник,A person who gives religious talks to a group of people.,ˈpɹiːt͡ʃəː,22148,ielts,The preacher spoke about the importance of kindness to everyone in church.,Voiz cherkovdagi barchaga mehr-oqibatning muhimligi haqida gapirib berdi.,clergyman minister,
lacey,adjective,B2,to'rli naqshli,кружевной,"Made of or decorated with delicate fabric having an open, web-like pattern.",ˈleɪsi,22150,clothes,She wore a lovely lacey dress to the summer garden party.,U yozgi bog' ziyofatiga chiroyli to'rli ko'ylak kiyib bordi.,lacy delicate,
beggar,noun,B2,tilanchi gadoy,попрошайка,A person who survives by asking others for money or food in public places.,ˈbɛɡɚ,22152,people-family,The kind man gave some coins to the beggar on the street.,Sahiy odam ko'chada o'tirgan tilanchiga bir necha tanga berdi.,panhandler pauper,
raven,adjective,C1,qora zangori,вороной,Used to describe hair that is shiny and very black.,ˈɹeɪvn̩,22154,describing,She brushed her long raven hair before going to the event.,U tadbirga borishdan oldin uzun qora sochlarini taradi.,ebony shiny,
activate,verb,B2,faollashtirmoq ishga tushirmoq,активировать,To make a device or system start working or become active.,ˈæktɪˌveɪt,22156,ielts,You need to activate the new software before you can use it.,Yangi dasturdan foydalanish uchun uni avval faollashtirishingiz kerak.,enable trigger,deactivate
slapped,verb,B1,shapaloq urdi tarsaki tortdi,шлепнул,Hit someone or something with the palm of your open hand.,slæpt,22158,actions,He slapped his friend on the back to congratulate him.,U do'stini tabriklash uchun yelkasiga urib qo'ydi.,hit struck,
heroic,adjective,B2,qahramonona mardona,геройский,"Showing great courage, bravery, or noble behavior in a difficult situation.",hɪˈɹəʊ.ɪk,22160,ielts,The firefighters made a heroic effort to save the building.,O't o'chiruvchilar binoni saqlab qolish uchun qahramonona harakat qilishdi.,brave courageous,cowardly
roar,verb,B2,o'kirmoq baqirmoq,рычать,"To make a loud, deep sound, as a lion or a large crowd.",ˈɹɔː,22162,animals,The crowd began to roar as the football team scored a goal.,Futbol jamoasi gol urganida tomoshabinlar baqirib yuborishdi.,bellow yell,
queer,adjective,C1,jinsiy ozchilik vakili,квир,Describing someone who is not heterosexual or cisgender.,kwɪə,22164,ielts,The organization supports queer rights and promotes inclusion in the workplace.,Tashkilot jinsiy ozchiliklar huquqlarini qo'llab-quvvatlaydi va ish joyida tenglikni targ'ib qiladi.,LGBTQ inclusive,
trump,noun,B2,kozir,козырь,A card from the suit that is stronger than all other cards in a game.,tɹʌmp,22166,actions,He played a trump card to win the final round of the game.,U o'yinning so'nggi bosqichida g'alaba qozonish uchun kozirni ishlatdi.,,
resignation,noun,C1,iste'fo ishdan bo'shash,отставка,The act of formally telling your employer that you are leaving your job.,ˌɹɛz.ɪɡˈneɪ.ʃən,22168,work,The director decided to hand in his resignation after many years of service.,Direktor ko'p yillik mehnatdan so'ng o'z xohishi bilan ishdan ketishga qaror qildi.,notice departure,
sincerely,adverb,B1,chin dildan samimiy,искренне,In a way that is honest and expresses true feelings.,sɪnˈsɪəli,22170,feelings,I sincerely hope that you have a wonderful time on your holiday.,Ta'tilingiz maroqli o'tishini chin dildan tilab qolaman.,genuinely honestly,
madman,noun,C1,jinni aqldan ozgan odam,безумец,A person who behaves in a very dangerous or mentally unstable way.,ˈmædmən,22172,describing,He drove the car like a madman through the crowded city streets.,U gavjum shahar ko'chalari bo'ylab xuddi jinni kabi mashina haydadi.,lunatic maniac,
poke,verb,B1,sanchmoq turtmoq,тыкать,To push your finger or an object quickly into someone or something.,pəʊk,22174,actions,Do not poke the animal with a stick as it might bite you.,"Hayvonni tayoq bilan turtma, u seni tishlab olishi mumkin.",prod jab,
spicy,adjective,A2,achchiq,острый,Food that has a strong burning taste because it contains hot peppers or spices.,ˈspaɪsi,22176,food-drink,This curry is too spicy for me. I cannot eat it.,Bu karrini yeyolmayman juda achchiq ekan.,hot pungent,mild
spaceship,noun,B1,kosmik kema,космический корабль,A vehicle designed for travel or operation in outer space.,ˈspeɪsʃɪp,22178,travel,The astronauts traveled to the moon in a large spaceship.,Astronavtlar oyga katta kosmik kemada uchib borishdi.,spacecraft,
steer,verb,B2,boshqarmoq rulni burmoq,управлять,To control the direction in which a vehicle or boat moves.,stɪə,22180,travel,It is very difficult to steer this car on the icy road.,Muzlagan yo'lda bu mashinani boshqarish juda qiyin.,drive guide,
tapping,noun,B1,taqillatish urish,постукивание,The act of hitting something lightly and repeatedly.,ˈtæpɪŋ,22182,actions,I heard a quiet tapping sound coming from the wooden window.,Derazadan sekin taqillagan ovoz eshitildi.,knocking,
tequila,noun,B2,tekila,текила,A strong alcoholic drink made from the agave plant.,ˌtəˈkiː.lə,22184,food-drink,They served salty snacks with the shots of cold tequila.,Ular sovuq tekila bilan tuzli gazak taklif qilishdi.,,
unemployed,adjective,B1,ishsiz,безработный,Without a paid job even though you are able to work.,ˌʌnɪmˈplɔɪd,22186,work,The government is trying to find work for the many unemployed people.,Hukumat ko'plab ishsiz odamlarga ish topishga harakat qilmoqda.,jobless,employed
puke,verb,B2,qusmoq qayt qilmoq,блевать,To empty the contents of your stomach through your mouth.,pjuːk,22188,body-health,I felt sick after eating the old fish and started to puke.,Eski baliqni yeganimdan keyin ko'nglim aynidi va qusa boshladim.,vomit throwup,
hysterical,adjective,B2,kulgili o'ta kulgili,гомерически смешной,Extremely funny and causing you to laugh uncontrollably.,hɪˈstɛɹɪkəl,22190,describing,He told a hysterical joke that made the whole class laugh loud.,"U shunday kulgili hazil aytdiki, butun sinf qah-qah urib kuldi.",hilarious funny,serious
taller,adjective,A1,balandroq,выше,Greater in height than someone or something else.,ˈtɔː.lə,22192,describing,My brother is much taller than me by at least five centimeters.,"Akam mendan ancha balandroq, kamida besh santimetrga.",higher,shorter
unite,verb,B2,birlashtirmoq birlashmoq,объединять,To join together with other people to work for a common goal.,juˈnaɪt,22194,ielts,The two countries decided to unite against the common enemy.,Ikki davlat umumiy dushmanga qarshi birlashishga qaror qildi.,join connect,separate
mumbling,verb,B1,g'o'ldirash,бормотание,Speaking in a quiet way that is hard to understand.,ˈmʌmblɪŋ,22196,actions,Stop mumbling and speak clearly so that everyone can hear you.,G'o'ldirashni bas qil va hamma eshitishi uchun aniq gapir.,muttering,
mule,noun,B2,xachir,мул,An animal that is the offspring of a male donkey and a female horse.,mjuːl,22198,animals,The farmer used a strong mule to carry supplies up the mountain.,Dehqon tog' tepasiga yuk tashish uchun kuchli xachirdan foydalandi.,,
neighbourhood,noun,A2,mahalla hudud,район,An area of a town or city where people live.,ˈneɪbə.hʊd,22200,places,I live in a quiet neighbourhood with many trees and parks.,Men daraxtlari va bog'lari ko'p bo'lgan tinch mahallada yashayman.,area district,
bunker,noun,B2,bunker panohgoh,бункер,"A strong, often underground building designed to protect people from bombs or attacks.",ˈbʌŋ.kə,22202,places,The military built a bunker to protect citizens from the heavy bombings.,Harbiylar odamlarni bombalardan himoya qilish uchun yerosti panohgohi qurishdi.,shelter,
expelled,verb,B2,haydalgan chetlashtirilgan,исключенный,To force someone to leave an organization or a country officially.,ɪkˈspɛld,22204,actions,The student was expelled from school for breaking the rules repeatedly.,O'quvchi qoidalarni qayta-qayta buzgani uchun maktabdan haydalarildi.,dismissed discharged,admitted
pronounce,verb,B1,e’lon qilmoq qayd etmoq,объявлять,"To make a formal, official statement about a judgment or a person's status.",pɹəˈnaʊns,22206,ielts,The doctor arrived at the scene and pronounced the patient dead.,Shifokor voqea joyiga yetib keldi va bemorning vafot etganini rasman bildirdi.,declare announce,
ape,verb,C1,taqlid qilmoq ko'chirmakashlik qilmoq,обезьянничать,"To imitate someone's behavior, usually in a way that is poor or annoying.",eɪp,22208,actions,He likes to ape his older brother's style of walking and talking.,U akasining yurish va gapirish tarziga ko'r-ko'rona taqlid qilishni yaxshi ko'radi.,mimic imitate,
bruises,noun,B1,ko'karishlar qontalashlar,синяки,Dark marks on the skin caused by an injury or hit.,ˈbɹuːzɪz,22210,body-health,She had several small bruises on her legs after the long hike.,Uzoq piyoda yurishdan keyin uning oyoqlarida bir nechta kichik ko'karishlar qolgandi.,marks contusions,
convict,verb,B2,aybdor deb topmoq hukm qilmoq,признавать виновным,To decide officially in a court of law that someone is guilty of a crime.,kənˈvɪkt,22212,ielts,The jury took two days to convict the man of the robbery.,Hakamlar hay'ati erkakni talonchilikda aybdor deb topish uchun ikki kun sarfladi.,sentence condemn,acquit
prettier,adjective,A1,chiroyliroq go'zalroq,более красивый,More pleasant to look at than someone or something else.,ˈprɪtɪər,22214,describing,This dress is much prettier than the one I bought last week.,Bu ko'ylak o'tgan haftada sotib olganimdan ancha chiroyliroq.,lovelier nicer,uglier
annoyed,adjective,A2,jahli chiqqan norozi,раздражённый,Feeling slightly angry or impatient because of something that bothers you.,əˈnɔɪd,22216,feelings,I was annoyed because my brother kept interrupting me while I studied.,Dars qilayotganimda akam xalaqit beravergani uchun jahlim chiqdi.,irritated vexed,pleased
discreet,adjective,C1,ehtiyotkor vazmin,незаметный,Careful not to attract attention or cause embarrassment to other people.,dɪˈskɹiːt,22218,ielts,He made a discreet exit so that he would not disturb the meeting.,U majlisga xalaqit bermaslik uchun juda ehtiyotkorlik bilan chiqib ketdi.,tactful cautious,obtrusive
