headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
belong,verb,B1,tegishli bo'lmoq,принадлежать,To be someone's property or part of a group.,bɪˈlɒŋ,760,basics,This book belongs to my sister.,Bu kitob singlimga tegishli.,,
benefit,noun,B1,foyda,польза,A good or helpful result.,ˈbenɪfɪt,765,basics,Exercise has many health benefits.,Mashqning salomatlikka ko'p foydasi bor.,advantage,harm
brave,adjective,B1,jasur,храбрый,Not afraid of danger.,breɪv,770,describing,The brave firefighter saved the child.,Jasur o't o'chiruvchi bolani qutqardi.,courageous,cowardly
celebrate,verb,B1,nishonlamoq,праздновать,To do something enjoyable for a special day.,ˈselɪbreɪt,775,actions,We celebrated Navruz with the whole family.,Biz Navro'zni butun oila bilan nishonladik.,,
challenge,noun,B1,sinov,вызов,Something difficult that tests your ability.,ˈtʃælɪndʒ,780,basics,Learning Chinese is a real challenge.,Xitoy tilini o'rganish haqiqiy sinov.,,
charity,noun,B1,xayriya,благотворительность,An organization that helps people in need.,ˈtʃærəti,785,basics,She gives money to charity every month.,U har oy xayriyaga pul beradi.,,
community,noun,B1,jamoa,сообщество,The people living in one area.,kəˈmjuːnəti,790,people-family,Our community built a new playground.,Jamoamiz yangi o'yin maydonchasi qurdi.,,
compare,verb,B1,taqqoslamoq,сравнивать,To look at differences and similarities.,kəmˈpeə,795,actions,Compare these two phones before buying.,Sotib olishdan oldin bu ikki telefonni taqqoslang.,,
complain,verb,B1,shikoyat qilmoq,жаловаться,To say you are not happy about something.,kəmˈpleɪn,800,actions,He complained about the cold soup.,U sovuq sho'rvadan shikoyat qildi.,,
confident,adjective,B1,ishonchli,уверенный,Sure about your own ability.,ˈkɒnfɪdənt,805,feelings,She is confident about the exam.,U imtihonga ishonchi komil.,,shy
convince,verb,B1,ishontirmoq,убеждать,To make someone believe something.,kənˈvɪns,810,actions,He convinced me to join the club.,U meni klubga qo'shilishga ishontirdi.,persuade,
culture,noun,B1,madaniyat,культура,The customs and beliefs of a group of people.,ˈkʌltʃə,815,basics,Uzbek culture is famous for hospitality.,O'zbek madaniyati mehmondo'stligi bilan mashhur.,,
curious,adjective,B1,qiziquvchan,любопытный,Wanting to know or learn about things.,ˈkjʊəriəs,820,feelings,Children are naturally curious.,Bolalar tabiatan qiziquvchan bo'ladi.,,
damage,verb,B1,zarar yetkazmoq,повреждать,To harm or break something.,ˈdæmɪdʒ,825,actions,The storm damaged many houses.,Bo'ron ko'plab uylarga zarar yetkazdi.,harm,repair
deserve,verb,B1,loyiq bo'lmoq,заслуживать,To earn something because of what you did.,dɪˈzɜːv,830,basics,You deserve a holiday after this project.,Bu loyihadan keyin siz ta'tilga loyiqsiz.,,
develop,verb,B1,rivojlantirmoq,развивать,To grow or make something grow better.,dɪˈveləp,835,actions,Reading develops your imagination.,Kitob o'qish tasavvurni rivojlantiradi.,,
disappointed,adjective,B1,hafsalasi pir bo'lgan,разочарованный,Sad because something was not as good as expected.,ˌdɪsəˈpɔɪntɪd,840,feelings,We were disappointed with the result.,Natijadan hafsalamiz pir bo'ldi.,,satisfied
discover,verb,B1,kashf qilmoq,открывать,To find something for the first time.,dɪˈskʌvə,845,actions,Scientists discovered a new planet.,Olimlar yangi sayyorani kashf qilishdi.,find,
doubt,noun,B1,shubha,сомнение,A feeling of not being sure.,daʊt,850,feelings,There is no doubt about his talent.,Uning iste'dodiga shubha yo'q.,,certainty
effort,noun,B1,harakat,усилие,The energy you use to do something.,ˈefət,855,basics,Success needs time and effort.,Muvaffaqiyat vaqt va harakat talab qiladi.,,
encourage,verb,B1,ruhlantirmoq,поощрять,To give someone hope or confidence.,ɪnˈkʌrɪdʒ,860,actions,My teacher encouraged me to write.,O'qituvchim meni yozishga ruhlantirdi.,support,discourage
environment,noun,B1,atrof-muhit,окружающая среда,The natural world around us.,ɪnˈvaɪrənmənt,865,nature,Plastic is bad for the environment.,Plastik atrof-muhit uchun zararli.,,
essential,adjective,B1,zarur,необходимый,Completely necessary.,ɪˈsenʃl,870,describing,Water is essential for life.,Suv hayot uchun zarur.,necessary,optional
expect,verb,B1,kutmoq,ожидать,To think something will happen.,ɪkˈspekt,875,actions,I expect the bus will be late.,Avtobus kechikadi deb o'ylayman.,,
fair,adjective,B1,adolatli,справедливый,Treating everyone equally.,feə,880,describing,The referee made a fair decision.,Hakam adolatli qaror qabul qildi.,just,unfair
generous,adjective,B1,saxiy,щедрый,Happy to give more than is expected.,ˈdʒenərəs,885,describing,Our generous neighbour shares his fruit.,Saxiy qo'shnimiz mevasini bo'lishadi.,,mean
government,noun,B1,hukumat,правительство,The group of people who rule a country.,ˈɡʌvənmənt,890,basics,The government opened new schools.,Hukumat yangi maktablar ochdi.,,
habit,noun,B1,odat,привычка,Something you do regularly.,ˈhæbɪt,895,basics,Reading before bed is a good habit.,Uxlashdan oldin o'qish yaxshi odat.,,
honest,adjective,B1,halol,честный,Always telling the truth.,ˈɒnɪst,900,describing,An honest answer is better than a nice lie.,Halol javob chiroyli yolg'ondan yaxshi.,truthful,dishonest
increase,verb,B1,oshirmoq,увеличивать,To become or make larger.,ɪnˈkriːs,905,actions,Prices increased last month.,O'tgan oy narxlar oshdi.,grow,decrease
influence,noun,B1,ta'sir,влияние,The power to change how someone thinks or acts.,ˈɪnfluəns,910,basics,Friends have a big influence on teenagers.,Do'stlar o'smirlarga katta ta'sir ko'rsatadi.,,
injure,verb,B1,jarohatlamoq,ранить,To hurt a person or animal.,ˈɪndʒə,915,body-health,He injured his knee playing football.,U futbol o'ynab tizzasini jarohatladi.,hurt,
invent,verb,B1,ixtiro qilmoq,изобретать,To create something completely new.,ɪnˈvent,920,actions,Who invented the telephone?,Telefonni kim ixtiro qilgan?,,
jealous,adjective,B1,rashkchi,ревнивый,Unhappy because someone has what you want.,ˈdʒeləs,925,feelings,He was jealous of his brother's new bike.,U ukasining yangi velosipedidan rashk qildi.,envious,
knowledge,noun,B1,bilim,знание,The information and understanding you have.,ˈnɒlɪdʒ,930,school,Knowledge is more valuable than gold.,Bilim oltindan qimmatroq.,,
manage,verb,B1,uddalamoq,справляться,To succeed in doing something difficult.,ˈmænɪdʒ,935,actions,She managed to fix the computer herself.,U kompyuterni o'zi tuzatishni uddaladi.,,
mention,verb,B1,tilga olmoq,упоминать,To speak about something briefly.,ˈmenʃn,940,actions,He mentioned your name at the meeting.,U yig'ilishda ismingizni tilga oldi.,,
nervous,adjective,B1,asabiy,нервный,Worried or slightly afraid.,ˈnɜːvəs,945,feelings,I always feel nervous before exams.,Imtihon oldidan doim hayajonlanaman.,anxious,calm
opinion,noun,B1,fikr,мнение,What you think about something.,əˈpɪnjən,950,basics,In my opinion the film was boring.,Mening fikrimcha film zerikarli edi.,view,
opportunity,noun,B1,imkoniyat,возможность,A chance to do something good.,ˌɒpəˈtjuːnəti,955,basics,This job is a great opportunity for you.,Bu ish siz uchun ajoyib imkoniyat.,chance,
patient,adjective,B1,sabrli,терпеливый,Able to wait calmly.,ˈpeɪʃnt,960,describing,Be patient — the results come slowly.,Sabrli bo'ling — natijalar sekin keladi.,,impatient
pollution,noun,B1,ifloslanish,загрязнение,Damage to air water or land from harmful things.,pəˈluːʃn,965,nature,Air pollution is a problem in big cities.,Havo ifloslanishi katta shaharlarda muammo.,,
population,noun,B1,aholi,население,All the people living in a place.,ˌpɒpjuˈleɪʃn,970,basics,The population of Uzbekistan is growing.,O'zbekiston aholisi o'sib bormoqda.,,
prevent,verb,B1,oldini olmoq,предотвращать,To stop something from happening.,prɪˈvent,975,actions,Washing hands prevents illness.,Qo'l yuvish kasallikning oldini oladi.,,
promise,verb,B1,va'da bermoq,обещать,To say you will certainly do something.,ˈprɒmɪs,980,actions,She promised to call me tomorrow.,U ertaga qo'ng'iroq qilishga va'da berdi.,,
protect,verb,B1,himoya qilmoq,защищать,To keep someone or something safe.,prəˈtekt,985,actions,Sunglasses protect your eyes.,Quyosh ko'zoynagi ko'zingizni himoya qiladi.,defend,
realize,verb,B1,anglamoq,осознавать,To suddenly understand something.,ˈrɪəlaɪz,990,actions,I realized I had left my keys at home.,Kalitlarimni uyda qoldirganimni angladim.,,
recommend,verb,B1,tavsiya qilmoq,рекомендовать,To say that something is good and worth trying.,ˌrekəˈmend,995,actions,Can you recommend a good book?,Yaxshi kitob tavsiya qila olasizmi?,suggest,
reduce,verb,B1,kamaytirmoq,уменьшать,To make something smaller or less.,rɪˈdjuːs,1000,actions,We should reduce our screen time.,Ekran vaqtimizni kamaytirishimiz kerak.,,increase
refuse,verb,B1,rad etmoq,отказываться,To say no to something.,rɪˈfjuːz,1005,actions,He refused to sign the paper.,U qog'ozga imzo chekishdan bosh tortdi.,,accept
respect,noun,B1,hurmat,уважение,A good opinion of someone because of their qualities.,rɪˈspekt,1010,feelings,Students show respect to their teachers.,O'quvchilar o'qituvchilarga hurmat ko'rsatadi.,,
responsible,adjective,B1,mas'ul,ответственный,Having the duty to take care of something.,rɪˈspɒnsəbl,1015,describing,Parents are responsible for their children.,Ota-onalar farzandlari uchun mas'ul.,,
society,noun,B1,jamiyat,общество,People living together with shared rules.,səˈsaɪəti,1020,basics,Education makes society stronger.,Ta'lim jamiyatni kuchliroq qiladi.,,
solution,noun,B1,yechim,решение,The answer to a problem.,səˈluːʃn,1025,basics,We found a simple solution.,Biz oddiy yechim topdik.,answer,
suggest,verb,B1,taklif qilmoq,предлагать,To offer an idea or plan.,səˈdʒest,1030,actions,I suggest we start early.,Erta boshlashni taklif qilaman.,propose,
support,verb,B1,qo'llab-quvvatlamoq,поддерживать,To help someone or agree with them.,səˈpɔːt,1035,actions,My family supports my decision.,Oilam qarorimni qo'llab-quvvatlaydi.,,
trust,verb,B1,ishonmoq,доверять,To believe someone is honest and reliable.,trʌst,1040,feelings,I trust my best friend completely.,Eng yaqin do'stimga to'liq ishonaman.,,
valuable,adjective,B1,qimmatli,ценный,Worth a lot of money or very useful.,ˈvæljuəbl,1045,describing,Time is the most valuable thing we have.,Vaqt bizdagi eng qimmatli narsa.,precious,worthless
waste,verb,B1,isrof qilmoq,тратить впустую,To use something badly or unnecessarily.,weɪst,1050,actions,Don't waste water while brushing your teeth.,Tish yuvayotganda suvni isrof qilmang.,,save
afford,verb,B1,imkoni bo'lmoq,позволить себе,To have enough money to buy something.,əˈfɔːd,1055,work,We can't afford a new car this year.,Bu yil yangi mashina olishga imkonimiz yo'q.,,
announce,verb,B1,e'lon qilmoq,объявлять,To tell people something officially.,əˈnaʊns,1060,actions,They announced the winners yesterday.,Ular kecha g'oliblarni e'lon qilishdi.,declare,
anxious,adjective,B1,tashvishli,тревожный,Worried and nervous.,ˈæŋkʃəs,1065,feelings,She felt anxious before the interview.,U suhbatdan oldin tashvishlandi.,worried,calm
attract,verb,B1,jalb qilmoq,привлекать,To make someone interested in something.,əˈtrækt,1070,actions,The museum attracts many tourists.,Muzey ko'plab sayyohlarni jalb qiladi.,,
blame,verb,B1,ayblamoq,винить,To say someone caused something bad.,bleɪm,1075,actions,Don't blame me for your mistake.,Xatoing uchun meni ayblama.,accuse,praise
briefly,adverb,B1,qisqacha,кратко,Using few words; for a short time.,ˈbriːfli,1080,basics,He briefly explained the plan.,U rejani qisqacha tushuntirdi.,shortly,
cancel,verb,B1,bekor qilmoq,отменять,To decide that something will not happen.,ˈkænsl,1085,actions,The flight was cancelled because of fog.,Reys tuman tufayli bekor qilindi.,,confirm
consist,verb,B1,iborat bo'lmoq,состоять,To be made of parts or things.,kənˈsɪst,1090,basics,The team consists of eleven players.,Jamoa o'n bir o'yinchidan iborat.,,
declare,verb,B1,bayon qilmoq,заявлять,To say something officially or publicly.,dɪˈkleə,1095,actions,He declared his love for chess.,U shaxmatga muhabbatini bayon qildi.,announce,
delay,verb,B1,kechiktirmoq,задерживать,To make something happen later.,dɪˈleɪ,1100,travel,The rain delayed our departure.,Yomg'ir jo'nashimizni kechiktirdi.,postpone,
demand,verb,B1,talab qilmoq,требовать,To ask for something firmly.,dɪˈmɑːnd,1105,actions,Workers demanded higher wages.,Ishchilar yuqoriroq maosh talab qilishdi.,require,
earn,verb,B1,ishlab topmoq,зарабатывать,To get money by working.,ɜːn,1110,work,She earns money by teaching online.,U onlayn dars berib pul topadi.,,
educate,verb,B1,ta'lim bermoq,обучать,To teach someone over time.,ˈedʒukeɪt,1115,school,The school educates 900 children.,Maktab 900 bolaga ta'lim beradi.,teach,
examine,verb,B1,tekshirmoq,осматривать,To look at something carefully.,ɪɡˈzæmɪn,1120,actions,The doctor examined the patient.,Shifokor bemorni tekshirdi.,inspect,
frequently,adverb,B1,tez-tez,часто,Very often.,ˈfriːkwəntli,1125,basics,Buses run frequently in the centre.,Markazda avtobuslar tez-tez qatnaydi.,often,rarely
hesitate,verb,B1,ikkilanmoq,колебаться,To pause before doing something because you are not sure.,ˈhezɪteɪt,1130,actions,Don't hesitate to ask questions.,Savol berishdan ikkilanmang.,,
independent,adjective,B1,mustaqil,независимый,Not needing other people's help or control.,ˌɪndɪˈpendənt,1135,describing,She is very independent for her age.,U yoshiga nisbatan juda mustaqil.,,dependent
obey,verb,B1,bo'ysunmoq,подчиняться,To do what a rule or person says.,əˈbeɪ,1140,actions,Drivers must obey traffic rules.,Haydovchilar yo'l qoidalariga bo'ysunishi shart.,follow,disobey
ordinary,adjective,B1,oddiy,обычный,Normal; not special or different.,ˈɔːdnri,1145,describing,It was an ordinary Tuesday morning.,Bu oddiy seshanba tongi edi.,normal,special
punish,verb,B1,jazolamoq,наказывать,To make someone suffer for breaking rules.,ˈpʌnɪʃ,1150,actions,The referee punished the player.,Hakam o'yinchini jazoladi.,,reward
rare,adjective,B1,kamyob,редкий,Not seen or found often.,reə,1155,describing,Snow is rare in this region.,Bu hududda qor kamyob hodisa.,unusual,common
satisfied,adjective,B1,mamnun,довольный,Pleased because you got what you wanted.,ˈsætɪsfaɪd,1160,feelings,The customer left satisfied.,Mijoz mamnun bo'lib ketdi.,pleased,disappointed
sincere,adjective,B1,samimiy,искренний,Honest and meaning what you say.,sɪnˈsɪə,1165,describing,Please accept my sincere thanks.,Samimiy minnatdorchiligimni qabul qiling.,genuine,false
threat,noun,B1,tahdid,угроза,A warning that something bad may happen.,θret,1170,basics,Pollution is a threat to health.,Ifloslanish salomatlikka tahdid.,danger,
admire,verb,B1,qoyil qolmoq,восхищаться,To respect and like someone or something.,ədˈmaɪə,1175,feelings,I admire her patience with children.,Uning bolalarga sabr-toqatiga qoyil qolaman.,respect,
attempt,noun,B1,urinish,попытка,An act of trying to do something.,əˈtempt,1180,basics,His first attempt failed.,Uning birinchi urinishi muvaffaqiyatsiz bo'ldi.,try,
calm,adjective,B1,xotirjam,спокойный,Relaxed and not worried.,kɑːm,1185,feelings,Stay calm during the exam.,Imtihon paytida xotirjam bo'ling.,peaceful,nervous
cheerful,adjective,B1,quvnoq,весёлый,Happy and showing it.,ˈtʃɪəfl,1190,feelings,She greeted us with a cheerful smile.,U bizni quvnoq tabassum bilan kutib oldi.,happy,gloomy
confuse,verb,B1,chalkashtirmoq,запутывать,To make someone unable to understand.,kənˈfjuːz,1195,actions,The map confused the tourists.,Xarita sayyohlarni chalkashtirdi.,puzzle,
connect,verb,B1,ulamoq,соединять,To join two things together.,kəˈnekt,1200,actions,Connect the printer to the computer.,Printerni kompyuterga ulang.,link,separate
courage,noun,B1,mardlik,смелость,The ability to face fear or danger.,ˈkʌrɪdʒ,1205,feelings,It takes courage to speak in public.,Omma oldida gapirish mardlik talab qiladi.,bravery,fear
decrease,verb,B1,kamaymoq,уменьшаться,To become smaller in size or number.,dɪˈkriːs,1210,actions,Sales decreased in winter.,Qishda savdo kamaydi.,drop,increase
disturb,verb,B1,bezovta qilmoq,беспокоить,To interrupt someone or break their peace.,dɪˈstɜːb,1215,actions,Please don't disturb the baby.,Iltimos chaqaloqni bezovta qilmang.,bother,
embarrassed,adjective,B1,xijolat bo'lgan,смущённый,Feeling shy or ashamed in front of people.,ɪmˈbærəst,1220,feelings,He was embarrassed by the mistake.,U xatodan xijolat bo'ldi.,ashamed,
escape,verb,B1,qochmoq,сбегать,To get away from a place or danger.,ɪˈskeɪp,1225,actions,The bird escaped from its cage.,Qush qafasidan qochib chiqdi.,flee,
exhausted,adjective,B1,holdan toygan,измотанный,Extremely tired.,ɪɡˈzɔːstɪd,1230,feelings,We were exhausted after the hike.,Piyoda yurishdan keyin holdan toygan edik.,tired,fresh
familiar,adjective,B1,tanish,знакомый,Well known to you.,fəˈmɪliə,1235,describing,Her face looks familiar.,Uning yuzi tanish ko'rinadi.,known,strange
forgive,verb,B1,kechirmoq,прощать,To stop being angry with someone.,fəˈɡɪv,1240,actions,She forgave her brother.,U ukasini kechirdi.,pardon,blame
guilty,adjective,B1,aybdor,виновный,Feeling or being responsible for something wrong.,ˈɡɪlti,1245,feelings,He felt guilty about lying.,U yolg'on gapirgani uchun o'zini aybdor his qildi.,,innocent
imagine,verb,B1,tasavvur qilmoq,воображать,To form a picture in your mind.,ɪˈmædʒɪn,1250,actions,Imagine a world without cars.,Mashinasiz dunyoni tasavvur qiling.,,
immediately,adverb,B1,darhol,немедленно,Now; without waiting.,ɪˈmiːdiətli,1255,basics,Call the doctor immediately.,Darhol shifokorni chaqiring.,instantly,later
luckily,adverb,B1,baxtga qarshi emas,к счастью,By good luck.,ˈlʌkɪli,1260,basics,Luckily nobody was hurt.,Baxtli tasodif bilan hech kim jarohatlanmadi.,fortunately,unfortunately
offend,verb,B1,xafa qilmoq,обижать,To make someone angry or hurt their feelings.,əˈfend,1265,actions,I didn't mean to offend you.,Sizni xafa qilmoqchi emasdim.,insult,
persuade,verb,B1,ko'ndirmoq,убеждать,To make someone agree by giving reasons.,pəˈsweɪd,1270,actions,She persuaded him to see a doctor.,U uni shifokorga borishga ko'ndirdi.,convince,
pretend,verb,B1,o'zini ... qilib ko'rsatmoq,притворяться,To act as if something is true when it is not.,prɪˈtend,1275,actions,The children pretended to be pirates.,Bolalar o'zlarini qaroqchi qilib ko'rsatishdi.,,
recognize,verb,B1,tanimoq,узнавать,To know someone or something you have seen before.,ˈrekəɡnaɪz,1280,actions,I didn't recognize him with a beard.,Soqol bilan uni tanimadim.,identify,
remind,verb,B1,eslatmoq,напоминать,To make someone remember something.,rɪˈmaɪnd,1285,actions,Remind me to buy bread.,Menga non olishni eslating.,,
warn,verb,B1,ogohlantirmoq,предупреждать,To tell someone about a danger.,wɔːn,1290,actions,They warned us about the storm.,Ular bizni bo'ron haqida ogohlantirishdi.,alert,
