headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
asleep,adjective,A1,uxlayotgan,спящий,In the state of sleeping.,əˈsliːp,20104,basics,Please be quiet because the baby is finally asleep in the room.,"Iltimos, shovqin qilmang, chunki chaqaloq nihoyat xonada uxlayapti.",sleeping,awake
goddamn,interjection,C2,lanyat bo'lsin la'nati,чёрт возьми,A vulgar expression used to show strong anger or extreme frustration.,ˌɡɒdˈdæm,20106,feelings,Goddamn! I forgot my keys inside the locked house again.,La'nat! Kalitlarimni qulflangan uy ichida qoldirib ketibman.,,
sweetheart,noun,B1,azizam mehribon,душка,A person who is very kind or someone you love very much.,ˈswiːtˌhɑːt,20108,people-family,She is such a sweetheart for helping me carry these heavy bags.,Bu og'ir sumkalarni ko'tarishga yordam bergani uchun u juda mehribon inson.,darling,
asshole,noun,C2,yaramas badfe'l,жопа,"A rude, mean, or very unpleasant person.",æshoʊl,20110,feelings,He acted like such an asshole by laughing at his friend's failure.,"U do'stining muvaffaqiyatsizligidan kulib, juda yaramas ish qildi.",jerk,
beg,verb,B2,yalinmoq tilanmoq,просить,To ask someone for something in an urgent or very humble way.,ˈbɛɡ,20112,actions,The child had to beg his parents to let him go outside.,Bola ota-onasidan tashqariga chiqishga ruxsat berishlarini yalinib so'radi.,plead implore,
cheering,noun,B1,olqish,овации,Loud happy shouts showing support or enjoyment of an event.,ˈt͡ʃɪɹɪŋ,20114,actions,The crowd started cheering loudly when their team scored a goal.,Jamoa gol urganida tomoshabinlar qattiq olqishlay boshlashdi.,applause,
whoever,pronoun,B2,kim bo'lsa ham,кто бы ни,Any person at all; it does not matter who the person is.,huˈɛvɚ,20116,ielts,Whoever wants to join the trip must sign the list today.,Sayohatga qo'shilmoqchi bo'lgan har kim bugun ro'yxatga imzo cheksin.,anyone,
bullshit,noun,C1,safsata bema'ni gap,чушь,"Ideas, statements, or beliefs that you think are completely false or silly.",ˈbʊlʃɪt,20120,ielts,I do not believe his story; it is total bullshit.,Uning gaplariga ishonmayman; bu shunchaki safsata.,nonsense,
grandma,noun,A1,buvi buvijon,бабушка,The mother of your mother or father.,ˈɡɹænmɑː,20122,people-family,My grandma makes the best apple pie in the whole world.,Buvim dunyodagi eng mazali olma pirogini pishiradi.,grandmother,
shouting,noun,A2,baqiriq shovqin,крик,Speaking very loudly because of anger or excitement.,ˈʃaʊtɪŋ,20124,actions,I could hear the shouting coming from the next room.,Keyingi xonadan kelayotgan baqiriqlarni eshitdim.,yelling,
pardon,verb,B2,afv etmoq kechirmoq,прощать,To forgive someone for something they have done wrong.,ˈpɑːdn̩,20126,ielts,The governor decided to pardon the prisoner after ten years.,Gubernator o'n yildan so'ng mahbusni afv etishga qaror qildi.,forgive,
breathe,verb,A2,nafas olmoq,дышать,To take air into your lungs and let it out again.,bɹiːð,20128,body-health,It is difficult to breathe when the air is very dusty.,Havo juda chang bo‘lganda nafas olish qiyinlashadi.,inhale respire,
nonsense,noun,B1,ahmoqlik bema’ni gap,вздор,"Ideas, statements, or beliefs that are not true or have no meaning.",ˈnɒn.səns,20130,ielts,Stop talking such nonsense and tell me what really happened.,Bunaqa bema’ni gaplarni yig‘ishtirib nima bo‘lganini rostini ayt.,rubbish absurdity,sense
grandpa,noun,A1,buva bobo,дедушка,The father of your mother or your father.,ˈɡɹæm.pɑː,20132,people-family,My grandpa tells the best stories about his life long ago.,Bobom yoshligi haqida juda qiziq hikoyalar aytib beradi.,grandfather,
honestly,adverb,B1,rostini aytsam chin dildan,честно,Used to say what you really think or to tell the truth.,ˈɒn.ɪst.li,20134,describing,"Honestly, I think you should take a break from working today.",Rostini aytsam bugun ishlashdan biroz dam olishing kerak deb o‘ylayman.,frankly truthfully,dishonestly
bro,noun,B1,o‘rtoq birodar,братан,An informal way to address a male friend or acquaintance.,bɹoʊ,20136,people-family,"Hey bro, do you want to come over and play games?",Ey o‘rtoq uyga o‘tib o‘yin o‘ynaymizmi?,mate friend,
sweetie,noun,A2,jonim azizim,милочка,A kind and affectionate way of addressing someone you love.,ˈswiːti,20138,people-family,"Don't cry, my sweetie, everything is going to be just fine.",Yig‘lama jonim hammasi yaxshi bo‘ladi.,honey darling,
whoo,interjection,B1,ura yo,уху,"An exclamation used to express great excitement, joy, or enthusiasm.",wuː,20140,feelings,Whoo! We finally finished all our exams and can relax now.,"Ura! Nihoyat barcha imtihonlarni topshirib oldik, endi dam olsak bo‘ladi.",yippee hurrah,
papa,noun,A1,dada ota,папа,A familiar or informal word for a father.,pəˈpɑː,20142,people-family,"When I was a little child, my papa read me stories.",Men kichkinaligimda dadam menga ertaklar o‘qib berardilar.,dad daddy,
threw,verb,A2,otdi uloqtirdi,бросил,"The past tense of throw, meaning to send something through the air by hand.",θɹuː,20146,actions,He threw the ball across the field to his best friend.,U to‘pni maydonning narigi tomonidagi eng yaqin do‘stiga otdi.,tossed hurled,caught
mister,noun,A2,janob,мистер,A polite way of addressing a man when you do not use his name.,ˈmɪstə,20148,people-family,"Excuse me, mister, you dropped your wallet on the sidewalk today.","Kechirasiz, janob, siz hamyoningizni yo‘lakka tushirib yubordingiz.",sir gentleman,
indistinct,adjective,C1,noaniq xira,нечеткий,"Not clear or easily seen, heard, or understood.",ˌɪndɪsˈtɪŋkt,20150,ielts,I could only hear an indistinct voice coming from the next room.,Yon xonadan kelayotgan noaniq ovozni zo‘rg‘a eshitdim.,hazy vague,clear
disappeared,verb,A2,goyib bo'ldi yo'qoldi,исчез,To stop being visible or cease to exist suddenly.,dɪsəˈpɪəd,20152,actions,The sun disappeared behind the thick clouds late this afternoon.,Quyosh tushdan keyin qalin bulutlar ortiga yashirindi.,vanished lost,appeared
handsome,adjective,B1,kelishgan chiroyli,красивый,"Having an attractive and pleasing appearance, usually used to describe a man.",ˈhæn.səm,20154,describing,He is a very handsome man with a kind smile.,U samimiy tabassumli juda kelishgan yigit.,attractive good-looking,ugly
slept,verb,A1,uxladi,спал,"The past tense of sleep, resting your body and mind with eyes closed.",slɛpt,20156,basics,I slept for eight hours and feel very refreshed today.,Men sakkiz soat uxladim va bugun o'zimni juda tetik his qilyapman.,rested,
insane,adjective,B2,aqldan ozgan jinni,сумасшедший,"Showing a serious mental illness or acting in a wild, unreasonable way.",ɪnˈseɪn,20158,body-health,It would be absolutely insane to drive during this heavy storm.,Bu kuchli bo'ronda mashina haydash mutlaqo aqlsizlik bo'lar edi.,mad crazy,sane
nope,interjection,A2,yo'q,не-а,An informal way of saying no.,nəʊp,20160,basics,"Are you going to the party? Nope, I am staying home.","Kechaga borasanmi? Yo'q, uyda qolaman.",no,yep
gosh,interjection,B1,ey xudo voy,Боже!,A mild way to express surprise or excitement without using strong language.,ɡɒʃ,20164,feelings,"Gosh, I did not realize that I caused so much trouble today.","Voy, buncha muammo keltirib qo‘yganimni bilmay qolibman.",wow,
ruined,adjective,B2,vayron bo‘lgan buzilgan,разрушенный,"Something that is completely damaged, destroyed, or no longer in a good condition.",ˈruː.ɪnd,20166,describing,We visited the ruined castle on the hill during our weekend trip.,Dam olish kunlari tepalikdagi vayron bo‘lgan qasrni borib ko‘rdik.,destroyed damaged,intact
outta,preposition,B1,ichidan tashqariga,из,"A casual way of saying out of, often used in spoken English.",ˈaʊtə,20168,actions,I am outta here because I have finished all my work early.,"Men ketdim, chunki hamma ishimni erta tugatib qo‘ydim.",,
sooner,adverb,B1,oldinroq tezroq,скорее,Used to describe something that happens before another time or as a preference.,ˈsuːnə,20170,time,"The sooner we start this project, the faster we will finish it.","Loyiha ishini qancha tez boshlasak, shuncha tez tugatamiz.",earlier,later
regret,verb,B2,afsuslanmoq pushaymon bo‘lmoq,сожалеть,To feel sad or sorry about something that you did or failed to do.,ɹiˈɡɹɛt,20172,feelings,I really regret not taking that job opportunity when it was offered.,O‘sha ish taklif qilinganda qabul qilmaganimdan juda afsusdaman.,lament,
beeping,verb,B1,signal bermoq hushtak chalmoq,сигналить,"To make a short, high sound, usually from a car horn or electronic device.",ˈbiːpɪŋ,20174,actions,The taxi driver kept beeping his horn because of the heavy traffic.,Yo‘l tirband bo‘lgani uchun taksi haydovchisi tinimsiz signal berdi.,honking,
yelling,verb,A2,baqirmoq qichqirmoq,кричать,"To shout very loudly, usually because you are angry, excited, or need attention.",ˈjelɪŋ,20176,actions,Please stop yelling at me; I can hear you perfectly well now.,"Iltimos, menga baqirishni bas qil, seni yaxshi eshityapman.",shouting screaming,whispering
murderer,noun,B2,qotil,убийца,A person who has illegally and intentionally killed another human being.,ˈmɜːdəɹə,20178,ielts,The police finally caught the murderer after a very long investigation process.,Uzoq davom etgan tergov jarayonidan so‘ng politsiya qotilni qo‘lga oldi.,killer,
goodness,noun,B1,ezgulik yaxshilik,доброта,"The quality of being kind, honest, and morally right.",ˈɡʊdnəs,20180,describing,She is known for her goodness and helping people in need.,U o'zining ezguligi va muhtojlarga yordam berishi bilan tanilgan.,kindness virtue,wickedness
ruin,verb,B1,barbod qilmoq buzmoq,разрушать,To spoil something completely so that it cannot be used or enjoyed.,ˈɹuː.ɪn,20182,actions,The heavy rain will ruin our plans for the picnic today.,Kuchli yomg'ir bugungi piknik rejamizni barbod qiladi.,destroy spoil,build
liar,noun,A2,yolg'onchi,лжец,A person who says things that are not true.,ˈlaɪ.ə,20184,people-family,"Nobody trusts a liar, so you must always tell the truth.","Hech kim yolg'onchiga ishonmaydi, shuning uchun doim rostini gapirishing kerak.",deceiver,
thief,noun,A2,o'g'ri,вор,A person who steals things that belong to other people.,θiːf,20186,people-family,The thief took his phone while he was waiting for the bus.,O'g'ri avtobus kutib turganida uning telefonini o'g'irlab ketdi.,robber,
bleep,verb,B2,o'chirib tashlamoq,запикивать,To replace a rude word in a recording with a high-pitched sound.,ˈbliːp,20188,actions,The television station had to bleep all the bad words during filming.,Telekanal suratga olish vaqtida hamma yomon so'zlarni o'chirib tashlashi kerak edi.,censor,
groaning,adjective,C1,to'lib-toshib yotgan,ломящийся,"Heavily filled with something, making it look as if it might break.",ˈɡɹoʊnɪŋ,20190,describing,We sat down to a groaning table full of traditional delicious food.,Biz an'anaviy mazali taomlarga to'lib-toshib yotgan dasturxon atrofida o'tirdik.,laden overloaded,
madame,noun,B1,xonim,мадам,"A polite way of addressing a woman, especially a married one.",məˈdæm,20192,people-family,"Excuse me, madame, have you forgotten your umbrella at the counter?","Kechirasiz xonim, soyaboningizni peshtaxtada qoldirib ketmadingizmi?",lady,
downstairs,adverb,A2,pastki qavatga pastga,внизу,To or on a floor of a building that is lower than where you are now.,daʊnˈstɛɹz,20194,home,I need to go downstairs to get some water from the kitchen.,Oshxonadan suv olish uchun pastki qavatga tushishim kerak.,,upstairs
scare,verb,A2,qo'rqitmoq vahimaga solmoq,пугать,To make someone feel suddenly afraid or worried.,skɛə,20196,feelings,The loud noise of the thunder began to scare the little child.,Momaqaldiroqning baland ovozi yosh bolani qo'rqitib yubordi.,frighten terrify,reassure
pity,noun,B1,achinish rahm,жалость,A feeling of sadness because you feel sorry for someone else's bad situation.,ˈpɪt.i,20198,feelings,I felt great pity for the stray dog wandering in the rain.,Yomg'irda daydib yurgan daydi itga juda rahmim keldi.,mercy compassion,
ashamed,adjective,B1,uyalgan xijolat,пристыженный,Feeling guilty or embarrassed because you did something wrong.,əˈʃeɪmd,20200,feelings,He felt ashamed of his behavior during the argument last night.,U kechagi janjaldagi qiliqlaridan uyaldi.,guilty embarrassed,proud
useless,adjective,B1,keraksiz foydasiz,бесполезный,Not working properly or not achieving any helpful results.,ˈjuːs.ləs,20202,describing,This old map is useless because all the roads have been changed.,"Bu eski xarita foydasiz, chunki barcha yo'llar o'zgarib ketgan.",worthless pointless,useful
panting,verb,B2,hansirash,одышка,"To breathe quickly and loudly through the mouth, usually after heavy exercise.",ˈpæntɪŋ,20206,body-health,The dog was panting after running fast in the park.,"It parkda yugurib kelgach, hansirab turgan edi.",gasping puffing,
clever,adjective,A2,aqlli ziyrak,умный,Good at learning and understanding things quickly and easily.,ˈklɛv.ə,20208,describing,He came up with a clever solution to the difficult problem.,U murakkab muammoga juda aqlli yechim topdi.,smart intelligent,stupid
butt,verb,B2,surtilmoq to'qnashmoq,бодать,To hit someone or something hard with your head.,bʌt,20210,actions,The angry goat tried to butt the fence with its horns.,Jahl chiqqan echki shoxlari bilan panjarani urib to‘qnashmoqchi bo‘ldi.,strike ram,
yourselves,pronoun,A2,o'zlaringizni o'zingiz,сами себя,Used when the people you are talking to are both the subject and the object.,jəˈsɛlvz,20212,basics,You should not blame yourselves for what happened yesterday.,Kecha sodir bo‘lgan ish uchun o‘zlaringizni ayblamasligingiz kerak.,,
disgusting,adjective,B1,juda jirkanch yoqimsiz,отвратительный,Something that is extremely unpleasant and makes you feel sick.,dɪsˈɡʌstɪŋ,20214,describing,The kitchen was disgusting because it had not been cleaned for weeks.,Oshxona bir necha hafta tozalanmagani uchun juda jirkanch holatda edi.,distasteful,pleasant
piss,verb,B2,peshob qilmoq siymoq,писать,To empty liquid waste from your body.,pɪs,20216,body-health,I need to find a restroom to piss before the long drive.,Uzoq yo‘lga chiqishdan oldin hojatxonaga kirib olishim kerak.,urinate,
jerk,noun,B2,yomon odam nodon,негодяй,A person who behaves in a mean or unpleasant way towards others.,ˈd͡ʒɜːk,20218,people-family,Stop being such a jerk and help me with these heavy bags.,Bunchalik yomon odam bo‘laverma va og‘ir sumkalarni ko‘tarishga yordamlash.,asshole,
freak,verb,B2,vahimaga tushmoq sarosimaga tushmoq,беситься,"To react in an extreme way, usually because of worry or surprise.",fɹiːk,20220,feelings,I started to freak out when I realized I lost my passport.,"Pasportimni yo‘qotib qo‘yganimni bilgach, qattiq sarosimaga tushdim.",panic,
awake,adjective,A2,uyg‘oq,бодрствующий,Not sleeping; conscious and aware of what is happening around you.,əˈweɪk,20222,actions,"Even though it was late, I stayed awake to finish my book.","Kech bo‘lishiga qaramay, kitobimni tugatish uchun uyg‘oq qoldim.",conscious,asleep
honour,noun,B2,sharaf nomus,честь,High moral standards and being worthy of great respect.,ˈɒnə(ɹ),20228,ielts,It was a great honour to meet the president in person.,Prezident bilan shaxsan uchrashish men uchun katta sharaf edi.,prestige respect,dishonour
claire,noun,C2,ustixona hovuzi,устричный пруд,A small pond used for keeping and growing oysters.,kleə,20230,nature,The oysters are moved to the claire to develop better flavor.,Ustritsalar mazaliroq bo'lishi uchun maxsus hovuzga ko'chiriladi.,,
disappear,verb,A2,yo'qolmoq ko'zdan g'oyib bo'lmoq,исчезать,To stop being visible or to go somewhere that is unknown.,dɪsəˈpɪə,20232,actions,The magician made the rabbit disappear right in front of us.,Sehrgar quyonni ko'z o'ngimizda g'oyib qilib yubordi.,vanish,appear
chatter,verb,B2,tishlari taqirlamoq uzluksiz gapirmoq,болтать,To click your teeth together because you are very cold.,ˈtʃætə,20234,body-health,It was so cold outside that my teeth began to chatter.,"Tashqarida shunchalik sovuq ediki, tishlarim taqir-taqir qila boshladi.",clatter,
scream,verb,A2,baqirmoq qichqirmoq,кричать,"To make a loud, high sound because you are hurt or scared.",skɹiːm,20236,actions,She started to scream when she saw a spider on the wall.,"Devorda o'rgimchakni ko'rgach, u qichqirib yubordi.",cry yell,
unbelievable,adjective,B1,ishonib bo'lmaydigan aqlbovar qilmas,невероятный,"Extremely good, bad, or surprising; difficult to accept as true.",ˌʌnbɪˈliːvəbl̩,20238,describing,The view from the top of the mountain was absolutely unbelievable.,Tog' cho'qqisidan ko'rinadigan manzara shunchaki aqlbovar qilmas edi.,incredible,believable
scoffs,verb,C1,mazax qilmoq kamsitib qaramoq,насмехаться,To show that you think something is silly or unworthy of serious attention.,skɒfs,20240,feelings,He scoffs at the idea that climate change is a serious threat.,U iqlim o'zgarishi jiddiy tahdid ekanligi haqidagi g'oyani masxara qiladi.,mock ridicule,praise
woke,adjective,C1,ijtimoiy adolatga sezgir,социально сознательный,Well-informed about and sensitive to social justice issues and racial inequality.,wəʊk,20242,ielts,They are trying to be more woke regarding modern social issues.,Ular zamonaviy ijtimoiy masalalarga nisbatan hushyorroq bo'lishga harakat qilmoqdalar.,aware alert,unwoke
announcer,noun,B1,diktor suxandon,диктор,A person who introduces programs or gives information on radio or television.,əˈnaʊnsə,20244,work,The radio announcer introduced the guest speaker to the listening audience.,Radio diktori mehmon ma'ruzachini tinglovchilarga tanishtirdi.,presenter broadcaster,
someday,adverb,A2,bir kun kelib qachondir,когда-нибудь,At some unknown time in the future.,ˈsʌmdeɪ,20246,time,I hope to visit the ancient cities of Uzbekistan someday soon.,"Umid qilamanki, bir kun kelib O'zbekistonning qadimiy shaharlariga boraman.",eventually sometime,
monsieur,noun,B1,janob,месье,"A title used for a French-speaking man, equivalent to Mister.",məˈsjʊə(ɹ),20248,people-family,"Good morning, Monsieur, how can I help you today?","Xayrli tong, janob, bugun sizga qanday yordam bera olaman?",sir,
toast,noun,A2,qotirilgan non,поджаренный хлеб,Slices of bread that have been heated until they are brown and crunchy.,təʊst,20250,food-drink,I usually have a piece of warm toast with butter for breakfast.,Nonushtaga odatda sariyog‘ surilgan qotirilgan non yeyman.,,
hank,noun,C1,chirmova kalava,моток,"A thick coil or loop of rope, yarn, or wire held together by a tie.",ˈhæŋk,20252,home,She bought a large hank of wool to knit a warm sweater.,U issiq sviter to‘qish uchun bir kalava jun xarid qildi.,coil loop,
blew,verb,A2,esdi pufladi,дул,"The past tense of blow, meaning to move air or be moved by air.",bl(j)uː,20254,actions,The strong wind blew all the autumn leaves off the trees.,Kuchli shamol daraxtlardagi barcha kuzgi barglarni uchirib ketdi.,,
eaten,verb,A1,yegan yeb qo‘yilgan,съеденный,"The past participle form of eat, meaning to have consumed food.",ˈiː.tn̩,20256,food-drink,"I have already eaten dinner, so I am not hungry right now.","Men kechki ovqatni yeb bo‘lganman, shuning uchun hozir qornim och emas.",consumed devoured,
ambulance,noun,A2,tez yordam mashinasi,автомобиль скорой помощи,A special vehicle used to take sick or injured people quickly to a hospital.,ˈæm.bjə.ləns,20258,body-health,"When he had an accident, we immediately called for an ambulance.","U baxtsiz hodisaga uchraganda, biz darhol tez yordam mashinasini chaqirdik.",,
