headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
pentium,noun,B2,kompyuter protsessori markasi,Пентиум,A brand name for a series of microprocessors developed and sold by the Intel corporation.,ˈpɛntiəm,16078,work,My old laptop used to run on a fast Pentium processor for years.,Mening eski noutbugim yillar davomida tezkor Pentium protsessorida ishlagan.,processor,
murray,noun,B2,familiya,Мюррей,A common Scottish surname often used to refer to a person or place.,ˈmʌri,16080,people-family,The famous tennis player Andy Murray won many championships during his long career.,Mashhur tennischi Endi Myurrey o'zining uzoq faoliyati davomida ko'plab chempionliklarni qo'lga kiritdi.,,
durham,noun,C1,angliya shahri,Дарем,A historic city in northeast England that is well known for its university and cathedral.,ˈdʌrəm,16082,places,We visited the ancient university city of Durham during our trip to England.,Angliyaga sayohatimiz davomida qadimiy Durham universitet shaharchasiga tashrif buyurdik.,,
robinson,noun,B2,familiya,Робинсон,A common English surname derived from the name Robert.,ˈrɒbɪnsən,16084,people-family,Jackie Robinson was an influential figure in the history of American professional sports.,Jeki Robinson Amerika professional sporti tarixidagi juda ta'sirli shaxs bo'lgan.,,
jacksonville,noun,C1,florida shahri,Джексонвилл,"A large city located on the Atlantic coast of the state of Florida, USA.",ˈdʒæksənvɪl,16086,places,Jacksonville is the most populous city in the state of Florida.,Jeksonvill - Florida shtatidagi eng ko'p aholiga ega shahar.,,
hewlett,noun,C1,familiya,Хьюлетт,A surname famously associated with the co-founder of the global technology company HP.,ˈhjuːlɪt,16090,people-family,Bill Hewlett helped create one of the most successful technology companies in history.,Bill Hyulett tarixdagi eng muvaffaqiyatli texnologiya kompaniyalaridan birini yaratishga yordam bergan.,,
delhi,noun,A1,Dehli,Дели,The capital city of India.,ˈdɛli,16094,places,I am planning to visit the busy city of Delhi next year.,Men kelasi yili Dehli shahriga borishni rejalashtiryapman.,,
barcelona,noun,A1,Barselona,Барселона,A large and famous coastal city in Spain.,ˌbɑːrsəˈloʊnə,16096,places,We spent our summer holidays in beautiful Barcelona last July.,O'tgan iyul oyida biz yozgi ta'tilni go'zal Barselonada o'tkazdik.,,
moscow,noun,A1,Moskva,Москва,The capital city of Russia.,ˈmɒskoʊ,16098,places,Moscow is a very large city with a long history.,Moskva boy tarixga ega juda katta shahardir.,,
palestinian,adjective,B2,falastinlik,палестинский,Relating to the people or land of Palestine.,ˌpæləˈstɪniən,16100,ielts,The students are studying the rich history of Palestinian culture.,Talabalar falastin madaniyatining boy tarixini o'rganishmoqda.,,
louisville,noun,B2,Luisvill,Луисвилл,A large city located in the state of Kentucky in the United States.,ˈluːivɪl,16104,places,He moved to Louisville to start his career in a new city.,U o'z faoliyatini boshlash uchun Luisvill shahriga ko'chib o'tdi.,,
monica,noun,A1,Monika,Моника,A common female given name of Greek origin.,ˈmɒnɪkə,16106,people-family,My best friend Monica is visiting us for the weekend holiday.,Eng yaqin do'stim Monika dam olish kunlari biznikiga mehmonga kelyapti.,,
lynn,noun,A2,Linn,Линн,A common name for a person or a small natural lake.,lɪn,16108,people-family,I met Lynn at the conference and we talked for an hour.,Men Linn bilan konferensiyada tanishdim va biz bir soat suhbatlashdik.,,
stanley,noun,A2,Stenli,Стэнли,A common surname or first name of English origin.,ˈstænli,16110,people-family,Stanley works as a manager in a large international tech company.,Stenli katta xalqaro texnologiya kompaniyasida menejer bo'lib ishlaydi.,,
brooklyn,noun,B1,Bruklin,Бруклин,A major and well-known borough of New York City in the USA.,ˈbrʊklɪn,16112,places,Many artists live in Brooklyn because it has a creative atmosphere.,"Ko'plab san'atkorlar Bruklinda yashaydi, chunki u yerda ijodiy muhit mavjud.",,
liverpool,noun,B2,Liverpul,Ливерпуль,A city in England famous for its port and football team.,ˈlɪvəpuːl,16114,places,Liverpool is a historic city located in the northwest of England.,Liverpul Angliyaning shimoli-g'arbida joylashgan tarixiy shahardir.,,
norman,noun,C1,oddiy odam,обычный человек,A person who is considered ordinary or conventional in their lifestyle.,ˈnɔɹmən,16118,describing,He is just a norman who prefers a quiet and simple life.,U oddiy va osoyishta hayotni afzal ko'radigan odamdir.,normie,eccentric
asin,noun,C2,arksinus,арксинус,A mathematical function that finds the angle when the value of its sine is known.,ˈeɪ saɪn,16120,school,"In trigonometry, you use the asin function to calculate the missing angle size.",Trigonometriyada noma’lum burchak o‘lchamini topish uchun arksinus funksiyasidan foydalanasiz.,arcsin,
arabic,adjective,B1,arab arabiy,арабский,"Relating to the Arab people, their culture, or their language.",ˈæɹəbɪk,16122,ielts,Many people across the Middle East speak the Arabic language daily.,Yaqin Sharqdagi ko'plab odamlar har kuni arab tilida gaplashishadi.,,
luxembourg,noun,A2,lyuksemburg,люксембург,"A small country in Western Europe located between France, Germany, and Belgium.",ˈlʌksəmbɜːɡ,16124,travel,Luxembourg is one of the smallest and richest countries in Europe.,Lyuksemburg Yevropadagi eng kichik va boy davlatlardan biri hisoblanadi.,,
olympus,noun,B2,olimp,олимп,"A high mountain in Greece, known as the home of the ancient gods.",əˈlɪmpəs,16126,places,Mount Olympus is the highest mountain peak in the country of Greece.,Olimp tog'i Gretsiyadagi eng baland tog' cho'qqisi hisoblanadi.,,
atm,noun,A2,bankomat,банкомат,A machine used to take out cash or check your bank account balance.,ˌeɪtiːˈem,16128,travel,I need to find an ATM to withdraw some money for dinner.,Kechki ovqat uchun naqd pul yechib olishim kerak bo'lgan bankomat topishim kerak.,cash machine,
lang,noun,B2,til,язык,"A short form used for the word language, often found in technical or computer contexts.",ˈlæŋ,16130,school,Please specify the programming lang you want to use for this project.,Iltimos ushbu loyiha uchun qaysi dasturlash tilidan foydalanmoqchi ekanligingizni ayting.,language,
solaris,noun,C2,operatsion tizim,операционная система,A computer operating system originally developed by Sun Microsystems for servers and workstations.,səˈlɑːrɪs,16132,work,The company migrated its database servers to the Solaris operating system recently.,Kompaniya yaqinda o'z ma'lumotlar bazasi serverlarini Solaris tizimiga o'tkazdi.,unix,
yamaha,noun,A2,musiqa asbobi brendi,бренд музыкальных инструментов,"A company that manufactures musical instruments, motorcycles, and other electronic equipment.",jəˈmɑːhə,16136,work,She practices her music lessons every day on a new Yamaha piano.,U har kuni yangi Yamaha pianinosida musiqa darslarini mashq qiladi.,,
rochester,noun,B2,shahar nomi,название города,"A name of a city in the United States, often associated with industrial innovation.",ˈrɒtʃɪstər,16138,places,He moved to Rochester to study at the university located there.,U u yerdagi universitetda o'qish uchun Rochesterga ko'chib o'tdi.,,
solomon,noun,B1,ism,имя,"A common male given name, historically known for a wise ancient biblical king.",ˈsɒləmən,16140,people-family,My grandfather Solomon was a very respected man in our small village.,Bobom Sulaymon bizning kichik qishlog'imizda juda hurmatli inson edi.,,
scsi,noun,C2,interfeys tizimi,интерфейс передачи данных,A set of standards for physically connecting and transferring data between computers and devices.,ˈskʌzi,16142,work,The old hard drive was connected to the computer using a SCSI interface.,Eski qattiq disk kompyuterga SCSI interfeysi yordamida ulangan edi.,interface,
travesti,noun,C2,transgender,травести,A person whose gender identity differs from the sex they were assigned at birth.,ˈtravɛsti,16148,ielts,The artist identifies as a travesti and advocates for more inclusive community rights.,San'atkor o'zini travesti deb biladi va jamoatchilik huquqlarini himoya qiladi.,transgender transwoman,cisgender
theories,noun,B2,nazariyalar fikrlar,теории,Ideas or sets of principles used to explain why something happens or how it works.,ˈθɪəɹiz,16150,ielts,Scientists have many different theories about how the universe first began.,Olimlarning koinot qanday paydo bo'lgani haqida turli xil nazariyalari mavjud.,hypotheses,facts
ecuador,noun,A2,Ekvador,Эквадор,A country located in South America on the equator.,ˈɛkwədɔːr,16152,places,My friend is traveling across South America and visiting Ecuador this summer.,Do'stim Janubiy Amerika bo'ylab sayohat qilib yozda Ekvadorga bormoqchi.,,
colin,noun,C2,bedana,перепел,A type of small bird known as a quail that lives in North America.,ˈkoʊlɪn,16154,animals,The colin is a small bird often found running in the open fields.,Bedana ko'pincha ochiq dalalarda yugurib yuradigan kichik qush hisoblanadi.,quail,
macromedia,noun,C1,dasturiy ta'minot,программное обеспечение,A large software company that creates tools for digital design and multimedia content.,ˌmækrəˈmiːdiə,16162,work,The designers used software from Macromedia to create the website animations.,Dizaynerlar veb-sayt animatsiyalarini yaratish uchun Macromedia dasturlaridan foydalanishdi.,software,
ashley,noun,A1,Eshli,Эшли,A common given name that can be used for both men and women.,ˈæʃli,16164,people-family,Ashley decided to organize a small party for her close friends.,Eshli yaqin do'stlari uchun kichik bazm uyushtirishga qaror qildi.,,
victorian,adjective,B2,viktorian viktoriya,викторианский,Relating to the period of the reign of Queen Victoria in the United Kingdom.,vɪkˈtɔːriən,16166,ielts,The museum has a large collection of beautiful Victorian era wooden furniture.,Muzeyda chiroyli Viktoriya davriga oid yog'och mebellarning katta to'plami saqlanadi.,,
baptist,noun,B2,baptist,баптист,A member of a Christian group that practices baptism by immersing the whole body.,ˈbæptɪst,16168,ielts,Many Baptist churches focus on community service and reading the holy bible.,Ko'pgina baptist cherkovlari jamoat xizmati va muqaddas kitobni o'qishga katta e'tibor beradi.,protestant christian,
slovenia,noun,A2,sloveniya,Словения,A country in Central Europe located between the Alps and the Adriatic Sea.,sləˈviːniə,16170,places,We are planning to visit the beautiful mountain regions of Slovenia next summer.,Biz kelasi yozda Sloveniyaning go'zal tog'li hududlariga sayohat qilishni rejalashtiryapmiz.,,
practitioners,noun,B2,amaliyotchilar mutaxassislar,"практикующие врачи, специалисты",People who actively work in a specific professional field such as medicine or law.,prækˈtɪʃənərz,16172,work,Medical practitioners must stay updated with the latest research in their field.,Shifokorlar o'z sohasidagi eng yangi tadqiqotlardan doimo xabardor bo'lishlari kerak.,professionals specialists,
mono,adjective,B2,birxil rangli,монохромный,Using only one color or shades of a single color instead of many colors.,ˈmɒn.əʊ,16174,describing,The artist took a beautiful photo in classic black and white mono.,Rassom klassik qora va oq ranglarda chiroyli suratga oldi.,monochrome,colorful
webster,noun,C2,toquvchi,ткач,A person whose job is making cloth on a machine known as a loom.,ˈwɛbstə,16176,work,The old webster spent all day producing fine linen for the village.,Keksayib qolgan toquvchi butun kun davomida qishloq uchun mayin zigir matosi to'qidi.,weaver,
chem,noun,B2,kimyo fani,химия,The academic subject that studies substances and their reactions.,kɛm,16180,school,I have to finish my chem assignment before the class starts.,Dars boshlanmasdan oldin kimyodan berilgan vazifani bajarib qo'yishim kerak.,chemistry,
decorating,noun,B1,bezatish,декорирование,The activity of making a room or object look more attractive with paint or items.,ˈdekəreɪtɪŋ,16182,home,We spent the whole weekend decorating our new living room together.,Biz butun dam olish kunini yangi mehmonxonamizni bezatish bilan o'tkazdik.,decor ornamentation,
shakespeare,noun,B2,shekspir,Шекспир,A famous English writer known for his influential plays and poems during the Elizabethan era.,ˈʃeɪkspɪə,16184,ielts,We studied several plays by Shakespeare during our literature class this year.,Biz adabiyot darsida Shekspirning bir nechta pyesalarini o‘qib o‘rgandik.,bard playwright,
americas,noun,B1,amerika qit'alari,Америка,The combined landmasses of North and South America in the Western Hemisphere.,əˈmerɪkəz,16186,places,Indigenous cultures have existed across the Americas for many thousands of years.,Amerika qit'alarida tub joyli madaniyatlar ming yillar davomida mavjud bo‘lgan.,new world,
latvia,noun,A2,latviya,Латвия,A country located in Northern Europe on the eastern coast of the Baltic Sea.,lætˈviə,16190,places,The capital city of Latvia is famous for its beautiful historical town center.,Latviya poytaxti o‘zining chiroyli tarixiy shahar markazi bilan mashhur.,,
offerings,noun,B2,takliflar ehsonlar,предложения подношения,Things that are produced or provided to be given to others or for religious use.,ˈɒfəɹɪŋz,16194,ielts,The bakery displayed its delicious morning offerings on the wooden shop counter.,Nonvoyxona o‘zining mazali tongi mahsulotlarini yog‘och peshtaxtaga qo‘yib qo‘ydi.,provisions gifts,
martha,noun,A1,marta,Марта,A common female given name used in many countries around the world.,ˈmɑːθə,16196,people-family,My friend Martha is planning to visit us during the summer holidays.,Dostim Marta yozgi ta'til paytida biznikiga kelmoqchi.,,
guatemala,noun,A2,gvatemala,Гватемала,A country in Central America known for its volcanoes and ancient Mayan sites.,ˌɡwɑːtəˈmɑːlə,16198,places,We are going to travel to Guatemala to explore the Mayan ruins there.,U yerdagi mayya xarobalarini ko‘rish uchun Gvatemalaga sayohat qilamiz.,,
bangkok,noun,C1,somon shapka,соломенная шляпа,A type of light hat made from woven straw to protect you from the sun.,ˈbæŋkɒk,16200,clothes,He wore a wide bangkok to keep the hot sun off his face.,U quyoshdan saqlanish uchun boshiga keng somon shapka kiyib oldi.,straw hat,
jerusalem,noun,B1,quddus,иерусалим,An ancient city in the Middle East that is holy to several major religions.,dʒəˈruːsələm,16206,places,Many pilgrims travel to Jerusalem every year to visit the sacred sites.,Har yili ko'plab ziyoratchilar muqaddas joylarni ko'rish uchun Quddusga borishadi.,,
tries,verb,A1,urinmoq harakat qilmoq,пытаться,To make an effort to do something or achieve a specific result.,tɹaɪz,16208,actions,She tries to learn a new language every single summer day.,U har yozda yangi til o'rganishga harakat qiladi.,attempts strives,gives-up
inline,adjective,B2,qator ichidagi ketma-ket,внутристрочный,Placed within a line of text or connected in a single straight row.,ˈɪnlaɪ̯n,16210,work,The images are inline with the text to save extra space.,Joy tejash uchun rasmlar matn qatori ichiga joylashtirilgan.,aligned,separate
enquiries,noun,B2,so'rovlar savollar,запросы,Acts of asking for information or official investigations into a specific matter.,ɪnˈkwaɪəriz,16212,ielts,We received many enquiries regarding the new office opening next month.,Kelasi oy ochiladigan yangi ofis bo'yicha bizga ko'plab savollar keldi.,queries investigations,
dist,noun,B2,tarqatish taqsimot,распространение,The act of sharing or distributing software files to users online.,dɪst,16214,work,I downloaded the latest software dist for my computer last night.,Kecha kompyuterim uchun dasturiy taʼminotning yangi tarqatilishini yuklab oldim.,distribution,
randy,adjective,C1,shahvoniy jinsiy ehtiyojli,озабоченный,Feeling a strong sexual desire or being sexually excited.,ˈɹændi,16216,feelings,He had a drink and started acting a bit randy with me.,"U spirtli ichimlik ichib olgach, menga nisbatan shahvoniy munosabatda bo'la boshladi.",horny lustful,
timothy,noun,C2,timofeyka,тимофеевка,A type of grass often grown for feeding farm animals like horses or cows.,ˈtɪməθi,16218,nature,The horses in the field were eating fresh timothy grass all day.,Daladagi otlar kun bo'yi yangi timofeyka o'tini yeb yurishdi.,,
columnists,noun,B2,sharhlovchi sharhlovchilar,обозреватели,A person who writes regular articles for a newspaper or a news website.,ˈkɒləmnɪsts,16220,work,The famous columnists share their thoughts on the current political situation daily.,Mashhur sharhlovchilar kundalik siyosiy vaziyat bo‘yicha o‘z fikrlari bilan bo‘lishishadi.,writer journalist,
reno,verb,B2,ta'mirlamoq yangilamoq,ремонтировать,To repair or improve an old building or a room.,ˈɹɛnoʊ,16222,home,We decided to reno our kitchen to make it more modern today.,Biz oshxonani zamonaviyroq qilish uchun uni ta'mirlashga qaror qildik.,renovate restore,
donna,noun,C1,xonim,донна,A formal title used for a noblewoman or a lady in Italy.,ˈdɒn.ə,16224,people-family,The Donna entered the room with grace and greeted all the guests.,"Xonim xonaga kirib, barcha mehmonlar bilan xushmuomalalik bilan salomlashdi.",lady madam,
adidas,noun,B2,tovuq panjalari,куриные лапки,Grilled chicken feet served on a stick as a popular street snack.,ˈædɪdæs,16232,food-drink,The street vendor sold grilled adidas to hungry people passing by.,Ko'cha sotuvchisi o'tib ketayotgan och odamlarga qovurilgan tovuq panjalarini sotdi.,,
perth,noun,A2,Pert,Перт,A large city on the western coast of Australia.,pɜːθ,16234,places,My cousin moved to Perth last year to study at university.,Amakimning o'g'li o'tgan yili universitetda o'qish uchun Pertga ko'chib ketdi.,,
syria,noun,A2,Suriya,Сирия,A country in the Middle East with a long and complex history.,ˈsɪriə,16236,places,Syria is a nation in the Middle East with many ancient sites.,Suriya - Yaqin Sharqdagi qadimiy joylarga boy mamlakat.,,
diy,noun,B1,o'z qo'li bilan yasalgan ta'mirlash,сделай сам,The activity of repairing or making things in your house yourself instead of hiring professionals.,diː aɪ ˈwaɪ,16238,home,My father enjoys DIY projects like building shelves for the living room.,Otam uy uchun javonlar yasash kabi o'z qo'li bilan bajariladigan ishlarni yoqtiradi.,home-improvement,
shanghai,verb,C2,majburlab olib ketmoq aldab jalb qilmoq,"принуждать, завлекать обманом",To trick or force someone into doing something or going somewhere they do not want.,ˈʃæŋ.haɪ,16242,ielts,They tried to shanghai me into joining their long and boring meeting.,Ular meni aldab o'zlarining zerikarli yig'ilishiga tortib kirgizmoqchi bo'lishdi.,trick coerce,persuade
pharmacies,noun,A2,dorixonalar,аптеки,Places where you can buy medicine and other health products.,ˈfɑːrməsiz,16244,body-health,There are several pharmacies located near the hospital in the city center.,Shahar markazidagi shifoxona yaqinida bir nechta dorixona bor.,chemists drugstores,
latino,noun,B2,lotinamerikalik,латиноамериканец,A person of Latin American origin living in the United States.,ləˈtiːnoʊ,16246,people-family,The Latino community in this neighborhood holds a festival every summer.,Bu mahalladagi lotinamerikaliklar jamoasi har yozda festival o'tkazadi.,hispanic,
shareholders,noun,B2,aksiyadorlar hissadorlar,акционеры,People who own shares in a company and therefore own a part of it.,ˈʃeəˌhəʊldəz,16248,ielts,The company held a meeting to discuss profits with its main shareholders.,Kompaniya asosiy aksiyadorlari bilan foydani muhokama qilish uchun yig'ilish o'tkazdi.,investors stockholders,
developmental,adjective,C1,rivojlanish taraqqiyot,развивающийся,Relating to the process of growth or change in a person or thing.,dɪˌvɛləpˈmɛntəl,16250,ielts,Developmental psychology examines how children learn and grow over their early years.,Rivojlanish psixologiyasi bolalar dastlabki yillarda qanday o'sishi va o'rganishini o'rganadi.,evolutionary formative,
zope,noun,C2,sinets balig'i,синец,A type of freshwater fish found in rivers and lakes across Eurasia.,zəʊp,16252,nature,"The zope is a slender fish often found in large, slow-moving rivers.",Sinets ko'pincha katta va sekin oqadigan daryolarda uchraydigan ingichka baliqdir.,blue-bream,
polar,adjective,B2,qutbiy,полярный,Relating to the North or South Pole or the regions near them.,ˈpəʊ.lə,16254,nature,The polar regions are extremely cold and covered in thick ice.,Qutb hududlari juda sovuq va qalin muz bilan qoplangan.,arctic glacial,tropical
transexual,adjective,C1,transseksual,транссексуальный,Relating to a person who has changed their physical sex to match their gender identity.,ˌtranzˈsek.ʃu.əl,16256,body-health,She shared her journey as a transexual woman in a recent documentary.,U yaqinda chiqqan hujjatli filmda transseksual ayol sifatidagi tajribasini bo'lishdi.,transgender trans,
journalists,noun,B1,jurnalistlar muxbirlar,журналисты,"People who write news stories for newspapers, magazines, television, or radio.",ˈdʒɜːnəlɪsts,16258,work,Many journalists gathered at the scene to report on the new event.,Ko‘plab jurnalistlar yangi voqea haqida xabar berish uchun o‘sha yerga yig‘ilishdi.,reporters correspondents,
bosnia,noun,B2,Bosniya,Босния,A country located in the Balkan Peninsula in southeastern Europe.,ˈbɒzniə,16262,places,The history of Bosnia is very complex and interesting to many students.,Bosniya tarixi juda murakkab va ko‘plab talabalar uchun qiziqarli.,,
browsers,noun,A2,brauzerlar internet-dasturlar,браузеры,Computer programs used to access and view websites on the internet.,ˈbɹaʊ.zəs,16264,work,Most web browsers allow you to save your favorite websites for later.,Ko'pchilik brauzerlar sevimli saytlaringizni saqlab qo'yish imkonini beradi.,web-browsers,
quotations,noun,B2,iqtiboslar sitatalar,цитаты,Groups of words taken from a text or speech and repeated by someone else.,kwoʊˈteɪʃənz,16266,ielts,The book contains many famous quotations about the importance of hard work.,Kitobda mehnatsevarlikning ahamiyati haqida ko'plab mashhur iqtiboslar keltirilgan.,quotes,
midwest,noun,B2,o'rta g'arb,средний запад,The region in the northern central part of the United States.,mɪdˈwest,16268,places,They decided to move to the Midwest for a quieter life.,Ular osoyishta hayot kechirish uchun O'rta G'arbga ko'chib o'tishga qaror qilishdi.,,
karl,noun,C2,ozod odam,свободный человек,A free person or commoner in medieval Scandinavian society.,kɑːl,16270,ielts,The karl worked on his own land during the Viking age.,Karl vikinglar davrida o'z yerida mehnat qilgan erkin dehqon bo'lgan.,freeman,
officially,adverb,B2,rasman,официально,In a way that is approved or confirmed by someone in authority.,əˈfɪʃ.(ə.)li,16272,ielts,The government officially announced that the new project will start next month.,Hukumat yangi loyiha kelasi oydan boshlanishini rasman e'lon qildi.,formally,unofficially
consortium,noun,C1,konsorsium uyushma,консорциум,A group of companies or organizations working together on a specific project.,kənˈsɔː(ɹ).ʃəm,16274,ielts,A consortium of international banks funded the construction of the new airport.,Xalqaro banklar konsorsiumi yangi aeroport qurilishini moliyalashtirdi.,alliance coalition,
terrace,noun,B1,terrasa ayvon,терраса,"A flat, open area outside a building where people can sit and relax.",ˈtɛɹəs,16276,home,We enjoyed our breakfast on the hotel terrace overlooking the sea.,Biz mehmonxona terrasasida dengizga qarab nonushta qildik.,patio,
seafood,noun,A2,dengiz mahsulotlari,морепродукты,"Food that comes from the sea, such as fish and shellfish.",ˈsiːfuːd,16280,food-drink,They serve fresh seafood at the restaurant near the old harbor.,Ular eski port yaqinidagi restoranda yangi dengiz mahsulotlarini tortishadi.,,
ought,verb,B1,kerak lozim,должен,Used to show that something is the right or sensible thing to do.,ɔːt,16284,actions,You ought to tell your parents about your decision before you leave.,Ketishingdan oldin ota-onangga qaroring haqida aytib qo'yishing kerak.,should,
