headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
clinical,adjective,C1,klinik tibbiy,клинический,Related to the medical treatment and observation of patients.,ˈklɪnɪkəl,7120,body-health,The doctors are conducting a clinical study on the new medicine.,Shifokorlar yangi dori vositasi bo'yicha klinik tadqiqot o'tkazmoqdalar.,medical diagnostic,
situation,noun,B1,vaziyat holat,ситуация,The set of conditions or circumstances happening at a specific time.,ˌsɪt.juːˈeɪ.ʃən,7122,ielts,We must find a solution to this difficult economic situation immediately.,Biz ushbu qiyin iqtisodiy vaziyatga zudlik bilan yechim topishimiz kerak.,circumstance condition,
highly,adverb,B1,juda yuqori darajada,высоко,To a large degree or at a very high level.,ˈhaɪli,7126,ielts,The book was highly controversial yet it sold millions of copies worldwide.,"Kitob juda bahsli bo'lishiga qaramay, butun dunyo bo'ylab millionlab nusxada sotildi.",extremely greatly,
appear,verb,A2,paydo bo'lmoq ko'rinmoq,появляться,To start to be seen or to become visible.,əˈpɪə,7128,actions,A mysterious light began to appear on the dark horizon at night.,Tunda qorong'u ufqda sirli chiroq paydo bo'la boshladi.,emerge materialize,disappear
emergency,noun,B1,favqulodda vaziyat,чрезвычайная ситуация,A serious or dangerous situation that needs immediate action.,ɪˈmɜː(ɹ).dʒən.si,7130,body-health,You must call the emergency services if there is a fire inside.,"Agar ichkarida yong'in bo'lsa, tezkor yordam xizmatiga qo'ng'iroq qilishingiz kerak.",crisis,
currency,noun,B2,valyuta pul birligi,валюта,The system of money that is used in a particular country.,ˈkʌɹ.ən.si,7132,ielts,Travelers should check the local currency rates before visiting a new country.,Sayohatchilar yangi davlatga borishdan oldin mahalliy valyuta kurslarini tekshirishlari kerak.,money cash,
leather,noun,B1,charm,кожа,A material made from the skin of an animal used for clothes or shoes.,ˈlɛðə,7134,clothes,She decided to buy a new black leather jacket for the cold season.,U sovuq mavsum uchun yangi qora charm kurtka sotib olishga qaror qildi.,,
determine,verb,B2,aniqlamoq belgilamoq,определять,To discover the facts or truth about something through research.,dɪˈtɜː(ɹ).mɪn,7136,ielts,Scientists help determine the cause of the disease to find a cure.,Olimlar davolash chorasini topish uchun kasallikning sababini aniqlashga yordam berishadi.,decide calculate,
temperature,noun,A2,harorat temperatura,температура,The measurement of how hot or cold something or someone is.,ˈtɛm.p(ə.)ɹə.t͡ʃə,7138,nature,The temperature is rising today so we can go to the park.,"Bugun harorat ko'tarilmoqda, shuning uchun biz parkka borishimiz mumkin.",,
palm,noun,B1,kaft,ладонь,The inside flat part of your hand between your fingers and your wrist.,pɑːm,7140,body-health,She held a small gold coin in the palm of her hand.,U kaftida kichik tilla tangani ushlab turardi.,loof,backhand
announcements,noun,B1,e'lonlar,объявления,Public statements that give people information about something that has happened or will happen.,əˈnaʊnsmənts,7142,work,There were several important announcements made during the morning school assembly.,ertalabki maktab yig'ilishida bir nechta muhim e'lonlar qilindi.,notices notifications,
actual,adjective,B2,haqiqiy amaldagi,фактический действительный,"Existing in reality or fact, rather than just being possible or imagined.",ˈækʃuəl,7144,ielts,The actual cost of the project was much higher than we expected.,Loyihaning haqiqiy qiymati biz kutganimizdan ancha yuqori edi.,real effective,potential
historical,adjective,B2,tarixiy,исторический,Connected with the study or the events of the past.,hɪˈstɒɹɪkəl,7146,ielts,They visited several historical buildings during their trip to the ancient city.,Ular qadimiy shaharga qilgan sayohatlari davomida bir nechta tarixiy binolarni ziyorat qilishdi.,,
stone,noun,A1,tosh,камень,"A hard, solid substance found in the ground, often used for building things.",stəʊ̯n,7148,nature,He picked up a smooth stone from the river bank to throw.,U daryo bo'yidan otish uchun silliq tosh oldi.,rock,
ringtones,noun,A2,qo'ng'iroq ohanglari,рингтоны,The sound a telephone makes when someone is calling you.,ˈrɪŋtəʊnz,7152,home,He likes to download new and funny ringtones for his mobile phone.,U mobil telefoni uchun yangi va qiziqarli qo'ng'iroq ohanglarini yuklab olishni yaxshi ko'radi.,,
perhaps,adverb,A2,balki ehtimol,возможно может быть,Used to show that something is possible but not certain.,pəˈhæps,7154,describing,Perhaps we should wait until the weather improves before we leave home.,Balki uydan chiqishdan oldin ob-havo yaxshilanishini kutishimiz kerakdir.,maybe possibly,
scientific,adjective,B2,ilmiy,научный,Relating to or based on the systematic methods of science.,ˌsaɪ.ənˈtɪf.ɪk,7156,ielts,The team conducted a scientific study to test their new theory.,Jamoa o'z yangi nazariyasini tekshirish uchun ilmiy tadqiqot o'tkazdi.,systematic empirical,
fit,adjective,A2,sog'lom baquvvat,в хорошей форме,Healthy and physically strong.,fɪt,7158,body-health,You should exercise daily if you want to stay fit.,"Agar sog'lom bo'lib qolishni istasangiz, har kuni mashq qilishingiz kerak.",healthy active,unfit
amateur,noun,B2,havaskor,любитель,Someone who does an activity for pleasure rather than for money.,ˈæ.mə.tə,7160,ielts,The contest is designed for amateur photographers rather than professionals.,"Tanlov professional emas, balki havaskor suratkashlar uchun mo'ljallangan.",non-professional enthusiast,professional
pain,noun,A2,og'riq,боль,A feeling of physical suffering caused by injury or illness.,ˈpeɪ̯n,7164,body-health,She felt a sharp pain in her leg after running.,Yugurgandan so'ng u oyog'ida o'tkir og'riq sezdi.,ache agony,pleasure
particularly,adverb,B2,ayniqsa xususan,особенно,Especially or more than usual.,pəˈtɪkjələli,7166,ielts,The museum is particularly busy during the summer holidays.,Muzey yozgi ta'tillar paytida ayniqsa gavjum bo'ladi.,especially specifically,
buyer,noun,B1,xaridor,покупатель,A person who is buying something.,ˈbaɪ.ə(ɹ),7168,work,The buyer decided to purchase the house after seeing it once.,Xaridor uyni bir marta ko'rgandan so'ng sotib olishga qaror qildi.,purchaser customer,seller
cultural,adjective,B1,madaniy,культурный,"Relating to the habits, traditions, and beliefs of a particular group of people.",ˈkʌl.tʃ(ʊ.)ɹəl,7170,ielts,Our school organizes many cultural events to celebrate different traditions each year.,Maktabimiz har yili turli an'analarni nishonlash uchun ko'plab madaniy tadbirlar uyushtiradi.,,
steve,verb,C2,joylamoq taxlamoq,укладывать груз,To pack or arrange cargo carefully inside the hold of a ship.,stiːv,7172,work,The workers had to steve the large containers carefully into the ship's hold.,Ishchilar katta konteynerlarni kemaning yukxonasiga ehtiyotkorlik bilan joylashlari kerak edi.,,
easily,adverb,A2,osonlikcha bemalol,легко,In a way that does not require much effort or hard work.,ˈiː.zɪ.li,7174,actions,She can easily finish this difficult task in less than an hour.,U bu qiyin vazifani bir soatga yetmay osonlikcha bajarib qo'ya oladi.,readily handily,
oral,adjective,B2,og'zaki,устный,Spoken rather than written down.,ˈɔː.ɹəl,7176,school,The students must pass an oral exam to complete their language course.,Talabalar til kursini yakunlash uchun og'zaki imtihondan o'tishlari shart.,spoken verbal,written
poster,noun,A1,plakat,плакат,A large printed picture or notice put on a wall to decorate or advertise.,ˈpoʊstɚ,7178,home,He put a large colorful poster of his favorite film on the wall.,U devorga o'zining sevimli filmi tushirilgan katta rangli plakatni ilib qo'ydi.,,
edge,noun,B1,qirra chet,край,The outer part of an object where it ends.,ɛd͡ʒ,7180,describing,Be careful not to sit too close to the edge of the cliff.,Qoyaning chetiga juda yaqin o'tirmaslikka harakat qiling.,,
functional,adjective,B2,funksional foydali,функциональный,Designed to be useful and practical rather than just decorative.,ˈfʌŋkt͡ʃənəl,7182,ielts,The modern kitchen design is very functional and makes cooking much easier.,Zamonaviy oshxona dizayni juda funksional va ovqat pishirishni ancha osonlashtiradi.,,
root,noun,A2,ildiz,корень,The part of a plant that grows underground and takes in water.,ɹuːt,7184,nature,The tree has deep roots that help it stay strong during storms.,Daraxtning chuqur ildizlari bo'ron paytida uning mustahkam turishiga yordam beradi.,fang,
pink,adjective,A1,pushti,розовый,A light red color like that of a flower.,ˈpɪŋk,7186,describing,My new dress is a wonderful shade of pink.,Yangi ko'ylagim juda chiroyli pushti rangda.,,
balance,noun,B2,muvozanat,баланс,A state where different things exist in equal or proper amounts.,ˈbæləns,7188,ielts,It is important to keep a healthy balance between work and life.,Ish va hayot o'rtasida sog'lom muvozanatni saqlash muhim.,equilibrium stability,imbalance
graduate,noun,B1,bitiruvchi,выпускник,A person who has successfully finished a course of study at a university.,ˈɡɹæd͡ʒuət,7190,school,"If the government wants graduates to stay, they should offer more incentives.","Agar hukumat bitiruvchilarning qolishini istasa, ular ko'proq imtiyozlar taklif qilishi kerak.",alumnus,
shot,adjective,C1,charchagan holdan toygan,измотанный,Extremely tired or completely worn out.,ʃɒt,7192,feelings,I have to go to bed now because I am absolutely shot.,"Men hozir yotishim kerak, chunki butunlay holdan toydim.",exhausted tired,
architecture,noun,B2,me'morchilik,архитектура,The art and science of designing and building structures.,ˈɑː.kɪˌtɛk.t͡ʃə,7194,ielts,The architecture throughout the city is truly amazing to look at.,Shahardagi me'morchilik ko'rish uchun haqiqatan ham ajoyib.,,
label,noun,A2,yorliq etiketka,этикетка,A piece of paper or plastic showing information about an object.,ˈleɪ.bəl,7196,clothes,The label says this silk scarf should not be washed.,"Yorliqda yozilishicha, bu ipak sharfni yuvish mumkin emas.",tag ticket,
canon,noun,C2,qoida tamoyil,канон,A general rule or accepted principle by which something is judged.,ˈkæn.ən,7200,ielts,The trial must proceed according to the strict canons of law.,Sud jarayoni qonunning qat'iy qoidalari asosida o'tishi kerak.,principle standard,
league,noun,B1,liga uyushma,лига,An organization of teams that compete against each other for a title.,liːɡ,7202,work,He loves watching various cricket leagues played all around the world.,U butun dunyo bo'ylab o'tkaziladigan turli kriket ligalarini tomosha qilishni yaxshi ko'radi.,association group,
provider,noun,B2,ta'minotchi provayder,поставщик,A person or company that supplies a service or goods.,pɹəˈvaɪ.də(ɹ),7204,work,We need to choose a new internet service provider for our office.,Ofisimiz uchun yangi internet xizmati provayderini tanlashimiz kerak.,supplier,
optional,adjective,B2,ixtiyoriy tanlovli,необязательный,Available to be chosen but not required or mandatory.,ˈɒp.ʃə.nəl,7206,ielts,Participation in the extra afternoon class is completely optional for students.,Tushdan keyingi qo'shimcha darsda qatnashish talabalar uchun butunlay ixtiyoriydir.,elective voluntary,mandatory
manufacturing,noun,B2,ishlab chiqarish,производство,The business of making goods in large quantities using machines.,ˌmænjʊˈfækt͡ʃəɹɪŋ,7208,work,The country has focused more on the manufacturing sector in recent years.,Mamlakat so'nggi yillarda ishlab chiqarish sektoriga ko'proq e'tibor qaratdi.,production industry,
fantasy,noun,B2,fantaziya xayol,фантазия,A story or idea that comes from imagination and is not real.,ˈfæntəsi,7210,describing,She enjoys reading high fantasy novels set in mysterious magical worlds.,U sirli sehrli olamlarda bo'lib o'tadigan fantastik romanlarni o'qishni yoqtiradi.,imagination fiction,
motor,noun,B2,dvigatel motor,двигатель,A machine that uses electricity or fuel to produce movement.,ˈməʊtə,7212,work,The electric motor powers the fan to keep the room cool.,Elektr dvigateli xonani salqin saqlash uchun fanni harakatlantiradi.,drive engine,
professor,noun,B1,professor,профессор,A high-ranking university teacher and researcher.,pɹəˈfɛs.ə,7214,school,The professor gave an interesting lecture on modern history today.,Professor bugun zamonaviy tarix haqida qiziqarli ma'ruza o'qidi.,prof,
install,verb,B1,o'rnatmoq,устанавливать,To put a piece of equipment or software in place so it is ready.,ɪnˈstɔːl,7216,work,We need to install a new program on the office computers.,Biz ofis kompyuterlariga yangi dastur o'rnatishimiz kerak.,,
apparel,noun,C1,kiyim kiyim-kechak,одежда,"Clothes of any type, usually for professional or retail contexts.",əˈpæɹəl,7218,clothes,The store sells a wide range of professional sports apparel.,Do'konda professional sport kiyimlarining keng tanlovi mavjud.,,
generally,adverb,B1,odatda umuman,обычно,In most situations or for the most part.,ˈd͡ʒɛn.ɹə.li,7220,ielts,"Generally, it is sunny in the south during the summer months.",Odatda yoz oylarida janubda quyoshli bo'ladi.,usually typically,
mass,adjective,B2,ommaviy,массовый,Involving or affecting a large number of people or things.,mæs,7222,ielts,The new policy led to mass protests across the whole country.,Yangi siyosat butun mamlakat bo'ylab ommaviy noroziliklarga olib keldi.,,
crime,noun,A2,jinoyat,преступление,An action that is against the law and punishable by the state.,kɹaɪm,7224,ielts,The police are working hard to reduce crime in this city.,Politsiya bu shaharda jinoyatchilikni kamaytirish uchun qattiq ishlamoqda.,criminal offence,
count,verb,A1,sanamoq hisoblamoq,считать,To say numbers one by one or find the total number of items.,kaʊnt,7226,basics,Can you count how many chairs are in the classroom?,Sinf xonasida nechta stul borligini sanay olasizmi?,tell,
breast,noun,B1,ko'krak,грудь,Either of the two soft parts on the front of a woman's body.,bɹɛst,7228,body-health,She felt a small lump in her breast and called the doctor.,U ko'kragida kichik bir tugun sezib shifokorga murojaat qildi.,,
techniques,noun,B2,usullar texnikalar,методы,"Different ways of doing a particular task or activity, often involving skill.",tekˈniːks,7230,ielts,Modern learning techniques help students understand complex subjects much more easily.,Zamonaviy o'qitish usullari talabalarga murakkab fanlarni osonroq tushunishga yordam beradi.,methods approaches,
quickly,adverb,A1,tezda tezlik bilan,быстро,Moving or happening with great speed.,ˈkwɪkli,7232,basics,Please finish your dinner quickly so we can leave for the park.,Iltimos kechki ovqatingizni tezda tugating biz parkka ketishimiz kerak.,fast rapidly,
religion,noun,B1,din,религия,A system of belief in a god or group of gods and spiritual practices.,ɹɪˈlɪd͡ʒ.ən,7236,ielts,Many people find peace and community through their practice of religion.,Ko'p odamlar o'z diniga e'tiqod qilish orqali tinchlik va jamiyat topadilar.,faith belief,nonreligion
claim,verb,B2,da'vo qilmoq talab qilmoq,заявлять,"To say that something is true, although it has not been proven yet.",kleɪm,7238,ielts,Some scientists claim that global warming will change our world drastically soon.,Ba'zi olimlar global isish yaqin orada dunyomizni keskin o'zgartiradi deb da'vo qiladilar.,assert allege,
surgery,noun,B2,jarrohlik operatsiya,хирургия,A medical treatment where a doctor cuts into the body to fix or remove something.,ˈsɜː.d͡ʒə.ɹi,7240,body-health,Surgery is often necessary to prevent cancer from spreading throughout the body.,Saraton tarqalishining oldini olish uchun ko'pincha jarrohlik amaliyoti zarur bo'ladi.,operation,
patch,noun,B2,yamoq,заплата,A small piece of material used to cover a hole in clothing or an object.,pæt͡ʃ,7242,clothes,His sleeves had patches on the elbows where the fabric had worn away.,Yenglarining tirsak qismida mato yupqalashib ketganligi uchun yamoqlar bor edi.,repair fix,
heat,noun,A2,issiqlik issiq,тепло,The quality of being hot or the energy that makes something become hot.,ˈhiːt,7244,nature,You should stay inside to avoid the intense heat of the sun today.,Bugun quyoshning kuchli issig'idan saqlanish uchun ichkarida qolishingiz kerak.,warmth,cold
wild,adjective,B1,yovvoyi,дикий,Living or growing in nature and not controlled or trained by human beings.,ˈwaɪ̯ld,7246,nature,It is dangerous to approach wild animals when you are hiking in mountains.,Tog'da sayr qilayotganda yovvoyi hayvonlarga yaqinlashish xavflidir.,untamed,domesticated
measures,noun,B2,choralar tadbirlar,меры,Actions taken to achieve a particular result or solve a specific problem.,ˈmɛʒɚz,7248,ielts,The government is taking new measures to improve safety in our local schools.,Hukumat mahalliy maktablarimizdagi xavfsizlikni yaxshilash uchun yangi choralar ko'rmoqda.,actions steps,
miss,verb,A2,o'tkazib yubormoq tegmay qolmoq,пропустить,"To fail to hit, reach, or be present at something or a place.",mɪs,7250,actions,I was late for the station and managed to miss my morning train.,Bekatga kech qoldim va ertalabki poyezdimni o'tkazib yubordim.,fail lose,hit
chemical,noun,B2,kimyoviy modda,химикат,A substance that is produced by or used in a process involving chemistry.,ˈkɛm.ɪ.kəl,7252,ielts,Farmers often use chemical fertilizers to help their crops grow much faster.,Dehqonlar hosilini tezroq yetishtirish uchun ko'pincha kimyoviy o'g'itlardan foydalanadilar.,substance compound,
