headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
caribbean,noun,B1,karib dengizi,Карибское море,The sea and the group of islands located between North and South America.,ˌkærɪˈbiːən,15020,places,They are planning a relaxing vacation on a beach in the Caribbean.,Ular Karib dengizi sohillarida hordiq chiqarish uchun ta'til rejalashtirmoqda.,,
orleans,noun,B2,orlean,Орлеан,A historic city in central France known for its role in national history.,ɔːrˈliːənz,15024,places,Many tourists travel to Orleans to see the historic sites and architecture.,Ko‘plab sayyohlar tarixiy joylar va me'morchilikni ko‘rish uchun Orleanga borishadi.,,
gary,noun,A1,geri,Гэри,A common male given name of English origin.,ˈɡæri,15028,people-family,My friend Gary is coming over to visit us this coming weekend.,Do‘stim Geri shu dam olish kunlari biznikiga mehmonga kelyapti.,,
jason,noun,A1,jeyson,Джейсон,A common male given name found in English-speaking cultures.,ˈdʒeɪsən,15032,people-family,Jason decided to go to the park to practice his guitar skills.,Jeyson gitara chalishni mashq qilish uchun parkka borishga qaror qildi.,,
holdem,noun,C1,xoldem,холдем,A popular version of the card game poker involving shared community cards.,ˈhəʊldəm,15034,actions,He learned how to play Texas holdem while traveling around the world.,U dunyo bo‘ylab sayohat qilayotganda Texas xoldem o‘ynashni o‘rgandi.,poker,
vancouver,noun,A2,Vankuver,Ванкувер,"A large coastal city in British Columbia, Canada.",vænˈkuːvər,15036,places,Vancouver is a beautiful city located on the west coast of Canada.,Vankuver Kanadaning g'arbiy sohilida joylashgan go'zal shahar.,,
jose,noun,A1,Xose,Хосе,A common male given name of Spanish origin.,hoʊˈzeɪ,15038,people-family,My friend Jose is coming to visit us this coming weekend.,Do'stim Xose kelasi dam olish kunlari biznikiga mehmonga kelyapti.,,
pakistan,noun,A2,Pokiston,Пакистан,A country located in South Asia.,pækɪˈstæn,15040,places,Pakistan shares its borders with several neighboring countries in South Asia.,Pokiston Janubiy Osiyodagi bir qancha qo'shni davlatlar bilan chegaradosh.,,
baltimore,noun,B1,Baltimor,Балтимор,"A major city and important port in the state of Maryland, USA.",ˈbɔːltɪmɔːr,15042,places,Baltimore is known for its historic harbor and maritime history.,Baltimor o'zining tarixiy bandargohi va dengizchilik tarixi bilan mashhur.,,
dont,verb,A1,qilma etma,не делай,A common incorrect spelling of the contraction for do not.,doʊnt,15044,basics,Please dont forget to turn off the lights before you leave.,Iltimos chiqib ketishdan oldin chiroqlarni o'chirishni unutmang.,,
egypt,noun,A2,Misr,Египет,A country in North Africa famous for its ancient pyramids.,ˈiːdʒɪpt,15046,places,Many tourists travel to Egypt to see the ancient pyramids.,Ko'plab sayyohlar qadimiy ehromlarni ko'rish uchun Misrga borishadi.,,
norway,noun,A2,Norvegiya,Норвегия,A Scandinavian country in Northern Europe known for its beautiful mountains.,ˈnɔːrweɪ,15048,places,Norway is famous for its stunning fjords and cold winter weather.,Norvegiya o'zining ajoyib fyordlari va sovuq qish ob-havosi bilan mashhur.,,
philippines,noun,A2,Filippin,Филиппины,An island country located in Southeast Asia.,fɪlɪˈpiːnz,15050,places,I am planning to spend my summer vacation in the Philippines.,Yozgi ta'tilimni Filippinda o'tkazishni rejalashtirayapman.,,
indonesia,noun,A2,Indoneziya,Индонезия,A large country consisting of many islands in Southeast Asia.,ɪndəˈniːʒə,15052,places,Indonesia is famous for its beautiful tropical beaches and islands.,Indoneziya o'zining go'zal tropik sohillari va orollari bilan mashhur.,,
wyoming,noun,B2,vayoming,Вайоминг,A state located in the western region of the United States of America.,waɪˈoʊmɪŋ,15054,places,They decided to go on a long road trip through Wyoming state.,Ular Vayoming shtati bo‘ylab uzoq yo‘lga chiqishga qaror qilishdi.,,
finland,noun,A2,finlyandiya,Финляндия,A country located in Northern Europe known for its many lakes and forests.,ˈfɪnlənd,15056,places,Finland is famous for its beautiful nature and excellent education system.,Finlyandiya o‘zining go‘zal tabiati va ajoyib ta’lim tizimi bilan mashhur.,,
columbus,noun,B2,kolumb,Колумбус,The capital city of the state of Ohio in the United States.,kəˈlʌmbəs,15060,places,My brother currently works and lives in the city of Columbus.,Akam hozirda Kolumb shahrida ishlaydi va yashaydi.,,
andy,noun,C1,android robot,андроид,A robot that is built to look and act like a human being.,ˈændi,15062,ielts,"In the future story, every household owned a helpful robot andy.",Kelajak haqidagi hikoyada har bir uyda yordamchi robot bor edi.,android robot,
larry,noun,C2,shovqin gala-gurlik,шум гам,"A state of noisy confusion or a loud, disorganized disturbance in a place.",ˈlæri,15068,actions,The children created such a larry that nobody could hear the teacher.,"Bolalar shunchalik shovqin ko'tarishdiki, hech kim o'qituvchini eshita olmadi.",uproar hubbub,silence
hist,noun,B2,tarix,история,A shortened form of the word history used in academic or library contexts.,hɪst,15074,school,You can find the book in the hist section of the library.,Kitobni kutubxonaning tarix bo‘limidan topishingiz mumkin.,history,
firefox,noun,C1,qizil panda,красная панда,A small mammal from the Himalayas with reddish-brown fur and a long bushy tail.,ˈfaɪəfɒks,15076,animals,The firefox is a shy animal that lives in high mountain forests.,Qizil panda baland tog‘ o‘rmonlarida yashaydigan uyatchan hayvondir.,red-panda,
korean,noun,A2,koreys,кореец,A person who comes from the country of South Korea or North Korea.,kəˈrɪən,15078,people-family,My best friend is a Korean who studies medicine in Tashkent.,Eng yaqin do‘stim Toshkentda tibbiyot sohasida o‘qiydigan koreys yigiti.,,
nelson,noun,C2,kurash usuli,нельсон (болевой прием),A wrestling hold in which a wrestler's arm is locked behind their back.,ˈnɛlsən,15080,actions,The wrestler used a full nelson to pin his opponent to the mat.,Kurashchi raqibini yelka bilan yerga bosish uchun kurash usulidan foydalandi.,hold grappling,
mpeg,noun,B2,videoformati videoo'lchami,формат видео,A standard method for compressing and storing digital video and audio files.,ˈɛmpɛɡ,15082,work,You need to convert the file into mpeg format for the website.,Vebsayt uchun faylni mpeg formatiga o'tkazishingiz kerak.,video digital,
simpson,noun,C2,yerbaq anqov,крестовник,A small wild plant that belongs to the daisy family.,ˈsɪmpsən,15084,nature,The gardener removed every simpson plant from the flower bed this morning.,Bog'bon ertalab gulzordan barcha begona o'tlarni tozalab tashladi.,groundsel,
wright,noun,C2,usta hunarmand,мастер,"A person who builds or repairs something, especially machines or wooden structures.",ɹaɪt,15086,work,The shipwright carefully repaired the wooden frame of the old fishing boat.,Usta kemaning yog'och qismini ehtiyotkorlik bilan ta'mirladi.,maker builder,
barry,adjective,C2,yo'l-yo'l tasmali,полосатый,Having visible bands or stripes of a different color on a material.,ˈbɑː.ɹi,15088,describing,The fabric has a barry appearance due to uneven dyeing of the threads.,Ipning notekis bo'yalgani sababli mato yo'l-yo'l ko'rinadi.,striped banded,
lebanon,noun,A2,Livan,Ливан,A country located in the Middle East along the Mediterranean Sea coast.,ˈlebənən,15094,places,My cousin is currently working as a teacher in beautiful Lebanon.,Jiyanim hozirda go'zal Livanda o'qituvchi bo'lib ishlamoqda.,,
kennedy,noun,B1,Kennedi,Кеннеди,"The surname of a famous American political family, including a former U.S. President.",ˈkenədi,15096,people-family,John F. Kennedy remains one of the most famous American presidents.,Jon Kennedi eng mashhur Amerika prezidentlaridan biri bo'lib qolmoqda.,,
montreal,noun,A2,Monreal,Монреаль,The largest city in the Canadian province of Quebec.,ˌmɒntriˈɔːl,15098,places,We are planning to visit Montreal during our summer holidays this year.,Biz bu yil yozgi ta'tilda Monrealga borishni rejalashtiryapmiz.,,
walter,noun,A2,Valter,Вальтер,A masculine given name of Germanic origin.,ˈwɔːltə,15100,people-family,My grandfather Walter was born and raised in a small village.,Bobom Valter kichkina qishloqda tug'ilib o'sgan.,,
carl,noun,C1,qo'pol odam nodon,деревенщина,"A rude, unrefined man who behaves in a simple or insensitive way.",kɑːl,15102,describing,The villagers considered him a carl because he had no manners.,Qishloqliklar uni odobi yo'qligi uchun qo'pol odam deb hisoblashardi.,hick churl,gentleman
goto,noun,C1,o'tish buyrug'i,переход,A programming instruction that tells the computer to jump to a different part of code.,ˈɡəʊtuː,15106,work,The programmer tried to fix the code by removing the complex goto statement.,Dasturchi murakkab o'tish buyrug'ini olib tashlab kodni tuzatishga urindi.,jump command,
sharon,verb,C2,ovqatni o'rash,забирать остатки еды с собой,To wrap up leftover food from a party or celebration to take home later.,ˈʃærən,15108,food-drink,We decided to sharon the remaining food after the wedding party finished last night.,To'y tugagach qolgan taomlarni o'rab uyga olib ketishga qaror qildik.,pack wrap,
manhattan,noun,C1,kokteyl ichimligi,манхэттен,"A strong alcoholic cocktail made with whiskey, sweet vermouth, and bitters.",mænˈhætən,15114,food-drink,He ordered a classic Manhattan at the bar after his long day.,Ishdan keyin bar peshtaxtasida o‘ziga klassik Manxetten buyurtma qildi.,,
islam,noun,B1,islom dini,ислам,The monotheistic religion founded by the prophet Muhammad.,ˈɪzlɑːm,15116,ielts,Islam is the second largest religion in the world today.,Islom bugungi kunda dunyodagi ikkinchi yirik din hisoblanadi.,,
portuguese,noun,A2,portugal tili,португальский язык,The language spoken by the people of Portugal and Brazil.,ˌpɔːtʃuˈɡiːz,15118,school,Many people in Brazil speak Portuguese as their first language.,Braziliyadagi ko‘pchilik odamlar uchun ona tili portugal tilidir.,,
housewares,noun,B1,uy-ro'zg'or buyumlari,хозяйственные товары,Small items for the kitchen or bathroom used for daily chores around the home.,ˈhaʊswɛəz,15120,home,She went to the store to buy some new kitchen housewares today.,U bugun bozordan yangi oshxona jihozlarini sotib oldi.,homeware,
democrats,noun,B2,demokratlar,демократы,Members or supporters of a political party that believes in equality and democratic rights.,ˈdɛm.ə.kræts,15122,ielts,Many democrats gathered at the town hall to discuss the new policy.,Ko'plab demokratlar yangi qonunni muhokama qilish uchun yig'ilishdi.,,republicans
panama,noun,B1,panama bosh kiyim,панама,"A light hat made of straw, worn to protect the head from the sun.",ˈpanəmə,15124,clothes,He wore a light panama while walking along the sunny beach today.,U quyoshli sohilda sayr qilayotganda yengil panama kiyib olgan edi.,hat sunhat,
remarks,noun,B2,fikrlar mulohazalar,замечания,Words or statements that you make to express an opinion or observation.,ɹɪˈmɑɹks,15126,ielts,The director made some opening remarks before the main meeting began today.,Direktor asosiy yig'ilish boshlanishidan oldin kirish so'zlari bilan chiqdi.,comments observations,
holdings,noun,B2,mulk aktivlar,активы,"The property or financial assets, such as shares, owned by a person or an organization.",ˈhəʊldɪŋz,15130,ielts,The museum updated its art holdings to include more modern paintings this year.,"Muzey o‘z to‘plamiga zamonaviy rasmlarni qo‘shib, mulkini yangiladi.",assets property,
jews,noun,B1,yahudiylar,евреи,People who are members of the religion or ethnic group called Judaism.,d͡ʒuːz,15132,people-family,There are many Jews living in various communities all across the world today.,Bugun dunyoning turli jamoalarida ko‘plab yahudiylar yashaydi.,,
nigeria,noun,A1,Nigeriya,Нигерия,A country located in West Africa on the Gulf of Guinea.,naɪˈdʒɪəriə,15134,places,My friend traveled to Nigeria for a business trip last month.,Do'stim o'tgan oy ish yuzasidan Nigeriyaga borib keldi.,,
hispanic,adjective,B2,ispanzabon,испаноязычный,"Relating to people or cultures from Spanish-speaking countries, especially in Latin America.",hɪˈspænɪk,15136,ielts,The school has a large population of Hispanic students this year.,Bu yil maktabda ispanzabon o'quvchilar soni juda ko'p.,latino,
sucking,noun,B1,so'rish,сосание,The action of pulling liquid or air into the mouth using muscles.,ˈsʌkɪŋ,15144,body-health,The baby stopped sucking on the bottle after he felt full.,"Go'dak qorni to'ygach, butilkani so'rishdan to'xtadi.",absorbing,
todd,noun,C2,erkak tulki,самец лисы,A term used to refer to a male fox.,tɒd,15148,animals,We spotted a large todd running quickly through the forest yesterday.,Kecha o'rmonda yugurib ketayotgan katta tulkini ko'rib qoldik.,fox,
voters,noun,B1,saylovchilar ovoz beruvchilar,избиратели,People who have the legal right to choose someone in an election.,ˈvoʊtɚz,15152,ielts,Many voters went to the polling station to choose their new leader.,Ko'plab saylovchilar yangi rahbarini tanlash uchun ovoz berish punktiga borishdi.,electors constituents,
turbo,noun,B2,turbina turbokompressor,турбина,A machine part that increases the power of an engine by using exhaust gases.,ˈtɜː.bəʊ,15154,work,The car has a powerful turbo that helps it speed up very quickly.,Mashinaning tezlashishiga yordam beradigan kuchli turbokompressori bor.,turbine turbocharger,
tricks,noun,A2,hiyla nayrang,фокусы трюки,Clever actions that are intended to deceive people or to entertain them.,tɹɪks,15156,actions,The magician performed several amazing card tricks for the excited children.,Sehrgar hayajonlangan bolalar uchun bir nechta ajoyib karta hiylalarini ko'rsatib berdi.,stunts deceptions,
kingston,noun,C2,dengiz ilonbaliqi,европейский морской ангел,A type of flat shark that lives on the bottom of the sea.,ˈkɪŋstən,15162,animals,The kingston is a rare type of shark found in deep waters.,Dengiz ilonbaliqi chuqur suvlarda uchraydigan noyob akula turidir.,angel-shark monkfish,
luke,adjective,C2,ilıq,теплый,"Feeling or being slightly warm, especially referring to water or weather.",l(j)uːk,15166,describing,He washed his face using the luke water from the metal bucket.,U temir chelakdagi iliq suv bilan yuzini yuvdi.,lukewarm tepid,cold
governing,verb,B2,boshqaruvchi tartibga soluvchi,управляющий,"Controlling the way a country, organization, or system works or operates.",ˈɡʌvɚnɪŋ,15168,ielts,There are new laws governing how companies manage their private data safely.,Kompaniyalar shaxsiy maʼlumotlarni xavfsiz boshqarishini tartibga soluvchi yangi qonunlar mavjud.,ruling controlling,
pete,noun,C2,seyf temir sandiq,сейф,A strong metal box used for keeping money or valuable items safe from theft.,piːt,15170,work,The thief tried to break into the pete with a heavy iron tool.,O'g'ri temir asbob bilan seyfni buzib ochishga harakat qildi.,safe box,
musicians,noun,A2,musiqachilar sozandalar,музыканты,People who play a musical instrument or write music as a job or hobby.,mjuːˈzɪʃənz,15172,people-family,The musicians played beautiful songs during the wedding party last night.,To‘y oqshomida musiqachilar juda go‘zal qo‘shiqlarni ijro etishdi.,players artists,
utils,noun,B2,yordamchi vositalar,утилиты,Small computer programs that perform specific useful tasks for the user.,ˈjuːtɪlz,15180,work,You should install some system utils to improve your computer speed.,Kompyuter tezligini oshirish uchun bir nechta yordamchi dasturlarni o‘rnatishingiz kerak.,tools utilities,
phys,noun,B2,fizika,физика,"A short form of the scientific study of matter, energy, and the interactions between them.",ˈfɪzɪks,15182,school,"I have my phys exam tomorrow morning, so I must study tonight.","Ertalab fizikadan imtihonim bor, shuning uchun bugun kechqurun o‘qishim kerak.",science,
prague,noun,A2,Praga,Прага,"The capital and largest city of the Czech Republic, known for its historic architecture.",prɑːɡ,15184,places,We are planning to visit the beautiful city of Prague next summer.,Biz keyingi yozda Praganing go‘zal shahriga borishni rejalashtiryapmiz.,,
nascar,noun,B2,avtopoyga,наскар,A popular American organization that manages stock car auto racing competitions.,ˈnæskɑːr,15188,actions,Many people enjoy watching NASCAR races on television during the weekend.,Ko‘pchilik dam olish kunlari televizorda avtopoygalarni tomosha qilishni yaxshi ko‘radi.,racing,
iceland,noun,A2,Islandiya,Исландия,An island country in the North Atlantic Ocean known for its volcanic landscape.,ˈaɪslənd,15190,places,Iceland is famous for its stunning glaciers and natural hot springs.,Islandiya o‘zining ajoyib muzliklari va tabiiy issiq buloqlari bilan mashhur.,,
morocco,noun,C2,maroquin charm,марокко (кожа),A type of soft goatskin leather that is often used to cover expensive books.,məˈrɒkəʊ,15192,clothes,The old book was beautifully bound in red morocco by the artist.,Ushbu qadimiy kitob rassom tomonidan qizil maroquin charm bilan muqovalangan edi.,maroquin,
tommy,noun,C2,ingliz askari,британский солдат,A nickname used for a soldier serving in the British army during wartime.,ˈtɑmi,15194,places,The Tommy fought bravely in the trenches during the First World War.,Birinchi jahon urushi paytida ingliz askari xandaqlarda mardlarcha jang qildi.,,
newcastle,noun,A2,Nyukasl,Ньюкасл,A large city located in the north east of England.,ˈnjuːkɑːsəl,15198,places,My brother is moving to Newcastle to start his new job next month.,Akam kelasi oy yangi ish boshlash uchun Nyukaslga ko'chib o'tmoqda.,,
brazilian,adjective,A2,braziliyalik,бразильский,Relating to the country of Brazil or its people and culture.,brəˈzɪljən,15200,places,The Brazilian football team is known for its incredible attacking style.,Braziliya futbol terma jamoasi o'zining ajoyib hujumkor uslubi bilan mashhur.,,
norwegian,adjective,A2,norvegiyalik norveg,норвежский,Coming from or relating to the country of Norway or its language.,nɔːˈwiːdʒən,15204,places,We stayed at a beautiful hotel during our trip to the Norwegian mountains.,Norvegiya tog'lariga qilgan sayohatimiz davomida biz chiroyli mehmonxonada to'xtadik.,,
honolulu,noun,A2,Gonolulu,Гонолулу,The capital city of the state of Hawaii in the United States.,ˌhɒnəˈluːluː,15206,places,Many tourists dream of spending their summer vacation in sunny Honolulu.,Ko'plab sayyohlar yozgi ta'tilni quyoshli Gonoluluda o'tkazishni orzu qilishadi.,,
beatles,noun,A2,Bitlz guruhi,Битлз,A famous English rock band formed in Liverpool during the nineteen sixties.,ˈbiːtəlz,15208,places,My father still listens to classic songs by the Beatles every weekend.,Dadam har dam olish kuni hali ham Bitlz guruhining klassik qo'shiqlarini eshitadi.,,
thomson,noun,A2,Tomson,Томсон,A common English surname or name of a company.,ˈtɒmsən,15210,people-family,Mr. Thomson is the manager of the engineering department in our office.,Janob Tomson ofisimizdagi muhandislik bo'limining rahbari hisoblanadi.,,
barnes,noun,B1,omborxonalar,амбары,Large buildings on farms used for storing grain or keeping animals.,bɑːnz,15212,home,The old barnes were renovated to store equipment for the autumn harvest.,Eski omborxonalar kuzgi hosil uchun uskunalarni saqlash maqsadida ta'mirlandi.,sheds storages,
malta,noun,B2,arpa ichimligi,солодовый напиток,"A sweet, non-alcoholic drink made from malted barley and carbonated.",ˈmɔːltə,15214,food-drink,She enjoys drinking a cold malta on a very hot summer day.,U issiq yoz kunida muzdek arpa ichimligini ichishni yaxshi ko'radi.,malt-beverage,
dominican,noun,B1,dominikanlik,доминиканец,A person who comes from the Dominican Republic.,dəˈmɪnɪkən,15218,places,The Dominican player is very famous for his incredible baseball skills.,Dominikanlik o'yinchi o'zining ajoyib beysbol mahorati bilan juda mashhur.,,
chad,noun,C1,qog'oz parchasi teshikcha,обрезки бумаги,Small bits of paper left over after making holes in paper or cards.,t͡ʃæd,15220,work,The machine left a lot of paper chad on the office floor.,Mashina ofis poliga juda ko'p qog'oz parchalarini to'kib tashladi.,scrap remnant,
hebrew,noun,B2,ivrit yahudiy,иврит,The historical language spoken by Jewish people and used in the Bible and Israel today.,ˈhiːbruː,15224,ielts,Modern Hebrew is the official language spoken by people living in Israel today.,Hozirgi ivrit tili Isroilda yashovchi odamlarning rasmiy muloqot tili hisoblanadi.,,
soviet,adjective,B2,sovet,советский,Relating to the former USSR or the communist system of government that existed there.,ˈsəʊvi.ət,15226,ielts,Many large buildings in the city were constructed during the Soviet era.,Shahardagi ko'plab yirik binolar sovet davrida qurilgan edi.,sovietic,
laboratories,noun,B2,laboratoriyalar tajribaxonalar,лаборатории,"Rooms or buildings equipped for scientific research, experiments, and analysis.",ləˈbɒrətriːz,15228,school,The university has modern laboratories for students to conduct their science experiments.,Universitetda talabalar ilmiy tajriba o'tkazishi uchun zamonaviy laboratoriyalar mavjud.,labs,
stockings,noun,B1,kolgotkalar paypoqlar,чулки,"Close-fitting thin fabric coverings for the legs and feet, usually worn by women.",ˈstɒkɪŋz,15232,clothes,She decided to wear elegant stockings with her black evening dress tonight.,U kechki qora libosi bilan nafis kolgotka kiyishga qaror qildi.,tights,
univ,noun,B1,universitet oliygoh,университет,An educational institution where students study for degrees and conduct research.,ˌjuːnɪˈvɜːrsɪti,15234,school,I am planning to finish my final year of univ this summer.,Men yozda universitetdagi oxirgi yilimni tugatishni rejalashtiryapman.,college,
mortality,noun,C1,o'lim darajasi,смертность,The number of deaths that happen in a particular group or area.,mɔɹˈtælɪti,15236,ielts,Better healthcare has significantly reduced the infant mortality rate in this country.,Yaxshilangan tibbiy xizmatlar mamlakatimizda go'daklar o'limi darajasini sezilarli darajada kamaytirdi.,fatality death,birth
therapeutic,adjective,C1,shifobaxsh davolovchi,терапевтический,Having a positive or healing effect on the body or the mind.,ˌθɛɹ.əˈpjuː.tɪk,15238,body-health,Gardening can be a very therapeutic activity after a long stressful day.,Bog'dorchilik uzoq va asabiy ish kunidan keyin juda shifobaxsh mashg'ulot bo'lishi mumkin.,healing beneficial,harmful
butts,noun,B1,orqa qism dumba,задницы,The part of the body that a person sits on.,bʌts,15240,body-health,The kids were sliding down the hill on their butts.,Bolalar tepalikdan dumbasi bilan pastga sirpanishdi.,bottoms rear,
bobby,noun,B2,politsiyachi,полицейский,"A polite, informal word for a police officer, used mainly in Britain.",ˈbɒbi,15242,people-family,The local bobby warned the teenagers about making too much noise.,Mahalliy politsiyachi o‘smirlarni shovqin qilmasliklari haqida ogohlantirdi.,officer constable,
impressive,adjective,B1,ta'sirli hayratlanarli,впечатляющий,"Making you feel admiration because of special skill, size, or quality.",ɪmˈpɹɛsɪv,15244,describing,She gave an impressive performance at the concert last night.,U kechagi konsertda juda ta'sirli chiqish qildi.,striking remarkable,unremarkable
accordingly,adverb,C1,muvofiq ravishda shunga ko‘ra,соответственно,In a way that is suitable or correct for the particular situation.,əˈkɔɹ.dɪŋ.li,15246,ielts,"The rules are strict, and you should behave accordingly.","Qoidalar qat'iy, shuning uchun shunga qarab ish tutishingiz kerak.",appropriately fittingly,
architect,noun,B2,me'mor arxitektor,архитектор,A person whose job is to design new buildings and plan how to build them.,ˈɑː.kɪˌtɛkt,15248,work,The architect designed a beautiful new library for the town.,Me'mor shahar uchun chiroyli yangi kutubxona loyihasini ishlab chiqdi.,designer planner,
railroad,noun,B1,temir yo‘l,железная дорога,A system of tracks and trains used for transporting people or goods.,ˈɹeɪlɹoʊd,15250,travel,The new railroad makes traveling between the two cities much faster.,Yangi temir yo‘l ikki shahar o‘rtasidagi qatnovni ancha tezlashtirdi.,railway track,
nursery,noun,B1,bolalar bog‘chasi,детский сад,A place where young children are looked after during the day.,ˈnɜːsəɹi,15252,school,Both my children started at the local nursery last month.,Ikkala bolam ham o‘tgan oydan mahalliy bog‘chaga qatnay boshlashdi.,kindergarten preschool,
harder,adjective,A2,qiyinroq qattiqroq,труднее,"More difficult to do, understand, or deal with than before.",hɑːdə,15254,describing,This final level of the game is much harder than the others.,O‘yinning bu oxirgi bosqichi boshqalariga qaraganda ancha qiyinroq.,tougher more difficult,easier
microwave,noun,A2,mikrotoʻlqinli pech,микроволновка,A kitchen appliance that cooks food very quickly using special waves.,ˈmaɪkɹəˌweɪv,15258,home,Just put the meal in the microwave for two minutes to heat.,Taomni qizdirish uchun uni ikki daqiqaga mikrotoʻlqinli pechga qoʻying.,,
relocation,noun,B2,koʻchish joyini oʻzgartirish,переезд,The process of moving to a different place to live or work.,ˌɹiːləʊˈkeɪʃən,15260,ielts,The company offered him a bonus to pay for his family relocation.,Kompaniya unga oilasini koʻchirish xarajatlari uchun qoʻshimcha pul taklif qildi.,move,
contributors,noun,B2,hissa qoʻshuvchilar,вкладчики,"People who give money, time, or ideas to help achieve a common goal.",kənˈtrɪbjʊtərz,15262,ielts,All the contributors were thanked at the end of the project meeting.,Loyiha yigʻilishi yakunida barcha hissa qoʻshuvchilarga minnatdorchilik bildirildi.,donors participants,
salad,noun,A1,salat,салат,"A cold dish made of mixed raw vegetables, often served with a dressing.",ˈsæl.əd,15264,food-drink,"We would like a couple of fresh salads and two drinks, please.","Iltimos, bizga ikkita yangi salat va ikkita ichimlik olib keling.",,
tender,adjective,B2,mayin yumshoq,нежный,Soft and easy to cut or chew; not hard or tough.,ˈtɛn.dəː,15266,food-drink,The meat was very tender and cooked perfectly for our dinner.,Go‘sht juda mayin chiqibdi va kechki ovqat uchun ayni muddao bo‘ldi.,soft delicate,tough
foam,noun,B2,ko‘pik,пена,A mass of very small bubbles on the surface of a liquid.,foʊm,15268,nature,White sea foam covered the sandy beach after the big storm.,Kuchli bo‘rondan so‘ng qirg‘oqni oq dengiz ko‘pigi qoplab oldi.,froth,
paste,verb,A2,qo‘ymoq joylashtirmoq,вставлять,To move copied text or an image into a document using a computer.,peɪst,15270,work,You can copy the sentence and then paste it into your email.,"Gapni nusxalab olib, keyin xatingizga joylashtirishingiz mumkin.",,
discretion,noun,C1,ixtiyor mulohaza,усмотрение,The freedom to make your own choices or decisions about something.,dɪˈskɹɛʃən,15272,ielts,Teachers have the discretion to choose which books to use in class.,O‘qituvchilar darsda qaysi kitoblardan foydalanishni o‘z ixtiyorlariga ko‘ra hal qilishadi.,choice freedom,
poem,noun,A2,she'r,стихотворение,A piece of creative writing that uses rhythm and often rhyme.,ˈpəʊ.ɪm,15274,school,The student wrote a beautiful poem about the beauty of spring.,O'quvchi bahor go'zalligi haqida chiroyli bir she'r yozdi.,verse,
unsigned,adjective,B2,imzosiz,неподписанный,"Without a signature, usually on a document or a legal paper.",ˌʌnˈsaɪnd,15276,work,The bank refused to process the document because it was unsigned.,Bank hujjatni imzosiz bo'lgani uchun qabul qilmadi.,,signed
repository,noun,C1,omborxona ombor,хранилище,A place where things are kept and stored in large quantities.,ɹɪˈpɒz.ɪ.t(ə.)ɹɪ,15278,ielts,The library acts as a repository for historical books and maps.,Kutubxona tarixiy kitoblar va xaritalar uchun ombor vazifasini o'taydi.,storehouse,
