headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
send,verb,A1,yubormoq jo'natmoq,посылать,To make something go from one place to another.,sɛnd,5062,basics,Please send me an email as soon as you arrive home.,Iltimos uyga yetib borganingiz zahoti menga xat yuboring.,dispatch transmit,receive
right,adjective,A1,to'g'ri o'ng,правильный правый,Complying with justice or correctness; not wrong.,ˈɹaɪt,5064,describing,You have the right answer to this difficult math problem.,Sizda bu qiyin matematika masalasiga to'g'ri javob bor.,correct accurate,wrong
type,noun,A2,tur xil,тип вид,A group of things that share similar characteristics.,taɪp,5066,describing,What type of music do you like to listen to?,Siz qaysi turdagi musiqani tinglashni yoqtirasiz?,kind sort,
because,conjunction,A1,chunki sababli,потому что,For the reason that.,bɪkəz,5068,basics,I am staying home because I have a bad cold.,"Men uyda qolayapman, chunki shamollab qoldim.",as since,
local,adjective,B1,mahalliy joydagi,местный,Existing in or belonging to the area where you live.,ˈləʊ.kl̩,5070,places,We usually buy fresh vegetables at the local market.,Biz odatda yangi sabzavotlarni mahalliy bozordan xarid qilamiz.,regional nearby,foreign
using,verb,A2,foydalanib ishlatib,используя,Operating or employing a tool or method to achieve a result.,ˈjuː.zɪŋ,5072,actions,She is using a new computer program for her project.,U loyihasi uchun yangi kompyuter dasturidan foydalanmoqda.,utilizing employing,
results,noun,B1,natijalar oqibatlar,результаты,The things that happen or exist because of an action or process.,ɹɪˈzʌlts,5074,ielts,The results of the medical test will be ready tomorrow.,Tibbiy tahlil natijalari ertaga tayyor bo'ladi.,outcomes consequences,
education,noun,B1,ta'lim ma'lumot,образование,The process of teaching and learning at a school or college.,ˌɛd͡ʒ.ʊˈkeɪ.ʃn̩,5076,school,Higher education is very important for a successful future career.,Oliy ta'lim muvaffaqiyatli kelajak karyerasi uchun juda muhimdir.,schooling training,
national,adjective,B1,milliy davlat,национальный,Relating to or typical of a whole country or nation.,ˈnaʃ.ə.nəl,5078,ielts,The government is trying to improve the national health service for everyone.,Hukumat hamma uchun milliy sog'liqni saqlash tizimini yaxshilashga harakat qilmoqda.,public state,local
design,noun,A2,dizayn loyiha,дизайн,The way in which something is planned and made to look.,dɪˈzaɪn,5080,work,We are working on some new designs for our summer shirt collection.,Biz yozgi ko'ylaklar to'plamimiz uchun yangi dizaynlar ustida ishlamoqdamiz.,plan style,
internet,noun,A1,internet,интернет,A global computer network that allows people to share information.,ˈɪntəˌnɛt,5082,basics,Most people today use the internet to find information for their studies.,Bugungi kunda ko'pchilik o'qish uchun ma'lumot topish maqsadida internetdan foydalanadi.,web online,
address,noun,A1,manzil,адрес,The details of the building where a person lives or works.,əˈdɹɛs,5084,basics,Could you please write down your home address for the delivery service?,Iltimos yetkazib berish xizmati uchun uy manzilingizni yozib bera olasizmi?,location place,
within,preposition,B2,ichida doirasida,внутри,"Inside the limits of a particular area, time, or set of rules.",wɪðˈɪn,5086,ielts,The package should arrive within three days from the date of purchase.,Posilka sotib olingan kundan boshlab uch kun ichida yetib kelishi kerak.,inside internally,outside
area,noun,A2,hudud joy,область,"A particular part of a place, city, or country.",ˈɛə.ɹi.ə,5088,places,This area of the city is known for its beautiful public parks.,Shaharning bu hududi go'zal istirohat bog'lari bilan mashhur.,region zone,
phone,noun,A1,telefon,телефон,An electronic device used for talking to people who are far away.,ˈfəʊ̯n,5090,basics,I left my phone at home and could not call my mother.,Men telefonimni uyda qoldirib ketdim va onamga qo'ng'iroq qila olmadim.,mobile telephone,
dvd,noun,B1,dvd disk,диск,"A small plastic disc used for storing music, films, or computer programs.",ˌdiːviːˈdiː,5092,home,We watched an old movie on a DVD last night with friends.,Biz o'tgan kechasi do'stlarimiz bilan DVD diskda eski kino ko'rdik.,disc,
shipping,noun,B1,yuk tashish yetkazib berish,перевозка,The business of moving goods from one place to another.,ˈʃɪpɪŋ,5094,work,The shipping of these heavy items will take about five business days.,Ushbu og'ir narsalarni yetkazib berish taxminan besh ish kuni davom etadi.,transportation delivery,
reserved,adjective,B2,vazmin kamgap,сдержанный,Not showing your feelings or thoughts easily to other people.,ɹɪˈzɝvd,5096,describing,He was a quiet and reserved person who rarely spoke in meetings.,U yig'ilishlarda kam gapiradigan vazmin va kamgap inson edi.,aloof distant,outgoing
subject,noun,B1,mavzu fan,предмет,"The thing that is being discussed, described, or studied.",ˈsʌb.d͡ʒɛkt,5098,school,Mathematics is my favorite subject at the university this year.,Matematika bu yil universitetdagi eng sevimli fanim.,topic theme,
between,preposition,A1,o'rtasida,между,In the space that separates two people or things.,bɪˈtwiːn,5100,basics,The meeting is scheduled to take place between two and three o'clock.,Uchrashuv soat ikki va uch oralig'ida bo'lib o'tishi rejalashtirilgan.,among,
forum,noun,B2,forum minbar,форум,A place or meeting where ideas and views can be shared.,ˈfɔːɹəm,5102,ielts,The internet forum allowed people to discuss their shared hobbies freely.,Internet forumi odamlarga o'z umumiy qiziqishlarini erkin muhokama qilishga imkon berdi.,meeting platform,
based,adjective,B1,asoslangan negizlangan,основанный,Having a particular place or foundation as the starting point.,beɪst,5104,ielts,This new movie is based on a famous book from the century.,Ushbu yangi film asrdagi mashhur kitob asosida yaratilgan.,founded,
code,noun,A2,kod tartib,код,"A system of numbers, letters, or symbols used to represent information.",kəʊd,5106,work,You need to enter the secret code to open the office door.,Ofis eshigini ochish uchun maxfiy kodni kiritishingiz kerak.,system,
show,verb,A1,ko'rsatmoq namoyish etmoq,показывать,To let someone see something or allow it to be seen.,ʃəʊ,5108,basics,Can you show me the way to the nearest bus station?,Menga eng yaqin avtobus bekatigacha bo'lgan yo'lni ko'rsata olasizmi?,display demonstrate,hide
even,adjective,B1,tekis silliq,ровный,Flat and level with no raised parts.,ˈiː.vən,5110,describing,You should clean the rocks so the ground becomes perfectly even.,Toshlarni tozalab tashlang shunda yer mukammal tekis bo'ladi.,flat level,uneven
check,verb,A1,tekshirmoq,проверять,To look at something to make sure it is correct or safe.,t͡ʃɛk,5112,actions,Please check the oil in your car once a month.,Iltimos mashinangizdagi moyni oyiga bir marta tekshirib turing.,examine inspect,
special,adjective,A2,maxsus alohida,особенный,Different from what is normal or usual for a particular reason.,ˈspɛʃ.əl,5114,describing,She prepared a special meal for our anniversary dinner tonight.,U bugun oqshom yilligimiz munosabati bilan maxsus taom tayyorladi.,particular unique,ordinary
website,noun,A1,veb-sayt,веб-сайт,A place on the internet that contains information about a specific topic.,ˈwɛbˌsaɪt,5116,work,You can find more information about the products on their website.,Mahsulotlar haqida ko'proq ma'lumotni ularning veb-saytidan topishingiz mumkin.,site,
women,noun,A1,ayollar,женщины,More than one adult female human.,ˈwɪm.ɪn,5118,people-family,Many women work in the hospital as nurses and doctors.,Ko'plab ayollar shifoxonada hamshira va shifokor bo'lib ishlaydilar.,ladies,men
sign,noun,A2,belgi ishora,знак,A mark or object that shows that something exists or is true.,saɪn,5120,describing,Their angry faces were a clear sign that they were upset.,Ularning jahldor yuzlari xafa bo'lganliklarining aniq belgisi edi.,indication symbol,
file,noun,B1,fayl hujjatlar papkasi,файл,A container or folder for keeping papers and documents organized together.,faɪl,5122,work,Please put these important documents into the correct office file.,Iltimos ushbu muhim hujjatlarni kerakli ofis papkasiga joylashtiring.,folder document,
link,noun,A2,havola bog'lanish,ссылка,"A connection between two people, things, or websites.",ˈlɪŋk,5124,work,Click on the link to open the new web page immediately.,Yangi veb-sahifani darhol ochish uchun havolani bosing.,connection hyperlink,
technology,noun,B1,texnologiya,технология,Scientific knowledge used in industry and for designing new machines or equipment.,tɛkˈnɒl.ə.dʒi,5126,work,Modern technology has changed the way we communicate with each other daily.,Zamonaviy texnologiyalar bizning bir-birimiz bilan kundalik muloqot qilish tarzimizni o'zgartirdi.,,
south,noun,A2,janub,юг,The direction that is on your right when you are facing the rising sun.,ˈsaʊ̯θ,5128,places,Many birds fly to the south when the cold winter begins.,Sovuq qish boshlanganda ko'plab qushlar janubga uchib ketadi.,,north
case,noun,B1,holat vaziyat,случай,A specific instance or situation that is being considered or talked about.,keɪs,5130,ielts,"In this case, it is better to wait before making a decision.",Bu vaziyatda qaror qabul qilishdan oldin kutish yaxshiroqdir.,instance situation,
project,noun,B1,loyiha,проект,A planned piece of work that has a specific goal and takes time.,ˈpɹɒd͡ʒ.ɛkt,5132,work,The team is working on a new project to improve our website.,Jamoa veb-saytimizni yaxshilash bo'yicha yangi loyiha ustida ishlamoqda.,plan design,
version,noun,B1,versiya variant,версия,A particular form of something that is slightly different from other forms.,ˈvɜːʒn̩,5134,ielts,This is the latest version of the software with many new features.,Bu dasturiy ta'minotning ko'plab yangi xususiyatlarga ega eng so'nggi versiyasidir.,variant,
section,noun,B1,bo'lim qism,раздел,One of the parts that something is divided into.,ˈsɛkʃən,5136,school,Please read the final section of the book before our next lesson.,"Iltimos, keyingi darsimizdan oldin kitobning oxirgi qismini o'qib chiqing.",part division,
found,verb,B2,asos solmoq,основывать,"To start an organization, institution, or city and provide the money for it.",ˈfaʊ̯nd,5138,ielts,They decided to found a new company to help young local artists.,Ular yosh mahalliy rassomlarga yordam berish uchun yangi kompaniya ochishga qaror qilishdi.,establish create,
related,adjective,B1,aloqador bogliq,связанный,Connected to something else or belonging to the same family.,ɹɪˈleɪtɪd,5142,describing,Electric and magnetic forces are very closely related to each other.,Elektr va magnit kuchlari bir-biri bilan juda yaqin bog'liqdir.,connected linked,unrelated
security,noun,B2,xavfsizlik,безопасность,The state of being safe and protected from danger or harm.,sɪˈkjʊə.ɹə.ti,5144,ielts,The government is working to improve national security for all citizens.,Hukumat barcha fuqarolar uchun milliy xavfsizlikni kuchaytirish ustida ishlamoqda.,protection safety,
county,noun,B2,okrug,графство,A large administrative region of a country or state.,ˈkaʊnti,5146,places,He lives in a quiet rural county outside of the city.,U shahardan tashqaridagi sokin qishloq okrugida yashaydi.,region district,
American,adjective,A1,amerika amerikalik,американский,Relating to the United States of America or its people.,əˈmerɪkən,5148,basics,I really enjoy watching classic American movies on the weekend.,Men dam olish kunlari klassik Amerika kinolarini tomosha qilishni juda yoqtiraman.,,
game,noun,A1,o'yin,игра,An activity or sport that people play according to specific rules.,ˈɡeɪ̯m,5150,basics,We played a fun board game with our friends last night.,Biz o'tgan oqshom do'stlarimiz bilan qiziqarli stol o'yini o'ynadik.,match contest,
power,noun,B1,kuch quvvat,сила,"The ability, strength, or energy to do something or control situations.",ˈpaʊ̯ə̯,5152,ielts,The storm caused a loss of electrical power in the building.,Bo'ron binoda elektr quvvatining uzilishiga sabab bo'ldi.,strength energy,
while,conjunction,A2,paytda holbuki,пока,During the time that something else is happening.,ʍaɪl,5154,time,Please stay here while I go to get some fresh water.,"Men yangi suv olib kelguncha, iltimos, shu yerda qoling.",during as,
care,noun,A2,g'amxo'rlik e'tibor,забота,The process of looking after someone or something and providing what is needed.,kɛə,5156,feelings,She took great care of her plants during the hot summer.,U issiq yoz davomida o'simliklariga juda yaxshi g'amxo'rlik qildi.,attention concern,neglect
network,noun,B1,tarmoq,сеть,A group of people or things that are connected to each other.,ˈnɛt.wɜːk,5158,ielts,She built a strong network of professional contacts to help her career.,U o'z karyerasiga yordam beradigan kuchli professional aloqalar tarmog'ini qordi.,system grid,
down,adverb,A1,pastga,вниз,Towards a lower place or position.,ˈdaʊ̯n,5160,basics,The cat jumped down from the table when it heard a noise.,Mushuk shovqinni eshitgach stoldan pastga sakradi.,,up
computer,noun,A1,kompyuter,компьютер,An electronic machine that stores and processes information.,kəmˈpjuːtə,5162,basics,I spend most of my working day sitting at my computer.,Men ish kunimning ko'p qismini kompyuter oldida o'tkazaman.,pc laptop,
total,adjective,B1,umumiy jami,полный,The entire amount or complete number of something.,ˈtəʊ.tl̩,5164,ielts,The total cost of the project was much higher than we expected.,Loyiha uchun umumiy xarajat biz kutgandan ancha yuqori bo'ldi.,entire complete,partial
place,noun,A1,joy,место,"A particular area, town, or building.",ˈpleɪ̯s,5166,places,This park is a beautiful place to spend time with family.,Bu park oila bilan vaqt o'tkazish uchun chiroyli joy.,location area,
end,noun,A2,oxir tugash,конец,The final part of something such as a period of time or activity.,ɛnd,5168,time,We stayed at the beach until the very end of the day.,Biz kunning oxirigacha dengiz sohilida qoldik.,finish conclusion,beginning
following,adjective,B1,keyingi,следующий,Coming next in order or time.,ˈfɒləʊɪŋ,5170,ielts,Please read the following instructions before you start the exam.,Iltimos imtihonni boshlashdan oldin keyingi ko'rsatmalarni o'qing.,next succeeding,preceding
download,verb,A2,yuklab olmoq,скачивать,To move information from the internet to your own computer or phone.,ˈdaʊnˌləʊd,5172,actions,I need to download a new app to edit my photos.,Rasmlarimni tahrirlash uchun yangi ilova yuklab olishim kerak.,,upload
without,preposition,A1,-siz (biror narsasiz),без,Not having or not including something or someone.,wɪðˈaʊt,5174,basics,I cannot imagine my morning without a cup of tea.,Ertalabimni bir piyola choysiz tasavvur qila olmayman.,,with
north,noun,A2,shimol,север,The direction that is to the left if you are looking at the sunrise.,nɔːθ,5176,travel,Many birds fly to the north when the weather gets warmer.,Havo isiganida ko'plab qushlar shimolga uchib ketishadi.,,
current,adjective,B1,hozirgi joriy,текущий,Happening or existing now; of the present time.,ˈkʌɹənt,5178,ielts,Please give me your current address so I can send the letter.,"Xatni yuborishim uchun iltimos, hozirgi manzilingizni ayting.",present contemporary,past
media,noun,B2,ommaviy axborot vositalari,средства массовой информации,Organizations like newspapers and television that provide news and information to the public.,ˈmiː.di.ə,5180,ielts,The local media reported that the new project will start next month.,Mahalliy ommaviy axborot vositalari yangi loyiha kelasi oyda boshlanishini xabar qildi.,,
law,noun,A2,qonun huquq,закон,A rule made by a government that people must follow.,lɔː,5182,ielts,It is against the law to drive without a seat belt on.,Xavfsizlik kamarini taqmasdan mashina haydash qonunga ziddir.,,
control,verb,B1,boshqarmoq nazorat qilmoq,управлять,To have the power to direct or manage something.,kənˈtɹəʊl,5184,actions,You need to learn how to control your anger in stressful situations.,Stressli vaziyatlarda jahlingizni boshqarishni o'rganishingiz kerak.,manage,
history,noun,A2,tarix,история,The study of things that happened in the past.,ˈhɪs.tə.ɹi,5186,school,I really enjoy studying world history at school with my friends.,Maktabda do'stlarim bilan jahon tarixini o'rganish menga juda yoqadi.,past,
pictures,noun,A2,kino kinoteatr,кино,A place where you go to watch movies on a big screen.,ˈpɪk.(t)ʃəz,5188,places,We usually go to the pictures on Friday nights to relax.,Biz odatda dam olish uchun juma oqshomlari kinoga boramiz.,cinema,
size,noun,A1,hajm o'lcham,размер,How big or small a person or thing is.,saɪz,5190,basics,The size of the building seemed to have increased since I was last there.,Binoning hajmi oxirgi marta kelganimdan beri kattalashgandek tuyuldi.,,
art,noun,A2,san'at,искусство,"The creation of paintings, drawings, or music that are beautiful or express ideas.",ɑːt,5192,describing,There is a debate as to whether graffiti is art or vandalism.,Graffiti san'atmi yoki vandalizm degan bahs bor.,,
personal,adjective,B1,shaxsiy,личный,Belonging or relating to one particular person rather than to anyone else.,ˈpɜː.sə.nəl,5194,describing,You can't read my diary because it is very personal.,Kundaligimni o'qiy olmaysiz chunki u juda shaxsiy.,private,public
since,conjunction,A2,chunki sababli,поскольку,For the reason that; because.,sɪn(t)s,5196,ielts,"Since you did not call, we left without you.",Chunki siz qo'ng'iroq qilmadingiz biz sizsiz ketdik.,as because,
including,preposition,B1,shuningdek qo'shib,включая,Used to show that someone or something is part of a larger group.,ɪnˈkluːdɪŋ,5198,ielts,"Fill in the details, including your name and your address.",Ismingiz va manzilingizni qo'shgan holda ma'lumotlarni to'ldiring.,,
directory,noun,B2,ma'lumotnoma katalog,справочник,"A book or computer file containing a list of names, addresses, or files.",dɪˈɹɛktəɹi,5200,work,I need to look up his phone number in the directory.,Uning telefon raqamini ma'lumotnomadan qidirib topishim kerak.,list index,
board,verb,B1,chiqish,садиться,"To get onto a plane, ship, or train to start a journey.",bɔːd,5202,travel,It is almost time for us to board the aircraft.,Samolyotga chiqishimizga deyarli vaqt bo'ldi.,enter get-on,disembark
location,noun,A2,joylashuv manzil,местоположение,A particular place or position where something is.,ləʊˈkeɪʃən,5204,places,The hotel is in a perfect location near the city center.,Mehmonxona shahar markaziga yaqin mukammal joyda joylashgan.,place site,
change,verb,A1,o'zgarmoq almashtirmoq,изменяться,To become different or to make something different from what it was before.,ˈt͡ʃeɪ̯nd͡ʒ,5206,actions,You should change your wet clothes before you catch a cold.,Shamollab qolmasliging uchun ho'l kiyimlaringni almashtirishing kerak.,alter modify,remain
text,verb,A2,yozmoq xabar yubormoq,писать сообщение,To send a written message using a mobile phone.,tɛkst,5208,basics,I will text you the meeting address when I arrive there.,U yerga yetib borganimda senga uchrashuv manzilini yozib yuboraman.,message,
rating,noun,B2,reyting baho,рейтинг,A measure of the value or quality of something on a scale.,ˈɹeɪtɪŋ,5210,ielts,The hotel has a high rating because the food is excellent.,Mehmonxona yuqori reytingga ega chunki ovqatlari juda mazali.,score rank,
rate,noun,B1,me'yor tezlik,скорость,The speed at which something happens or the price of something.,ɹeɪt,5212,ielts,The car was moving at a very high rate of speed.,Mashina juda yuqori tezlikda harakatlanayotgan edi.,speed level,
children,noun,A1,bolalar,дети,Young human beings who are not yet adults.,[ˈt͡ʃʊld̠ɹ̠ ̝ʷən],5214,people-family,Many children played together in the park during the sunny afternoon.,Quyoshli tushdan keyin ko'plab bolalar bog'da birga o'ynashdi.,kids,adults
during,preposition,A2,davomida mobaynida,в течение,Happening at some point within a period of time.,ˈdjʊə.ɹɪŋ,5216,time,I fell asleep during the long and boring movie at night.,Men tunda uzoq va zerikarli film davomida uxlab qoldim.,throughout,
return,verb,A2,qaytmoq qaytarmoq,возвращаться,To come or go back to a place or person.,ɹɪˈtɜːn,5218,travel,We will return home after we finish all our work today.,"Bugun barcha ishlarimizni tugatgach, uyga qaytamiz.",come back go back,leave
shopping,noun,A1,xarid qilish,покупки,The activity of visiting shops to buy things that you need.,ˈʃɒpɪŋ,5220,basics,I usually go shopping for groceries with my mother every weekend.,Men odatda har dam olish kuni onam bilan oziq-ovqat xarid qilishga boraman.,,
account,noun,B1,hisob hisobvaraq,счёт,An arrangement with a bank to keep your money safe.,əˈkaʊnt,5222,work,She deposited her entire paycheck into her savings account this morning.,U o'zining butun oyligini bugun ertalab jamg'arma hisob raqamiga o'tkazdi.,,
level,adjective,B1,tekis silliq,ровный,"Flat and smooth, with no part higher than any other part.",ˈlɛv.l̩,5224,describing,Ensure the surface of the floor is perfectly level before laying tiles.,Plitkalarni yotqizishdan oldin pol sirtining mukammal tekis ekanligiga ishonch hosil qiling.,flush,
digital,adjective,B1,raqamli,цифровой,Relating to computer technology or information stored as numbers.,ˈdɪd͡ʒɪtl̩,5226,ielts,Digital payment systems are quickly replacing traditional cash transactions in many stores.,Raqamli to'lov tizimlari ko'plab do'konlarda an'anaviy naqd pul to'lovlarini tezda almashtirmoqda.,computerized electronic,
profile,noun,B2,profil ma'lumotnoma,профиль,A short description or summary of a person's life or character.,ˈpɹəʊfaɪl,5228,ielts,The detective created a detailed profile of the suspect based on evidence.,Detektiv dalillarga asoslanib gumonlanuvchining batafsil profilini yaratdi.,contour,
form,noun,A2,shakl blanka,форма,A document with empty spaces where you write required information.,fɔːm,5230,school,Please complete this application form and return it to the front desk.,"Iltimos, ushbu ariza shaklini to'ldiring va uni qabulxona stoliga qaytaring.",,
john,noun,C1,hojatxona,туалет,A common informal word for a toilet or a room with a toilet.,ˈd͡ʒɑn,5232,home,"Excuse me, could you tell me where the john is located?","Kechirasiz, hojatxona qayerda joylashganini ayta olasizmi?",can,
main,adjective,A2,asosiy bosh,основной,The most important or largest part of something.,meɪn,5234,basics,The main reason for the meeting is to discuss our future plans.,Uchrashuvning asosiy sababi bizning kelajakdagi rejalarimizni muhokama qilishdir.,largest,
image,noun,B1,tasvir rasm,образ,A picture or photograph of a person or object.,ˈɪm.ɪdʒ,5236,ielts,The image on the screen was very clear and easy to see.,Ekrandagi tasvir juda aniq va ko'rish uchun oson edi.,,
department,noun,B1,bolim kafedra,отдел,A specific section of a large organization or business.,dɪˈpɑːtm(ə)nt,5238,work,I work in the marketing department of a large car company.,Men katta avtomobil kompaniyasining marketing bolimida ishlayman.,section division,
title,noun,A2,nom sarlavha,название,"The name of a book, movie, or song.",ˈtaɪ̯.təl,5240,describing,I cannot remember the title of the movie we watched yesterday.,Kecha tomosha qilgan kinoyimizning nomini eslay olmayapman.,name heading,
description,noun,B1,tasvir tavsif,описание,Words that tell you what someone or something looks like or is like.,dɪˈskɹɪpʃən,5242,describing,The police asked for a detailed description of the missing man.,Politsiya bedarak yoqolgan odamning batafsil tavsifini soradi.,account report,
